N	2gram	Propp_Morf_1	FransuaR
239	тех же	4	1
240	так плохо	1	1
241	это и	2	1
242	верхом на	1	1
243	вряд ли	2	1
244	между двумя	1	1
245	в первом	3	1
246	ведь и	1	1
247	должна быть	1	1
248	момент когда	2	1
249	по его	1	1
250	его не	1	1
251	элементы и	1	1
252	на эти	1	1
253	со смертью	2	1
254	есть нечто	3	1
255	так чтобы	1	1
256	время как	3	1
257	целом не	1	1
258	ему в	1	1
259	героев в	1	1
260	это время	1	1
261	состоят из	1	1
262	встречается очень	3	1
263	он сам	1	1
264	за это	1	1
265	к целому	2	1
266	там и	1	1
267	то мы	4	1
268	этой школы	4	1
269	но не	4	1
270	по группам	2	1
271	также часто	1	1
272	значение и	1	1
273	а он	1	1
274	тогда как	2	1
275	некоторые черты	1	1
276	отличие от	1	1
277	до наших	2	1
278	что они	2	1
279	всего это	1	1
280	иного характера	1	1
281	что именно	1	1
282	вот как	1	1
283	будущих поколений	1	1
284	и нет	1	1
285	все остальные	1	1
286	все же	7	1
287	нами в	2	1
288	дается в	2	1
289	образом они	1	1
290	имеет в	1	1
291	увидим что	1	1
292	как таковое	2	1
293	значение сам	1	1
294	и этим	5	1
295	не приходится	1	1
296	в нашем	3	1
297	переходит на	1	1
298	им в	1	1
299	другом случае	1	1
300	где кончается	1	1
301	но на	1	1
302	у брата	1	1
303	момента в	1	1
304	здесь для	1	1
305	они играют	1	1
306	в основу	2	1
307	к хвосту	1	1
308	в каждом	1	1
309	не будет	1	1
310	в совершенно	1	1
311	правильнее было	1	1
312	материала и	1	1
313	говорить не	1	1
314	и иных	2	1
315	на спине	2	1
316	они по	1	1
317	и тем	2	1
318	за ней	2	1
319	данном случае	1	1
320	еще одно	1	1
321	в ином	2	1
322	по всему	2	1
323	этого не	2	1
324	с тем	2	1
325	оно имеет	1	1
326	с такой	1	1
327	чем в	1	1
328	и некоторые	1	1
329	понятия и	1	1
330	и становится	1	1
331	на первый	3	1
332	к первому	1	1
333	не так	1	1
334	или вообще	1	1
335	и при	1	1
336	как все	1	1
337	лежат в	1	1
338	наших дней	2	1
339	всяком случае	2	1
340	отправился из	1	1
341	мы говорили	1	1
342	по вертикали	1	1
343	и убивает	3	1
344	и животным	1	1
345	в силу	1	1
346	нельзя было	2	1
347	существу как	1	1
348	не будем	4	1
349	которые в	1	1
350	ряда других	1	1
351	и наоборот	4	1
352	чрезвычайно разнообразны	1	1
353	же может	2	1
354	даже в	1	1
355	при помощи	9	1
356	но они	1	1
357	она не	2	1
358	самого начала	1	1
359	эти формы	2	1
360	и отсюда	1	1
361	то чего	1	1
362	на котором	3	1
363	у кого	1	1
364	на него	3	1
365	в основе	1	1
366	есть путь	1	1
367	только и	1	1
368	или как	1	1
369	к концу	1	1
370	за исключением	1	1
371	значительное количество	1	1
372	по земле	1	1
373	так например	3	1
374	связи с	10	1
375	ее можно	1	1
376	не по	2	1
377	и несколько	1	1
378	имеет ничего	1	1
379	у нас	2	1
380	но там	1	1
381	не могут	4	1
382	встречается в	1	1
383	и героев	1	1
384	он приказывает	2	1
385	в других	3	1
386	и развития	1	1
387	что его	2	1
388	является одним	1	1
389	и решении	1	1
390	сбрасывают в	1	1
391	как с	1	1
392	ничего общего	1	1
393	мы привели	1	1
394	здесь не	2	1
395	здесь также	1	1
396	а здесь	1	1
397	нами выше	1	1
398	нужно заметить	1	1
399	мысль о	1	1
400	на той	2	1
401	на свой	1	1
402	в v	1	1
403	и когда	1	1
404	богатства и	1	1
405	с собой	3	1
406	не с	2	1
407	другое так	1	1
408	по ее	1	1
409	семь лет	1	1
410	об этом	4	1
411	но здесь	1	1
412	в таком	1	1
413	которого можно	1	1
414	на все	1	1
415	по плану	1	1
416	в другом	2	1
417	но к	1	1
418	видите ли	1	1
419	и что	2	1
420	в глаза	2	1
421	в различных	2	1
422	там же	1	1
423	по их	3	1
424	образом мы	5	1
425	своей смерти	1	1
426	выбор и	1	1
427	этот элемент	4	1
428	большое количество	1	1
429	доходит до	1	1
430	том или	1	1
431	царство и	1	1
432	соответствие между	1	1
433	этот момент	3	1
434	в другой	1	1
435	тот момент	1	1
436	но она	1	1
437	ряд других	1	1
438	и она	1	1
439	в него	1	1
440	видим что	10	1
441	вместо них	1	1
442	еще тем	1	1
443	этот вопрос	2	1
444	мы увидим	8	1
445	который их	1	1
446	ли он	1	1
447	во всем	1	1
448	за другом	2	1
449	еще и	1	1
450	очень много	1	1
451	который в	2	1
452	между тем	5	1
453	себя в	1	1
454	так что	1	1
455	если мы	5	1
456	затем следует	1	1
457	друг за	2	1
458	чем они	1	1
459	в виде	2	1
460	здесь же	3	1
461	во втором	3	1
462	которые делает	1	1
463	и рядом	1	1
464	его и	2	1
465	сына не	1	1
466	их как	2	1
467	одно из	1	1
468	от другого	2	1
469	момент для	1	1
470	время уже	1	1
471	само собой	1	1
472	эти явления	1	1
473	уже совершенно	1	1
474	брак и	2	1
475	характерен для	1	1
476	но эти	1	1
477	другого и	1	1
478	и даже	1	1
479	живой и	2	1
480	на этот	1	1
481	лица в	1	1
482	и создает	1	1
483	человека а	1	1
484	такое же	1	1
485	им головы	1	1
486	мы еще	1	1
487	ином в	1	1
488	иногда это	1	1
489	остановимся пока	1	1
490	в рассказе	1	1
491	вход в	1	1
492	однако и	1	1
493	один из	5	1
494	на поиски	1	1
495	о чем	1	1
496	ссылка на	1	1
497	чрезвычайно много	1	1
498	в подобных	1	1
499	этим и	1	1
500	мы находим	1	1
501	но оно	2	1
502	в частности	2	1
503	как это	3	1
504	относятся к	2	1
505	их за	1	1
506	или по	2	1
507	приводит в	1	1
508	ним как	1	1
509	видит в	1	1
510	эта форма	13	1
511	знать что	2	1
512	где начинается	1	1
513	в тех	6	1
514	и там	1	1
515	первом случае	3	1
516	в тот	1	1
517	из этой	1	1
518	многих других	1	1
519	бросается в	1	1
520	с этой	1	1
521	еще раз	1	1
522	только для	1	1
523	не меняет	2	1
524	и таким	2	1
525	между прочим	1	1
526	в начале	3	1
527	же самое	1	1
528	старое все	1	1
529	из ряда	3	1
530	и где	1	1
531	это уже	3	1
532	в следующей	1	1
533	затруднительное положение	1	1
534	она может	1	1
535	этой главе	1	1
536	связанные со	1	1
537	обращается к	1	1
538	от него	1	1
539	лишь как	1	1
540	по пути	1	1
541	дает описание	1	1
542	чем же	1	1
543	может и	1	1
544	но эта	1	1
545	между ними	1	1
546	сказать что	2	1
547	то здесь	3	1
548	они все	1	1
549	дело с	1	1
550	этот же	1	1
551	нет но	1	1
552	героя в	4	1
553	всех других	1	1
554	в последнем	2	1
555	что под	1	1
556	из этого	1	1
557	к различным	2	1
558	а другой	1	1
559	бьют по	1	1
560	все подобные	1	1
561	в каком	2	1
562	сына в	1	1
563	заметить что	8	1
564	также не	1	1
565	ее в	1	1
566	как на	1	1
567	они не	1	1
568	которая не	1	1
