N	2gram	Losev_Prob_4	UchenyiS
119	художественным произведением	2	1
120	об этом	6	1
121	же как	1	1
122	в этот	1	1
123	но по	2	1
124	человека и	1	1
125	то есть	27	1
126	в виду	6	1
127	сам по	6	1
128	значительной мере	2	1
129	л толстого	1	1
130	первую очередь	1	1
131	данном случае	5	1
132	своими собственными	1	1
133	только при	6	1
134	искусства в	1	1
135	и прежде	2	1
136	понятие не	2	1
137	и быть	1	1
138	самыми разнообразными	1	1
139	только более	1	1
140	в пределах	2	1
141	или по	2	1
142	и др	1	1
143	что для	1	1
144	никогда не	1	1
145	так и	10	1
146	одной стороны	1	1
147	достоевского и	1	1
148	относится к	2	1
149	этого не	2	1
150	другую более	1	1
151	до конца	1	1
152	не предмет	2	1
153	с тем	4	1
154	мы имеем	6	1
155	своем месте	1	1
156	ничего подобного	1	1
157	только единство	1	1
158	представлений и	1	1
159	при более	1	1
160	как всякая	1	1
161	и всякого	2	1
162	именно к	1	1
163	об ее	2	1
164	и даже	9	1
165	должно быть	1	1
166	можно сказать	5	1
167	не вполне	2	1
168	или менее	2	1
169	искусства и	1	1
170	как на	1	1
171	о том	5	1
172	в ней	7	1
173	и потому	7	1
174	в котором	2	1
175	этого общего	1	1
176	только для	3	1
177	и что	2	1
178	она в	2	1
179	и этого	1	1
180	к простому	1	1
181	он был	3	1
182	все его	1	1
183	единства и	1	1
184	из которых	3	1
185	в значительной	2	1
186	чем то	1	1
187	где же	1	1
188	признать что	1	1
189	несомненно и	1	1
190	все в	3	1
191	является только	2	1
192	в той	8	1
193	анализу и	1	1
194	в данном	6	1
195	что же	1	1
196	не то	2	1
197	бы в	1	1
198	того что	1	1
199	более высокую	2	1
200	отдельности и	1	1
201	на его	2	1
202	ней не	1	1
203	это значит	10	1
204	что этот	1	1
205	нет и	2	1
206	другое произведение	1	1
207	за пределы	2	1
208	на то	1	1
209	л толстой	2	1
210	и вся	1	1
211	его как	1	1
212	познания или	1	1
213	отнюдь не	10	1
214	для тех	1	1
215	первый взгляд	1	1
216	независимо от	3	1
217	его на	1	1
218	литературы как	1	1
219	образы но	1	1
220	в своем	3	1
221	может обойтись	2	1
222	как нам	1	1
223	но для	1	1
224	и необходимым	1	1
225	себе еще	1	1
226	что ему	1	1
227	и все	8	1
228	обе эти	1	1
229	достаточно ясно	2	1
230	тот же	2	1
231	более или	2	1
232	как таковое	1	1
233	уж тем	1	1
234	так всегда	1	1
235	самим же	1	1
236	не существует	5	1
237	и творчество	1	1
238	представляется что	2	1
239	по мнению	1	1
240	в которой	2	1
241	о котором	1	1
242	это то	1	1
243	не было	3	1
244	находятся в	2	1
245	таком понимании	1	1
246	он в	1	1
247	с одной	1	1
248	в качестве	10	1
249	но именно	2	1
250	без этого	3	1
251	тем более	4	1
252	случае он	1	1
253	в известном	2	1
254	начала и	1	1
255	с новой	1	1
256	бы только	1	1
257	бы значение	1	1
258	буквальном смысле	2	1
259	уже не	5	1
260	далеко не	2	1
261	имеем в	3	1
262	толстой в	1	1
263	то и	5	1
264	же в	4	1
265	они находятся	1	1
266	в виде	22	1
267	и искусства	1	1
268	тезис о	1	1
269	в нем	5	1
270	связанные с	1	1
271	точном смысле	1	1
272	или даже	4	1
273	но если	6	1
274	он не	2	1
275	не самые	1	1
276	где бы	1	1
277	поэта не	1	1
278	сказать что	7	1
279	не связанных	1	1
280	определяет собою	1	1
281	они в	1	1
282	в первую	1	1
283	не значит	1	1
284	превратилось бы	1	1
285	равно как	1	1
286	и так	1	1
287	данного произведения	1	1
288	случайно и	1	1
289	он и	1	1
290	в отдельности	1	1
291	в понятии	2	1
292	что под	1	1
293	у толстого	1	1
294	количество и	1	1
295	работ в	1	1
296	у пушкина	3	1
297	но что	1	1
298	у него	1	1
299	само по	1	1
300	мы можем	3	1
301	и независимо	2	1
302	так то	1	1
303	анализа в	1	1
304	о необходимости	2	1
305	и делает	1	1
306	это в	1	1
307	а это	3	1
308	невозможна без	1	1
309	что при	1	1
310	что в	3	1
311	в таком	6	1
312	общего и	7	1
313	бы это	1	1
314	этот путь	2	1
