N	2gram	Vygotskiy__1	TeoriaLi
484	произведения как	1	1
485	искусства и	15	1
486	что речь	2	1
487	на вопрос	2	1
488	настоящее время	2	1
489	определенным образом	1	1
490	в драматическом	1	1
491	никак не	4	1
492	как ее	1	1
493	одного из	1	1
494	такого что	1	1
495	основе своей	1	1
496	может не	1	1
497	в сущности	10	1
498	звуков в	1	1
499	и многих	1	1
500	в значительной	1	1
501	в евгении	2	1
502	служит для	1	1
503	области искусства	2	1
504	я думаю	2	1
505	стоит и	1	1
506	нуждается в	3	1
507	искусства к	1	1
508	и только	3	1
509	в другой	2	1
510	наконец в	2	1
511	человека как	1	1
512	для установления	1	1
513	эстетическое переживание	3	1
514	один из	4	1
515	но с	1	1
516	д и	1	1
517	есть процесс	1	1
518	обе эти	1	1
519	в двух	1	1
520	всякое произведение	2	1
521	для субъекта	1	1
522	тот же	2	1
523	и развитием	1	1
524	дело с	3	1
525	именно о	1	1
526	в какой	5	1
527	тем или	2	1
528	его чувства	2	1
529	простой и	1	1
530	образа в	1	1
531	или его	3	1
532	который в	3	1
533	отдельных лиц	5	1
534	со всеми	4	1
535	так что	5	1
536	из которого	2	1
537	же и	1	1
538	для всех	4	1
539	есть в	7	1
540	если мы	12	1
541	только на	3	1
542	в поэзии	2	1
543	где образ	1	1
544	взгляде на	1	1
545	состоит чтобы	1	1
546	но самое	1	1
547	не дает	2	1
548	из них	2	1
549	эстетическая реакция	1	1
550	за ним	1	1
551	одно из	2	1
552	и их	2	1
553	никто не	1	1
554	представить себе	3	1
555	и мир	1	1
556	в одном	2	1
557	части и	1	1
558	так как	18	1
559	тому же	3	1
560	к ним	2	1
561	может служить	1	1
562	без этого	1	1
563	случае не	2	1
564	как такового	1	1
565	той самой	1	1
566	его мысли	1	1
567	ее на	1	1
568	человеческое тело	1	1
569	но из	1	1
570	для того	6	1
571	он же	2	1
572	точек зрения	3	1
573	на примере	3	1
574	как у	1	1
575	связаны с	1	1
576	отказаться от	2	1
577	на чем	1	1
578	еще и	1	1
579	такое же	1	1
580	во внешней	1	1
581	или словами	1	1
582	что для	2	1
583	к более	1	1
584	и пр	1	1
585	не было	3	1
586	литературное произведение	1	1
587	зависит от	1	1
588	из внутренне	1	1
589	же точно	3	1
590	могут служить	3	1
591	художественной формы	5	1
592	его как	1	1
593	и большим	1	1
594	в связи	2	1
595	как ни	1	1
596	обычно говорят	1	1
597	делает то	2	1
598	свести к	1	1
599	в одной	3	1
600	от ее	1	1
601	каждого читателя	1	1
602	нимало не	2	1
603	для искусства	1	1
604	чему нельзя	1	1
605	все люди	1	1
606	другу и	1	1
607	может как	1	1
608	целом ряде	2	1
609	одновременно и	1	1
610	тому как	7	1
611	есть как	1	1
612	чувства и	2	1
613	для понимания	1	1
614	евгении онегине	3	1
615	в это	1	1
616	с этой	4	1
617	художественное произведение	10	1
618	каждого из	3	1
619	от окружающих	1	1
620	известном смысле	1	1
621	произведением искусства	1	1
622	к объекту	1	1
623	искусства в	9	1
624	как любая	1	1
625	о его	1	1
626	все это	8	1
627	в теорию	1	1
628	точно и	2	1
629	каждой из	3	1
630	ее можно	1	1
631	отношений и	2	1
632	и от	2	1
633	в результате	4	1
634	в настоящее	2	1
635	больше и	1	1
636	места в	1	1
637	бы в	2	1
638	как явление	1	1
639	истории литературы	1	1
640	стороны в	1	1
641	изучению искусства	1	1
642	она же	1	1
643	в мировом	1	1
644	и отвечает	1	1
645	ни было	1	1
646	им с	2	1
647	же в	1	1
648	мы видим	5	1
649	полагал что	1	1
650	не есть	3	1
651	в стихах	1	1
652	в готовом	1	1
653	целью и	1	1
654	и каждая	1	1
655	не быть	2	1
656	от всех	3	1
657	совершенно не	5	1
658	быть признано	1	1
659	вступить в	1	1
660	из этого	2	1
661	и познавательного	1	1
662	только о	2	1
663	что такое	2	1
664	если она	2	1
665	включает в	1	1
666	жизни и	3	1
667	но каждая	1	1
668	видим в	1	1
669	и другие	4	1
670	случае если	1	1
671	в своих	4	1
672	по поводу	2	1
673	см в	1	1
674	в таком	3	1
675	точно так	3	1
676	все что	3	1
677	этой точки	5	1
