N	2gram	Trubetskoy_1	UchenyiS
151	этот процесс	2	1
152	что только	2	1
153	в течение	4	1
154	не то	3	1
155	тем более	3	1
156	независимо от	2	1
157	этого не	1	1
158	данном случае	3	1
159	себе еще	1	1
160	входит в	1	1
161	же как	3	1
162	эволюции как	1	1
163	иначе говоря	4	1
164	но тут	1	1
165	с которыми	2	1
166	одно из	3	1
167	она не	2	1
168	себя на	1	1
169	признать что	3	1
170	это впечатление	2	1
171	психики и	1	1
172	о котором	7	1
173	сказать что	1	1
174	мы можем	6	1
175	все черты	1	1
176	о том	7	1
177	существует в	1	1
178	что же	2	1
179	достаточно ясно	1	1
180	не без	2	1
181	является одним	1	1
182	ее в	1	1
183	и потому	3	1
184	правда не	1	1
185	все его	2	1
186	и этого	1	1
187	с каждым	1	1
188	но по	3	1
189	больше чем	1	1
190	много но	1	1
191	всего что	1	1
192	что в	8	1
193	а это	2	1
194	тогда когда	3	1
195	первый взгляд	1	1
196	к которой	3	1
197	для себя	2	1
198	т.д в	1	1
199	может служить	3	1
200	а для	2	1
201	как на	4	1
202	такой характер	1	1
203	и видя	1	1
204	того что	6	1
205	элементы из	2	1
206	существование в	2	1
207	тем в	1	1
208	с одной	3	1
209	должно быть	4	1
210	той же	1	1
211	в этот	1	1
212	определяет собою	1	1
213	в большей	1	1
214	уже не	1	1
215	в которых	2	1
216	к этому	5	1
217	сам автор	1	1
218	в наиболее	1	1
219	так и	10	1
220	в таком	4	1
221	быть не	1	1
222	или менее	7	1
223	ему приходится	3	1
224	отсюда как	1	1
225	в виде	4	1
226	этот путь	1	1
227	является только	1	1
228	о которой	2	1
229	или иначе	5	1
230	по мнению	1	1
231	лучше и	3	1
232	для тех	1	1
233	так или	5	1
234	состоит из	4	1
235	из самых	1	1
236	самое что	1	1
237	впечатление которое	1	1
238	но если	2	1
239	более или	7	1
240	нет и	1	1
241	друг другу	1	1
242	широком смысле	2	1
243	только при	2	1
244	и все	7	1
245	же остается	1	1
246	остается в	1	1
247	или просто	1	1
248	более внимательном	1	1
249	и это	3	1
250	встречаются с	1	1
251	не было	2	1
252	на то	9	1
253	одной стороны	2	1
254	со своими	2	1
255	тех кто	5	1
256	никогда не	4	1
257	он в	1	1
258	встречается у	1	1
259	и даже	1	1
260	что для	4	1
261	в котором	2	1
262	с момента	2	1
263	быть в	1	1
264	и истории	5	1
265	из которых	4	1
266	у него	5	1
267	строго говоря	1	1
268	что с	5	1
269	было когда	1	1
270	этом случае	4	1
271	еще один	1	1
272	работа его	1	1
273	произведения в	1	1
274	в нем	3	1
275	и так	2	1
276	бы ни	1	1
277	и эта	1	1
278	что этот	1	1
279	в ней	3	1
280	все в	2	1
281	именно этот	1	1
282	группы и	1	1
283	того как	1	1
284	гораздо больше	3	1
285	как всякая	1	1
286	но именно	1	1
287	именно такой	1	1
288	далеко не	5	1
289	то есть	2	1
290	он и	1	1
291	не вполне	3	1
292	в пользу	5	1
293	этого общего	1	1
294	их в	2	1
295	имеет свою	1	1
296	месте в	1	1
297	но для	2	1
298	в своем	10	1
299	в данном	3	1
300	слагается из	3	1
