N	2gram	Vinokur_Vv_1	Dialekti
641	обоих случаях	1	1
642	между тем	8	1
643	нечто иное	1	1
644	судить о	1	1
645	тогда она	1	1
646	а потому	3	1
647	природы и	1	1
648	бытии но	1	1
649	получается что	1	1
650	слова для	1	1
651	все время	1	1
652	и заключается	4	1
653	отчет в	3	1
654	мы условились	1	1
655	а именно	6	1
656	заключается не	1	1
657	существует как	1	1
658	руки его	1	1
659	на почве	5	1
660	и история	3	1
661	от прочих	1	1
662	понимать не	1	1
663	деле то	1	1
664	в новой	1	1
665	и дело	1	1
666	всю ее	1	1
667	известных условиях	1	1
668	в какой	4	1
669	как нечто	8	1
670	в стороне	1	1
671	что понятие	1	1
672	или же	3	1
673	имеет своим	1	1
674	вопрос об	1	1
675	в законах	1	1
676	история и	3	1
677	себя в	2	1
678	есть в	1	1
679	одинаковым успехом	1	1
680	всего он	1	1
681	уже в	5	1
682	вопроса о	1	1
683	наука а	1	1
684	и скорее	1	1
685	не дает	1	1
686	при помощи	2	1
687	и других	3	1
688	но совершенно	1	1
689	у того	1	1
690	этих чувственных	1	1
691	но от	1	1
692	соответствующих научных	1	1
693	что содержание	1	1
694	который как	1	1
695	совсем другое	1	1
696	пока не	1	1
697	или как	3	1
698	его основные	1	1
699	по физике	1	1
700	содержание и	1	1
701	для них	1	1
702	можно с	1	1
703	ее не	1	1
704	у него	1	1
705	как такового	2	1
706	общая идея	1	1
707	или ином	1	1
708	от того	3	1
709	во главе	1	1
710	указание на	1	1
711	в очень	3	1
712	же мысли	1	1
713	имеет тот	1	1
714	в соответствующих	2	1
715	или иначе	4	1
716	только один	1	1
717	и др	2	1
718	бы никакого	1	1
719	связано с	1	1
720	превращается в	1	1
721	самом же	1	1
722	к науке	1	1
723	и образом	1	1
724	чтобы убедиться	1	1
725	он только	1	1
726	можно представить	2	1
727	может ли	1	1
728	цвета и	1	1
729	зависит от	3	1
730	есть лишь	2	1
731	именно так	1	1
732	для исследования	1	1
733	бы ее	2	1
734	с одинаковым	1	1
735	одну из	1	1
736	выраженный смысл	1	1
737	при более	1	1
738	и я	1	1
739	об ее	1	1
740	и уже	3	1
741	сложнее чем	2	1
742	жизнь в	1	1
743	если не	1	1
744	роль и	1	1
745	входить в	1	1
746	вместе с	6	1
747	эта идея	1	1
748	смысл что	2	1
749	как одно	1	1
750	представить себе	5	1
751	в разной	2	1
752	в духе	1	1
753	в европе	1	1
754	и самые	1	1
755	и понимать	3	1
756	дополнение к	1	1
757	чтобы можно	2	1
758	новой европы	1	1
759	встречается в	1	1
760	а если	2	1
761	наряду с	2	1
762	находятся в	2	1
763	кто из	1	1
764	по существу	2	1
765	ли все	1	1
766	главе с	1	1
767	в малом	1	1
768	есть тот	1	1
769	xix в	12	1
770	что мы	2	1
771	действительность в	3	1
772	каким он	1	1
773	трактоваться как	1	1
774	этом и	1	1
775	но для	1	1
776	кроме того	1	1
777	искусством и	1	1
778	и немцы	1	1
779	всего в	1	1
780	это уже	1	1
781	и идеей	1	1
782	наука которая	1	1
783	только одна	1	1
784	этих случаях	2	1
785	быть названа	1	1
786	это можно	1	1
787	понять что	1	1
788	о котором	8	1
789	другое дело	3	1
790	это как	1	1
791	но также	14	1
792	как именно	1	1
793	они говорят	1	1
794	было на	1	1
795	возникает вопрос	2	1
796	не должен	1	1
797	как явление	1	1
798	разной степени	1	1
799	также не	1	1
800	них и	2	1
801	а также	3	1
802	по самой	2	1
803	существует ли	1	1
804	научной или	1	1
805	хотя в	2	1
806	что вообще	1	1
807	поскольку это	1	1
808	имеет целью	1	1
809	случае дело	2	1
810	между ними	2	1
811	от своего	1	1
812	смысле они	1	1
813	своего предмета	1	1
814	не получила	1	1
815	жизни а	1	1
816	что идея	1	1
817	в сравнении	1	1
818	не что	4	1
819	только о	2	1
820	есть то	1	1
821	науки как	1	1
822	и другие	1	1
823	они не	1	1
824	понимать что	1	1
825	из чего	1	1
826	все что	1	1
