N	2gram	Bakhtin_Pr_1	RusskieA
181	чем в	2	2
182	здесь в	2	2
183	человека а	1	2
184	прежде всего	13	2
185	и пр	2	2
186	самом же	1	2
187	одной стороны	3	2
188	там где	6	2
189	но можно	2	2
190	совершенно не	7	2
191	из которых	2	2
192	могут быть	5	2
193	быть только	5	2
194	и для	11	2
195	ее и	1	2
196	у некоторых	1	2
197	жизни в	1	2
198	только как	6	2
199	и при	2	2
200	не что	1	2
201	из этого	1	2
202	в своих	2	2
203	это в	1	2
204	а между	1	1
205	ли мы	3	1
206	с природой	1	1
207	отношение к	10	1
208	человека и	1	1
209	показать что	2	1
210	к этой	1	1
211	и есть	2	1
212	можно говорить	2	1
213	в нашу	1	1
214	применении к	3	1
215	ей уже	1	1
216	мы уже	1	1
217	например в	3	1
218	с теорией	1	1
219	правильное направление	1	1
220	не во	2	1
221	они выходят	1	1
222	совпадает с	2	1
223	говорить о	3	1
224	причем это	1	1
225	так называемые	1	1
226	в ней	4	1
227	на нем	1	1
228	выходит и	1	1
229	в иванов	1	1
230	относится и	2	1
231	без которой	1	1
232	этим не	1	1
233	тем как	5	1
234	не входит	10	1
235	если в	1	1
236	к слову	1	1
237	нет и	3	1
238	большое значение	1	1
239	относится к	4	1
240	во что	1	1
241	отнюдь не	19	1
242	это самое	1	1
243	независимо от	13	1
244	стороны и	1	1
245	в своем	5	1
246	все остальные	1	1
247	в противном	3	1
248	и смысловая	1	1
249	и где	1	1
250	хотя и	3	1
251	и наконец	6	1
252	есть ли	1	1
253	следует остановиться	1	1
254	в самом	7	1
255	что так	1	1
256	ни одна	2	1
257	с традиционным	1	1
258	только один	1	1
259	лица и	2	1
260	как он	1	1
261	на то	2	1
262	не могла	1	1
263	и если	1	1
264	вообще не	7	1
265	к выводу	1	1
266	не следует	2	1
267	в нем	15	1
268	некоторые общие	1	1
269	всех этих	1	1
270	он должен	2	1
271	есть та	1	1
272	необходимо для	1	1
273	только в	13	1
274	в нее	1	1
275	по аналогии	1	1
276	именно это	1	1
277	от нее	1	1
278	непосредственно а	1	1
279	в одну	1	1
280	могла бы	1	1
281	что все	2	1
282	значение в	1	1
283	в другом	2	1
284	один какой-нибудь	1	1
285	а как	3	1
286	входит в	8	1
287	того или	2	1
288	от одного	1	1
289	только там	2	1
290	и отдельные	1	1
291	к теории	1	1
292	нет в	1	1
293	двух направлениях	1	1
294	хотя здесь	1	1
295	здесь все	2	1
296	можно найти	1	1
297	при изучении	1	1
298	или точнее	2	1
299	это только	1	1
300	столь важное	1	1
301	место в	8	1
302	сделано в	1	1
303	как одна	1	1
304	но эта	1	1
305	но они	4	1
306	так называемое	1	1
307	однако в	1	1
308	случае мы	2	1
309	и форма	1	1
310	по теории	1	1
311	что есть	1	1
312	некоторых случаях	1	1
313	что эта	2	1
314	виду что	1	1
315	быть признан	1	1
316	как о	1	1
317	дело в	2	1
318	на него	3	1
319	в основе	5	1
320	следовательно и	1	1
321	есть уже	1	1
322	материала например	1	1
323	в коем	2	1
324	ничего не	6	1
325	именно с	1	1
326	образа и	1	1
327	и его	16	1
328	так например	1	1
329	до того	1	1
330	этом отношении	2	1
331	не является	3	1
332	и несколько	1	1
333	представлять себе	4	1
334	от их	1	1
335	и здесь	2	1
336	как только	3	1
337	все не	1	1
338	и за	1	1
339	для его	1	1
340	как некое	1	1
341	оно не	3	1
342	в применении	3	1
343	и это	3	1
344	некоторой степени	1	1
345	иметь в	1	1
346	из всего	1	1
347	свою очередь	1	1
348	здесь не	4	1
349	но далеко	1	1
350	без всякого	1	1
351	на основе	6	1
352	в в	1	1
353	можно показать	1	1
354	в особенности	2	1
355	и этим	6	1
356	в пределах	6	1
357	приводит к	3	1
358	идет речь	1	1
359	стороны его	1	1
360	и иные	1	1
361	что у	1	1
362	так и	5	1
363	здесь нет	2	1
364	мог бы	1	1
365	на которую	1	1
366	найти в	1	1
367	можно только	6	1
368	том как	2	1
369	без всякой	2	1
370	если бы	3	1
371	и вообще	2	1
372	с ним	5	1
373	выводу что	1	1
374	но может	1	1
375	из других	1	1
376	форма более	1	1
377	настоящее время	1	1
378	можно сказать	2	1
379	аналогии с	1	1
380	затем в	1	1
381	и во	2	1
382	нас в	1	1
383	этот момент	2	1
384	в его	43	1
385	во всей	1	1
386	что иногда	1	1
387	все время	1	1
388	и мир	2	1
389	и несмотря	1	1
390	уходит в	1	1
391	быть и	1	1
392	на которой	1	1
393	которой и	1	1
394	но с	3	1
395	с себя	1	1
396	с ними	4	1
397	на другие	1	1
398	что он	2	1
399	мы увидим	3	1
400	ли он	1	1
401	в какой	2	1
402	и является	1	1
403	к их	1	1
404	и действительно	1	1
405	который в	1	1
406	они могут	1	1
407	от них	2	1
408	человека с	1	1
409	характерной для	1	1
410	где-то в	1	1
411	вопроса о	3	1
412	в большинстве	5	1
413	только на	1	1
414	ее а	1	1
415	значение и	1	1
416	так называемый	2	1
417	входящие в	1	1
418	области в	1	1
419	ни с	2	1
420	мир в	2	1
421	который как	1	1
422	был бы	1	1
423	для него	1	1
424	как русский	1	1
425	в одном	1	1
426	какое значение	1	1
427	и должна	3	1
428	ее не	1	1
429	к ним	1	1
430	или это	1	1
431	как его	3	1
432	случае не	2	1
433	на некоторые	1	1
434	не просто	1	1
435	рядом с	5	1
436	которые как	1	1
437	она начинает	1	1
438	время как	1	1
439	и даже	3	1
440	имеет место	5	1
441	и др	8	1
442	несколько иным	1	1
443	притом не	1	1
444	смысла и	1	1
445	не на	5	1
446	этом основании	1	1
447	и следовательно	1	1
448	близка к	1	1
449	может иметь	5	1
450	и потому	4	1
451	в иных	3	1
452	к себе	2	1
453	по своему	1	1
454	в область	3	1
455	нашу задачу	1	1
456	смысле этого	1	1
457	он может	2	1
458	в тех	3	1
459	можно выразить	1	1
460	в современной	2	1
461	и более	2	1
462	быть не	1	1
463	этого слова	1	1
464	и не	42	1
465	активности и	1	1
466	но это	3	1
467	же значение	1	1
468	она может	3	1
469	и другими	3	1
470	в настоящее	1	1
471	в двух	2	1
472	от него	3	1
473	не более	2	1
474	мы должны	2	1
475	его уже	1	1
476	только что	1	1
477	которые в	1	1
478	в мифе	1	1
479	несмотря на	3	1
480	и начинается	1	1
481	только с	1	1
482	в свою	2	1
483	сказать что	4	1
484	другой стороны	4	1
485	введением в	1	1
486	всех других	1	1
487	есть и	1	1
488	и становится	7	1
489	быть признана	1	1
490	направление в	1	1
491	и эта	2	1
492	и особенно	1	1
493	все что	3	1
