N	2gram	Losev_Prob_4	VLabPisa
193	в ней	7	2
194	еще не	7	2
195	тургенева и	1	2
196	что его	4	2
197	в чем	2	2
198	бы не	1	2
199	но не	5	2
200	одном и	1	2
201	если в	1	2
202	том числе	1	2
203	относится к	2	2
204	отнюдь не	10	2
205	стороны и	2	2
206	этом же	1	2
207	хотя и	5	2
208	но в	8	2
209	он в	1	2
210	ни одна	2	2
211	как он	1	2
212	что она	4	2
213	он не	2	2
214	том чтобы	2	2
215	у пушкина	3	2
216	человека в	3	2
217	в каждом	1	2
218	в другом	3	2
219	заключается в	2	2
220	с другими	3	2
221	и отдельные	1	2
222	в жизни	3	2
223	только о	1	2
224	достоевского и	1	2
225	не всегда	1	2
226	он и	1	2
227	между собою	2	2
228	и для	4	2
229	всяком случае	4	2
230	о наличии	1	2
231	и значит	1	2
232	от его	1	2
233	действительность в	2	2
234	диалектического развития	2	2
235	которые в	1	2
236	объективного мира	2	2
237	по крайней	6	2
238	если бы	8	2
239	по себе	11	2
240	можно ли	3	2
241	не менее	10	2
242	к этим	1	2
243	пока еще	1	2
244	того чтобы	2	2
245	только не	4	2
246	не вполне	2	2
247	и весь	3	2
248	свидетельствуют о	2	2
249	в сознании	3	2
250	даже самая	1	2
251	точном смысле	1	2
252	в области	3	2
253	человеческого познания	1	2
254	и художники	1	2
255	нет ни	4	2
256	отличается от	4	2
257	же самое	6	2
258	числе и	1	2
259	в стихотворении	2	2
260	что оно	1	2
261	они и	2	2
262	в самых	3	2
263	для того	3	2
264	что при	1	2
265	братьев карамазовых	1	2
266	только то	1	2
267	и может	2	2
268	если они	1	2
269	в образе	1	2
270	произведения не	1	2
271	и даже	9	2
272	остановимся на	2	2
273	во всяком	8	2
274	представления об	1	2
275	но к	1	2
276	художественной структуры	2	2
277	может не	1	2
278	из себя	2	2
279	крайней мере	6	2
280	вообще и	1	2
281	конце концов	1	2
282	значит что	8	2
283	и быть	1	2
284	что даже	1	2
285	образа в	1	2
286	с одной	1	2
287	одной из	4	2
288	только очень	2	2
289	при помощи	10	2
290	ни с	4	2
291	вовсе не	21	2
292	не о	1	2
293	одной стороны	1	2
294	или иной	13	2
295	до сих	1	2
296	писателя и	1	2
297	еще и	3	2
298	что для	1	2
299	основные тенденции	1	2
300	и непосредственно	2	2
301	о чем	1	2
302	и том	1	2
303	что мы	3	2
304	и потому	7	2
305	из которых	3	2
306	и напряжения	1	2
307	самого себя	1	2
308	сих пор	1	2
309	того или	3	2
310	между прочим	3	2
311	но для	1	2
312	можно было	4	2
313	м горький	1	2
314	каждой из	2	2
315	не подлежит	1	2
316	мира и	1	2
317	по одному	2	2
318	ни одного	1	2
319	будто бы	2	2
320	все они	3	2
321	а в	4	2
322	в целях	5	2
323	о своем	1	2
324	между ними	1	2
325	к его	3	2
326	в своих	1	2
327	явления в	1	2
328	этой точки	1	2
329	которая не	3	2
330	новое время	1	1
331	можно говорить	1	1
332	говоря о	1	1
333	таком случае	1	1
334	труда это	1	1
335	с жизнью	1	1
336	и без	6	1
337	ним или	1	1
338	самом деле	3	1
339	художественных произведений	1	1
340	силы и	1	1
341	все его	1	1
342	и закон	2	1
343	и так	1	1
344	достоевского в	1	1
345	тот или	2	1
346	у гете	1	1
347	а об	1	1
348	он всегда	1	1
349	что эти	1	1
350	становится ясной	1	1
351	обойтись без	2	1
352	что всякий	3	1
353	смотреть на	2	1
354	им самим	1	1
355	за его	1	1
356	у гоголя	1	1
357	как мы	3	1
358	что если	1	1
359	свидетельствует и	1	1
360	и всесторонне	1	1
361	обходится без	2	1
362	целиком а	1	1
363	вопрос о	1	1
364	они могут	2	1
365	нам в	1	1
366	сливается в	1	1
367	именно к	1	1
368	но она	3	1
369	на себя	1	1
370	почти исключительно	1	1
371	приходит к	2	1
372	мы и	1	1
373	сам по	6	1
374	это время	1	1
375	свою очередь	1	1
376	но пожалуй	1	1
377	характером и	1	1
378	чем отличается	2	1
379	и то	2	1
380	их структуры	1	1
381	становится в	1	1
382	он был	3	1
383	между собой	2	1
384	не был	1	1
385	здесь не	7	1
386	по своему	6	1
387	предисловии к	1	1
388	а только	6	1
389	значение и	1	1
390	не все	1	1
391	себе и	3	1
392	сама по	2	1
393	образов но	1	1
394	две основные	1	1
395	такой вещи	1	1
396	в известном	2	1
397	в истории	3	1
398	что во	2	1
399	оказывается не	1	1
400	общего с	2	1
401	сразу и	2	1
402	может обойтись	2	1
403	для их	1	1
404	кроме того	4	1
405	в единый	1	1
406	достаточно ясно	2	1
407	говорит что	2	1
408	и наконец	4	1
409	не являются	2	1
410	художественными образами	2	1
411	из глубокой	1	1
412	не очень	2	1
413	или иную	1	1
414	то в	2	1
415	а во-вторых	1	1
416	таковы например	1	1
417	уже в	4	1
418	платон в	1	1
419	тут и	4	1
420	только два	1	1
421	сущности и	1	1
422	художников и	1	1
423	горький в	1	1
424	ничего и	1	1
425	в конкретной	2	1
426	этого образа	1	1
427	имеем в	3	1
428	тому же	2	1
429	на то	1	1
430	если он	2	1
431	но на	1	1
432	в братьях	1	1
433	андрея болконского	1	1
434	соблазн трактовать	1	1
435	и если	5	1
436	на его	2	1
437	этом свидетельствует	1	1
438	да и	5	1
439	художественном образе	2	1
440	силой и	1	1
441	и еще	1	1
442	не значит	1	1
443	они отнюдь	1	1
444	не как	1	1
445	то как	1	1
446	уже не	5	1
447	для данной	1	1
448	его от	1	1
449	что может	1	1
450	и связываются	1	1
451	в специальных	1	1
452	одно и	1	1
453	а вместе	2	1
454	оно и	1	1
455	р вагнера	1	1
456	звуков или	1	1
457	моделью для	2	1
458	то есть	27	1
459	те или	5	1
460	этом смысле	3	1
461	и золотой	1	1
462	случае является	1	1
463	пушкина в	1	1
464	например с	1	1
465	последовательном развитии	1	1
466	чаще всего	1	1
467	отражение в	1	1
468	в новое	3	1
469	основная идея	1	1
470	кажется что	2	1
471	смерть и	1	1
472	не чем	2	1
473	к области	1	1
474	для них	2	1
475	этого не	2	1
476	с этой	1	1
477	образы в	1	1
478	несмотря на	4	1
479	подавляющем большинстве	1	1
480	смысле что	1	1
481	называл его	1	1
482	ею и	1	1
483	аллегории и	1	1
484	ясно из	1	1
485	данте и	4	1
486	мере не	5	1
487	понятия и	3	1
488	себе все	2	1
489	в этих	5	1
490	или вообще	1	1
491	опять-таки в	1	1
492	у парадного	1	1
493	нетрудно понять	1	1
494	в подавляющем	1	1
495	на свою	1	1
496	признать что	1	1
497	приведем только	1	1
498	является только	2	1
499	модель для	2	1
500	вот эта	1	1
501	образ уже	1	1
502	ее полноте	1	1
503	образы но	1	1
504	единство и	1	1
505	реалистического искусства	1	1
506	иным как	2	1
507	в прямом	1	1
508	так называемое	1	1
509	что этот	1	1
510	бы быть	2	1
511	мы встречаемся	1	1
512	и синтеза	1	1
513	нет никакого	3	1
514	что есть	1	1
515	вплоть до	3	1
516	что эта	1	1
517	в вечном	4	1
518	с теми	1	1
519	дело не	3	1
520	на себе	3	1
521	время как	2	1
522	всех отдельных	1	1
523	иметь в	1	1
524	но только	2	1
525	не имеет	4	1
526	нам предстоит	1	1
527	казалось бы	3	1
528	жизни не	1	1
529	это то	1	1
530	учения о	2	1
531	же процесс	1	1
532	к ней	2	1
533	сущность его	1	1
534	друг друга	2	1
535	таковы же	1	1
536	моменты в	1	1
537	на некоторые	1	1
538	только с	1	1
539	так то	1	1
540	как будто	11	1
541	в основе	1	1
542	в каком	6	1
543	если только	1	1
544	других категорий	1	1
545	больше того	1	1
546	идею и	1	1
547	уже о	1	1
548	случайно и	1	1
549	мало чем	1	1
550	говорят в	1	1
551	самой общей	1	1
552	об одном	1	1
553	платона аристотеля	1	1
554	анализа и	1	1
555	раз навсегда	1	1
556	бы он	1	1
557	наконец что	1	1
558	и порождает	1	1
559	ничего общего	5	1
560	общих и	1	1
561	и это	2	1
562	зрительные образы	1	1
563	и поэтому	1	1
564	красноречиво говорит	1	1
565	чем иным	2	1
566	можно и	1	1
567	связанными с	1	1
568	но по	2	1
569	стихах и	1	1
570	с ее	2	1
571	говоря уже	2	1
572	это противопоставление	1	1
573	данном случае	5	1
574	то время	2	1
575	так было	1	1
576	в намеченную	1	1
577	эдгара по	1	1
578	нечто целое	3	1
579	сам гоголь	1	1
580	и сам	1	1
581	мы только	2	1
582	это вовсе	1	1
583	и прочих	2	1
584	по сравнению	1	1
585	жизнь и	4	1
586	мы в	1	1
587	этой жизни	1	1
588	поэтому в	1	1
589	о котором	1	1
590	для этого	2	1
591	с ним	4	1
592	в математике	4	1
593	или только	1	1
594	искусства и	1	1
595	это происходит	1	1
596	и что	2	1
597	в глаза	1	1
598	для нас	6	1
599	а также	6	1
600	бытием и	1	1
601	несомненно и	1	1
602	или как	1	1
603	места и	1	1
604	говорят о	1	1
605	в математическом	1	1
606	мере для	2	1
607	самый принцип	1	1
608	общее и	3	1
609	высокой и	1	1
610	очень близко	1	1
611	и во	4	1
612	толстой в	1	1
613	на одном	1	1
614	быть даже	1	1
615	всего этого	1	1
616	познания или	1	1
617	когда говорят	1	1
618	какой мере	4	1
619	бросается в	1	1
620	быть и	1	1
621	обе эти	1	1
622	ф достоевского	1	1
623	или иные	4	1
624	закону который	1	1
625	в какой	4	1
626	не имеющих	1	1
627	очень много	2	1
628	и кончая	1	1
629	который в	1	1
630	но ее	1	1
631	существе своем	1	1
632	вот этот	1	1
633	без этого	3	1
634	образов в	1	1
635	этой системе	1	1
636	эти образы	2	1
637	же и	3	1
638	есть в	7	1
639	к какому	1	1
640	конечно не	3	1
641	природы не	1	1
642	только на	2	1
643	в виде	22	1
644	в начале	3	1
645	по законам	1	1
646	свидетельствует о	2	1
647	не дает	1	1
648	или даже	4	1
649	ту или	1	1
650	и объективно	1	1
651	себе в	3	1
652	ни в	17	1
653	в известной	1	1
654	художественного образа	3	1
655	представлений о	1	1
656	сами по	2	1
657	в существе	1	1
658	отношение к	1	1
659	братьях карамазовых	1	1
660	но что	1	1
661	не случайно	1	1
662	и никакой	1	1
663	и вдруг	2	1
664	заметить что	1	1
665	тем что	3	1
666	можно мыслить	1	1
667	и вместе	1	1
668	со всем	1	1
669	без всякой	2	1
670	выражение только	1	1
671	развития в	1	1
672	и точно	1	1
673	иной мере	3	1
674	связаны с	1	1
675	не обязательно	2	1
676	а именно	2	1
677	что тот	1	1
678	он это	1	1
679	в свою	1	1
680	как же	2	1
681	в живом	1	1
682	медного всадника	3	1
683	поскольку она	1	1
684	а наоборот	2	1
685	и самый	1	1
686	однако и	1	1
687	подобного рода	11	1
688	на эту	1	1
689	самого начала	1	1
690	является пределом	1	1
691	что перед	2	1
692	виду именно	1	1
693	если не	3	1
694	впечатлений в	1	1
695	нет ничего	3	1
696	который у	1	1
697	и особенно	1	1
698	произведение с	1	1
699	представить себе	2	1
700	как в	5	1
701	и самые	1	1
702	художественные образы	9	1
703	где же	1	1
704	в данном	6	1
705	сравнению с	1	1
706	а если	3	1
707	в той	8	1
708	романа или	1	1
709	к действительности	1	1
710	в логике	1	1
711	рисуется в	1	1
712	имеем дело	3	1
713	бы его	1	1
714	и наглядно	1	1
715	ней не	1	1
716	исходя из	1	1
717	это значит	10	1
718	том смысле	2	1
719	должно быть	1	1
720	и частного	1	1
721	в художественную	1	1
722	представляется как	1	1
723	с бытием	1	1
724	слова и	1	1
725	является для	3	1
726	количество и	1	1
727	только для	3	1
728	но это	6	1
729	случае он	1	1
730	мы видим	1	1
731	процесса в	1	1
732	происходит в	1	1
733	созерцания и	2	1
734	и наблюдая	1	1
735	человека это	1	1
736	а к	1	1
737	в каждой	3	1
738	внимание на	1	1
739	и все	8	1
740	и разные	1	1
741	той или	14	1
742	у достоевского	4	1
743	еще более	2	1
744	и ни	5	1
745	наконец все	1	1
746	и смысл	1	1
747	всего вышесказанного	1	1
748	находится в	1	1
749	ни к	2	1
750	потому что	15	1
751	стихотворения и	1	1
752	исключительно в	1	1
753	как показывает	2	1
754	хотя в	1	1
755	в нечто	1	1
756	план романа	1	1
757	не говоря	3	1
758	дело с	2	1
759	из тех	1	1
760	это в	1	1
761	том или	3	1
762	имеет ничего	2	1
763	совершенно не	3	1
764	вечном муже	2	1
765	или иного	3	1
766	этот последний	2	1
767	есть то	1	1
768	в заключение	1	1
769	два примера	1	1
770	к этой	1	1
771	это было	2	1
772	и другие	1	1
773	это понятие	1	1
774	можно назвать	2	1
775	в таком	6	1
