N	2gram	Propp_Morf_1	Dialekti
476	что там	2	1
477	в основу	2	1
478	с логической	2	1
479	но все	3	1
480	д таким	1	1
481	же самое	1	1
482	уже было	1	1
483	пор как	1	1
484	по воздуху	2	1
485	подобных случаях	4	1
486	с ее	1	1
487	без всякого	2	1
488	данном случае	1	1
489	были бы	1	1
490	совершенно ясно	1	1
491	и говорит	1	1
492	вне этих	1	1
493	существовать и	1	1
494	и совершенно	1	1
495	что существуют	1	1
496	не с	2	1
497	достигает своей	1	1
498	мог бы	1	1
499	же мне	1	1
500	то всякая	1	1
501	даны в	1	1
502	с этого	2	1
503	другого и	1	1
504	связанное с	1	1
505	зависеть от	1	1
506	но к	1	1
507	на вопрос	2	1
508	что каждый	1	1
509	то не	1	1
510	или на	3	1
511	можно сказать	2	1
512	и хорошо	1	1
513	а потому	1	1
514	на одном	1	1
515	возможность или	1	1
516	не более	1	1
517	в другой	1	1
518	борьба в	1	1
519	он был	1	1
520	если это	3	1
521	к ней	1	1
522	в другую	2	1
523	в лице	1	1
524	не зная	1	1
525	е он	1	1
526	но так	1	1
527	сюда же	3	1
528	образом как	1	1
529	но с	1	1
530	чрезвычайно мало	1	1
531	здесь не	2	1
532	одной из	1	1
533	этот вопрос	2	1
534	и две	1	1
535	сына в	1	1
536	как нечто	1	1
537	очень много	1	1
538	чтобы получить	1	1
539	никак нельзя	1	1
540	или они	1	1
541	об их	1	1
542	материю можно	1	1
543	в качестве	5	1
544	если о	1	1
545	вопроса о	1	1
546	мы получим	1	1
547	где вы	1	1
548	на свое	1	1
549	лишь некоторые	1	1
550	каким образом	1	1
551	а то	3	1
552	или просто	2	1
553	его имени	1	1
554	д словом	1	1
555	что данный	1	1
556	такое сопоставление	1	1
557	не так	1	1
558	на части	1	1
559	мы находим	1	1
560	в одном	1	1
561	у нее	1	1
562	и никогда	1	1
563	заметить что	8	1
564	образом что	1	1
565	в других	3	1
566	само собой	1	1
567	момент в	1	1
568	чему не	2	1
569	точек зрения	1	1
570	возможно ли	1	1
571	до сих	1	1
572	ее поэтому	1	1
573	и красоту	1	1
574	такое же	1	1
575	мы еще	1	1
576	вопрос чем	1	1
577	между ними	1	1
578	от другого	2	1
579	в некоторых	3	1
580	мы скажем	1	1
581	стремится к	1	1
582	самого он	1	1
583	вдруг появляется	1	1
584	на изготовление	1	1
585	пр и	2	1
586	или с	3	1
587	в подобных	1	1
588	не смог	1	1
589	силы или	1	1
590	в связи	9	1
591	уже давно	1	1
592	но оно	2	1
593	живой и	2	1
594	относятся к	2	1
595	или по	2	1
596	надо было	1	1
597	по своему	2	1
598	не дают	1	1
599	в течение	1	1
600	чем в	1	1
601	самого себя	2	1
602	вне этой	1	1
603	сердце в	1	1
604	здесь имеется	2	1
605	указанием на	1	1
606	или другого	1	1
607	в это	1	1
608	это сложное	1	1
609	сих пор	1	1
610	видно что	1	1
611	и таким	2	1
612	у вас	1	1
613	в научной	1	1
614	не носит	1	1
615	нет? если	1	1
616	случае он	2	1
617	не получает	2	1
618	указать на	1	1
619	решить вопрос	1	1
620	потому не	1	1
621	е они	1	1
622	в точном	1	1
623	в результате	7	1
624	о котором	1	1
625	сильнее всего	1	1
626	от него	1	1
627	в этих	13	1
628	чтобы его	2	1
629	на других	1	1
630	скажем что	1	1
631	же оно	2	1
632	ни было	2	1
633	мы переходим	1	1
634	или другими	1	1
635	состоит из	1	1
636	а ведь	1	1
637	уже говорить	1	1
638	гл vii	1	1
639	для каждой	2	1
640	материал и	1	1
641	что необходимо	1	1
642	что под	1	1
643	вопрос что	2	1
644	это так	2	1
645	которая не	1	1
