N	2gram	Tiupa_Hudo_1	FransuaR
137	и другие	2	3
138	ту же	1	2
139	также и	1	2
140	начинается с	1	2
141	и то	4	2
142	здесь и	1	2
143	есть не	1	2
144	в которой	2	2
145	всего романа	1	2
146	еще не	3	2
147	время в	1	2
148	в чем	2	2
149	с его	6	2
150	а только	4	2
151	по отношению	9	2
152	отношение к	5	2
153	в одной	1	2
154	перед нами	1	2
155	говорит что	2	2
156	более или	5	2
157	имеем в	3	2
158	рассказ о	2	2
159	одно и	3	2
160	значительной степени	1	2
161	что все	1	2
162	и может	1	2
163	это было	1	2
164	но их	3	2
165	новой жизни	1	2
166	далеко не	2	2
167	мы имеем	6	2
168	числе и	1	2
169	в этих	3	2
170	вещи в	1	2
171	места в	1	2
172	или менее	5	2
173	своего рода	5	2
174	образом и	2	2
175	их в	3	2
176	том и	2	2
177	дело не	2	2
178	дело в	1	2
179	глядя на	1	2
180	в области	6	2
181	к тому	4	2
182	не есть	1	2
183	оно не	1	2
184	в каждой	1	2
185	должен быть	1	2
186	в себя	2	2
187	роль в	1	2
188	картина мира	5	2
189	никогда не	2	2
190	здесь как	1	2
191	остановимся на	1	2
192	а также	5	2
193	и т.д	3	2
194	и оказывается	1	2
195	и мира	1	2
196	в значительной	1	2
197	бы в	1	2
198	во всей	3	2
199	примером которого	1	2
200	в литературе	1	2
201	того что	4	2
202	на которой	1	2
203	тот же	1	2
204	одной из	2	2
205	во времени	4	2
206	и ее	3	2
207	со всеми	1	2
208	уже не	4	2
209	же в	1	2
210	свидетельствует о	1	2
211	дает ему	1	2
212	системе образов	1	2
213	и со	1	2
214	входят в	1	2
215	отношению к	9	2
216	в особенности	1	2
217	связаны с	1	2
218	именно в	2	2
219	и др	2	2
220	а на	5	2
221	а не	9	2
222	его как	1	2
223	в связи	1	2
224	нигде не	1	2
225	из которых	1	2
226	по своему	2	2
227	в данном	4	2
228	те и	1	2
229	или в	2	2
230	имеет дело	1	2
231	в результате	1	2
232	о котором	1	2
233	и как	3	2
234	с ним	2	2
235	ни было	1	2
236	одновременно и	1	2
237	однако по	1	2
238	исторического человека	1	2
239	и наиболее	1	1
240	обращена к	1	1
241	отношения к	2	1
242	одним из	1	1
243	для построения	1	1
244	человека и	1	1
245	и через	1	1
246	в такой	1	1
247	в христианском	1	1
248	это и	1	1
249	на наших	2	1
250	между всеми	1	1
251	между двумя	2	1
252	в первом	1	1
253	едва ли	1	1
254	по его	1	1
255	а как	1	1
256	именно к	1	1
257	со смертью	1	1
258	его мира	1	1
259	себя свою	1	1
260	что иное	1	1
261	принадлежит к	3	1
262	бы ни	1	1
263	подчеркнуть что	1	1
264	о судьбе	1	1
265	за это	1	1
266	иное как	1	1
267	как смысл	1	1
268	в ее	5	1
269	рождается не	1	1
270	но не	11	1
271	для других	1	1
272	свою жизнь	2	1
273	тогда как	13	1
274	отличие от	7	1
275	друг от	1	1
276	за пределы	2	1
277	что они	1	1
278	внешних и	1	1
279	в истории	1	1
280	в центре	1	1
281	родного дома	1	1
282	имеет в	1	1
283	силе и	1	1
284	ни одно	2	1
285	человеческая жизнь	1	1
286	в самом	5	1
287	тому же	1	1
288	становление мира	1	1
289	в нашем	2	1
290	замысла и	1	1
291	еще один	2	1
292	это тот	1	1
293	с их	2	1
294	говорят о	1	1
295	ее как	1	1
296	но на	1	1
297	всей его	2	1
298	не могла	1	1
299	вследствие этого	1	1
300	жизнью и	1	1
301	время и	1	1
302	возвращения жизни	1	1
303	к миру	1	1
304	не как	2	1
305	силу своей	1	1
306	мир как	1	1
307	ему на	1	1
308	этом мире	2	1
309	том же	1	1
310	в каждом	1	1
311	не будет	2	1
312	как к	2	1
313	этом смысле	3	1
314	и тем	2	1
315	в жизни	2	1
316	что сама	2	1
317	в единое	3	1
318	как об	1	1
319	в слове	3	1
320	и некоторого	1	1
321	все моменты	1	1
322	и некоторые	2	1
323	автора и	3	1
324	обратимся к	1	1
325	и становится	1	1
326	на первый	1	1
327	с вещами	1	1
328	ведущая роль	1	1
329	свою речь	1	1
330	и без	1	1
331	в котором	1	1
332	даль и	1	1
333	и вокруг	1	1
334	и каждая	1	1
335	в силу	1	1
336	которые в	1	1
337	и наоборот	1	1
338	по себе	2	1
339	даже в	3	1
340	не была	1	1
341	содержит в	1	1
342	и многих	1	1
343	на котором	1	1
344	возлагает на	1	1
345	в основе	4	1
346	того и	1	1
347	и вещи	1	1
348	только и	1	1
349	это отношение	3	1
350	своей природе	2	1
351	по своей	7	1
352	связи с	1	1
353	не принадлежит	2	1
354	сюжет в	1	1
355	ее можно	1	1
356	не по	1	1
357	здесь явственно	1	1
358	и делает	1	1
359	ему не	1	1
360	у нас	1	1
361	начиная с	2	1
362	места для	1	1
363	не могут	1	1
364	он и	1	1
365	его за	1	1
366	и развития	1	1
367	вокруг него	1	1
368	что его	1	1
369	является одним	1	1
370	для такого	2	1
371	как с	1	1
372	вещами и	1	1
373	и о	3	1
374	значения и	2	1
375	от друга	1	1
376	здесь не	2	1
377	здесь также	1	1
378	каждая вещь	1	1
379	мысль о	1	1
380	зрения не	1	1
381	так в	4	1
382	внешне не	1	1
383	времени и	2	1
384	не с	2	1
385	на которую	1	1
386	чем выше	1	1
387	слова ни	1	1
388	мире в	1	1
389	об этом	2	1
390	в таком	1	1
391	на весьма	1	1
392	именно потому	1	1
393	тех кто	1	1
394	в другом	3	1
395	достигается не	1	1
396	и что	3	1
397	в глаза	2	1
398	от своего	2	1
399	в новую	1	1
400	в смерти	1	1
401	но только	1	1
402	в различных	1	1
403	времени в	2	1
404	их взаимная	1	1
405	том или	1	1
406	в другой	1	1
407	наконец в	1	1
408	также в	1	1
409	но она	2	1
410	о своих	1	1
411	не оспаривает	1	1
412	и пусть	1	1
413	по содержанию	1	1
414	в заключительной	1	1
415	к которому	4	1
416	образов и	1	1
417	есть для	1	1
418	еще и	1	1
419	он уже	1	1
420	который в	2	1
421	между тем	4	1
422	в контексте	3	1
423	на которые	1	1
424	с которыми	1	1
425	себя в	7	1
426	так что	1	1
427	если мы	2	1
428	а напротив	1	1
429	его лице	1	1
430	эпизодов в	1	1
431	но самое	1	1
432	во втором	4	1
433	или даже	3	1
434	этого мира	1	1
435	одно из	2	1
436	себе в	1	1
437	ведь это	1	1
438	в известной	1	1
439	слова в	2	1
440	нет никаких	1	1
441	от горя	1	1
442	к ним	1	1
443	ту сторону	1	1
444	содержанию своему	1	1
445	не говорит	1	1
446	момент для	1	1
447	или ином	1	1
448	и даже	1	1
449	как у	1	1
450	по своим	1	1
451	и прежде	1	1
452	такого понимания	1	1
453	такое же	1	1
454	написано и	1	1
455	мира это	1	1
456	в воображении	3	1
457	героя и	5	1
458	говорит о	1	1
459	превращается в	2	1
460	это мир	1	1
461	более того	1	1
462	в рассказе	3	1
463	однако и	1	1
464	и объединяет	1	1
465	один из	2	1
466	же точно	1	1
467	по ту	1	1
468	обращенной к	1	1
469	о чем	2	1
470	когда же	1	1
471	этим и	1	1
472	и слово	1	1
473	не названо	1	1
474	в разрушении	1	1
475	мы находим	1	1
476	на фоне	1	1
477	в частности	13	1
478	и особенно	2	1
479	я уже	1	1
480	как это	5	1
481	вещей но	1	1
482	мы говорим	1	1
483	ему или	1	1
484	автора в	1	1
485	ним как	1	1
486	к другому	1	1
487	он говорит	1	1
488	настоящему и	1	1
489	этого типа	1	1
490	с некоторыми	1	1
491	такого рода	10	1
492	мира с	1	1
493	будущее в	1	1
494	лицом и	1	1
495	в мир	1	1
496	многих других	1	1
497	но оказывается	1	1
498	и способов	1	1
499	с этой	1	1
500	грани между	1	1
501	и формы	1	1
502	слова и	2	1
503	только для	1	1
504	же самое	1	1
505	и где	1	1
506	писал в	1	1
507	в одно	2	1
508	в следующей	1	1
509	в мировой	1	1
510	говоря языком	1	1
511	каким бы	1	1
512	котором он	1	1
513	обращается к	1	1
514	от него	1	1
515	тем более	1	1
516	на языке	2	1
517	от всего	1	1
518	в современных	1	1
519	по пути	4	1
520	и внутренних	1	1
521	в системе	2	1
522	помимо его	1	1
523	как ряд	1	1
524	между ними	4	1
525	на смену	1	1
526	из тех	2	1
527	сказать что	4	1
528	от всех	1	1
529	дело с	1	1
530	к его	2	1
531	героя в	1	1
532	не что	1	1
533	из этого	2	1
534	к различным	1	1
535	изобразительных искусств	1	1
536	представлена в	1	1
537	в каком	2	1
538	речи как	1	1
539	время они	1	1
540	ее в	2	1
541	того времени	1	1
542	в своих	1	1
543	они не	1	1
544	которая не	1	1
