N	2gram	Propp_Isto_5	Marksizm
166	но как	1	2
167	значением и	1	2
168	ответ на	1	2
169	что они	1	2
170	в одной	1	2
171	стороны и	1	2
172	в своем	1	2
173	его к	3	2
174	от этого	4	2
175	что это	5	2
176	в тех	1	2
177	из него	2	2
178	и с	3	2
179	этих форм	1	2
180	это было	2	2
181	уже знаем	1	2
182	в жизни	1	2
183	органическую связь	1	2
184	и потому	2	2
185	фигурирует в	2	2
186	перейдем к	2	2
187	мы не	5	2
188	формы этого	3	2
189	и тогда	1	2
190	переносится в	2	2
191	является для	1	2
192	теперь мы	1	2
193	место в	1	2
194	они уже	1	2
195	но они	1	2
196	как о	1	2
197	находятся в	1	2
198	или как	2	2
199	ли это	1	2
200	должны быть	1	2
201	о происхождении	1	2
202	должен быть	2	2
203	и о	1	2
204	формы и	2	2
205	приводит к	1	2
206	здесь как	2	2
207	и даже	1	2
208	сводится к	1	2
209	другими словами	1	2
210	все его	2	2
211	всяком случае	1	2
212	но не	5	2
213	мы увидим	5	2
214	они могут	1	2
215	или же	3	2
216	это же	3	2
217	себя в	6	2
218	и у	1	2
219	уже в	2	2
220	в виде	9	2
221	свидетельствует о	1	2
222	но для	2	2
223	мы знаем	8	2
224	не так	1	2
225	ведь это	1	2
226	друг друга	3	2
227	у него	2	2
228	тем что	10	2
229	в особенности	3	2
230	мы это	1	2
231	здесь в	1	2
232	а с	1	2
233	что не	1	2
234	они не	3	2
235	о чем	2	2
236	вместе с	22	2
237	к его	2	2
238	из форм	1	2
239	xix века	1	2
240	там где	6	2
241	как из	1	2
242	в более	3	2
243	или в	6	2
244	от него	1	2
245	не знает	1	2
246	к формам	2	2
247	слагается из	1	2
248	в определенных	1	2
249	жизни и	2	2
250	что в	8	2
251	как на	1	2
252	эти категории	1	2
253	то на	1	1
254	также и	1	1
255	например в	5	1
256	относится и	1	1
257	и действительно	5	1
258	человека и	2	1
259	языку и	1	1
260	сам по	1	1
261	но тем	1	1
262	то в	2	1
263	между двумя	1	1
264	также что	3	1
265	проникает в	1	1
266	и могут	1	1
267	его не	3	1
268	то эти	1	1
269	на тех	2	1
270	и живых	1	1
271	что уже	1	1
272	именно к	1	1
273	работы на	1	1
274	под ним	1	1
275	первобытных народов	2	1
276	очень распространен	3	1
277	из того	1	1
278	мы и	2	1
279	то это	3	1
280	которое в	1	1
281	знаем из	1	1
282	данная форма	1	1
283	время в	2	1
284	которых может	1	1
285	что его	3	1
286	видели что	2	1
287	совсем не	1	1
288	то он	1	1
289	в голове	2	1
290	случай когда	1	1
291	только тогда	2	1
292	таком положении	1	1
293	на тот	1	1
294	и я	1	1
295	эта связь	2	1
296	его на	4	1
297	как в	6	1
298	дает нам	1	1
299	части в	1	1
300	не хватает	1	1
301	словом в	1	1
302	когда он	2	1
303	и наконец	1	1
304	и ты	1	1
305	себе не	1	1
306	следующим образом	1	1
307	увидим что	1	1
308	и хотя	4	1
309	не изнутри	1	1
310	сливается с	1	1
311	в которой	4	1
312	как это	1	1
313	сюда относятся	1	1
314	формы не	1	1
315	его но	1	1
316	и если	1	1
317	что она	1	1
318	главным образом	1	1
319	приходят к	1	1
320	видел в	1	1
321	в нашей	1	1
322	они в	1	1
323	всех этих	1	1
324	в силу	1	1
325	и вот	1	1
326	можно назвать	1	1
327	по всем	1	1
328	так например	2	1
329	в нее	6	1
330	но все	5	1
331	человека в	3	1
332	борьбы в	2	1
333	мы его	1	1
334	связанные с	2	1
335	связанных с	1	1
336	ясно что	5	1
337	с целью	1	1
338	входит в	5	1
339	так понимает	2	1
340	в социальной	1	1
341	его состав	1	1
342	из нее	2	1
343	но уже	3	1
344	он является	1	1
345	нет в	1	1
346	о которых	2	1
347	с тем	8	1
348	которой он	2	1
349	несмотря на	2	1
350	стороны с	1	1
351	и объяснения	1	1
352	все это	4	1
353	места в	1	1
354	что такое	1	1
355	а извне	2	1
356	только для	1	1
357	существовало в	1	1
358	от его	1	1
359	не менее	4	1
360	мир мы	1	1
361	из данного	1	1
362	выше мы	2	1
363	особого рода	1	1
364	но он	2	1
365	тем не	4	1
366	войти в	1	1
367	указывали что	1	1
368	быть сделан	1	1
369	приводят к	1	1
370	особенно ярко	1	1
371	что эта	1	1
372	что с	1	1
373	в русской	3	1
374	тогда когда	2	1
375	во время	7	1
376	и часто	1	1
377	эти формы	1	1
378	не могло	1	1
379	находится в	2	1
380	и всегда	1	1
381	на себя	3	1
382	эти связи	1	1
383	уже говорили	1	1
384	представление об	2	1
385	прямо в	1	1
386	тесно связана	1	1
387	с другом	2	1
388	не совсем	6	1
389	что можно	1	1
390	и борьбы	1	1
391	мы узнаем	2	1
392	что все	4	1
393	числе и	1	1
394	его с	1	1
395	как для	1	1
396	они и	1	1
397	оно не	1	1
398	действительно можно	1	1
399	слов но	1	1
400	город и	1	1
401	в некоторых	4	1
402	здесь не	1	1
403	чтобы быть	1	1
404	в себя	3	1
405	так в	2	1
406	роль в	2	1
407	на том	3	1
408	обращаясь к	1	1
409	и сам	2	1
410	здесь происходит	1	1
411	в иной	7	1
412	на нее	2	1
413	здесь нет	1	1
414	еще в	2	1
415	можно только	1	1
416	начинает его	1	1
417	остается только	1	1
418	все остальные	1	1
419	с предшествующим	1	1
420	и вообще	3	1
421	с ним	4	1
422	образом в	2	1
423	приближается к	2	1
424	разнообразных формах	1	1
425	и что	8	1
426	или на	2	1
427	можно сказать	2	1
428	этих двух	1	1
429	должно было	2	1
430	это изменение	1	1
431	один момент	1	1
432	эти два	1	1
433	ним и	2	1
434	свой смысл	1	1
435	во всей	1	1
436	и только	1	1
437	в другой	3	1
438	его так	1	1
439	нем и	3	1
440	народов и	1	1
441	в него	5	1
442	в другую	2	1
443	оставляют в	1	1
444	в современной	1	1
445	что здесь	3	1
446	другую форму	1	1
447	но с	1	1
448	землю и	2	1
449	мы видим	8	1
450	тот же	1	1
451	целого и	1	1
452	и так	1	1
453	или его	1	1
454	их не	1	1
455	именно на	2	1
456	так что	2	1
457	было так	1	1
458	же и	1	1
459	и др	3	1
460	оказывается в	1	1
461	уже не	11	1
462	вопроса о	1	1
463	он начинает	1	1
464	еще одно	1	1
465	мы получим	1	1
466	же в	2	1
467	если в	3	1
468	здесь же	1	1
469	не дает	1	1
470	или даже	1	1
471	и других	2	1
472	дает ему	3	1
473	из них	2	1
474	превращаются в	2	1
475	не сам	1	1
476	одно из	1	1
477	себе в	1	1
478	мы обратим	1	1
479	него с	1	1
480	в одном	1	1
481	в современном	1	1
482	ее не	1	1
483	само по	1	1
484	брата и	1	1
485	в других	2	1
486	были бы	1	1
487	к самым	1	1
488	со всем	1	1
489	со стороны	2	1
490	не касается	1	1
491	и из	3	1
492	а именно	4	1
493	эти две	1	1
494	в каких	1	1
495	соответствии с	1	1
496	я был	1	1
497	уходит в	1	1
498	как же	1	1
499	еще и	1	1
500	и затем	2	1
501	говорит о	2	1
502	имеют никакого	1	1
503	в соответствии	1	1
504	превращается в	7	1
505	в стиле	1	1
506	а на	2	1
507	этого не	1	1
508	из наиболее	1	1
509	другой стороны	8	1
510	на основании	1	1
511	если не	4	1
512	но оно	3	1
513	нет ничего	1	1
514	него в	1	1
515	мы перейдем	1	1
516	ни на	1	1
517	к себе	1	1
518	этих случаях	8	1
519	находит в	2	1
520	в течение	2	1
521	становится все	1	1
522	два основных	1	1
523	ее например	1	1
524	друг с	2	1
525	в состоянии	1	1
526	быть не	1	1
527	в это	2	1
528	извне это	1	1
529	этом случае	7	1
530	жизни или	1	1
531	в целом	3	1
532	здесь конечно	1	1
533	на которой	2	1
534	но это	7	1
535	силу и	2	1
536	не оставляют	1	1
537	где и	1	1
538	как каждый	1	1
539	но когда	3	1
540	у них	1	1
541	или нет	1	1
542	из своего	1	1
543	мы должны	4	1
544	на нем	1	1
545	потому что	7	1
546	все они	1	1
547	только по	1	1
548	мы в	1	1
549	к ее	1	1
550	героя и	3	1
551	него нет	1	1
552	этом мы	1	1
553	из этого	1	1
554	проникнуть в	1	1
555	которые приводят	1	1
556	ее в	2	1
557	как таковое	2	1
558	и другие	1	1
559	также не	2	1
560	том числе	1	1
