N	2gram	Tiupa_Narr_1	VelikijI
257	у нас	1	1
258	в которых	1	1
259	если оно	1	1
260	с такой	1	1
261	не понимает	1	1
262	выбора в	1	1
263	в мир	1	1
264	по крайней	1	1
265	человек с	1	1
266	к высшему	1	1
267	мира с	1	1
268	этого слова	2	1
269	с этой	1	1
270	любви и	1	1
271	на разных	1	1
272	человека есть	1	1
273	ни для	7	1
274	чтобы заставить	1	1
275	есть прежде	1	1
276	не по	1	1
277	последний из	1	1
278	указать на	1	1
279	но она	1	1
280	того кому	1	1
281	не существует	3	1
282	и от	1	1
283	старые и	1	1
284	мира и	2	1
285	которая в	2	1
286	ничего не	2	1
287	человек и	1	1
288	жизни не	1	1
289	может быть	25	1
290	в третьем	3	1
291	будто бы	3	1
292	в мировом	1	1
293	на него	3	1
294	к жизни	1	1
295	наших дней	1	1
296	к ее	1	1
297	связь с	1	1
298	жизни в	3	1
299	что на	2	1
300	в будущем	2	1
301	может и	1	1
302	другой стороны	4	1
303	не быть	1	1
304	но все	4	1
305	есть то	1	1
306	свободного выбора	1	1
307	в процессе	1	1
308	и эта	1	1
309	в противоположность	2	1
310	себя и	2	1
311	она не	2	1
312	в роли	2	1
313	они не	2	1
