N	2gram	Potebnia_M_3	Komedia
425	это нечто	1	1
426	одно из	5	1
427	и видит	2	1
428	от своего	1	1
429	таким же	1	1
430	человек и	1	1
431	как все	1	1
432	теперь а	1	1
433	чем более	1	1
434	место в	3	1
435	не столько	2	1
436	знаем что	1	1
437	его отношение	1	1
438	что я	5	1
439	содержанию хотя	1	1
440	стало быть	1	1
441	образом и	3	1
442	которые в	1	1
443	но он	1	1
444	друг другу	1	1
445	и ребенка	1	1
446	для восстановления	1	1
447	судить не	1	1
448	том же	2	1
449	в устах	1	1
450	этого мало	1	1
451	своим героям	1	1
452	ее не	1	1
453	с которой	1	1
454	виду что	1	1
455	свое время	1	1
456	того как	4	1
457	и притом	2	1
458	на себе	1	1
459	душе и	1	1
460	только до	1	1
461	человека по	1	1
462	не могло	1	1
463	себе самом	1	1
464	он с	1	1
465	на котором	2	1
466	этому что	1	1
467	находятся в	1	1
468	и по	4	1
469	но очень	1	1
470	во всем	1	1
471	и теперь	6	1
472	в сознании	15	1
473	которое не	2	1
474	без слов	4	1
475	что на	1	1
476	с другом	1	1
477	необходимости в	1	1
478	похожи на	1	1
479	у меня	2	1
480	представляется нам	1	1
481	уже о	1	1
482	все то	1	1
483	могут быть	3	1
484	было без	1	1
485	указывает на	6	1
486	видно и	1	1
487	слова с	3	1
488	что при	3	1
489	здесь мы	1	1
490	однако по	1	1
491	принять за	1	1
492	следовательно не	1	1
493	подобно тому	2	1
494	эта последняя	2	1
495	приходит к	1	1
496	от друга	1	1
497	ни одно	1	1
498	время его	1	1
499	полное право	1	1
500	и от	4	1
501	быть вполне	1	1
502	она только	1	1
503	и может	3	1
504	и когда	1	1
505	без моего	1	1
506	что у	1	1
507	очень быстро	1	1
508	очередь получает	1	1
509	те же	6	1
510	времени и	1	1
511	особенно в	1	1
512	мог бы	1	1
513	на которую	1	1
514	этим в	1	1
515	когда в	2	1
516	всех кто	1	1
517	свойств человека	1	1
518	остается только	2	1
519	это только	1	1
520	могла быть	2	1
521	жизнь и	1	1
522	без основания	1	1
523	для этого	1	1
524	из одного	1	1
525	входящих в	2	1
526	не меньше	1	1
527	теперь и	1	1
528	сводится к	1	1
529	понять как	1	1
530	и та	2	1
531	никак не	3	1
532	известные черты	1	1
533	его жизни	2	1
534	другой когда	1	1
535	мысль не	2	1
536	после того	1	1
537	все его	1	1
538	там же	6	1
539	нас в	1	1
540	мы понимаем	1	1
541	но столь	1	1
542	то в	1	1
543	гораздо чаще	1	1
544	от них	2	1
545	этому поводу	1	1
546	но несомненно	1	1
547	но нет	1	1
548	удовлетворительного ответа	1	1
549	примыкает к	1	1
550	крайней мере	5	1
551	мне представляется	1	1
552	вслед за	3	1
553	сказать и	1	1
554	в ту	1	1
555	говоря что	1	1
556	своей природе	1	1
557	что здесь	1	1
558	хорошо известно	1	1
559	на которой	3	1
560	мысли не	3	1
561	мы видим	2	1
562	напротив в	1	1
563	только в	21	1
564	в стороне	1	1
565	во-вторых потому	1	1
566	впрочем и	2	1
567	однако она	1	1
568	же видно	1	1
569	по этому	1	1
570	нам возможность	2	1
571	образ как	4	1
572	человека с	1	1
573	по самой	1	1
574	события и	1	1
575	обо всем	1	1
576	с двумя	1	1
577	мысли что	4	1
578	только на	3	1
579	а напротив	2	1
580	принадлежащих к	1	1
581	каким образом	1	1
582	в душе	10	1
583	его имени	1	1
584	сходства в	1	1
585	не сам	1	1
586	к мысли	3	1
587	заключить что	2	1
588	в новом	2	1
589	пока не	1	1
590	не находит	1	1
591	присоединения к	1	1
592	на одном	1	1
593	в прошлом	1	1
594	в современном	1	1
595	в такое	1	1
596	меня то	2	1
597	как его	1	1
598	образом что	1	1
599	когда бы	1	1
600	идея не	1	1
601	ведь мы	1	1
602	известных нам	1	1
603	но вместе	4	1
604	чтобы показать	1	1
605	с общим	2	1
606	из двух	3	1
607	не были	2	1
608	сами эти	1	1
609	как сам	1	1
610	с положением	1	1
611	черты сходства	1	1
612	что человек	2	1
613	них в	1	1
614	чем он	1	1
615	и между	4	1
616	а с	2	1
617	показывает что	2	1
618	мы еще	1	1
619	содержание его	1	1
620	в детстве	1	1
621	превращается в	1	1
622	не на	1	1
623	с которым	1	1
624	то по	1	1
625	в слове	32	1
626	на время	1	1
627	приходит на	1	1
628	не видит	1	1
629	было в	1	1
630	эти слова	2	1
631	суждений о	1	1
632	или на	2	1
633	эта идея	1	1
634	ко всем	2	1
635	других случаях	1	1
636	он уже	1	1
637	самой своей	1	1
638	и потому	4	1
639	так называемом	1	1
640	впрочем не	1	1
641	намек на	1	1
642	в разной	1	1
643	так мы	1	1
644	предположим что	1	1
645	вела к	1	1
646	из уст	1	1
647	зависящее от	1	1
648	тому как	5	1
649	и там	1	1
650	некоторое время	1	1
651	быть только	4	1
652	для человека	4	1
653	да и	1	1
654	если речь	1	1
655	друг с	1	1
656	ко мне	1	1
657	быть не	2	1
658	что между	1	1
659	еще раз	2	1
660	на пути	1	1
661	можно сказать	3	1
662	сравнения в	2	1
663	известное нам	1	1
664	и таким	1	1
665	а то	1	1
666	отдельно от	1	1
667	в смысле	4	1
668	он должен	1	1
669	другой и	2	1
670	к вопросу	1	1
671	не знаем	3	1
672	пор еще	1	1
673	ему только	2	1
674	если сравнить	1	1
675	или в	3	1
676	в другой	1	1
677	о котором	1	1
678	а к	3	1
679	в голову	1	1
680	а ради	1	1
681	то не	2	1
682	на первый	1	1
683	для нас	20	1
684	могли бы	1	1
685	или менее	3	1
686	же что	6	1
687	это может	1	1
688	в этих	1	1
689	разве только	2	1
690	было только	1	1
691	ли что	1	1
692	места в	1	1
693	хотя в	1	1
694	отношении к	2	1
695	к любви	1	1
696	к самому	1	1
697	жизни в	1	1
698	от ее	1	1
699	не говоря	3	1
700	сказать что	5	1
701	была бы	4	1
702	появления в	2	1
703	но этот	2	1
704	почему он	1	1
705	взгляда на	1	1
706	первом случае	2	1
707	быть назван	1	1
708	жизни и	2	1
709	указывают на	1	1
710	по поводу	4	1
711	а нечто	1	1
712	и эта	1	1
713	я могу	1	1
714	можно назвать	1	1
715	как на	5	1
716	ничего общего	2	1
