N	2gram	Tiupa_Teor_1	Istorich
249	одном случае	1	1
250	только на	1	1
251	частности с	1	1
252	в иную	1	1
253	в себе	9	1
254	античности в	1	1
255	во многих	1	1
256	если он	1	1
257	но на	1	1
258	что она	2	1
259	при этом	12	1
260	всеми людьми	1	1
261	он ни	1	1
262	ключ к	2	1
263	которым человек	1	1
264	состоит в	17	1
265	в силу	1	1
266	и вот	3	1
267	уже говорилось	1	1
268	из древнейших	1	1
269	свидетельствует о	1	1
270	ему на	1	1
271	подобно тому	1	1
272	но дело	1	1
273	это явление	1	1
274	и приходит	1	1
275	эта деталь	1	1
276	было бы	1	1
277	на почве	4	1
278	чаще всего	1	1
279	в жизни	2	1
280	она и	1	1
281	соответствии с	2	1
282	как видно	1	1
283	этим и	1	1
284	то с	1	1
285	же я	1	1
286	вещи в	1	1
287	места в	1	1
288	в ходе	4	1
289	художественного творчества	1	1
290	право на	1	1
291	он должен	2	1
292	с точки	3	1
293	в их	2	1
294	еще нет	1	1
295	в своем	4	1
296	этого текста	2	1
297	на свою	1	1
298	и некоторыми	1	1
299	в отличие	6	1
300	в мировом	1	1
301	от его	1	1
302	в одном	2	1
303	и более	1	1
304	в конце	2	1
305	случае мы	1	1
306	с которой	1	1
307	стоит в	1	1
308	тем самым	4	1
309	виду что	1	1
310	она могла	1	1
311	дело не	2	1
312	например не	1	1
313	на котором	1	1
314	не по	1	1
315	материала в	2	1
316	иметь в	1	1
317	не могло	2	1
318	же время	5	1
319	этих двух	2	1
320	или его	1	1
321	мире и	2	1
322	обращает на	1	1
323	в каком	1	1
324	однако это	1	1
325	мира а	1	1
326	языка в	4	1
327	очень часто	1	1
328	в момент	2	1
329	его за	1	1
330	вокруг него	1	1
331	числе и	1	1
332	отношение невозможно	1	1
333	к тому	2	1
334	его с	1	1
335	указывает на	1	1
336	е у	1	1
337	оно не	1	1
338	на это	1	1
339	и о	4	1
340	в виду	5	1
341	свою очередь	2	1
342	здесь не	1	1
343	или для	1	1
344	то время	1	1
345	приводит к	5	1
346	что может	2	1
347	с собой	1	1
348	переход к	1	1
349	каждого из	1	1
350	мог бы	3	1
351	чем выше	1	1
352	меньше и	1	1
353	две части	1	1
354	мы в	2	1
355	для этого	1	1
356	это может	1	1
357	с человеком	1	1
358	о ней	2	1
359	сводится к	5	1
360	и соответственно	2	1
361	животного в	1	1
362	в состав	6	1
363	на вопрос	1	1
364	за пределами	5	1
365	никак не	1	1
366	одного из	1	1
367	а также	6	1
368	пребыванию в	1	1
369	восходит к	1	1
370	на основе	2	1
371	в центральной	1	1
372	если с	1	1
373	состоит не	1	1
374	они создают	1	1
375	основе которых	1	1
376	во втором	3	1
377	эти два	1	1
378	во всей	1	1
379	и только	1	1
380	с матерью	1	1
381	вслед за	2	1
382	наконец в	1	1
383	также в	1	1
384	у одного	2	1
385	не тот	1	1
386	в русском	1	1
387	как правило	4	1
388	в литературе	2	1
389	выйти наружу	1	1
390	но с	1	1
391	для таких	1	1
392	тот же	1	1
393	одной из	2	1
394	природой и	1	1
395	вступить в	1	1
396	целого и	1	1
397	еще и	1	1
398	даже если	1	1
399	самые разнообразные	1	1
400	они могут	1	1
401	и ее	3	1
402	их не	1	1
403	тот что	1	1
404	это тоже	2	1
405	что не	1	1
406	или даже	4	1
407	на две	3	1
408	к каким	1	1
409	когда для	1	1
410	для него	2	1
411	ведь это	1	1
412	слова в	2	1
413	перед собой	1	1
414	с этими	1	1
415	ее не	1	1
416	в систему	1	1
417	ее на	1	1
418	нет в	1	1
419	могут встречаться	1	1
420	и даже	2	1
421	или иной	4	1
422	есть не	1	1
423	не обязательно	1	1
424	том чем	1	1
425	а с	3	1
426	героя о	1	1
427	что для	1	1
428	можно назвать	1	1
429	в соответствии	3	1
430	не было	1	1
431	не знает	3	1
432	из наиболее	1	1
433	от мира	1	1
434	приобщение к	1	1
435	стороны в	1	1
436	нет никаких	1	1
437	нее как	1	1
438	как это	8	1
439	а при	1	1
440	одну из	1	1
441	к своему	1	1
442	быть это	1	1
443	по своему	2	1
444	для установления	1	1
445	с некоторыми	1	1
446	такого рода	8	1
447	тому как	1	1
448	есть как	2	1
449	как будто	2	1
450	только о	1	1
451	и некоторые	2	1
452	д и	1	1
453	происходит в	1	1
454	и от	1	1
455	мира и	1	1
456	обе эти	1	1
457	не представляет	1	1
458	особого рода	2	1
459	в основе	3	1
460	не говорит	1	1
461	из своего	1	1
462	бы в	1	1
463	все они	1	1
464	я думаю	1	1
465	две стороны	1	1
466	см в	1	1
467	все люди	1	1
468	из этого	1	1
469	в самом	4	1
470	видим в	2	1
471	в искусстве	6	1
472	и другие	2	1
473	в своих	1	1
474	точно так	1	1
475	все что	1	1
476	том числе	2	1
