N	2gram	Potebnia_M_4	VLabPisa
118	в которых	3	3
119	видели что	1	3
120	но как	1	3
121	явлений и	1	3
122	силу этого	1	3
123	нет и	1	3
124	с этим	7	3
125	и как	2	3
126	и к	6	3
127	и художественного	1	3
128	следующим образом	1	3
129	при создании	1	3
130	и по	3	3
131	его в	4	3
132	далеко не	1	3
133	что не	6	3
134	с тем	7	3
135	в слове	22	3
136	мы видели	1	3
137	во время	2	3
138	точки зрения	4	3
139	одном из	2	3
140	как о	1	3
141	например что	2	3
142	в другую	1	3
143	со своим	4	3
144	у нас	2	3
145	она не	2	3
146	том как	1	3
147	и трудно	1	3
148	образом в	5	3
149	в виду	3	3
150	что и	7	3
151	вслед за	1	3
152	и мир	1	3
153	того что	14	3
154	этот вопрос	3	3
155	разума и	1	3
156	и их	3	3
157	даже и	3	3
158	именно в	3	3
159	можно утверждать	1	3
160	так же	4	3
161	по поводу	4	3
162	что рассказывает	1	3
163	или в	1	3
164	бы в	2	3
165	только что	3	3
166	жизни и	1	3
167	как на	1	3
168	ее в	1	3
169	ту же	3	2
170	также что	1	2
171	и через	1	2
172	связана с	1	2
173	он может	1	2
174	уже по	2	2
175	а как	2	2
176	мы имеем	4	2
177	в которой	6	2
178	говорить о	5	2
179	но даже	2	2
180	то это	8	2
181	собою и	2	2
182	в ней	2	2
183	меньшей степени	1	2
184	еще не	3	2
185	что его	2	2
186	в различных	2	2
187	в чем	1	2
188	бы не	3	2
189	но не	1	2
190	том числе	1	2
191	относится к	1	2
192	что нет	1	2
193	и слова	2	2
194	хотя и	5	2
195	но в	8	2
196	с нею	3	2
197	он в	1	2
198	лица и	3	2
199	этот процесс	1	2
200	что она	2	2
201	он не	2	2
202	том чтобы	1	2
203	например как	1	2
204	подобно тому	2	2
205	что ни	1	2
206	человека в	2	2
207	в каждом	3	2
208	в другом	1	2
209	заключается в	1	2
210	с другими	4	2
211	только о	2	2
212	не всегда	3	2
213	между собою	4	2
214	и для	2	2
215	восприятия и	1	2
216	что такое	7	2
217	всяком случае	3	2
218	и значит	1	2
219	от его	2	2
220	действительность в	1	2
221	которые в	1	2
222	по крайней	5	2
223	если бы	13	2
224	что например	3	2
225	по себе	11	2
226	не менее	5	2
227	можно указать	1	2
228	тогда когда	8	2
229	в науке	3	2
230	к этим	1	2
231	не по	1	2
232	того чтобы	4	2
233	только не	3	2
234	наблюдения и	1	2
235	а для	1	2
236	не вполне	2	2
237	связанное с	1	2
238	в сознании	4	2
239	в области	2	2
240	от того	4	2
241	же самое	4	2
242	числе и	1	2
243	должны быть	3	2
244	они и	1	2
245	в самых	1	2
246	для того	6	2
247	что при	1	2
248	мысль о	6	2
249	и может	4	2
250	роль в	1	2
251	в образе	2	2
252	он сам	1	2
253	и даже	2	2
254	во всяком	5	2
255	на вопрос	4	2
256	лишь в	3	2
257	может не	1	2
258	из себя	2	2
259	от них	1	2
260	крайней мере	5	2
261	вообще и	3	2
262	но с	1	2
263	и быть	2	2
264	что даже	2	2
265	с одной	1	2
266	носит в	1	2
267	одной из	1	2
268	у них	1	2
269	слова не	3	2
270	при помощи	3	2
271	могло бы	1	2
272	вовсе не	7	2
273	к ним	2	2
274	при всей	1	2
275	образом не	1	2
276	одной стороны	1	2
277	даже не	2	2
278	до сих	4	2
279	как у	1	2
280	показывает что	1	2
281	через это	1	2
282	что мы	10	2
283	не об	1	2
284	тому как	2	2
285	стороны в	1	2
286	было в	3	2
287	начиная с	1	2
288	и потому	10	2
289	из которых	2	2
290	в течение	2	2
291	войны и	1	2
292	и формы	1	2
293	сих пор	4	2
294	сне не	1	2
295	между прочим	3	2
296	но для	1	2
297	можно было	2	2
298	не подлежит	1	2
299	мира и	1	2
300	а в	5	2
301	а о	1	2
302	между ними	4	2
303	не быть	1	2
304	в представлении	4	2
305	к его	2	2
306	в своих	2	2
307	явления в	1	2
308	пор не	3	1
309	а между	4	1
310	вряд ли	1	1
311	можно говорить	1	1
312	речь идет	1	1
313	в сфере	1	1
314	таком случае	2	1
315	начинается с	1	1
316	и без	2	1
317	ним или	1	1
318	самом деле	3	1
319	художественных произведений	1	1
320	все его	1	1
321	мысли а	2	1
322	и так	3	1
323	говорит так	1	1
324	материал таким	1	1
325	этого в	1	1
326	что эти	3	1
327	должна быть	1	1
328	в чувственном	2	1
329	поэзии и	7	1
330	каждое художественное	1	1
331	со всех	1	1
332	пока он	1	1
333	им самим	1	1
334	бы уже	1	1
335	у гоголя	1	1
336	как мы	2	1
337	что совокупность	1	1
338	что если	6	1
339	вопрос о	2	1
340	философом в	1	1
341	они могут	2	1
342	нам в	1	1
343	меньшей мере	1	1
344	о бессознательном	1	1
345	из сказанного	3	1
346	что чувственное	1	1
347	как комплекс	1	1
348	мы и	2	1
349	о роли	1	1
350	всех сторон	1	1
351	сам по	4	1
352	это время	1	1
353	проявляется в	2	1
354	свою очередь	1	1
355	и то	5	1
356	ответа на	1	1
357	быть в	1	1
358	не был	1	1
359	в последних	1	1
360	ними в	1	1
361	по своему	2	1
362	было указано	1	1
363	его личную	1	1
364	значение и	2	1
365	только тогда	5	1
366	не все	1	1
367	которые не	2	1
368	в известном	1	1
369	лицом к	1	1
370	в истории	4	1
371	общего с	1	1
372	бы при	1	1
373	или слов	2	1
374	кроме того	3	1
375	самые явления	1	1
376	необходимо сделать	1	1
377	что по	2	1
378	что этим	1	1
379	к музыке	1	1
380	вот несколько	1	1
381	то в	3	1
382	многих из	1	1
383	а во-вторых	1	1
384	таковы например	1	1
385	формы в	3	1
386	уже в	5	1
387	есть для	5	1
388	сил в	1	1
389	что так	2	1
390	ничего и	1	1
391	такая форма	2	1
392	этого образа	1	1
393	имеем в	1	1
394	на то	7	1
395	если он	1	1
396	но на	1	1
397	дальше и	1	1
398	этого выражения	1	1
399	к простым	1	1
400	так сказать	5	1
401	и если	3	1
402	на его	3	1
403	как оно	2	1
404	время и	1	1
405	о начале	1	1
406	да и	4	1
407	образом для	1	1
408	от первоначального	1	1
409	только материал	1	1
410	и еще	1	1
411	не значит	2	1
412	не как	2	1
413	почти то	1	1
414	эта способность	1	1
415	но вместе	1	1
416	уже не	3	1
417	и субъективное	1	1
418	что может	2	1
419	на этом	1	1
420	его можно	1	1
421	его качество	1	1
422	заключает в	8	1
423	и речи	1	1
424	в понятие	2	1
425	а вместе	1	1
426	впечатлений но	1	1
427	этим самым	1	1
428	оно и	1	1
429	явление вполне	1	1
430	чувственное восприятие	1	1
431	фактов не	1	1
432	свойств и	1	1
433	что мысль	3	1
434	то есть	34	1
435	в несколько	1	1
436	и менее	1	1
437	мере и	1	1
438	входит в	1	1
439	деле в	1	1
440	произведения от	1	1
441	в сложном	2	1
442	случае является	1	1
443	например с	2	1
444	с которого	1	1
445	говорим о	1	1
446	его частей	1	1
447	здесь можно	1	1
448	смысле что	1	1
449	значит не	1	1
450	на этот	2	1
451	из каких-либо	2	1
452	обратимся к	1	1
453	понятия и	1	1
454	в этих	3	1
455	взгляд на	1	1
456	в которые	1	1
457	и музыке	1	1
458	впрочем эта	1	1
459	что до	2	1
460	них новые	1	1
461	признать что	2	1
462	вводить в	2	1
463	значение для	1	1
464	однако от	1	1
465	является только	1	1
466	произведения но	1	1
467	и той	1	1
468	время нет	1	1
469	есть его	1	1
470	образом и	1	1
471	но он	1	1
472	друг другу	1	1
473	в прямом	1	1
474	что этот	1	1
475	бы быть	1	1
476	роль играют	1	1
477	что есть	3	1
478	теми или	1	1
479	перед собою	2	1
480	например говорит	1	1
481	эта мысль	2	1
482	в таких	2	1
483	о значении	1	1
484	что эта	1	1
485	с которой	1	1
486	нужно уметь	1	1
487	что сущность	1	1
488	еще до	3	1
489	мысли в	2	1
490	дело не	2	1
491	того как	6	1
492	что их	1	1
493	по меньшей	1	1
494	на себе	3	1
495	его собственного	1	1
496	к изучению	1	1
497	и имеет	1	1
498	наблюдений над	1	1
499	иметь в	2	1
500	не могло	1	1
501	не имеет	5	1
502	судя по	2	1
503	о природе	1	1
504	казалось бы	1	1
505	не имели	2	1
506	это то	1	1
507	и познания	1	1
508	к ней	2	1
509	видим что	1	1
510	от него	2	1
511	друг друга	2	1
512	его значения	2	1
513	как не	1	1
514	сознание это	1	1
515	мы бы	2	1
516	следует что	1	1
517	не выражается	1	1
518	только с	1	1
519	так то	3	1
520	как будто	1	1
521	в каком	4	1
522	если только	1	1
523	освобождается от	2	1
524	к таким	1	1
525	обособление и	1	1
526	все то	1	1
527	лежит в	1	1
528	одну и	1	1
529	без понятия	1	1
530	бы он	1	1
531	перейти к	1	1
532	их внутреннего	1	1
533	ничего общего	1	1
534	в применении	1	1
535	и это	2	1
536	и поэтому	1	1
537	звуковая форма	1	1
538	какова же	1	1
539	как один	1	1
540	и многие	2	1
541	данном случае	2	1
542	не создало	1	1
543	как замысел	1	1
544	то время	1	1
545	вопрос что	2	1
546	мнение что	1	1
547	и сам	1	1
548	что у	3	1
549	мы только	1	1
550	невозможно и	1	1
551	и ту	1	1
552	образом уже	1	1
553	по тому	2	1
554	мы в	3	1
555	является в	1	1
556	силу того	1	1
557	о котором	1	1
558	по мере	7	1
559	с ним	5	1
560	связанная с	3	1
561	а по	1	1
562	о нем	1	1
563	часть или	1	1
564	или только	1	1
565	это происходит	1	1
566	художественные произведения	1	1
567	и та	4	1
568	то уже	2	1
569	более высокой	1	1
570	следует иметь	1	1
571	и что	7	1
572	в глаза	1	1
573	еще дальше	2	1
574	живым и	1	1
575	после того	2	1
576	для нас	14	1
577	а также	1	1
578	этом заключается	1	1
579	ли она	1	1
580	как форма	1	1
581	с целью	1	1
582	как было	1	1
583	подлежит сомнению	1	1
584	или как	1	1
585	говорят о	1	1
586	доходит до	1	1
587	в математическом	1	1
588	мере для	1	1
589	затем в	1	1
590	или иначе	2	1
591	все кроме	1	1
592	и во	1	1
593	творчестве и	1	1
594	об отсутствии	1	1
595	на одном	1	1
596	в форме	1	1
597	сомнения в	1	1
598	в теории	1	1
599	в ту	2	1
600	из моментов	1	1
601	мы хотим	2	1
602	к сознанию	2	1
603	если это	1	1
604	для самого	2	1
605	образом можно	1	1
606	быть и	2	1
607	не механическое	1	1
608	обе эти	1	1
609	взят из	1	1
610	большею частью	2	1
611	то например	1	1
612	современных художников	1	1
613	как нечто	1	1
614	самые разнообразные	1	1
615	сложности и	1	1
616	между этими	1	1
617	и ряд	1	1
618	же при	1	1
619	тождественны но	1	1
620	процессов в	1	1
621	его разработки	1	1
622	образов в	1	1
623	эти образы	2	1
624	есть в	5	1
625	конечно не	2	1
626	природы не	1	1
627	и насколько	1	1
628	только на	4	1
629	трудно отличить	1	1
630	в поэзии	3	1
631	в виде	2	1
632	свидетельствует о	1	1
633	эта сложность	1	1
634	по выражению	1	1
635	и других	3	1
636	и значения	1	1
637	что будет	2	1
638	это обстоятельство	2	1
639	который как	1	1
640	себе в	3	1
641	и из	3	1
642	в известной	1	1
643	сами по	2	1
644	в состоянии	2	1
645	течение многих	1	1
646	отношение к	2	1
647	содержания а	1	1
648	этот процесс?	1	1
649	но что	2	1
650	в систему	1	1
651	и никогда	1	1
652	заметить что	6	1
653	тем что	10	1
654	этой категории	1	1
655	и вместе	3	1
656	потому же	1	1
657	в более	2	1
658	это положение	1	1
659	не повторяют	1	1
660	к двум	1	1
661	свою историю	2	1
662	его себе	1	1
663	а именно	4	1
664	которые свойственны	1	1
665	человека а	2	1
666	в свою	2	1
667	деятельности а	1	1
668	как же	4	1
669	своего собственного	1	1
670	в воображении	1	1
671	близко к	1	1
672	быть названо	4	1
673	процесс в	1	1
674	в представления	1	1
675	целым рядом	1	1
676	в действии	1	1
677	благодаря чему	1	1
678	на эту	1	1
679	самого начала	2	1
680	всего остального	1	1
681	что перед	1	1
682	с образами	2	1
683	взглядах на	1	1
684	чувственное представление	1	1
685	если не	1	1
686	может иметь	2	1
687	к лицу	1	1
688	нет ничего	3	1
689	ответить на	3	1
690	из мира	1	1
691	представить себе	2	1
692	относятся к	2	1
693	широко как	1	1
694	мы говорим	7	1
695	как в	7	1
696	степени сложности	1	1
697	если так	2	1
698	в данном	4	1
699	а если	2	1
700	так или	2	1
701	в той	4	1
702	к действительности	1	1
703	имеем дело	2	1
704	я с	1	1
705	этому в	1	1
706	исходя из	1	1
707	это значит	1	1
708	никем не	2	1
709	том смысле	2	1
710	должно быть	5	1
711	чтобы ответить	1	1
712	слова и	5	1
713	благодаря этому	1	1
714	вне себя	1	1
715	только для	2	1
716	но это	3	1
717	стоит только	1	1
718	слова с	3	1
719	благоприятных условиях	1	1
720	это явление	1	1
721	мы видим	2	1
722	в следующей	1	1
723	его хотя	1	1
724	происходит в	2	1
725	произведения без	1	1
726	об искусстве	1	1
727	человека это	1	1
728	ее и	1	1
729	в каждой	1	1
730	внимание на	5	1
731	и все	4	1
732	уже есть	2	1
733	той или	1	1
734	еще более	2	1
735	и смысл	1	1
736	находится в	5	1
737	ни к	2	1
738	от всего	1	1
739	потому что	33	1
740	и наоборот	1	1
741	или не	1	1
742	одного лица	1	1
743	хотя в	2	1
744	всего человека	1	1
745	в нечто	1	1
746	указано выше	1	1
747	науке и	1	1
748	дело с	1	1
749	из тех	2	1
750	это в	1	1
751	состоит из	1	1
752	его таким	1	1
753	от всех	1	1
754	эти впечатления	1	1
755	в последнем	1	1
756	по которой	1	1
757	приблизительно в	1	1
758	и идеи	1	1
759	есть и	2	1
760	есть то	4	1
761	звуков но	1	1
762	чувственном восприятии	1	1
763	видим в	1	1
764	это было	2	1
765	весь процесс	1	1
766	можно назвать	2	1
767	в таком	4	1
768	или наоборот	1	1
