N	2gram	Propp_Isto_2	Hudozhes
112	что было	1	3
113	как о	1	3
114	на него	5	3
115	к себе	2	3
116	как только	1	3
117	и это	3	3
118	что у	2	3
119	и ему	1	3
120	к нему	5	3
121	одной из	4	3
122	с ними	2	3
123	и ее	2	3
124	с одной	4	3
125	для нас	4	3
126	характерно что	1	3
127	в одном	5	3
128	что на	1	3
129	с другой	2	3
130	а с	2	3
131	прежде всего	5	3
132	так же	13	3
133	одной стороны	3	3
134	в состоянии	3	3
135	все это	3	3
136	ли в	1	3
137	или в	2	3
138	будто бы	2	3
139	все они	1	3
140	есть и	2	3
141	и состоит	1	3
142	самом деле	2	3
143	говорили о	1	2
144	же как	5	2
145	и то	2	2
146	той же	2	2
147	а как	1	2
148	который в	1	2
149	говорить о	1	2
150	они были	2	2
151	он сам	1	2
152	тем как	1	2
153	ответ на	1	2
154	другой день	1	2
155	все же	9	2
156	и к	1	2
157	но в	6	2
158	говорится в	2	2
159	со своей	1	2
160	из этих	3	2
161	тому же	2	2
162	ей в	1	2
163	т д	18	2
164	могла бы	2	2
165	не будет	1	2
166	а по	1	2
167	его в	10	2
168	это было	1	2
169	который и	1	2
170	характер и	1	2
171	обратимся к	2	2
172	не столько	2	2
173	нельзя было	1	2
174	начнем с	1	2
175	дело не	4	2
176	того как	4	2
177	одна из	2	2
178	что ей	1	2
179	только не	1	2
180	к ней	2	2
181	и мне	1	2
182	они и	1	2
183	приходит к	1	2
184	как мы	1	2
185	на другой	2	2
186	приводит к	2	2
187	роль в	3	2
188	с собой	1	2
189	которая была	1	2
190	до сих	6	2
191	том как	1	2
192	в последней	1	2
193	о нем	4	2
194	в другом	9	2
195	а также	2	2
196	нуждается в	1	2
197	и только	2	2
198	один из	8	2
199	здесь не	2	2
200	идет по	1	2
201	зная что	1	2
202	страх перед	3	2
203	именно на	1	2
204	же и	3	2
205	его и	4	2
206	ни с	1	2
207	себе в	1	2
208	из них	2	2
209	вовсе не	1	2
210	ее на	1	2
211	сих пор	7	2
212	с мотивом	3	2
213	именно в	2	2
214	себя и	2	2
215	что не	1	2
216	мы знаем	11	2
217	жизнь в	1	2
218	она говорит	1	2
219	нет ничего	2	2
220	вместе с	7	2
221	этот мотив	4	2
222	видит в	2	2
223	не зная	1	2
224	что же	1	2
225	только для	1	2
226	о его	2	2
227	и для	2	2
228	еще одна	1	2
229	отнюдь не	1	2
230	и видит	1	2
231	в двух	1	2
232	за него	2	2
233	потому что	9	2
234	хотя бы	2	2
235	и эта	1	2
236	сказать что	2	2
237	т е	29	2
238	самое что	1	2
239	этой связи	1	2
240	но еще	1	2
241	тем самым	2	2
242	одних и	1	1
243	например в	2	1
244	уже упоминалось	1	1
245	и мальчик	1	1
246	это и	1	1
247	так у	2	1
248	перед лицом	1	1
249	свою жену	1	1
250	последней главе	1	1
251	и так	2	1
252	отметим еще	1	1
253	высшей степени	1	1
254	момент когда	2	1
255	которыми он	1	1
256	соседней комнате	1	1
257	еще остается	1	1
258	полагает что	1	1
259	не умирает	1	1
260	мы имеем	15	1
261	мы не	3	1
262	же ты	1	1
263	в сущности	2	1
264	принадлежит к	2	1
265	не совсем	3	1
266	что можно	1	1
267	это время	1	1
268	также о	1	1
269	он был	3	1
270	со словами	1	1
271	что умерший	1	1
272	во всех	2	1
273	рассмотрение этого	1	1
274	могло быть	1	1
275	этом говорит	2	1
276	к которой	1	1
277	в сторону	1	1
278	этого мотива	5	1
279	а он	1	1
280	мотив сна	1	1
281	с каким	1	1
282	не просто	2	1
283	друг от	1	1
284	в свои	1	1
285	она очень	2	1
286	в настоящем	1	1
287	в поисках	2	1
288	в течение	1	1
289	не видно	1	1
290	в одной	4	1
291	в той	1	1
292	поскольку они	1	1
293	показать что	2	1
294	как к	1	1
295	как нам	1	1
296	остановиться на	1	1
297	когда он	3	1
298	он признает	1	1
299	никаких следов	2	1
300	детей к	1	1
301	его к	1	1
302	нас все	1	1
303	себе не	1	1
304	самое важное	1	1
305	в герое	1	1
306	от этого	1	1
307	и говорит	2	1
308	за собой	1	1
309	для которого	1	1
310	в которой	2	1
311	ни один	2	1
312	мне не	1	1
313	так или	1	1
314	представляет собой	5	1
315	он в	3	1
316	все эти	4	1
317	бы так	1	1
318	и тот	1	1
319	не стали	1	1
320	человек не	1	1
321	так сказать	2	1
322	жизнью и	1	1
323	его но	1	1
324	к миру	1	1
325	он все	1	1
326	здесь однако	1	1
327	мать и	1	1
328	с тобой	1	1
329	и когда	2	1
330	ушел в	1	1
331	в силу	2	1
332	которому она	1	1
333	душу и	1	1
334	в ужасе	2	1
335	их в	2	1
336	на земле	1	1
337	так часто	1	1
338	но все	5	1
339	здесь мы	3	1
340	этом он	1	1
341	и внутренняя	1	1
342	всегда очень	1	1
343	и других	1	1
344	которого не	1	1
345	по ночам	1	1
346	жизнь этого	1	1
347	и иных	1	1
348	даже в	1	1
349	дома она	1	1
350	она и	2	1
351	этого не	5	1
352	не всегда	1	1
353	он и	3	1
354	он любил	1	1
355	жалко было	1	1
356	не мог	3	1
357	в саду	1	1
358	во время	2	1
359	женщин и	1	1
360	в лесном	1	1
361	наших дней	1	1
362	ей говорить	1	1
363	а потом	4	1
364	знаем что	12	1
365	от его	1	1
366	страх и	1	1
367	но он	4	1
368	видно что	6	1
369	и более	2	1
370	он увидел	1	1
371	на образ	2	1
372	же мы	2	1
373	случае мы	2	1
374	освободиться от	1	1
375	нас к	1	1
376	стоит только	1	1
377	с миром	1	1
378	а иногда	1	1
379	важно что	1	1
380	с радостью	1	1
381	виду что	1	1
382	то чего	3	1
383	самого начала	2	1
384	не берет	2	1
385	время жили	1	1
386	можно судить	1	1
387	и над	1	1
388	которых и	1	1
389	а сама	1	1
390	найти в	1	1
391	этих двух	1	1
392	тогда она	1	1
393	как она	4	1
394	мать не	1	1
395	встречается в	3	1
396	мы узнаем	1	1
397	когда мы	2	1
398	во все	1	1
399	еще яснее	1	1
400	его с	1	1
401	бы он	1	1
402	все еще	2	1
403	возвращается домой	1	1
404	на это	1	1
405	только одну	1	1
406	время он	1	1
407	при анализе	1	1
408	но по	3	1
409	а затем	2	1
410	от друга	1	1
411	матери в	1	1
412	можно показать	1	1
413	быть вполне	1	1
414	один в	1	1
415	в себя	3	1
416	с самого	2	1
417	всей своей	1	1
418	в дальнейшем	1	1
419	однако если	1	1
420	нельзя сказать	1	1
421	на нее	2	1
422	особенно в	1	1
423	когда его	1	1
424	спят и	1	1
425	иногда в	1	1
426	по ее	1	1
427	как ему	1	1
428	это только	2	1
429	мы в	2	1
430	является в	1	1
431	он к	1	1
432	был не	1	1
433	по себе	1	1
434	к родственникам	1	1
435	в разных	2	1
436	образом в	1	1
437	автор не	1	1
438	я теперь	1	1
439	именно потому	1	1
440	как существо	1	1
441	и здесь	9	1
442	настолько что	1	1
443	и что	6	1
444	в глаза	2	1
445	после того	3	1
446	а во	1	1
447	все в	1	1
448	путь к	1	1
449	что самое	1	1
450	или иначе	1	1
451	этот момент	1	1
452	должно было	3	1
453	пор мы	2	1
454	из своего	1	1
455	в другой	4	1
456	еще более	1	1
457	тот момент	2	1
458	иначе в	1	1
459	не знаю	1	1
460	вся жизнь	1	1
461	того что	3	1
462	быть и	1	1
463	но с	2	1
464	оно и	2	1
465	в соседней	1	1
466	в новой	2	1
467	и одновременно	1	1
468	а если	1	1
469	ее то	1	1
470	собой не	1	1
471	проникнуть в	2	1
472	и толстым	1	1
473	этого дара	1	1
474	и потому	1	1
475	бы его	1	1
476	но как	1	1
477	это означает	1	1
478	узнаем что	1	1
479	не происходит	3	1
480	на мир	1	1
481	он слышит	1	1
482	одежды и	2	1
483	так что	6	1
484	что подобно	1	1
485	для всех	1	1
486	уже в	2	1
487	он очень	1	1
488	героя с	1	1
489	в нашей	2	1
490	в дом	3	1
491	еще одну	1	1
492	него и	1	1
493	сама не	2	1
494	за ним	1	1
495	превращаются в	1	1
496	сущность и	1	1
497	дом в	2	1
498	что происходило	1	1
499	над ними	1	1
500	могло бы	1	1
501	ты меня	1	1
502	так как	14	1
503	при всей	1	1
504	говорит вот	1	1
505	записан на	1	1
506	была еще	1	1
507	он мог	1	1
508	умер и	2	1
509	ней и	1	1
510	о своей	2	1
511	матери героя	1	1
512	а именно	3	1
513	человека а	1	1
514	такое же	1	1
515	этой роли	1	1
516	когда герой	2	1
517	только по	1	1
518	и стал	1	1
519	а на	1	1
520	у меня	1	1
521	мать или	1	1
522	на которых	1	1
523	до конца	1	1
524	отчего и	1	1
525	или человек	1	1
526	человека не	1	1
527	а так	1	1
528	не то	1	1
529	там где	1	1
530	мы пока	1	1
531	союз но	1	1
532	не видит	3	1
533	стороны в	1	1
534	ребенка в	3	1
535	в точности	1	1
536	и она	3	1
537	эти слова	3	1
538	в лесу	15	1
539	человека к	1	1
540	из форм	1	1
541	много однако	1	1
542	власть над	4	1
543	в пределах	1	1
544	редко и	1	1
545	к жизни	1	1
546	что за	1	1
547	еще нет	1	1
548	чем в	1	1
549	это почти	1	1
550	это за	2	1
551	мать но	1	1
552	в тот	2	1
553	и внешне	1	1
554	по существу	2	1
555	человек с	1	1
556	на свете	1	1
557	исходя из	1	1
558	другого человека	1	1
559	лежит в	1	1
560	с этой	1	1
561	этом случае	5	1
562	но это	4	1
563	вокруг него	1	1
564	от нас	1	1
565	была одной	1	1
566	по дороге	1	1
567	к которому	5	1
568	мира и	1	1
569	она уже	1	1
570	то не	2	1
571	ее и	1	1
572	его тело	1	1
573	что после	3	1
574	в поле	1	1
575	приведенных выше	1	1
576	же в	1	1
577	предметы а	1	1
578	она его	1	1
579	и вдруг	1	1
580	не обладает	3	1
581	не знает	2	1
582	другой стороны	2	1
583	но чем	1	1
584	где как	2	1
585	но когда	1	1
586	почему он	1	1
587	точно так	6	1
588	из этого	1	1
589	только о	1	1
590	героя в	1	1
591	на лице	1	1
592	это так	2	1
593	к этой	4	1
594	вдруг на	1	1
595	к этому	1	1
596	можно назвать	1	1
597	в таком	1	1
598	и вновь	1	1
