N	2gram	Berdyaev_N_1	Istorich
203	с душой	1	1
204	это показывает	1	1
205	он в	1	1
206	в другие	1	1
207	ни одна	2	1
208	человек не	1	1
209	вообще не	1	1
210	одному из	1	1
211	должна быть	3	1
212	перестает быть	4	1
213	возвращение к	3	1
214	том чтобы	2	1
215	по всем	1	1
216	подобно тому	3	1
217	человека в	1	1
218	от нее	1	1
219	по своему	4	1
220	не будет	7	1
221	в состоянии	1	1
222	в мире	3	1
223	в глубине	1	1
224	с другими	1	1
225	со всех	4	1
226	делается в	1	1
227	этого она	1	1
228	для чего	2	1
229	очень сложное	1	1
230	перед собой	1	1
231	в эту	1	1
232	но если	1	1
233	к тем	1	1
234	в своей	3	1
235	что такое	3	1
236	в такой	1	1
237	что вся	1	1
238	установить что	1	1
239	своего рода	1	1
240	не могли	2	1
241	что этот	1	1
242	по себе	1	1
243	и очень	1	1
244	был уже	1	1
245	эти формы	3	1
246	и отдельных	1	1
247	и оттуда	1	1
248	смысле как	1	1
249	дни и	1	1
250	не ставит	2	1
251	во всем	1	1
252	как я	1	1
253	в каком	1	1
254	иного мира	1	1
255	к таким	1	1
256	нет ни	1	1
257	это конечно	1	1
258	всего что	1	1
259	не есть	3	1
260	в одну	2	1
261	него как	1	1
262	с ее	5	1
263	как не	8	1
264	жизнью в	2	1
265	на нем	1	1
266	в ее	3	1
267	будет сказать	1	1
268	в образе	1	1
269	можно было	2	1
270	чтобы быть	1	1
271	для этого	2	1
272	с ним	1	1
273	смысле и	1	1
274	и должно	2	1
275	это должно	1	1
276	времени в	2	1
277	и хочет	1	1
278	связаны с	2	1
279	она с	1	1
280	явление в	1	1
281	и только	1	1
282	вернуться к	2	1
283	народов и	1	1
284	но тут	1	1
285	не хотят	2	1
286	хотя бы	2	1
287	который в	2	1
288	вполне возможно	1	1
289	конечно не	3	1
290	уже в	1	1
291	эти черты	1	1
292	в большинстве	1	1
293	к своим	1	1
294	и их	1	1
295	сами по	1	1
296	могли не	1	1
297	женщины в	1	1
298	люди не	2	1
299	от того	1	1
300	и вместе	1	1
301	ее на	1	1
302	ней и	1	1
303	не живут	1	1
304	в каких	1	1
305	и быть	1	1
306	себя и	1	1
307	большую роль	4	1
308	к ночи	1	1
309	а на	1	1
310	ничем не	1	1
311	не означает	3	1
312	для сознания	1	1
313	жизнь в	1	1
314	долгое время	1	1
315	от мира	1	1
316	что мы	1	1
317	вот этой	1	1
318	к себе	1	1
319	тому как	3	1
320	ночи у	1	1
321	это значит	1	1
322	том смысле	1	1
323	только для	1	1
324	оба они	1	1
325	все это	5	1
326	но для	2	1
327	к вопросу	1	1
328	она должна	1	1
329	признак возвращения	1	1
330	это уже	1	1
331	он видел	1	1
332	не существует	3	1
333	средневековья и	2	1
334	которая в	1	1
335	или нет	1	1
336	через женщину	2	1
337	все они	2	1
338	не знает	6	1
339	от всех	1	1
340	но можно	1	1
341	это и	2	1
342	только одна	1	1
343	я могу	1	1
344	как на	1	1
345	том числе	1	1
