N	2gram	Bakhtin_Pr_2	EvropaiE
125	и только	3	3
126	в стороне	2	3
127	всяком случае	1	3
128	в данной	1	3
129	из них	2	3
130	в известной	1	3
131	тем что	3	3
132	по своим	3	3
133	говорит о	1	3
134	связано с	1	3
135	там где	4	3
136	ни на	3	3
137	друг с	4	3
138	известной степени	1	3
139	и для	3	3
140	и от	1	3
141	в результате	4	3
142	обстоит дело	1	3
143	ее в	2	3
144	как на	1	3
145	в таком	2	3
146	во всяком	2	3
147	и отчасти	1	2
148	и то	2	2
149	ведь и	7	2
150	должна быть	3	2
151	есть не	1	2
152	что если	3	2
153	именно к	1	2
154	меньшей степени	1	2
155	не нужно	2	2
156	на них	1	2
157	между собой	2	2
158	он сам	3	2
159	но как	1	2
160	точка зрения	1	2
161	в сторону	2	2
162	друг от	2	2
163	как их	1	2
164	с этим	2	2
165	хотя и	5	2
166	целый ряд	2	2
167	и как	2	2
168	можно в	1	2
169	что это	2	2
170	в этой	1	2
171	этот процесс	1	2
172	и если	1	2
173	он не	9	2
174	на одну	2	2
175	и еще	2	2
176	или иному	1	2
177	таким образом	5	2
178	в мире	1	2
179	и с	5	2
180	с другими	1	2
181	далеко не	4	2
182	дело идет	1	2
183	в своих	2	2
184	одна и	2	2
185	такой же	3	2
186	иначе обстоит	1	2
187	в эту	3	2
188	в этих	6	2
189	или точнее	1	2
190	в котором	6	2
191	не к	1	2
192	одном из	1	2
193	бы о	1	2
194	можем сказать	1	2
195	при условии	1	2
196	в идеологическом	1	2
197	она не	3	2
198	тогда когда	1	2
199	ними и	1	2
200	и имеет	1	2
201	могут стать	1	2
202	по своей	1	2
203	как будто	1	2
204	что на	2	2
205	не могут	4	2
206	могут быть	3	2
207	или поздно	1	2
208	всего в	1	2
209	одну и	1	2
210	но по	1	2
211	от друга	2	2
212	как не	1	2
213	и ту	1	2
214	мог бы	1	2
215	во многом	1	2
216	если бы	3	2
217	в содержании	1	2
218	и поэтому	1	2
219	и та	2	2
220	и что	5	2
221	кажется что	3	2
222	в значительной	1	2
223	и во	1	2
224	свои пределы	1	2
225	к нему	5	2
226	во втором	1	2
227	в его	10	2
228	во всей	1	2
229	и существенно	1	2
230	но с	1	2
231	его собственная	1	2
232	этот вопрос	4	2
233	в какой	1	2
234	есть в	3	2
235	в большинстве	9	2
236	если в	1	2
237	рано или	1	2
238	бы совершенно	1	2
239	в одном	12	2
240	в других	1	2
241	а именно	1	2
242	каких бы	1	2
243	как же	2	2
244	на этот	4	2
245	пожалуй и	2	2
246	а не	7	2
247	нужно иметь	1	2
248	что все	1	2
249	следовало бы	1	2
250	вместе с	1	2
251	что же	7	2
252	для понимания	2	2
253	совершенно очевидно	1	2
254	или в	8	2
255	и все	6	2
256	бы в	5	2
257	еще более	2	2
258	и наконец	6	2
259	же в	1	2
260	в другой	1	2
261	мы видим	1	2
262	а в	5	2
263	не есть	2	2
264	между ними	4	2
265	другой стороны	3	2
266	жизни и	1	2
267	и эта	2	2
268	себя как	3	1
269	ту же	2	1
270	вопрос мы	1	1
271	и т	13	1
272	например в	2	1
273	будут ли	1	1
274	мы здесь	2	1
275	не делает	1	1
276	и это	4	1
277	или к	1	1
278	но тем	1	1
279	в чисто	1	1
280	и до	4	1
281	определяется в	1	1
282	той же	3	1
283	или наоборот	1	1
284	неизбежно приводит	1	1
285	чтобы не	2	1
286	есть нечто	1	1
287	время как	2	1
288	развернуть в	1	1
289	достаточно чтобы	1	1
290	то это	2	1
291	социальной группы	1	1
292	не способен	1	1
293	почти на	1	1
294	в каждой	2	1
295	другим в	1	1
296	бы еще	1	1
297	быть в	2	1
298	которых может	1	1
299	с его	4	1
300	возможности и	1	1
301	тем как	1	1
302	то мы	1	1
303	обстояло дело	1	1
304	мы будем	3	1
305	по отношению	5	1
306	для всякого	1	1
307	в новом	1	1
308	отличие от	4	1
309	за пределы	3	1
310	к сожалению	1	1
311	в центре	1	1
312	в одной	3	1
313	в рамках	1	1
314	не показывает	1	1
315	ней в	1	1
316	все же	3	1
317	однако не	1	1
318	кроме того	3	1
319	конечно но	1	1
320	смысле этого	1	1
321	его к	2	1
322	более или	3	1
323	увидим что	1	1
324	за свои	1	1
325	та же	2	1
326	это есть	1	1
327	бы с	1	1
328	в нашем	1	1
329	которые в	1	1
330	за их	1	1
331	что автор	1	1
332	с их	2	1
333	может найти	1	1
334	один и	1	1
335	элементов в	1	1
336	нами в	2	1
337	тому же	3	1
338	при этом	6	1
339	и лучше	1	1
340	т д	4	1
341	эта последняя	1	1
342	пределах одного	9	1
343	не как	6	1
344	творчества стала	1	1
345	в корне	1	1
346	мы совершенно	1	1
347	ли не	1	1
348	этом мире	1	1
349	на этом	1	1
350	его можно	1	1
351	такая постановка	1	1
352	в характере	1	1
353	слова т	2	1
354	но все	2	1
355	значительной степени	1	1
356	от нее	1	1
357	тем с	1	1
358	было только	1	1
359	а затем	2	1
360	в нем	12	1
361	они должны	1	1
362	значение в	2	1
363	говорить не	1	1
364	лишь в	8	1
365	входит в	2	1
366	и иных	1	1
367	которая как	2	1
368	лишь на	2	1
369	мы сказали	2	1
370	отражение в	1	1
371	в жизни	3	1
372	в ином	1	1
373	о которых	1	1
374	рядом с	5	1
375	сильнее чем	1	1
376	вопроса приводит	1	1
377	и всей	1	1
378	или менее	3	1
379	именно и	1	1
380	в такой	2	1
381	сам и	2	1
382	же направлении	1	1
383	мы говорили	1	1
384	дальнейшее развитие	1	1
385	в отличие	4	1
386	от себя	1	1
387	центра и	1	1
388	значение для	2	1
389	простое и	1	1
390	в другие	1	1
391	друг другу	1	1
392	требуют в	1	1
393	в предчувствии	1	1
394	с такими	1	1
395	том же	4	1
396	для этого	2	1
397	же может	1	1
398	освободиться от	1	1
399	кажется нам	1	1
400	все эти	5	1
401	не менее	3	1
402	почти никогда	1	1
403	но они	1	1
404	что с	1	1
405	с теми	2	1
406	одна из	2	1
407	из их	1	1
408	для всего	1	1
409	только и	1	1
410	в самой	4	1
411	находятся в	1	1
412	высшей и	1	1
413	к определенному	2	1
414	и отражает	1	1
415	на себе	2	1
416	за исключением	1	1
417	во всем	3	1
418	вместо того	1	1
419	и его	8	1
420	связи с	1	1
421	в сознании	1	1
422	для осуществления	2	1
423	в основе	1	1
424	у нас	2	1
425	настоящего времени	1	1
426	такие же	1	1
427	мир в	1	1
428	числе и	1	1
429	должны быть	2	1
430	есть чем	1	1
431	все еще	1	1
432	для себя	2	1
433	и о	2	1
434	и сами	2	1
435	представим себе	2	1
436	он определяет	1	1
437	оказаться в	1	1
438	не исключает	1	1
439	то время	2	1
440	степени и	1	1
441	на свой	6	1
442	в рамки	1	1
443	а другие	1	1
444	литературы и	1	1
445	и сам	7	1
446	что может	2	1
447	с собой	4	1
448	те же	1	1
449	по природе	1	1
450	об этом	2	1
451	еще в	1	1
452	является в	1	1
453	в осуществлении	1	1
454	поэтому в	1	1
455	был не	1	1
456	которая в	1	1
457	и вообще	1	1
458	к другу	2	1
459	с ним	3	1
460	связанная с	1	1
461	в построении	1	1
462	в положении	1	1
463	слово на	1	1
464	рядом не	1	1
465	силы и	1	1
466	его жизни	2	1
467	может не	1	1
468	любви к	1	1
469	нас в	1	1
470	такими же	1	1
471	не выходит	1	1
472	это может	1	1
473	же нет	2	1
474	а у	1	1
475	и всякая	1	1
476	противоположных направлениях	1	1
477	его мысль	1	1
478	всего этого	2	1
479	и следовательно	3	1
480	различия между	1	1
481	друг к	2	1
482	большей или	1	1
483	в каждую	1	1
484	звучит как	1	1
485	быть и	2	1
486	но так	2	1
487	один из	1	1
488	ибо в	1	1
489	тем путем	1	1
490	в двух	1	1
491	тот же	3	1
492	с ними	2	1
493	мы увидим	5	1
494	что как	1	1
495	иной степени	1	1
496	они могут	2	1
497	на которые	1	1
498	и ее	3	1
499	с которыми	1	1
500	ведь в	1	1
501	со своим	1	1
502	переходит в	2	1
503	конечно не	2	1
504	уже не	3	1
505	уже в	2	1
506	если мы	2	1
507	то и	2	1
508	в начале	1	1
509	что не	2	1
510	в точном	1	1
511	этот раз	1	1
512	для него	8	1
513	и их	3	1
514	мы находим	1	1
515	не о	1	1
516	как его	4	1
517	гораздо сложнее	1	1
518	или иначе	1	1
519	не обязательно	1	1
520	эти две	1	1
521	в каких	1	1
522	к которому	1	1
523	или меньшей	1	1
524	сознанию что	1	1
525	что для	1	1
526	не было	1	1
527	которых мы	1	1
528	так называемой	1	1
529	то такой	2	1
530	свое собственное	1	1
531	какие могут	1	1
532	него не	2	1
533	что из	1	1
534	мы знаем	1	1
535	в связи	1	1
536	входить в	1	1
537	но кроме	1	1
538	это сделали	1	1
539	в европе	1	1
540	о возможности	1	1
541	их к	1	1
542	направлении в	1	1
543	если так	1	1
544	этих случаях	2	1
545	до настоящего	1	1
546	что пожалуй	1	1
547	п с	1	1
548	даже с	1	1
549	должно быть	4	1
550	с ее	1	1
551	этого слова	2	1
552	положении и	1	1
553	слова и	12	1
554	в формах	3	1
555	себя с	1	1
556	более того	4	1
557	она может	1	1
558	нельзя сказать	2	1
559	и среди	2	1
560	о котором	1	1
561	а к	1	1
562	в третьем	1	1
563	возникает вопрос	1	1
564	в большей	1	1
565	но это	4	1
566	и другие	1	1
567	но этот	2	1
568	этих отношений	1	1
569	в последнем	3	1
570	время не	1	1
571	целей и	1	1
572	но сама	1	1
573	вполне понятно	1	1
574	на ту	1	1
575	это в	1	1
576	который не	2	1
577	можно назвать	1	1
578	все что	1	1
579	том числе	1	1
