N	2gram	Potebnia_M_2	slovoVRo
321	тех же	1	1
322	словами и	1	1
323	бы для	1	1
324	самый предмет	2	1
325	языков но	1	1
326	и есть	2	1
327	чего не	2	1
328	бы невозможно	5	1
329	и до	1	1
330	не имеют	2	1
331	выражается в	2	1
332	с таким	3	1
333	чем именно	1	1
334	и связанное	1	1
335	которыми он	1	1
336	его не	3	1
337	из всех	1	1
338	со всех	1	1
339	смотреть на	1	1
340	для своего	1	1
341	предмета в	2	1
342	что между	1	1
343	что уже	1	1
344	звукового образа	1	1
345	место в	4	1
346	оба эти	2	1
347	непосредственно как	1	1
348	но она	3	1
349	но даже	3	1
350	всех сторон	1	1
351	на другом	2	1
352	на их	1	1
353	бы то	1	1
354	этим не	1	1
355	без всякого	1	1
356	его так	1	1
357	понимания не	1	1
358	могло быть	1	1
359	но как	1	1
360	а только	8	1
361	есть своя	1	1
362	в сторону	1	1
363	со всеми	1	1
364	не все	2	1
365	и чужой	1	1
366	в общем	2	1
367	отличие от	1	1
368	противоречиями в	1	1
369	друга и	1	1
370	и сознательное	1	1
371	один и	1	1
372	которые не	3	1
373	и такое	1	1
374	в одной	1	1
375	его на	2	1
376	в течение	1	1
377	по которому	1	1
378	стороны и	1	1
379	что как	1	1
380	очень трудно	1	1
381	могли бы	2	1
382	что по	1	1
383	говорящего не	1	1
384	его к	1	1
385	один ряд	1	1
386	в действительности	2	1
387	эти условия	2	1
388	и свою	1	1
389	в этот	1	1
390	о самом	1	1
391	в себя	2	1
392	себе как	1	1
393	к другому	4	1
394	имеем в	1	1
395	бы не	5	1
396	такое значение	1	1
397	и тот	2	1
398	только один	4	1
399	мы чувствуем	3	1
400	на то	5	1
401	и если	4	1
402	с чем	3	1
403	что она	3	1
404	в переводе	1	1
405	от которого	1	1
406	он должен	1	1
407	всеми этими	1	1
408	к одному	1	1
409	не к	1	1
410	оно должно	3	1
411	него поэтому	1	1
412	поэтому оно	2	1
413	какой бы	1	1
414	одной и	2	1
415	хотя все	1	1
416	в нее	4	1
417	ни был	2	1
418	человека в	3	1
419	значительной степени	1	1
420	символа в	1	1
421	то ни	1	1
422	в состоянии	6	1
423	сознание и	4	1
424	с этою	2	1
425	не дает	2	1
426	бы быть	3	1
427	них не	3	1
428	и качеств	1	1
429	заключается в	1	1
430	здесь как	1	1
431	есть не	5	1
432	может стать	2	1
433	но их	1	1
434	и дает	1	1
435	содержание и	1	1
436	в жизни	2	1
437	ни в	1	1
438	о которых	3	1
439	этого не	2	1
440	его сознании	1	1
441	и уже	5	1
442	мы видели	1	1
443	который они	1	1
444	чем в	1	1
445	форма и	1	1
446	и того	6	1
447	язык но	1	1
448	приближаются к	1	1
449	из языка	1	1
450	но если	2	1
451	от своего	1	1
452	таким же	1	1
453	предшествующие слова	1	1
454	и без	1	1
455	мы называем	3	1
456	не столько	2	1
457	в отличие	1	1
458	в которых	1	1
459	могла бы	3	1
460	признаков но	1	1
461	одном из	4	1
462	мир и	1	1
463	но во	3	1
464	тем не	6	1
465	по крайней	5	1
466	и более	1	1
467	только те	1	1
468	слова к	1	1
469	в устах	1	1
470	как язык	1	1
471	например и	1	1
472	и вся	1	1
473	то с	1	1
474	не менее	5	1
475	словом то	1	1
476	с теми	2	1
477	самого начала	2	1
478	ними не	1	1
479	определенности и	2	1
480	его внутренняя	1	1
481	тень на	1	1
482	но только	2	1
483	того чтобы	2	1
484	может только	1	1
485	только не	1	1
486	на котором	1	1
487	дело в	1	1
488	связанное с	1	1
489	в самой	3	1
490	поэтическое произведение	1	1
491	с одним	1	1
492	показывает как	1	1
493	чем например	1	1
494	оно оставаясь	1	1
495	находиться в	2	1
496	по своей	1	1
497	на себе	1	1
498	во всем	2	1
499	для осуществления	1	1
500	внутреннюю форму	3	1
501	входят в	3	1
502	которому мы	1	1
503	в каком	3	1
504	далеких от	1	1
505	остаются вне	2	1
506	от общего	2	1
507	есть к	1	1
508	не от	5	1
509	к отдельным	1	1
510	очень часто	1	1
511	заключает его	1	1
512	все то	1	1
513	есть только	6	1
514	во все	2	1
515	не знаем	2	1
516	его за	1	1
517	отличается от	1	1
518	его с	2	1
519	какие только	1	1
520	мысли на	1	1
521	он видит	1	1
522	он никогда	1	1
523	на это	1	1
524	и своя	1	1
525	должен быть	1	1
526	и это	2	1
527	словом так	1	1
528	образ предмета	4	1
529	находя в	1	1
530	же не	1	1
531	то куда	1	1
532	с каким	2	1
533	представим себе	1	1
534	нет никакой	1	1
535	с самого	2	1
536	степени и	1	1
537	различие между	1	1
538	и совершенно	1	1
539	что может	2	1
540	понимание и	1	1
541	и которые	1	1
542	для всякого	1	1
543	на которую	1	1
544	этим в	1	1
545	это только	1	1
546	наше внимание	1	1
547	был не	1	1
548	если бы	11	1
549	из взаимодействия	1	1
550	со стороны	3	1
551	находится в	3	1
552	тона и	1	1
553	почти всякий	1	1
554	движения и	2	1
555	слова из	1	1
556	и силу	1	1
557	непосредственное выражение	1	1
558	на предметы	1	1
559	и что	4	1
560	находятся в	1	1
561	формах при	1	1
562	его жизни	1	1
563	по их	1	1
564	это было	2	1
565	слово может	1	1
566	слов от	1	1
567	этих слов	1	1
568	и остаются	1	1
569	во втором	1	1
570	на одном	1	1
571	что и	11	1
572	языке от	1	1
573	этом как	1	1
574	и только	6	1
575	крайней мере	5	1
576	может иметь	1	1
577	и могли	1	1
578	группы все	1	1
579	тот же	5	1
580	дело с	1	1
581	явления в	1	1
582	в стороне	1	1
583	и так	1	1
584	в самое	1	1
585	или же	7	1
586	велика что	1	1
587	именно на	1	1
588	между отдельными	1	1
589	есть в	2	1
590	и они	2	1
591	не встречается	1	1
592	в душе	23	1
593	и понимание	1	1
594	ни с	2	1
595	сам он	1	1
596	и их	5	1
597	но повторяем	1	1
598	к ним	1	1
599	и язык	1	1
600	но что	2	1
601	только с	1	1
602	каждый из	1	1
603	это общее	1	1
604	чтобы не	1	1
605	от того	5	1
606	такие которые	2	1
607	и делать	2	1
608	а потому	5	1
609	с общим	2	1
610	влияние на	4	1
611	без понимания	1	1
612	с известным	2	1
613	так оно	1	1
614	и прежде	1	1
615	человек может	1	1
616	себя и	2	1
617	что не	5	1
618	что для	3	1
619	предмет и	1	1
620	может находиться	1	1
621	предмет на	1	1
622	только по	3	1
623	них и	1	1
624	то и	9	1
625	которых мы	3	1
626	как явление	1	1
627	время было	1	1
628	ничем не	2	1
629	которое по	1	1
630	самое слово	1	1
631	занимает в	1	1
632	как ни	1	1
633	что мы	11	1
634	д можно	1	1
635	язык для	1	1
636	на который	1	1
637	иное слово	1	1
638	вместе с	11	1
639	ко всем	2	1
640	языка мы	2	1
641	относятся к	1	1
642	его содержание	2	1
643	определяется тем	1	1
644	же языке	1	1
645	это его	1	1
646	мы до	1	1
647	более сложных	1	1
648	быть не	3	1
649	и оценка	1	1
650	этого слова	6	1
651	значение что	1	1
652	понимание в	1	1
653	чужого языка	1	1
654	голоса и	1	1
655	предметы и	1	1
656	но это	3	1
657	слова находит	1	1
658	между прочим	4	1
659	нем самом	1	1
660	которые были	1	1
661	но с	1	1
662	в более	1	1
663	за его	1	1
664	та часть	1	1
665	слова но	2	1
666	или только	1	1
667	тем более	1	1
668	не переходит	1	1
669	о котором	2	1
670	их например	2	1
671	между различными	2	1
672	от них	3	1
673	души в	2	1
674	от него	4	1
675	наблюдения над	1	1
676	бы в	2	1
677	же в	5	1
678	есть уже	1	1
679	только как	6	1
680	состоит из	1	1
681	от всех	1	1
682	речи и	1	1
683	него то	1	1
684	в последнем	1	1
685	есть и	1	1
686	в какой	2	1
687	слово только	1	1
688	жизни и	1	1
689	другие так	1	1
690	как слово	1	1
691	порядок и	1	1
692	рядом со	1	1
693	который не	1	1
694	им и	1	1
695	как на	3	1
696	в таком	4	1
697	все что	3	1
698	этой точки	1	1
699	они не	4	1
