N	2gram	Nazirov_Vr_1	Tvorches
167	этом романе	1	2
168	такой же	1	2
169	в этих	1	2
170	достоевский с	1	2
171	в черновиках	3	2
172	году достоевский	2	2
173	но он	3	2
174	по крайней	1	2
175	однако в	1	2
176	сам достоевский	3	2
177	одна из	2	2
178	иными словами	1	2
179	людей и	1	2
180	прямо в	1	2
181	никуда не	1	2
182	в духе	1	2
183	могут быть	1	2
184	в жизни	1	2
185	году в	2	2
186	это время	1	2
187	в виду	4	2
188	в в	2	2
189	этот роман	2	2
190	верит в	1	2
191	так и	1	2
192	живет в	1	2
193	об этом	5	2
194	еще в	1	2
195	во второй	1	2
196	быть может	1	2
197	бедные люди	1	2
198	во всей	1	2
199	крайней мере	1	2
200	вслед за	1	2
201	вот в	1	2
202	в литературе	1	2
203	н м	1	2
204	его произведений	1	2
205	в качестве	1	2
206	человека с	2	2
207	в россию	4	2
208	и у	3	2
209	при помощи	2	2
210	из них	2	2
211	гоголя и	1	2
212	мы находим	1	2
213	ф м	1	2
214	именно в	1	2
215	что для	1	2
216	до конца	1	2
217	и далее	2	2
218	с которым	2	2
219	человека как	1	2
220	было в	1	2
221	в частности	1	2
222	вместе с	2	2
223	в него	2	2
224	времени а	1	2
225	да я	1	2
226	эти слова	3	2
227	несравненно более	1	2
228	еще более	1	2
229	в первой	1	2
230	мертвого дома	1	2
231	в хозяйке	1	2
232	не мог	2	2
233	ее и	1	2
234	только что	1	2
235	юмор достоевского	1	2
236	себе не	1	2
237	время он	2	2
238	к этому	3	2
239	точно так	1	2
240	как известно	1	1
241	от этой	1	1
242	эпохой романтизма	1	1
243	этого в	1	1
244	в русских	2	1
245	же как	2	1
246	и писатель	1	1
247	с исторической	1	1
248	герцена и	1	1
249	к своей	1	1
250	говорилось выше	1	1
251	и есть	1	1
252	о забитой	1	1
253	и этот	1	1
254	уже по	1	1
255	за достоевским	1	1
256	также и	1	1
257	их и	1	1
258	на пороге	1	1
259	этот мотив	1	1
260	что никто	1	1
261	не слишком	1	1
262	мнению достоевского	1	1
263	он как	1	1
264	говорить о	1	1
265	в полной	1	1
266	ю а	2	1
267	событий и	1	1
268	не совсем	1	1
269	зимнего дворца	1	1
270	году когда	1	1
271	в канонический	1	1
272	разобраться в	1	1
273	достоевского был	1	1
274	о летних	1	1
275	еще не	2	1
276	он был	3	1
277	столь же	2	1
278	во всех	1	1
279	роман достоевского	2	1
280	как правило	1	1
281	совершенно прав	1	1
282	совсем не	1	1
283	молодого писателя	3	1
284	наряду с	3	1
285	к творчеству	3	1
286	тогда как	2	1
287	некоторые черты	1	1
288	к сожалению	1	1
289	в истории	4	1
290	выясняется что	1	1
291	как говорит	1	1
292	первый взгляд	1	1
293	с этим	1	1
294	для создания	1	1
295	город в	1	1
296	летних впечатлениях	1	1
297	в мысли	1	1
298	указывает н	1	1
299	выступают как	1	1
300	целый ряд	4	1
301	к этой	1	1
302	вышел в	1	1
303	них он	1	1
304	в этот	3	1
305	человеком в	1	1
306	с просьбой	1	1
307	при создании	2	1
308	а россия	1	1
309	что это	1	1
310	всего романа	1	1
311	романа это	1	1
312	так в	2	1
313	еще один	1	1
314	в известном	2	1
315	почти одновременно	1	1
316	еще бы	1	1
317	тому же	1	1
318	инженерном училище	1	1
319	в инженерном	1	1
320	да и	1	1
321	всех этих	1	1
322	чем у	1	1
323	сердце и	1	1
324	же не	2	1
325	достоевским как	1	1
326	мировой литературе	1	1
327	фурье во	1	1
328	его в	3	1
329	это было	1	1
330	заключается в	1	1
331	дома и	1	1
332	как пример	1	1
333	в глазах	2	1
334	года на	1	1
335	было бы	1	1
336	следует рассматривать	1	1
337	роль в	1	1
338	великого грешника	2	1
339	но мы	1	1
340	в них	2	1
341	все равно	1	1
342	эти годы	2	1
343	всю жизнь	1	1
344	создании образа	2	1
345	и уже	3	1
346	жития великого	1	1
347	он и	1	1
348	меня но	2	1
349	достоевского далеко	1	1
350	сказал он	2	1
351	ключ к	1	1
352	достоевский говорит	1	1
353	о которой	2	1
354	одного и	1	1
355	на первый	2	1
356	в войне	1	1
357	и ее	2	1
358	же это	1	1
359	к маленькому	1	1
360	человеком и	1	1
361	как указывает	1	1
362	вторая часть	1	1
363	многочисленны и	1	1
364	писателя для	1	1
365	и уж	1	1
366	сам же	1	1
367	войне и	1	1
368	оба они	1	1
369	ставрогина в	4	1
370	том же	2	1
371	что этот	1	1
372	имел в	3	1
373	а вот	1	1
374	и достоевского	9	1
375	достоевскому он	1	1
376	а от	1	1
377	вплоть до	1	1
378	что эта	1	1
379	не имеет	1	1
380	писал он	1	1
381	этой повести	1	1
382	в процессе	1	1
383	в плане	1	1
384	дневника писателя	1	1
385	в уме	1	1
386	в могиле	1	1
387	нельзя не	1	1
388	все свои	1	1
389	забитой лошади	1	1
390	через него	1	1
391	приближаемся к	1	1
392	что константин	1	1
393	того в	1	1
394	в виноградов	2	1
395	в другую	1	1
396	он хочет	1	1
397	и мире	1	1
398	которой обычно	1	1
399	же он	1	1
400	хочет быть	1	1
401	в роман	2	1
402	до того	1	1
403	существуют в	1	1
404	ним на	1	1
405	одним словом	1	1
406	отношение автора	1	1
407	ли это	1	1
408	в бою	1	1
409	философию подполья	1	1
410	среди них	1	1
411	один раз	1	1
412	начиная с	2	1
413	к себе	2	1
414	м о	1	1
415	явился одним	1	1
416	надежды на	1	1
417	сама жизнь	1	1
418	романа идиот	1	1
419	в недрах	1	1
420	этой легенды	1	1
421	контраст между	1	1
422	не есть	1	1
423	и это	2	1
424	он ищет	1	1
425	и о	3	1
426	в конце	3	1
427	свою очередь	1	1
428	меня в	1	1
429	но при	1	1
430	когда писатель	1	1
431	в ее	1	1
432	лермонтова и	2	1
433	другой стороны	1	1
434	как по	1	1
435	сей день	1	1
436	только не	1	1
437	он заявил	1	1
438	веру в	1	1
439	что у	3	1
440	человека он	1	1
441	достоевского о	3	1
442	достоевский при	1	1
443	бедных людей	5	1
444	романтизм подлости	1	1
445	но у	1	1
446	жизнь и	1	1
447	из мертвого	1	1
448	не лучше	1	1
449	представляющий собой	1	1
450	сам факт	1	1
451	в глубине	1	1
452	в таком	1	1
453	автора к	1	1
454	глубине души	1	1
455	году и	2	1
456	и что	8	1
457	освободительной эры	1	1
458	при полном	1	1
459	нас в	1	1
460	вопросу о	1	1
461	любви бедного	1	1
462	к нему	1	1
463	между тем	5	1
464	от них	1	1
465	страшной мести	3	1
466	любил и	1	1
467	неожиданно для	1	1
468	и любит	1	1
469	и самые	1	1
470	реальные черты	1	1
471	повести тургенева	4	1
472	известном смысле	1	1
473	этих строк	1	1
474	героини и	1	1
475	достоевского то	1	1
476	жизнь его	1	1
477	он стал	1	1
478	как он	1	1
479	действие в	1	1
480	и резкое	1	1
481	пришел к	2	1
482	в разные	1	1
483	из записных	1	1
484	петербурга и	1	1
485	что ж	2	1
486	в эти	2	1
487	человека к	1	1
488	себя в	1	1
489	произведений достоевского	1	1
490	сколько в	1	1
491	он считал	4	1
492	для всех	1	1
493	апреля года	3	1
494	не все	1	1
495	но с	1	1
496	а это	1	1
497	в душе	1	1
498	это такая	1	1
499	его и	2	1
500	к своим	1	1
501	мы знаем	2	1
502	книгу в	1	1
503	в одном	1	1
504	ее не	1	1
505	к ним	2	1
506	от апреля	1	1
507	тем что	3	1
508	творчеству достоевского	1	1
509	шатов в	1	1
510	лишь один	1	1
511	не было	5	1
512	никого не	1	1
513	и стал	2	1
514	возникший в	1	1
515	показал г	1	1
516	и из	1	1
517	до сих	1	1
518	я только	1	1
519	к роману	1	1
520	к которому	1	1
521	повести достоевского	3	1
522	а с	2	1
523	души и	1	1
524	тогда же	1	1
525	и их	1	1
526	имя которого	1	1
527	связи с	3	1
528	на этот	1	1
529	такие же	1	1
530	и самый	1	1
531	предположения о	1	1
532	достоевского на	3	1
533	из героев	1	1
534	о чем	2	1
535	и я	1	1
536	лишних людей	2	1
537	с помощью	1	1
538	этот рассказ	2	1
539	вышла в	1	1
540	него в	1	1
541	он ее	1	1
542	момент создания	1	1
543	по своему	1	1
544	развитие в	1	1
545	с типом	1	1
546	из пьесы	1	1
547	злостного неучастия	1	1
548	во все	1	1
549	что же	1	1
550	считал что	3	1
551	м достоевский	1	1
552	достоевский добивается	1	1
553	ли не	1	1
554	в литературу	1	1
555	сих пор	1	1
556	отличается от	1	1
557	между прочим	1	1
558	как раз	2	1
559	к вопросу	1	1
560	вне его	1	1
561	в комедии	1	1
562	и сам	1	1
563	лежал в	1	1
564	в мировой	1	1
565	уже на	1	1
566	в связи	3	1
567	восходящая к	1	1
568	но на	1	1
569	еще раз	1	1
570	человек и	1	1
571	во время	2	1
572	и перед	1	1
573	о достоевском	2	1
574	тем более	2	1
575	не дают	1	1
576	у которого	1	1
577	конце концов	1	1
578	искал в	1	1
579	же в	2	1
580	романа и	1	1
581	хотя в	1	1
582	отразилась в	1	1
583	очень хорошо	2	1
584	канонический текст	1	1
585	давно уже	3	1
586	отношении к	1	1
587	мести он	1	1
588	только как	1	1
589	литературоведение давно	1	1
590	равно как	1	1
591	автора в	1	1
592	ночей с	1	1
593	т е	3	1
594	бы его	1	1
595	этот момент	2	1
596	по сей	1	1
597	героя в	1	1
598	ставрогина и	3	1
599	о нем	6	1
600	к людям	1	1
601	он лишь	1	1
602	во сне	1	1
