N	2gram	Ircho_Kome_2	RusskieA
152	должны были	1	2
153	тем не	1	2
154	была не	2	2
155	дают нам	1	2
156	не менее	4	2
157	как можно	1	2
158	в то	6	2
159	того как	3	2
160	никогда не	1	2
161	связи с	3	2
162	что на	3	2
163	в состав	2	2
164	на улицу	1	2
165	говорит о	1	2
166	должен быть	1	2
167	в виду	2	2
168	вывод что	1	2
169	за пределами	1	2
170	то время	3	2
171	№ в	1	2
172	можно было	4	2
173	не с	1	2
174	вокруг этого	1	2
175	еще в	4	2
176	жизнь и	1	2
177	не имели	1	2
178	после того	2	2
179	с другой	2	2
180	что и	7	2
181	также в	2	2
182	представления о	2	2
183	в г	17	2
184	один из	5	2
185	сразу же	4	2
186	в новой	1	2
187	и ее	2	2
188	по этому	1	2
189	одно из	2	2
190	на две	1	2
191	ее на	1	2
192	чем в	2	2
193	здесь в	3	2
194	а с	1	2
195	прежде всего	4	2
196	одной стороны	2	2
197	там где	1	2
198	если она	1	2
199	из которых	3	2
200	в течение	2	2
201	ироническое отношение	1	2
202	с этой	3	2
203	подтверждают что	1	2
204	человека который	1	2
205	под названием	2	2
206	и для	4	2
207	ее и	1	2
208	за этим	1	2
209	жизни в	1	2
210	только как	1	2
211	и при	1	2
212	из этого	2	2
213	отношение к	2	1
214	в углу	1	1
215	говорилось выше	1	1
216	и есть	2	1
217	исключения и	1	1
218	из самых	2	1
219	что эти	1	1
220	очень много	1	1
221	например в	3	1
222	г в	1	1
223	водой и	1	1
224	говорить о	2	1
225	представляло собой	1	1
226	из того	1	1
227	в самих	1	1
228	один пример	1	1
229	то это	2	1
230	чтобы у	1	1
231	них по	1	1
232	г к	1	1
233	в ней	3	1
234	слова эти	1	1
235	что его	3	1
236	в различных	1	1
237	только два	1	1
238	землю и	1	1
239	в отчаянии	1	1
240	если в	2	1
241	ответ на	3	1
242	самом буквальном	1	1
243	состоял в	1	1
244	нет и	2	1
245	были у	1	1
246	отнюдь не	2	1
247	первый взгляд	1	1
248	независимо от	5	1
249	что именно	2	1
250	в своем	6	1
251	в одних	1	1
252	тех случаях	1	1
253	этом же	2	1
254	хотя и	4	1
255	когда он	1	1
256	он признает	1	1
257	от других	1	1
258	не являются	1	1
259	ясно почему	1	1
260	более или	1	1
261	от этого	2	1
262	следует остановиться	1	1
263	в самом	4	1
264	уже в	4	1
265	чем больше	1	1
266	выражение в	1	1
267	ни одна	2	1
268	тому же	11	1
269	лица и	1	1
270	как он	3	1
271	не могла	1	1
272	чтобы установить	1	1
273	и если	2	1
274	к выводу	1	1
275	не следует	2	1
276	в нем	6	1
277	ей в	1	1
278	образом на	1	1
279	в первую	3	1
280	до самого	1	1
281	свою силу	1	1
282	только в	4	1
283	ii о	1	1
284	но все	3	1
285	по его	1	1
286	от нее	1	1
287	а вместе	1	1
288	могла бы	3	1
289	к г	1	1
290	в другом	1	1
291	в число	1	1
292	связанных с	2	1
293	на все	1	1
294	из себя	1	1
295	знает что	1	1
296	входит в	1	1
297	того или	1	1
298	не хуже	1	1
299	и дает	2	1
300	остановиться на	1	1
301	выходя из	1	1
302	еще одно	1	1
303	из первых	1	1
304	по всему	3	1
305	дни в	1	1
306	на основании	5	1
307	и целые	1	1
308	в развитии	2	1
309	это сходство	1	1
310	можно найти	1	1
311	или менее	1	1
312	они говорят	1	1
313	себя внимание	5	1
314	таким же	1	1
315	этой связи	1	1
316	бы к	2	1
317	место в	4	1
318	еще с	1	1
319	это подтверждается	1	1
320	были известны	2	1
321	сделано в	1	1
322	нельзя отрицать	2	1
323	только для	1	1
324	такую же	1	1
325	ее для	1	1
326	но они	1	1
327	как от	1	1
328	дом и	1	1
329	однако в	2	1
330	из числа	3	1
331	в древней	4	1
332	и очень	1	1
333	человеку не	1	1
334	i в	1	1
335	что эта	1	1
336	с которой	1	1
337	этого же	1	1
338	как о	1	1
339	в основе	1	1
340	с и	4	1
341	вытекает из	1	1
342	примерно в	1	1
343	ничего не	1	1
344	в полной	1	1
345	детей и	1	1
346	по своей	1	1
347	такая же	2	1
348	буквальном смысле	1	1
349	представление об	1	1
350	и его	12	1
351	от конца	1	1
352	женщины в	1	1
353	как будто	4	1
354	интересующие нас	1	1
355	не является	2	1
356	и здесь	6	1
357	других случаях	1	1
358	него на	1	1
359	в духе	2	1
360	чтобы сделать	1	1
361	и всех	1	1
362	разницей что	1	1
363	и за	2	1
364	для его	1	1
365	на долю	1	1
366	и это	2	1
367	выйти замуж	1	1
368	иметь в	1	1
369	достаточное количество	1	1
370	vii в	1	1
371	совпадают с	1	1
372	свою очередь	1	1
373	на основе	1	1
374	в в	4	1
375	это имело	1	1
376	чем говорилось	1	1
377	дитя или	1	1
378	в пределах	1	1
379	приводит к	1	1
380	не казались	1	1
381	что у	4	1
382	что однако	1	1
383	iii в	6	1
384	с собой	2	1
385	так и	12	1
386	здесь нет	1	1
387	мог бы	1	1
388	своему происхождению	1	1
389	возможно что	3	1
390	но у	1	1
391	он был	2	1
392	но иногда	1	1
393	именно тогда	1	1
394	если бы	9	1
395	отрицать что	2	1
396	с ним	1	1
397	означает что	1	1
398	выводу что	1	1
399	мужчины или	1	1
400	из других	1	1
401	сводится к	1	1
402	и поэтому	3	1
403	комический эффект	2	1
404	этой комедии	2	1
405	и во	2	1
406	то эта	2	1
407	нас в	1	1
408	из дому	3	1
409	ему же	1	1
410	в его	4	1
411	но нет	1	1
412	во всей	1	1
413	в середине	4	1
414	все время	2	1
415	как правило	3	1
416	если это	1	1
417	дома в	1	1
418	более что	1	1
419	в литературе	1	1
420	же можно	2	1
421	таким способом	1	1
422	с той	2	1
423	показывают что	1	1
424	iv в	34	1
425	тот же	2	1
426	с ними	2	1
427	на очень	1	1
428	на сцену	3	1
429	что он	5	1
430	в какой	2	1
431	и является	1	1
432	в греко-римской	1	1
433	к их	3	1
434	и даст	1	1
435	они могут	1	1
436	от них	1	1
437	за которую	1	1
438	человека с	1	1
439	с нею	1	1
440	в большинстве	1	1
441	только на	1	1
442	значение и	1	1
443	так называемый	1	1
444	на столе	1	1
445	ни с	1	1
446	мир в	1	1
447	не так	1	1
448	для него	1	1
449	всяком случае	2	1
450	могло бы	1	1
451	в одном	2	1
452	с девушкой	1	1
453	в конце	2	1
454	в состоянии	1	1
455	как его	1	1
456	как раз	1	1
457	не просто	1	1
458	следует признать	2	1
459	само собой	1	1
460	рядом с	2	1
461	которые как	1	1
462	время как	2	1
463	в другой	2	1
464	в это	2	1
465	и даже	1	1
466	даже не	3	1
467	в н	5	1
468	был уверен	1	1
469	имело место	1	1
470	и затем	1	1
471	выступает в	1	1
472	этому времени	2	1
473	не на	1	1
474	комедии с	3	1
475	а по	1	1
476	если эти	1	1
477	и следовательно	1	1
478	на которые	1	1
479	в одно	1	1
480	которого она	1	1
481	рассматривали как	1	1
482	по случаю	2	1
483	в одной	2	1
484	к себе	1	1
485	или по	1	1
486	по своему	2	1
487	в область	1	1
488	что весь	1	1
489	если человек	1	1
490	ко всему	1	1
491	в тех	3	1
492	исходя из	1	1
493	в современной	1	1
494	и более	1	1
495	и жизнь	2	1
496	быть не	1	1
497	и не	14	1
498	на пути	2	1
499	что касается	3	1
500	и тогда	1	1
501	при всем	3	1
502	становится ясным	1	1
503	а мой	1	1
504	более поздние	2	1
505	случаях когда	1	1
506	источниках и	1	1
507	ли в	1	1
508	первую очередь	3	1
509	в двух	6	1
510	а может	1	1
511	не более	2	1
512	тем более	1	1
513	которые в	2	1
514	к ее	1	1
515	несмотря на	1	1
516	он же	1	1
517	все еще	1	1
518	этой же	1	1
519	в период	3	1
520	от первого	1	1
521	в свою	1	1
522	сказать что	1	1
523	другой стороны	1	1
524	сообщает о	1	1
525	когда в	2	1
526	всех других	1	1
527	него в	1	1
528	содержится в	1	1
529	этим объясняется	2	1
530	во всяком	2	1
531	и эта	1	1
532	по свидетельству	1	1
533	как на	1	1
534	и особенно	3	1
535	все что	1	1
