N	2gram	Nazirov_Tv_1	VelikijI
289	у него	7	1
290	не случайно	4	1
291	с миллионами	1	1
292	религии о	1	1
293	и по	3	1
294	на этом	1	1
295	человека в	6	1
296	то ни	1	1
297	добру а	1	1
298	и с	3	1
299	мечту о	1	1
300	в бездну	1	1
301	не надо	1	1
302	с другой	3	1
303	которого не	1	1
304	есть не	2	1
305	в глазах	1	1
306	не совместима	1	1
307	лишь на	1	1
308	весь мир	1	1
309	что бог	1	1
310	и тем	2	1
311	души и	1	1
312	говорит о	3	1
313	к человеку	3	1
314	свежего воздуха	2	1
315	их для	1	1
316	на которых	1	1
317	и уже	1	1
318	с которым	2	1
319	жизнь в	1	1
320	своей личности	3	1
321	человека не	1	1
322	жизни но	1	1
323	о чем	1	1
324	и было	1	1
325	него не	1	1
326	их на	1	1
327	в одно	2	1
328	иван карамазов	2	1
329	места в	1	1
330	именем и	1	1
331	что свобода	1	1
332	него в	1	1
333	более так	1	1
334	но христос	2	1
335	вместе с	2	1
336	не поддался	1	1
337	и жаждал	1	1
338	так же	3	1
339	и впрямь	1	1
340	их сознания	1	1
341	как это	1	1
342	человека к	1	1
343	то есть	12	1
344	в лице	2	1
345	еще с	1	1
346	смерть но	1	1
347	в человеке	4	1
348	у нас	1	1
349	в изображении	1	1
350	он говорит	3	1
351	ненависть к	1	1
352	история человечества	1	1
353	было написано	1	1
354	ведет к	2	1
355	несравненно более	2	1
356	времени с	1	1
357	в одном	1	1
358	и великим	1	1
359	в мир	2	1
360	по крайней	2	1
361	человек с	1	1
362	это значит	1	1
363	свобода и	1	1
364	если нет	1	1
365	и смерти	1	1
366	с этой	1	1
367	человеку не	1	1
368	в атмосфере	1	1
369	какие бы	1	1
370	людям в	1	1
371	так ли	2	1
372	к ним	1	1
373	и другое	1	1
374	гораздо шире	1	1
375	а ты	1	1
376	не по	3	1
377	всех на	2	1
378	но она	2	1
379	мы все	1	1
380	не существует	3	1
381	и от	4	1
382	ушел от	1	1
383	нельзя не	1	1
384	найти в	1	1
385	заботиться о	1	1
386	это как	3	1
387	которая в	1	1
388	человек и	1	1
389	жизни не	1	1
390	может быть	5	1
391	природы в	1	1
392	сложность и	1	1
393	в русском	1	1
394	как она	1	1
395	конце концов	1	1
396	видим что	1	1
397	в творческую	1	1
398	вот что	1	1
399	в новых	2	1
400	на него	1	1
401	к жизни	2	1
402	конечно о	1	1
403	связь с	1	1
404	жизни в	6	1
405	что на	1	1
406	может и	1	1
407	наконец не	1	1
408	в образах	2	1
409	другой стороны	1	1
410	дьявольская сила	1	1
411	возможно в	1	1
412	религии и	1	1
413	но все	1	1
414	к этому	2	1
415	чтобы человек	1	1
416	вся история	2	1
417	ли что	1	1
418	в искусстве	1	1
419	и другие	3	1
420	в своих	5	1
421	до состояния	1	1
422	в процессе	1	1
423	это в	3	1
424	отказаться от	2	1
425	себя и	1	1
426	она не	1	1
