N	2gram	Savitsky_E_1	Istorich
123	в данном	3	3
124	в более	1	3
125	ее и	1	3
126	но когда	1	3
127	а в	2	3
128	в свою	3	3
129	ту же	1	2
130	того же	3	2
131	тех же	1	2
132	изменениями в	1	2
133	на тех	1	2
134	вопрос о	4	2
135	на них	2	2
136	к морю	3	2
137	время в	3	2
138	во всех	6	2
139	видели что	1	2
140	от берега	5	2
141	только тогда	1	2
142	по отношению	1	2
143	очевидно что	3	2
144	некоторое время	1	2
145	когда он	3	2
146	он на	1	2
147	уже в	1	2
148	на то	6	2
149	друг с	3	2
150	и по	5	2
151	сделать из	1	2
152	и других	2	2
153	и мы	3	2
154	о которых	1	2
155	к которым	5	2
156	несмотря на	4	2
157	фигурирует в	1	2
158	здесь можно	1	2
159	такой же	2	2
160	их на	1	2
161	точки зрения	23	2
162	в своей	8	2
163	ее в	3	2
164	то его	1	2
165	от себя	1	2
166	выше мы	1	2
167	по себе	4	2
168	даже в	4	2
169	некоторых случаях	1	2
170	а на	1	2
171	она не	2	2
172	тогда когда	2	2
173	одна из	1	2
174	в некотором	4	2
175	с другом	3	2
176	данном случае	2	2
177	и сам	1	2
178	об этом	1	2
179	еще в	1	2
180	если бы	2	2
181	означает что	1	2
182	приближается к	3	2
183	язык и	1	2
184	или на	1	2
185	можно сказать	4	2
186	от них	3	2
187	же в	2	2
188	в которую	1	2
189	того что	7	2
190	значит что	1	2
191	в формах	1	2
192	но так	1	2
193	ли он	1	2
194	во всем	1	2
195	то в	4	2
196	этих народов	3	2
197	из них	3	2
198	вовсе не	6	2
199	мы можем	3	2
200	уже и	3	2
201	в других	2	2
202	во власти	2	2
203	со стороны	5	2
204	и затем	1	2
205	говорит о	3	2
206	а не	2	2
207	с которым	1	2
208	один из	1	2
209	что мы	1	2
210	что во	1	2
211	и потому	5	2
212	хозяйственной жизни	4	2
213	что за	1	2
214	а если	1	2
215	в течение	5	2
216	одновременно с	1	2
217	как бы	6	2
218	это значит	2	2
219	с этой	6	2
220	и таким	2	2
221	с большой	2	2
222	и для	3	2
223	на берегу	1	2
224	с ней	1	2
225	сказать что	4	2
226	в хозяйственной	1	2
227	находящихся в	1	2
228	сам в	1	2
229	в свое	1	2
230	жизни и	2	2
231	находятся на	1	1
232	также и	7	1
233	себя как	1	1
234	силы и	1	1
235	многих отношениях	1	1
236	другие народы	2	1
237	но тем	1	1
238	должна быть	2	1
239	и процесс	1	1
240	или ее	1	1
241	той же	1	1
242	с более	3	1
243	большую роль	1	1
244	это три	1	1
245	америке есть	1	1
246	именно к	2	1
247	место в	3	1
248	время как	1	1
249	и другая	2	1
250	из того	2	1
251	но даже	4	1
252	которое в	2	1
253	не нужно	2	1
254	другим в	1	1
255	быть в	1	1
256	которых может	1	1
257	то мы	1	1
258	но как	2	1
259	значением и	1	1
260	мы же	1	1
261	в китае	1	1
262	отличие от	1	1
263	думать что	8	1
264	к сожалению	1	1
265	отнюдь не	9	1
266	в одной	1	1
267	тогда народ	1	1
268	дает нам	1	1
269	стороны и	6	1
270	что как	1	1
271	вспомним что	1	1
272	целый ряд	2	1
273	и наконец	2	1
274	и к	3	1
275	себе не	3	1
276	увидим что	1	1
277	но в	14	1
278	есть ли	2	1
279	и отчасти	2	1
280	можно в	2	1
281	та же	1	1
282	мы получаем	1	1
283	он в	1	1
284	северной америке	3	1
285	народов не	2	1
286	нами в	1	1
287	и тот	1	1
288	в себе	9	1
289	упирается в	1	1
290	во многих	4	1
291	но на	3	1
292	и если	2	1
293	при рассмотрении	1	1
294	при этом	1	1
295	все другие	2	1
296	области и	1	1
297	всех этих	1	1
298	и еще	2	1
299	состоит в	1	1
300	пределах одного	1	1
301	в силу	2	1
302	наконец его	1	1
303	культуры но	2	1
304	главным образом	2	1
305	они должны	1	1
306	в глубине	1	1
307	на ту	1	1
308	ценности и	1	1
309	земном шаре	2	1
310	было бы	8	1
311	в переводе	1	1
312	и детьми	1	1
313	в жизни	1	1
314	она и	1	1
315	соответствии с	1	1
316	на основании	2	1
317	одна и	2	1
318	в развитии	2	1
319	к лесному	1	1
320	к тем	1	1
321	и сейчас	2	1
322	на месте	2	1
323	с точки	17	1
324	в их	11	1
325	она в	3	1
326	в своем	14	1
327	обнаруживают при	1	1
328	в отличие	1	1
329	в мировом	1	1
330	в одном	2	1
331	и более	2	1
332	море или	1	1
333	войти в	1	1
334	в предыдущем	4	1
335	же может	1	1
336	имеет свое	1	1
337	но они	1	1
338	тем самым	5	1
339	что эта	1	1
340	что с	1	1
341	почти никогда	1	1
342	и другое	1	1
343	считает что	1	1
344	не имеет	4	1
345	европа и	8	1
346	правда в	1	1
347	что внутри	1	1
348	это мы	1	1
349	на другую	1	1
350	быть речи	1	1
351	находятся в	1	1
352	же время	14	1
353	к ней	4	1
354	связь и	1	1
355	мире и	1	1
356	в сознании	1	1
357	в процессе	4	1
358	следует что	1	1
359	более поздние	2	1
360	средства которые	1	1
361	в каком	4	1
362	ли это	3	1
363	такие же	1	1
364	на земном	2	1
365	числе и	1	1
366	должны быть	1	1
367	к тому	8	1
368	не знающие	1	1
369	оно не	1	1
370	утверждать что	2	1
371	приходит к	1	1
372	и о	1	1
373	свою очередь	2	1
374	и азия	3	1
375	культур древности	1	1
376	то время	1	1
377	по степеням	1	1
378	на свой	1	1
379	что может	1	1
380	с собой	1	1
381	каждого из	1	1
382	мог бы	2	1
383	во многом	2	1
384	как же	2	1
385	и происходит	1	1
386	напоминает собой	1	1
387	он сам	2	1
388	для этого	1	1
389	это может	1	1
390	даже не	1	1
391	в тех	1	1
392	и вода	1	1
393	тех народов	3	1
394	сводится к	1	1
395	также на	1	1
396	в состав	1	1
397	на вопрос	1	1
398	говорит об	1	1
399	одного из	1	1
400	а также	7	1
401	на основе	2	1
402	это изменение	1	1
403	во втором	2	1
404	эти два	1	1
405	во всей	2	1
406	и только	3	1
407	вслед за	6	1
408	также в	2	1
409	в ту	1	1
410	в русском	1	1
411	народов и	3	1
412	на острове	1	1
413	но с	2	1
414	хотя бы	15	1
415	что наряду	1	1
416	культуры тех	1	1
417	тот же	1	1
418	одной из	5	1
419	азии но	3	1
420	и внутри	1	1
421	имеются не	1	1
422	всяком случае	3	1
423	они могут	1	1
424	и ее	1	1
425	тот что	1	1
426	со своим	1	1
427	море и	2	1
428	борьбы с	1	1
429	что не	1	1
430	не дает	3	1
431	связывается с	1	1
432	у народа	1	1
433	одно из	1	1
434	для него	1	1
435	себе в	3	1
436	в котором	2	1
437	другую сторону	1	1
438	в современном	1	1
439	перед собой	1	1
440	само по	4	1
441	другие более	1	1
442	что на	2	1
443	и даже	6	1
444	или иной	4	1
445	есть не	2	1
446	не обязательно	1	1
447	эти две	1	1
448	в каких	1	1
449	что для	1	1
450	можно назвать	1	1
451	в соответствии	1	1
452	то и	1	1
453	не было	1	1
454	относится к	1	1
455	в стране	2	1
456	сдвиг в	1	1
457	и выше	7	1
458	совершенно очевидно	2	1
459	нужно думать	2	1
460	стороны в	2	1
461	нет ничего	1	1
462	что такие	1	1
463	можно утверждать	2	1
464	видели в	1	1
465	ни на	3	1
466	как это	4	1
467	относятся к	2	1
468	то можно	1	1
469	пространства и	1	1
470	их к	1	1
471	не сразу	1	1
472	конечно не	1	1
473	по своему	7	1
474	с некоторыми	1	1
475	собой такое	1	1
476	мы устанавливаем	1	1
477	европы в	2	1
478	ее например	1	1
479	азии и	1	1
480	даже с	1	1
481	в состоянии	1	1
482	как будто	2	1
483	том смысле	1	1
484	этого факта	1	1
485	на пути	1	1
486	и некоторые	3	1
487	как таковой	1	1
488	все остальные	1	1
489	снится что	1	1
490	народа и	1	1
491	рассматривать как	1	1
492	из частей	1	1
493	только одна	1	1
494	не отрицает	1	1
495	происходит в	2	1
496	и от	3	1
497	в указанном	1	1
498	это можно	1	1
499	что оно	1	1
500	мира и	3	1
501	особого рода	1	1
502	в основе	1	1
503	бы в	2	1
504	к этой	1	1
505	но если	5	1
506	всего мира	1	1
507	в самом	4	1
508	чтобы ее	1	1
509	и другие	1	1
510	в своих	2	1
511	в северной	2	1
512	как на	3	1
513	в таком	3	1
514	во всяком	3	1
515	все что	1	1
516	этой точки	5	1
517	том числе	1	1
