N	2gram	Bakhtin_fo_1	Russkaja
444	существовать и	1	1
445	этот тип	2	1
446	и ту	1	1
447	так и	12	1
448	совершенно различных	1	1
449	те же	2	1
450	его жизни	8	1
451	собой в	1	1
452	глубоко и	1	1
453	по сравнению	2	1
454	значит в	1	1
455	в эпоху	1	1
456	полным и	1	1
457	нас и	1	1
458	тем чем	1	1
459	воплощает в	1	1
460	в состав	1	1
461	другом месте	1	1
462	то они	1	1
463	и внутреннее	3	1
464	в различных	2	1
465	с другой	2	1
466	на отдельные	1	1
467	глубоко различны	1	1
468	от них	1	1
469	переходит в	1	1
470	когда оно	1	1
471	у всех	1	1
472	в русском	1	1
473	может иметь	1	1
474	происходит в	2	1
475	эти последние	1	1
476	наконец и	2	1
477	по своей	1	1
478	один из	3	1
479	поэтому для	1	1
480	время ни	1	1
481	и дело	1	1
482	с ними	1	1
483	той громадной	1	1
484	мы определили	1	1
485	человека с	1	1
486	же и	2	1
487	всем мире	1	1
488	носит в	1	1
489	и у	5	1
490	и исторических	1	1
491	если мы	2	1
492	или не	2	1
493	основе его	1	1
494	здесь же	1	1
495	представляется чрезвычайно	1	1
496	и обратно	1	1
497	и других	3	1
498	он имеет	1	1
499	и их	8	1
500	могло бы	1	1
501	не для	2	1
502	к ним	2	1
503	это именно	1	1
504	бытия и	1	1
505	отдельного человека	1	1
506	другом все	1	1
507	само собой	2	1
508	быть для	1	1
509	природы и	2	1
510	это будет	1	1
511	которые как	1	1
512	связан с	1	1
513	в свои	1	1
514	родным народом	1	1
515	о своей	2	1
516	влияние на	4	1
517	на ее	1	1
518	связаны с	3	1
519	собой разумеется	2	1
520	и прежде	2	1
521	еще и	2	1
522	что не	3	1
523	противоречие между	1	1
524	быть тем	1	1
525	бы друг	1	1
526	и стал	2	1
527	а на	1	1
528	хоть сколько-нибудь	1	1
529	которых мы	1	1
530	а наоборот	1	1
531	до конца	4	1
532	не на	1	1
533	и культур	2	1
534	человеческой жизни	6	1
535	с которым	1	1
536	ближе к	1	1
537	в одно	3	1
538	в связи	5	1
539	свою судьбу	1	1
540	разные виды	1	1
541	эта идея	1	1
542	в самой	2	1
543	играют в	1	1
544	с людьми	1	1
545	по своему	1	1
546	смысле этого	1	1
547	эта слепая	1	1
548	человек с	1	1
549	на ней	1	1
550	или хотя	1	1
551	и некоторые	1	1
552	своей жизни	4	1
553	характера в	2	1
554	между прочим	1	1
555	неразрывно связаны	1	1
556	числе и	2	1
557	к другим	1	1
558	с большой	2	1
559	не является	2	1
560	известной степени	1	1
561	его лежит	1	1
562	своей собственной	3	1
563	человек и	2	1
564	в те	1	1
565	в отдельных	1	1
566	политические и	1	1
567	но когда	1	1
568	оказались бы	3	1
569	бы в	1	1
570	необходимых для	1	1
571	тем более	1	1
572	его жизнь	1	1
573	и все	6	1
574	которой этот	1	1
575	личности и	2	1
576	в свою	2	1
577	с ней	1	1
578	и внутренне	1	1
579	была бы	2	1
580	известные элементы	1	1
581	всех других	1	1
582	отношению к	5	1
583	идеал и	1	1
584	эти элементы	1	1
585	как поступить	1	1
586	они их	1	1
587	этого и	1	1
588	можно назвать	2	1
589	том числе	4	1
590	они не	3	1
