N	2gram	Bakhtin_fo_1	Mirosoze
574	разных местах	1	1
575	независимо от	1	1
576	этот смысл	1	1
577	и наказание	1	1
578	человек для	1	1
579	по своему	1	1
580	сравнению с	2	1
581	в романах	2	1
582	в той	4	1
583	он становится	2	1
584	слова он	1	1
585	вне этой	1	1
586	и единственно	1	1
587	есть одна	1	1
588	и братья	1	1
589	века и	1	1
590	распадается на	1	1
591	про себя	1	1
592	этого слова	1	1
593	я сам	1	1
594	все это	4	1
595	которые были	1	1
596	к будущему	1	1
597	формы и	3	1
598	своей собственной	3	1
599	но внутренне	1	1
600	из себя	1	1
601	огромную роль	1	1
602	той или	2	1
603	мы должны	2	1
604	ни к	3	1
605	все они	1	1
606	свое орудие	1	1
607	всеми его	3	1
608	с людьми	1	1
609	жизнь это	1	1
610	образ человека	6	1
611	свою судьбу	1	1
612	между ними	3	1
613	с ней	1	1
614	они как	1	1
615	была бы	2	1
616	от государства	1	1
617	связей и	1	1
618	как люди	1	1
619	культуры в	1	1
620	этим объясняется	1	1
621	но эти	1	1
622	к этой	1	1
623	видим в	1	1
624	оно прежде	1	1
625	к этому	3	1
626	им и	1	1
627	во власть	1	1
628	самый характер	1	1
