N	2gram	Tiupa_Lite_2	Vladivir
106	на себя	2	3
107	и он	3	3
108	и на	6	3
109	нам представляется	2	3
110	но не	5	3
111	он пишет	1	3
112	за пределы	1	3
113	отнюдь не	4	3
114	как в	1	3
115	все же	2	3
116	со своей	2	3
117	в целом	2	3
118	все эти	1	3
119	о которой	2	3
120	едва ли	4	3
121	и вот	1	3
122	через год	1	3
123	это конечно	1	3
124	здесь мы	1	3
125	уже тогда	1	3
126	то есть	5	3
127	всю жизнь	1	3
128	не мог	1	3
129	на свою	3	3
130	но это	3	3
131	что этот	1	3
132	в отношении	1	3
133	и притом	1	3
134	но только	2	3
135	и всегда	1	3
136	ничего не	3	3
137	всей жизни	1	3
138	таким образом	1	3
139	к тому	1	3
140	время он	1	3
141	в жизни	2	3
142	здесь не	1	3
143	и всякой	1	3
144	к его	1	3
145	жизнь и	1	3
146	свидетельствует о	2	3
147	не помню	1	3
148	и просто	1	3
149	конце концов	1	3
150	тот же	2	3
151	уже не	2	3
152	только на	1	3
153	с другой	8	3
154	и стал	1	3
155	него не	2	3
156	вместе с	5	3
157	к своему	2	3
158	в начале	3	3
159	другой стороны	4	3
160	и т	2	2
161	одним из	3	2
162	это и	1	2
163	и до	2	2
164	и за	2	2
165	той же	2	2
166	в ноябре	1	2
167	на первом	2	2
168	хотя бы	2	2
169	но даже	1	2
170	ему в	1	2
171	личности с	1	2
172	беседует с	1	2
173	еще не	2	2
174	он сам	1	2
175	и личность	1	2
176	в чем	1	2
177	при жизни	1	2
178	к жизни	2	2
179	ответ на	1	2
180	нет и	1	2
181	и я	1	2
182	как к	3	2
183	кто не	1	2
184	при этом	6	2
185	в тот	1	2
186	и еще	2	2
187	на этом	2	2
188	а по	1	2
189	было бы	2	2
190	в них	2	2
191	за это	1	2
192	с тем	2	2
193	точки зрения	4	2
194	место в	1	2
195	что я	2	2
196	тем не	2	2
197	даже в	4	2
198	не менее	6	2
199	тем самым	3	2
200	не по	2	2
201	того чтобы	1	2
202	того и	1	2
203	что на	1	2
204	со стороны	3	2
205	для того	2	2
206	для себя	2	2
207	и о	1	2
208	не столько	3	2
209	то как	2	2
210	в годы	2	2
211	но мы	1	2
212	на что	1	2
213	как было	1	2
214	времени в	1	2
215	а именно	3	2
216	и мы	1	2
217	того что	5	2
218	том чтобы	3	2
219	одной из	2	2
220	то и	3	2
221	и других	4	2
222	из них	2	2
223	дальше в	1	2
224	тем что	4	2
225	именно так	1	2
226	было сказано	2	2
227	что мы	1	2
228	него в	1	2
229	с первого	1	2
230	оказался в	1	2
231	он говорит	1	2
232	по существу	3	2
233	в это	1	2
234	для тех	1	2
235	впрочем не	2	2
236	своей жизни	1	2
237	пока еще	1	2
238	под названием	2	2
239	и для	3	2
240	которых он	1	2
241	в результате	2	2
242	особого рода	1	2
243	от него	1	2
244	которую он	1	2
245	но зато	1	2
246	он стал	1	2
247	из этого	1	2
248	в самом	1	2
249	к этой	2	2
250	в частности	4	2
251	как на	3	2
252	все что	2	2
253	своим историческим	1	1
254	у п	1	1
255	но каждое	1	1
256	отношении к	1	1
257	которого в	1	1
258	с кем	1	1
259	на самом	1	1
260	воля но	1	1
261	отношений в	1	1
262	то в	2	1
263	не пошел	1	1
264	как сам	1	1
265	а под	1	1
266	отношения к	1	1
267	в их	3	1
268	есть не	1	1
269	ему принадлежат	1	1
270	слово было	1	1
271	все той	1	1
272	что уже	1	1
273	случае это	2	1
274	на место	1	1
275	была с	1	1
276	не вполне	2	1
277	для наших	1	1
278	от бога	1	1
279	в ней	4	1
280	столь же	5	1
281	бы то	1	1
282	во имя	2	1
283	на своих	1	1
284	во всех	3	1
285	у н	1	1
286	по отношению	4	1
287	тогда как	9	1
288	себе и	3	1
289	жизни все	1	1
290	относится к	1	1
291	к какой	1	1
292	и вовсе	1	1
293	еще года	1	1
294	пути в	8	1
295	году но	1	1
296	этом же	1	1
297	как уже	2	1
298	что по	1	1
299	ноябре года	1	1
300	писал что	1	1
301	себе не	2	1
302	в противоположность	2	1
303	и хотя	1	1
304	поэтому он	1	1
305	для которого	1	1
306	ни один	1	1
307	представляет собой	2	1
308	в души	1	1
309	жизнь как	2	1
310	и те	1	1
311	господствовать над	1	1
312	не следует	1	1
313	в переводе	1	1
314	а скорее	1	1
315	близким к	1	1
316	не к	2	1
317	на жизнь	2	1
318	всех своих	3	1
319	говоря в	1	1
320	одно и	2	1
321	в духовной	1	1
322	свой труд	1	1
323	поэзии и	2	1
324	на протяжении	1	1
325	с другими	1	1
326	его личности	1	1
327	это не	1	1
328	ему то	1	1
329	например с	1	1
330	и единственным	1	1
331	согласно характеристике	1	1
332	в итоге	1	1
333	поведения и	1	1
334	что лучше	1	1
335	но уже	2	1
336	мы имеем	1	1
337	тому что	1	1
338	это совершенно	1	1
339	мы не	4	1
340	в этих	1	1
341	и поскольку	1	1
342	пока не	1	1
343	и без	2	1
344	где мы	1	1
345	длинные и	1	1
346	в первый	2	1
347	жизненный путь	1	1
348	первом слоге	1	1
349	от его	1	1
350	не считал	1	1
351	вплоть до	3	1
352	сам же	1	1
353	но эта	1	1
354	вот уже	1	1
355	не меняет	1	1
356	их в	1	1
357	ни было	2	1
358	свобода и	1	1
359	выше весьма	1	1
360	не для	1	1
361	а вот	1	1
362	и вся	1	1
363	сам говорит	1	1
364	что ему	1	1
365	и вместо	1	1
366	это едва	1	1
367	на себе	1	1
368	и искусство	1	1
369	не могло	1	1
370	только не	1	1
371	для всех	5	1
372	одна из	5	1
373	на два	2	1
374	имеем дело	1	1
375	на цыпочках	1	1
376	этих двух	1	1
377	с этих	1	1
378	к исторической	1	1
379	связи с	1	1
380	этом отношении	3	1
381	встал и	1	1
382	за ними	1	1
383	в области	4	1
384	а мы	1	1
385	личности в	3	1
386	этих позиций	1	1
387	становится для	1	1
388	уже о	2	1
389	все то	1	1
390	не могут	1	1
391	сравнении с	2	1
392	же самое	1	1
393	в стихотворении	13	1
394	в каждом	2	1
395	то ни	1	1
396	элементы в	1	1
397	с ее	2	1
398	свою очередь	1	1
399	на нем	1	1
400	говоря уже	2	1
401	только то	1	1
402	всей своей	3	1
403	так в	5	1
404	и когда	1	1
405	в личной	1	1
406	что может	1	1
407	было его	1	1
408	за то	2	1
409	не с	3	1
410	всех нас	1	1
411	во второй	1	1
412	он чувствовал	1	1
413	поэтому в	1	1
414	другой даже	1	1
415	пор пока	1	1
416	сводится к	1	1
417	произведения как	1	1
418	искусства и	1	1
419	вот почему	1	1
420	тех кто	4	1
421	на страницах	1	1
422	одного из	1	1
423	не стоит	1	1
424	любви к	1	1
425	а во	1	1
426	истории в	1	1
427	только своей	1	1
428	во всей	1	1
429	в историческом	1	1
430	стихи и	1	1
431	но тут	1	1
432	в литературе	1	1
433	я ее	1	1
434	еще несколько	1	1
435	тех пор	1	1
436	и мыслить	1	1
437	но с	3	1
438	его собственная	1	1
439	писателя и	1	1
440	и одновременно	2	1
441	мышления о	1	1
442	убежден что	1	1
443	человека в	4	1
444	жизнь с	1	1
445	два года	1	1
446	которое мы	1	1
447	который в	1	1
448	в обществе	1	1
449	здесь о	1	1
450	богом и	1	1
451	а после	1	1
452	с одной	7	1
453	со всеми	1	1
454	человека с	1	1
455	с какой	1	1
456	самом деле	1	1
457	же в	2	1
458	что не	2	1
459	еще одной	1	1
460	от других	1	1
461	слова не	1	1
462	а то	1	1
463	и хорошо	1	1
464	чего бы	1	1
465	сказано в	1	1
466	одно из	2	1
467	ту же	2	1
468	жил и	2	1
469	в одном	2	1
470	от года	1	1
471	друг друга	2	1
472	власти над	2	1
473	бытия и	1	1
474	не просто	1	1
475	ее на	1	1
476	в других	1	1
477	и только	2	1
478	на рожон	1	1
479	мне и	1	1
480	как у	1	1
481	того это	1	1
482	что человек	1	1
483	именно в	1	1
484	человека а	1	1
485	сама с	1	1
486	далеко не	1	1
487	содержание своего	1	1
488	в свою	1	1
489	себя и	2	1
490	говорит о	1	1
491	прежде всего	4	1
492	по тем	1	1
493	одной стороны	6	1
494	которые не	1	1
495	а за	2	1
496	свою жизнь	1	1
497	до конца	2	1
498	а не	20	1
499	однако и	1	1
500	легко и	1	1
501	в руках	2	1
502	подобного рода	1	1
503	и выше	2	1
504	мы сами	2	1
505	этой же	1	1
506	так же	1	1
507	вообще свобода	1	1
508	перейти в	1	1
509	из которых	2	1
510	без другого	2	1
511	в данном	3	1
512	на колени	1	1
513	с некоторыми	1	1
514	одновременно с	1	1
515	это его	2	1
516	и вполне	1	1
517	кто из	1	1
518	я с	1	1
519	на свете	2	1
520	возвращении к	2	1
521	никем не	1	1
522	быть не	2	1
523	с этой	2	1
524	предо мною	1	1
525	его собственный	1	1
526	людям в	1	1
527	на плечи	2	1
528	в основном	1	1
529	сила и	2	1
530	из тех	2	1
531	с большой	1	1
532	за его	1	1
533	еще одна	1	1
534	представляется что	1	1
535	это он	1	1
536	даже необходимым	1	1
537	которая в	1	1
538	и перед	1	1
539	она уже	1	1
540	мысль о	1	1
541	со второй	1	1
542	на нашем	1	1
543	бы в	1	1
544	не будучи	1	1
545	ни к	1	1
546	ее в	1	1
547	я в	7	1
548	личности и	1	1
549	этот наш	1	1
550	жизни в	4	1
551	нами не	1	1
552	нас на	1	1
553	до тех	1	1
554	о своем	1	1
555	я стал	1	1
556	не говоря	2	1
557	от своего	1	1
558	то здесь	1	1
559	дело с	1	1
560	ней с	1	1
561	жизни а	2	1
562	социализма и	1	1
563	по которой	1	1
564	в сравнении	2	1
565	ко всему	2	1
566	время не	1	1
567	со всей	1	1
568	и эта	1	1
569	у людей	1	1
570	в таком	1	1
