N	2gram	Trubetskoy_1	NovoeSre
188	на себя	2	1
189	занять подобающее	1	1
190	движения и	1	1
191	то это	3	1
192	не был	1	1
193	власти в	1	1
194	с большим	1	1
195	на нем	1	1
196	на них	1	1
197	в какие	1	1
198	что его	1	1
199	и во	3	1
200	не могут	4	1
201	может когда	1	1
202	к нему	2	1
203	россии и	3	1
204	понять что	2	1
205	вопросу о	3	1
206	переходит в	1	1
207	значение и	1	1
208	в его	4	1
209	есть по	1	1
210	себе и	4	1
211	ее он	2	1
212	неизбежно будет	1	1
213	лишь к	4	1
214	и только	5	1
215	для борьбы	1	1
216	движения в	1	1
217	для существования	1	1
218	народов и	2	1
219	в значительной	3	1
220	странах и	1	1
221	к которому	1	1
222	и целостности	1	1
223	в своем	6	1
224	имя своих	1	1
225	и привел	1	1
226	человека в	1	1
227	и национальные	1	1
228	время когда	2	1
229	что он	6	1
230	церковь как	1	1
231	только в	5	1
232	во всем	4	1
233	по своей	1	1
234	мировую войну	2	1
235	вступление в	1	1
236	к отрицанию	2	1
237	от этого	1	1
238	от европы	2	1
239	в самом	3	1
240	к чему	2	1
241	не хочет	1	1
242	а во-вторых	2	1
243	эпохи не	1	1
244	формы жизни	1	1
245	из этих	3	1
246	что ничего	2	1
247	же и	1	1
248	для всех	6	1
249	и хочет	1	1
250	и у	1	1
251	вопроса о	1	1
252	в большинстве	3	1
253	есть проблема	1	1
254	духовной культуры	1	1
255	быть таким	1	1
256	вообще не	1	1
257	слишком далеко	1	1
258	большинстве случаев	2	1
259	из них	3	1
260	сами эти	2	1
261	человека на	1	1
262	бы к	1	1
263	к своим	1	1
264	одному из	2	1
265	для того	6	1
266	считают себя	1	1
267	и их	1	1
268	всяком случае	6	1
269	и когда	1	1
270	истории на	1	1
271	и иерархии	1	1
272	к одному	1	1
273	россия никогда	1	1
274	в конце	3	1
275	не для	1	1
276	но ведь	1	1
277	они сами	1	1
278	всякого народа	1	1
279	друг друга	3	1
280	бытия и	1	1
281	церкви были	1	1
282	людей и	2	1
283	тем что	3	1
284	заключает в	1	1
285	к той	2	1
286	от того	4	1
287	и укрепления	1	1
288	и вместе	2	1
289	власть а	1	1
290	но все	1	1
291	это конечно	1	1
292	и вырабатывает	1	1
293	значительной степени	1	1
294	в последние	5	1
295	весь смысл	2	1
296	том случае	4	1
297	из всех	2	1
298	а по	1	1
299	в будущее	1	1
300	на ее	1	1
301	с другими	1	1
302	всех народов	2	1
303	цивилизации и	1	1
304	был в	1	1
305	характер будет	1	1
306	было бы	5	1
307	он есть	1	1
308	а это	1	1
309	себя и	5	1
310	что не	1	1
311	с богом	1	1
312	европы есть	1	1
313	для них	3	1
314	связано с	1	1
315	их не	2	1
316	не верит	1	1
317	превращается в	1	1
318	а на	1	1
319	они не	1	1
320	в этой	4	1
321	ничем не	1	1
322	не на	1	1
323	его было	1	1
324	этого не	2	1
325	власти и	1	1
326	не всегда	1	1
327	не быть	1	1
328	отказаться от	4	1
329	человеческой жизни	1	1
330	считать себя	1	1
331	и того	1	1
332	ближе к	1	1
333	одного и	1	1
334	человек живущий	1	1
335	перед собой	1	1
336	себя на	2	1
337	и пути	1	1
338	внешней жизни	1	1
339	которые будут	1	1
340	в этих	2	1
341	может иметь	1	1
342	во время	2	1
343	но если	3	1
344	нет для	1	1
345	и сейчас	3	1
346	будет в	2	1
347	с идеями	1	1
348	всех странах	1	1
349	в такой	1	1
350	на это	2	1
351	к себе	2	1
352	в котором	2	1
353	в советской	1	1
354	только для	2	1
355	что вся	1	1
356	политической жизни	2	1
357	духу и	1	1
358	мы в	1	1
359	не столько	1	1
360	нет ни	1	1
361	в зависимости	1	1
362	как другие	1	1
363	в силу	2	1
364	не удалось	1	1
365	для политики	1	1
366	эту мысль	1	1
367	вырабатывает свою	1	1
368	мы должны	7	1
369	и более	2	1
370	их в	2	1
371	в состоянии	1	1
372	совести и	1	1
373	быть не	1	1
374	по себе	2	1
375	борьбе за	1	1
376	и вся	1	1
377	догматах веры	1	1
378	культуры мы	1	1
379	и культур	1	1
380	от своих	1	1
381	сих пор	5	1
382	так как	4	1
383	к такой	1	1
384	быть признан	3	1
385	она могла	1	1
386	должны быть	1	1
387	к вопросу	4	1
388	в сущности	1	1
389	не по	1	1
390	до сих	5	1
391	национального обособления	1	1
392	того и	1	1
393	которая в	1	1
394	чтобы понять	2	1
395	не признают	1	1
396	а во	1	1
397	явление в	1	1
398	совершенно также	2	1
399	силу для	1	1
400	к этой	4	1
401	к ней	1	1
402	не церковь	1	1
403	привело к	1	1
404	в зависимость	2	1
405	власть чем	1	1
406	самом себе	2	1
407	или не	1	1
408	они будут	2	1
409	реально не	1	1
410	возможно лишь	4	1
411	в области	2	1
412	часто бывало	1	1
413	та или	1	1
414	в свою	1	1
415	для решения	1	1
416	русские люди	1	1
417	но можно	1	1
418	время но	1	1
419	россия в	1	1
420	того же	1	1
421	выход из	1	1
422	есть только	1	1
423	россии будет	3	1
424	есть и	2	1
425	через них	1	1
426	в которой	1	1
427	числе и	1	1
428	для настоящего	1	1
429	т.е к	2	1
430	церковью и	1	1
431	что хотим	1	1
432	во всяком	9	1
433	то они	1	1
434	случае если	3	1
435	соблазнам и	1	1
436	что будущее	1	1
437	как на	8	1
438	все что	4	1
439	том числе	1	1
