N	2gram	Tiupa_Hudo_1	Problemy
103	бы то	1	4
104	но не	11	4
105	но как	2	4
106	как в	2	4
107	над собой	1	4
108	бы и	1	4
109	все эти	2	4
110	но на	1	4
111	на его	1	4
112	при этом	13	4
113	внутренней речи	14	4
114	на этом	1	4
115	ни был	2	4
116	то ни	1	4
117	что все	1	4
118	в мире	21	4
119	его в	2	4
120	с другими	4	4
121	этом смысле	3	4
122	ни в	5	4
123	рядом с	1	4
124	с точки	3	4
125	все и	1	4
126	друг другу	1	4
127	ли я	1	4
128	как раз	3	4
129	и это	2	4
130	если бы	3	4
131	герой из	1	4
132	и прежде	1	4
133	так как	1	4
134	у него	1	4
135	с другой	7	4
136	тем что	1	4
137	человека как	1	4
138	вместе с	1	4
139	как к	2	4
140	из своего	1	4
141	я в	11	4
142	ни было	1	4
143	кто бы	1	3
144	в такой	1	3
145	и то	4	3
146	достоевского в	1	3
147	сливается с	1	3
148	стиля в	1	3
149	говорить о	3	3
150	как я	1	3
151	в виду	5	3
152	что его	1	3
153	собственный голос	1	3
154	для других	1	3
155	ивана карамазова	1	3
156	в одной	1	3
157	хотя и	3	3
158	и как	3	3
159	ее как	1	3
160	он ни	1	3
161	не как	2	3
162	их в	3	3
163	без исключения	4	3
164	в каждом	1	3
165	это было	1	3
166	передо мной	2	3
167	далеко не	2	3
168	должно быть	1	3
169	в своей	5	3
170	другим и	2	3
171	в котором	1	3
172	не менее	3	3
173	но он	3	3
174	по крайней	1	3
175	по себе	2	3
176	том что	8	3
177	которого он	1	3
178	его за	1	3
179	с ее	5	3
180	в ее	5	3
181	с внутренним	1	3
182	для этого	1	3
183	сводится к	7	3
184	в глаза	2	3
185	между тем	4	3
186	крайней мере	1	3
187	наконец в	1	3
188	в том	18	3
189	человека с	3	3
190	нуждается в	1	3
191	как такового	1	3
192	а с	2	3
193	внутренний голос	2	3
194	он уже	1	3
195	вы как	1	3
196	по своему	2	3
197	но для	1	3
198	же я	1	3
199	если не	1	3
200	бы в	1	3
201	другой стороны	5	3
202	жизни и	1	3
203	я и	7	2
204	например в	3	2
205	это и	1	2
206	здесь и	1	2
207	сам и	1	2
208	той же	1	2
209	а как	1	2
210	время от	1	2
211	совпадает с	2	2
212	своему смыслу	1	2
213	того же	2	2
214	меня в	1	2
215	столь же	1	2
216	в преступлении	1	2
217	во всех	3	2
218	бы не	1	2
219	в сторону	2	2
220	герой не	3	2
221	отличие от	7	2
222	за пределы	2	2
223	сама по	2	2
224	к третьему	1	2
225	в произведениях	1	2
226	в своем	2	2
227	и внутреннюю	1	2
228	к чему	1	2
229	в которой	2	2
230	всего романа	1	2
231	раз в	1	2
232	тому же	1	2
233	можно лишь	1	2
234	героя к	1	2
235	вследствие этого	1	2
236	он должен	3	2
237	подобно тому	1	2
238	не бывает	1	2
239	бы они	1	2
240	те же	1	2
241	входит в	4	2
242	было бы	1	2
243	лишь на	1	2
244	как другого	1	2
245	в жизни	2	2
246	мог бы	3	2
247	в них	2	2
248	всю жизнь	1	2
249	и того	2	2
250	я этого	1	2
251	что такое	1	2
252	его воли	1	2
253	в отличие	7	2
254	своего рода	5	2
255	которые в	1	2
256	тем не	3	2
257	по ту	1	2
258	однако в	4	2
259	реплики и	1	2
260	между двумя	2	2
261	в той	3	2
262	тому что	2	2
263	но только	1	2
264	все без	1	2
265	и без	1	2
266	слова как	5	2
267	и внешнего	1	2
268	этом случае	1	2
269	мире и	2	2
270	внутренней жизни	1	2
271	входят в	1	2
272	и со	1	2
273	слове о	2	2
274	не является	4	2
275	отнюдь не	2	2
276	отличается от	2	2
277	той или	4	2
278	нет на	1	2
279	всей своей	2	2
280	так в	4	2
281	с человеком	1	2
282	именно потому	1	2
283	о том	2	2
284	на нее	1	2
285	ибо и	1	2
286	в форме	4	2
287	другого в	1	2
288	и мир	1	2
289	и пусть	1	2
290	обращены к	2	2
291	эти последние	1	2
292	быть и	2	2
293	один из	2	2
294	но с	1	2
295	тот же	1	2
296	что даже	1	2
297	то в	2	2
298	и ее	3	2
299	при всей	1	2
300	со всеми	1	2
301	с которыми	1	2
302	же и	1	2
303	не входит	2	2
304	уже не	4	2
305	слова не	1	2
306	в душе	8	2
307	за ним	1	2
308	чего бы	1	2
309	ту сторону	1	2
310	и делает	1	2
311	нет в	1	2
312	или иной	7	2
313	слово в	1	2
314	к которому	4	2
315	было и	2	2
316	говорит о	1	2
317	не было	1	2
318	других для	1	2
319	и внутренне	1	2
320	точек зрения	1	2
321	о чем	2	2
322	вступает в	1	2
323	я уже	1	2
324	и потому	2	2
325	тому как	1	2
326	я к	1	2
327	с этой	1	2
328	более того	1	2
329	в другой	1	2
330	я как	2	2
331	обращается к	1	2
332	не с	2	2
333	сказать что	4	2
334	того или	3	2
335	того времени	1	2
336	ту же	1	1
337	можно говорить	1	1
338	одним из	1	1
339	также и	1	1
340	чтобы не	1	1
341	человека и	1	1
342	начинается с	1	1
343	которого герой	1	1
344	ты и	1	1
345	идет о	1	1
346	в первом	1	1
347	о тебе	1	1
348	по преимуществу	2	1
349	и больше	2	1
350	собою в	2	1
351	отношения к	2	1
352	в их	5	1
353	по его	1	1
354	которыми он	1	1
355	несколько иной	1	1
356	смысле можно	1	1
357	в каждый	1	1
358	но она	2	1
359	бы ни	1	1
360	не происходит	1	1
361	из которых	1	1
362	как впрочем	1	1
363	такое же	1	1
364	в каждой	1	1
365	проявляется в	1	1
366	свою очередь	2	1
367	обращен к	1	1
368	собой в	1	1
369	героев или	1	1
370	другим в	1	1
371	проявляет себя	2	1
372	я на	2	1
373	он переживает	1	1
374	тем как	1	1
375	суда над	1	1
376	не все	2	1
377	вступают в	1	1
378	оно является	1	1
379	они ни	1	1
380	в центре	1	1
381	и пр	1	1
382	перед нами	1	1
383	всему свету	1	1
384	могли бы	1	1
385	говорит что	2	1
386	вследствие своей	1	1
387	именно эта	1	1
388	в груди	1	1
389	за это	1	1
390	то я	1	1
391	тоже не	1	1
392	в этой	2	1
393	с их	2	1
394	роль в	1	1
395	говорит не	1	1
396	говорят о	1	1
397	чужими устами	1	1
398	во многих	1	1
399	все человеческие	1	1
400	так с	1	1
401	не могла	1	1
402	роли в	4	1
403	я сама	1	1
404	в статье	1	1
405	к миру	1	1
406	литературных произведений	3	1
407	в узком	3	1
408	из виду	2	1
409	составлено не	1	1
410	чтобы в	1	1
411	образ его	1	1
412	что может	2	1
413	его можно	1	1
414	заключает в	1	1
415	на то	1	1
416	одно и	3	1
417	значительной степени	1	1
418	введение в	1	1
419	здесь мы	1	1
420	основе того	1	1
421	а затем	1	1
422	и может	1	1
423	об этом	2	1
424	и внутренняя	1	1
425	другими людьми	1	1
426	то есть	18	1
427	и дает	1	1
428	делает его	2	1
429	в итоге	2	1
430	в мир	1	1
431	этим и	1	1
432	или напротив	1	1
433	нигде не	1	1
434	перейдем к	1	1
435	глазами другого	1	1
436	в романе	3	1
437	одного и	2	1
438	перед собой	1	1
439	и становится	1	1
440	в этих	3	1
441	места в	1	1
442	с ума	1	1
443	можно сказать	5	1
444	тем к	1	1
445	перед другим	1	1
446	не столько	3	1
447	на фоне	1	1
448	говорил о	1	1
449	художественного мира	2	1
450	теми же	1	1
451	и более	2	1
452	том и	2	1
453	том же	1	1
454	слова ни	1	1
455	в повести	2	1
456	бы быть	1	1
457	ни были	1	1
458	с эстетической	1	1
459	нас к	1	1
460	на один	1	1
461	без его	1	1
462	от нас	1	1
463	на котором	1	1
464	одна из	2	1
465	всех без	3	1
466	в основе	4	1
467	к изучению	1	1
468	не случайно	3	1
469	героев и	1	1
470	к такому	1	1
471	человек как	1	1
472	этих двух	2	1
473	и по	2	1
474	ему и	1	1
475	и теперь	1	1
476	связи с	1	1
477	речи рассказчика	1	1
478	каждая его	1	1
479	не могут	1	1
480	такого отношения	1	1
481	когда мы	1	1
482	для такого	2	1
483	всего в	1	1
484	и другим	1	1
485	я но	1	1
486	он оказывается	1	1
487	строя но	1	1
488	для того	2	1
489	оно не	1	1
490	существенный момент	1	1
491	и кому	1	1
492	и о	3	1
493	того чтобы	2	1
494	момент в	1	1
495	ни одно	2	1
496	здесь не	2	1
497	говорит и	3	1
498	на основе	2	1
499	он мог	1	1
500	своей полноте	1	1
501	в особенности	1	1
502	в себя	2	1
503	зрения не	1	1
504	вопрос что	1	1
505	приводит к	5	1
506	условии что	1	1
507	значение в	1	1
508	как с	1	1
509	и совершенно	1	1
510	времени и	2	1
511	того и	1	1
512	но у	1	1
513	между собой	2	1
514	другом а	1	1
515	ними и	1	1
516	из условий	1	1
517	в произведении	3	1
518	тех кто	1	1
519	внимание на	1	1
520	героя не	1	1
521	что каждый	2	1
522	после того	1	1
523	в значительной	1	1
524	служит для	1	1
525	путь к	1	1
526	преступлении и	1	1
527	лишь путем	1	1
528	а говорит	1	1
529	во всей	3	1
530	боже мой	1	1
531	с матерью	1	1
532	во внешнем	1	1
533	перед тем	1	1
534	о своих	1	1
535	от всех	1	1
536	с чужим	1	1
537	происходит в	1	1
538	в формах	2	1
539	на которой	1	1
540	по своей	7	1
541	не средство	1	1
542	в совершенном	1	1
543	должен быть	1	1
544	впрочем и	1	1
545	образа в	1	1
546	между этими	1	1
547	на мир	1	1
548	теперь в	1	1
549	с одной	2	1
550	себя в	7	1
551	из которого	4	1
552	точно и	1	1
553	пусть пусть	1	1
554	а напротив	1	1
555	обращения к	1	1
556	иной форме	1	1
557	на свое	1	1
558	речи может	1	1
559	себе в	1	1
560	никто не	2	1
561	ведь это	1	1
562	до того	1	1
563	в прошлом	1	1
564	уклоняется от	1	1
565	для меня	2	1
566	случае не	2	1
567	лишь один	1	1
568	но из	1	1
569	о каком	1	1
570	его мысли	1	1
571	действующих лиц	1	1
572	еще и	1	1
573	в рассказе	3	1
574	жизнь в	1	1
575	же точно	1	1
576	не появляется	1	1
577	одну из	1	1
578	к его	2	1
579	человека к	3	1
580	в строгом	1	1
581	всех людей	1	1
582	требует от	1	1
583	определяет его	1	1
584	в данном	4	1
585	но вы	1	1
586	я с	5	1
587	согласен с	1	1
588	быть не	1	1
589	главного героя	1	1
590	глаза в	2	1
591	художественное произведение	1	1
592	только для	1	1
593	с иным	1	1
594	в аспекте	2	1
595	является как	1	1
596	характерные для	1	1
597	вы говорите	1	1
598	и позволяет	1	1
599	еще одна	1	1
600	так он	1	1
601	каким бы	1	1
602	котором он	1	1
603	или в	2	1
604	между ними	4	1
605	мысль о	1	1
606	нечто смешное	1	1
607	жить и	2	1
608	действительной жизни	1	1
609	не объективно	1	1
610	все они	1	1
611	своей внутренней	2	1
612	над собою	1	1
613	помимо его	1	1
614	одной из	2	1
615	о своем	1	1
616	в свою	3	1
617	из тех	2	1
618	обратим внимание	1	1
619	а со	1	1
620	для героя	1	1
621	из этого	2	1
622	речи как	1	1
623	в своих	1	1
624	героя как	1	1
625	причастности к	2	1
