N	2gram	Nazirov_Tv_2	VeschiIm
142	с в	1	3
143	не то	1	3
144	себе не	1	3
145	в нем	3	3
146	что нужно	1	3
147	в жизни	1	3
148	несмотря на	1	3
149	и тогда	2	3
150	в своей	6	3
151	все это	6	3
152	их в	2	3
153	как о	2	3
154	в основе	2	3
155	этот тип	1	3
156	к ней	1	3
157	ему не	1	3
158	в философии	1	3
159	ни о	1	3
160	к себе	1	3
161	к тому	1	3
162	на это	1	3
163	и сам	5	3
164	так и	6	3
165	и вообще	2	3
166	но когда	1	3
167	один из	3	3
168	мы видим	4	3
169	тот же	1	3
170	что он	6	3
171	но как	1	3
172	не мешает	2	3
173	без этого	1	3
174	в одном	2	3
175	отношение к	1	3
176	никогда не	11	3
177	не буду	1	3
178	а с	3	3
179	вместе с	3	3
180	она должна	1	3
181	себя самого	1	3
182	и ни	1	3
183	не быть	1	3
184	нем нет	1	2
185	можно говорить	1	2
186	в сфере	1	2
187	как это	1	2
188	переход от	1	2
189	в первом	1	2
190	ту же	1	2
191	из его	1	2
192	мы уже	1	2
193	той же	1	2
194	как мы	1	2
195	человека и	3	2
196	оба эти	1	2
197	своей собственной	1	2
198	мысли и	1	2
199	а только	1	2
200	и всякий	1	2
201	не все	1	2
202	тогда как	3	2
203	тут же	2	2
204	наряду с	7	2
205	как в	4	2
206	и нет	1	2
207	когда он	4	2
208	я должен	1	2
209	что на	2	2
210	то в	1	2
211	образом и	1	2
212	приводит к	2	2
213	философии так	1	2
214	но ведь	2	2
215	если он	5	2
216	и если	2	2
217	он не	3	2
218	как личность	1	2
219	о которой	1	2
220	в силу	1	2
221	и вот	1	2
222	а затем	3	2
223	то чтобы	1	2
224	об этом	4	2
225	то есть	5	2
226	себя не	1	2
227	ни в	1	2
228	но уже	3	2
229	и кому	1	2
230	не мог	1	2
231	меняется и	1	2
232	жизнь не	1	2
233	здравого смысла	2	2
234	жизнь и	1	2
235	признать что	1	2
236	и эти	1	2
237	тому что	1	2
238	суждения о	1	2
239	а а	4	2
240	дело в	1	2
241	на него	2	2
242	но только	1	2
243	чем не	1	2
244	казалось бы	3	2
245	это совершенно	1	2
246	как она	1	2
247	и его	9	2
248	это уже	2	2
249	однако это	2	2
250	у меня	1	2
251	если же	1	2
252	ли вы	1	2
253	в в	1	2
254	об отношении	1	2
255	говорили что	1	2
256	это для	1	2
257	с собой	1	2
258	не с	1	2
259	мог бы	1	2
260	том как	1	2
261	является в	1	2
262	в виду	1	2
263	именно потому	1	2
264	на вопрос	1	2
265	не стоит	2	2
266	может не	1	2
267	заключается в	1	2
268	подходит к	1	2
269	еще более	1	2
270	образа с	1	2
271	или его	1	2
272	как нечто	1	2
273	не из	1	2
274	его и	2	2
275	не случайно	2	2
276	не говорит	1	2
277	а потому	1	2
278	превращается в	3	2
279	когда же	1	2
280	если не	4	2
281	в частности	2	2
282	себя из	1	2
283	самого себя	1	2
284	в первой	2	2
285	личность как	1	2
286	при всем	1	2
287	в с	1	2
288	ни к	2	2
289	но зато	3	2
290	ли что	1	2
291	теперь же	1	2
292	отношении к	1	2
293	очень редко	1	2
294	жизни в	3	2
295	может и	1	2
296	это все	2	2
297	была бы	1	2
298	от всех	1	2
299	но можно	1	2
300	а я	2	2
301	в своих	3	2
302	так же	5	2
303	во всяком	2	2
304	смысле что	1	2
305	с новыми	1	1
306	говорили о	1	1
307	речь идет	1	1
308	с с	1	1
309	же как	3	1
310	я уже	1	1
311	связана с	1	1
312	с кем	1	1
313	только потому	1	1
314	что дает	1	1
315	было то	1	1
316	по преимуществу	2	1
317	едва ли	2	1
318	действительности и	1	1
319	часть а	1	1
320	ней нет	1	1
321	бы уже	1	1
322	что если	1	1
323	в которой	2	1
324	что уже	1	1
325	из своих	1	1
326	и абсолютная	1	1
327	эстетики и	1	1
328	это отношение	1	1
329	жизни как	1	1
330	и со	1	1
331	уже в	2	1
332	движении в	1	1
333	предстает как	1	1
334	в xix	2	1
335	большие основания	1	1
336	и на	5	1
337	между собой	1	1
338	это действительно	1	1
339	с его	1	1
340	то мы	1	1
341	а тем	1	1
342	и и	1	1
343	если в	1	1
344	ответ на	1	1
345	искусство в	1	1
346	в наиболее	1	1
347	отличие от	2	1
348	другое и	1	1
349	и первый	1	1
350	в истории	2	1
351	стороны и	1	1
352	не хватает	1	1
353	этой стороны	1	1
354	перед нами	1	1
355	хотя и	4	1
356	того эта	1	1
357	и к	1	1
358	это определение	3	1
359	и свою	1	1
360	еще на	1	1
361	мы получаем	1	1
362	бы с	1	1
363	все эти	4	1
364	в этой	5	1
365	тому же	2	1
366	доказывать что	1	1
367	главным образом	1	1
368	при этом	8	1
369	не внешнее	1	1
370	он ни	1	1
371	отказа от	1	1
372	эта система	1	1
373	еще раньше	1	1
374	и еще	2	1
375	необходимо сказать	1	1
376	в принципе	4	1
377	к одному	1	1
378	этого вопроса	1	1
379	не к	1	1
380	том чтобы	1	1
381	извне как	1	1
382	сделать и	1	1
383	д все	1	1
384	и по	2	1
385	однако в	1	1
386	превращая его	1	1
387	того или	1	1
388	на бумаге	1	1
389	должен был	1	1
390	сказывается в	1	1
391	что сама	1	1
392	во многом	2	1
393	о характере	1	1
394	в них	1	1
395	отлична от	1	1
396	но лишь	1	1
397	как видно	1	1
398	со своими	2	1
399	всегда и	1	1
400	смысле или	1	1
401	видим как	1	1
402	о принципе	1	1
403	потому и	1	1
404	бога и	1	1
405	она была	1	1
406	но почему	1	1
407	еще менее	1	1
408	нас не	1	1
409	я его	1	1
410	и без	2	1
411	в котором	3	1
412	своего имени	1	1
413	представление о	7	1
414	в отличие	2	1
415	и сочувствием	1	1
416	не учитывает	1	1
417	поэтому в	1	1
418	есть его	1	1
419	но эта	2	1
420	тем самым	4	1
421	не могли	2	1
422	где нет	2	1
423	даже в	1	1
424	сам он	1	1
425	нас к	1	1
426	отдельно от	1	1
427	что с	1	1
428	не имеет	1	1
429	это еще	1	1
430	в наше	2	1
431	и является	1	1
432	xix веке	2	1
433	сводится к	2	1
434	в сознании	1	1
435	должны иметь	1	1
436	только с	2	1
437	личности в	2	1
438	свое собственное	1	1
439	если у	2	1
440	нет ни	1	1
441	не могут	1	1
442	могут быть	2	1
443	сама жизнь	1	1
444	которого я	1	1
445	анализа и	1	1
446	что красота	1	1
447	всего самого	1	1
448	отказаться от	2	1
449	ничего общего	1	1
450	в применении	1	1
451	из всего	1	1
452	более не	2	1
453	в конце	6	1
454	какой-то другой	1	1
455	изменения в	1	1
456	указывать на	1	1
457	на основе	1	1
458	и от	4	1
459	как по	2	1
460	с самого	1	1
461	то время	1	1
462	в пределах	1	1
463	в живых	1	1
464	что у	4	1
465	в другом	1	1
466	отождествляется с	1	1
467	что также	1	1
468	лишь ее	1	1
469	к самой	1	1
470	такое понимание	1	1
471	когда в	1	1
472	быть может	3	1
473	или иной	1	1
474	говорят что	1	1
475	о нем	1	1
476	же необходимо	1	1
477	не был	1	1
478	это я	1	1
479	всего человечества	1	1
480	за пределами	1	1
481	почему же	1	1
482	таким же	1	1
483	происходит не	1	1
484	самому себе	1	1
485	как наиболее	1	1
486	мы понимаем	1	1
487	нет это	1	1
488	и всякая	1	1
489	нуждается в	1	1
490	не обязан	1	1
491	а его	1	1
492	где происходит	1	1
493	если взять	1	1
494	не зная	1	1
495	слишком уже	1	1
496	в сферу	1	1
497	к которому	2	1
498	одного из	1	1
499	его собственная	1	1
500	и новая	1	1
501	но тот	1	1
502	понимание этого	1	1
503	но ни	1	1
504	из многих	1	1
505	бы меня	1	1
506	лишь одна	1	1
507	их жизни	1	1
508	не было	2	1
509	в выражении	1	1
510	с одной	1	1
511	и событий	1	1
512	не можем	1	1
513	и у	2	1
514	смысла таково	1	1
515	не знать	1	1
516	в виде	2	1
517	в начале	3	1
518	является не	1	1
519	то этот	1	1
520	при помощи	2	1
521	бытия но	1	1
522	всяком случае	2	1
523	сами по	1	1
524	отличен от	1	1
525	вовсе не	2	1
526	не о	1	1
527	как его	1	1
528	у него	6	1
529	нужно сказать	1	1
530	до сих	3	1
531	образом чтобы	1	1
532	и эту	1	1
533	к которым	1	1
534	и прежде	1	1
535	души и	1	1
536	а сам	1	1
537	с большей	1	1
538	так это	1	1
539	зависит от	2	1
540	жизнь в	1	1
541	и гибели	1	1
542	как ни	1	1
543	этот принцип	1	1
544	уже давно	1	1
545	нет ничего	3	1
546	и она	1	1
547	и а	1	1
548	который бы	1	1
549	д в	3	1
550	как объективно	1	1
551	к другой	1	1
552	он говорит	1	1
553	применении к	1	1
554	иван это	1	1
555	им не	1	1
556	не видят	1	1
557	очень важно	1	1
558	ее был	1	1
559	из этой	2	1
560	разумеется тут	1	1
561	лежит в	1	1
562	том смысле	1	1
563	этого слова	1	1
564	сих пор	3	1
565	заставляет нас	3	1
566	ничего кроме	1	1
567	больное и	1	1
568	к другим	1	1
569	а себя	1	1
570	вообще говоря	2	1
571	этот образ	1	1
572	не является	3	1
573	отвечает на	1	1
574	и человек	1	1
575	его с	1	1
576	ее и	1	1
577	или нет	1	1
578	вообще в	1	1
579	пусть в	1	1
580	а н	2	1
581	в целях	1	1
582	к самому	2	1
583	и сила	1	1
584	одной из	3	1
585	как явления	1	1
586	с ней	1	1
587	только как	1	1
588	другой стороны	2	1
589	что угодно	1	1
590	это положение	1	1
591	из этого	2	1
592	сам в	2	1
593	ли он	1	1
594	читателя и	1	1
595	но эти	2	1
596	это понятие	1	1
597	я могу	1	1
598	в противоположность	1	1
599	к этому	3	1
600	думать что	1	1
601	в таком	3	1
