N	2gram	Nazirov_Tv_1	Morfolog
109	но и	3	3
110	он не	8	3
111	значит что	2	3
112	к нему	1	3
113	в какой	1	3
114	и ее	1	3
115	с иваном	1	3
116	для этой	2	3
117	определен как	1	3
118	но это	5	3
119	кроме того	1	3
120	это уже	5	3
121	мы должны	1	3
122	только что	2	3
123	же в	1	3
124	героя и	2	3
125	ее по	2	3
126	если же	1	3
127	как это	1	2
128	время как	1	2
129	который может	1	2
130	совсем не	1	2
131	друг на	1	2
132	а с	1	2
133	является функцией	1	2
134	первый взгляд	1	2
135	специфическая форма	1	2
136	как уже	1	2
137	и к	1	2
138	то в	2	2
139	та же	4	2
140	героя к	1	2
141	не значит	1	2
142	которое может	1	2
143	в нее	1	2
144	мы уже	1	2
145	это было	1	2
146	по ночам	1	2
147	за ней	1	2
148	с тем	1	2
149	на друга	1	2
150	и тогда	1	2
151	на первый	1	2
152	для него	6	2
153	что такое	1	2
154	что до	1	2
155	дается в	1	2
156	настоящее время	2	2
157	и более	1	2
158	однако в	2	2
159	на взморье	1	2
160	все эти	1	2
161	в таких	1	2
162	что эта	1	2
163	не имеет	1	2
164	одна из	2	2
165	и сразу	1	2
166	и его	6	2
167	один раз	1	2
168	к себе	1	2
169	оно не	1	2
170	вывод что	1	2
171	в в	2	2
172	в собственном	1	2
173	и что	1	2
174	если они	1	2
175	означает что	1	2
176	о том	6	2
177	с одной	1	2
178	можно сказать	2	2
179	может не	2	2
180	путь к	1	2
181	является одновременно	1	2
182	не означает	2	2
183	того что	3	2
184	герой в	2	2
185	хотя бы	5	2
186	этот вопрос	1	2
187	что он	6	2
188	только в	5	2
189	себя в	1	2
190	уже не	3	2
191	или на	1	2
192	в виде	3	2
193	от других	2	2
194	его и	1	2
195	у нее	1	2
196	без всякой	1	2
197	себя и	1	2
198	а на	1	2
199	не знает	2	2
200	сказать что	2	2
201	быть определен	1	2
202	в частности	2	2
203	одной стороны	1	2
204	самого себя	1	2
205	их на	1	2
206	не существует	3	2
207	всегда ли	1	2
208	в настоящее	1	2
209	от него	1	2
210	чтобы его	1	2
211	не от	1	2
212	одной из	4	2
213	но эти	1	2
214	к этому	2	2
215	во сне	1	2
216	точно так	2	2
217	они представляют	1	1
218	к людям	1	1
219	по законам	1	1
220	к своей	1	1
221	говорилось выше	1	1
222	уже по	1	1
223	приходит к	3	1
224	их и	1	1
225	г в	1	1
226	есть не	2	1
227	так герой	1	1
228	на первом	2	1
229	на эти	2	1
230	он как	1	1
231	но она	2	1
232	что это	1	1
233	что иное	1	1
234	не вполне	1	1
235	не совсем	1	1
236	в виду	2	1
237	его положения	1	1
238	в ф	4	1
239	кто же	2	1
240	героев в	2	1
241	собой в	2	1
242	он был	1	1
243	ивана с	1	1
244	тем как	1	1
245	одним словом	1	1
246	не то	2	1
247	нет не	2	1
248	или другом	1	1
249	тогда как	1	1
250	некоторые черты	1	1
251	отличие от	2	1
252	вспомним хотя	1	1
253	его не	1	1
254	нашу задачу	1	1
255	для всех	1	1
256	более и	1	1
257	в полном	1	1
258	мысль о	2	1
259	говорит что	2	1
260	и наконец	2	1
261	но эта	1	1
262	его к	1	1
263	главе мы	1	1
264	этой цели	1	1
265	в этот	1	1
266	смысла но	1	1
267	со своей	1	1
268	в которой	3	1
269	он идет	1	1
270	формы в	1	1
271	тут и	3	1
272	на трех	1	1
273	что так	1	1
274	не в	2	1
275	в этой	5	1
276	мнение что	1	1
277	вытекающее из	1	1
278	что она	2	1
279	этом с	1	1
280	всех этих	1	1
281	свою собственную	1	1
282	и вот	1	1
283	в россии	3	1
284	и этот	1	1
285	его можно	1	1
286	они играют	1	1
287	его до	1	1
288	в каждом	3	1
289	здесь мы	2	1
290	то ни	1	1
291	укладываются в	1	1
292	связанные с	1	1
293	же касается	1	1
294	на все	1	1
295	то все	1	1
296	все другие	1	1
297	и тем	2	1
298	даже в	3	1
299	кажется что	1	1
300	о которых	1	1
301	его перед	1	1
302	чем в	1	1
303	и некоторые	1	1
304	все как	1	1
305	и их	1	1
306	этой связи	2	1
307	становится все	1	1
308	именно и	1	1
309	быть названы	1	1
310	в их	3	1
311	но которые	1	1
312	не столько	2	1
313	упомянуто в	1	1
314	могло бы	1	1
315	что я	3	1
316	и уж	1	1
317	героя то	1	1
318	их числе	1	1
319	при этом	7	1
320	но он	2	1
321	все это	10	1
322	не задаваясь	1	1
323	видит в	1	1
324	тому что	1	1
325	она не	1	1
326	роль играют	1	1
327	а от	1	1
328	эта ситуация	1	1
329	что с	1	1
330	самого начала	3	1
331	меня не	1	1
332	что ему	1	1
333	и притом	2	1
334	в основе	2	1
335	дело не	3	1
336	этой схемы	1	1
337	в другое	1	1
338	дворец и	1	1
339	больше чем	2	1
340	же время	12	1
341	в другую	1	1
342	задаваясь вопросом	1	1
343	у кого	1	1
344	же он	1	1
345	и делает	1	1
346	все с	1	1
347	одним из	4	1
348	у нас	1	1
349	такие же	1	1
350	выпадает из	1	1
351	в момент	4	1
352	если он	1	1
353	включается в	1	1
354	и вдруг	1	1
355	строится как	1	1
356	к тому	2	1
357	не есть	1	1
358	где он	2	1
359	вполне может	1	1
360	вызова его	1	1
361	с ее	3	1
362	людей в	2	1
363	же не	1	1
364	данном случае	2	1
365	как по	1	1
366	д с	1	1
367	и говорит	1	1
368	действия и	1	1
369	с самого	3	1
370	приводит к	2	1
371	роль в	1	1
372	в глаза	2	1
373	здесь нет	2	1
374	вопрос но	1	1
375	еще в	2	1
376	во второй	2	1
377	и с	3	1
378	в последней	1	1
379	ниже не	1	1
380	связанное с	1	1
381	иное как	1	1
382	действия но	1	1
383	но мы	1	1
384	ii к	1	1
385	он пришел	1	1
386	бы то	1	1
387	и просто	1	1
388	там же	3	1
389	как было	1	1
390	или глубоко	1	1
391	не определяют	1	1
392	том или	1	1
393	грань между	1	1
394	в его	13	1
395	во всей	2	1
396	что бы	1	1
397	к ней	2	1
398	делает это	1	1
399	в него	2	1
400	в лице	2	1
401	особого внимания	1	1
402	о его	1	1
403	бою и	1	1
404	с ними	1	1
405	говорить о	1	1
406	принимает форму	1	1
407	и действительно	1	1
408	очень много	1	1
409	исходную ситуацию	2	1
410	который в	3	1
411	действия так	1	1
412	все они	1	1
413	со всеми	3	1
414	в эти	1	1
415	от одной	1	1
416	же и	2	1
417	с см	1	1
418	и у	2	1
419	в нашей	2	1
420	что не	2	1
421	действий в	2	1
422	а и	1	1
423	не так	3	1
424	в одном	1	1
425	и со	1	1
426	оно так	1	1
427	ее не	1	1
428	у него	7	1
429	повод для	1	1
430	между прочим	1	1
431	связи очень	1	1
432	лишь один	1	1
433	само собой	1	1
434	не противоречит	1	1
435	в с	2	1
436	он же	1	1
437	только на	2	1
438	и слышит	1	1
439	и даже	3	1
440	действие у	1	1
441	до сих	1	1
442	может и	1	1
443	именно в	2	1
444	я был	1	1
445	показывает что	1	1
446	эту форму	1	1
447	до этого	2	1
448	в сюжет	1	1
449	на этот	1	1
450	решить вопрос	1	1
451	на которых	1	1
452	в рассказе	3	1
453	не на	1	1
454	своего положения	1	1
455	сам себе	2	1
456	о чем	1	1
457	его дело	1	1
458	все более	2	1
459	в одной	2	1
460	я тебе	1	1
461	же с	2	1
462	надо было	2	1
463	этот мотив	1	1
464	всех людей	1	1
465	по своему	1	1
466	в данном	2	1
467	не дают	1	1
468	ведет к	2	1
469	до его	1	1
470	из этой	1	1
471	вытекает необходимость	1	1
472	это значит	1	1
473	как будто	5	1
474	стремления к	2	1
475	о жизни	1	1
476	что же	1	1
477	исходной ситуации	1	1
478	с этой	1	1
479	еще раз	1	1
480	по вертикали	1	1
481	сих пор	1	1
482	только для	1	1
483	же самое	1	1
484	с большой	4	1
485	на улице	1	1
486	но на	1	1
487	и все	6	1
488	своих героев	3	1
489	у которого	1	1
490	бросается в	1	1
491	мы переходим	1	1
492	сторона в	1	1
493	не будет	2	1
494	равно как	1	1
495	одновременно и	2	1
496	не что	1	1
497	может происходить	1	1
498	мы перейдем	1	1
499	я за	1	1
500	он лишь	1	1
501	в таком	1	1
