N	2gram	Tiupa_Narr_2	StatiiOP
104	в качестве	14	4
105	с точки	2	4
106	то время	1	4
107	в общем	1	4
108	на протяжении	5	4
109	состоит в	12	4
110	но это	2	4
111	в речи	1	4
112	все эти	3	3
113	и здесь	2	3
114	и наконец	1	3
115	же время	3	3
116	в другом	4	3
117	в связи	1	3
118	говорить о	2	3
119	но он	2	3
120	в виде	2	3
121	связи с	1	3
122	действующие лица	1	3
123	как раз	3	3
124	в какой	4	3
125	к которому	2	3
126	что я	3	3
127	другое дело	1	3
128	нет никакого	1	3
129	его как	1	3
130	тому что	3	3
131	xviii в	1	3
132	в рассказе	4	3
133	для него	4	3
134	в системе	1	3
135	и его	3	3
136	с которым	1	3
137	с этой	3	3
138	и что	2	3
139	подчеркнуть что	2	3
140	своего рода	9	3
141	уже не	4	3
142	что все	1	3
143	по мнению	1	3
144	со стороны	6	3
145	во время	2	3
146	одной стороны	5	3
147	на этом	1	3
148	несмотря на	2	3
149	с его	3	3
150	тем более	2	3
151	к этому	1	3
152	не является	4	3
153	что мы	1	3
154	и более	2	3
155	в ряде	1	2
156	это за	1	2
157	чтобы в	2	2
158	кому это	1	2
159	еще не	2	2
160	или в	1	2
161	одной из	1	2
162	того же	1	2
163	в плане	1	2
164	что они	3	2
165	не была	1	2
166	i и	1	2
167	не встречается	1	2
168	а то	2	2
169	точку зрения	3	2
170	вовсе не	2	2
171	есть в	1	2
172	гораздо более	1	2
173	как можно	1	2
174	сих пор	1	2
175	при всей	4	2
176	и во	1	2
177	то есть	9	2
178	самом деле	3	2
179	до сих	1	2
180	дело не	1	2
181	он может	2	2
182	на котором	1	2
183	во всех	1	2
184	случае в	1	2
185	а потому	1	2
186	одно из	2	2
187	не мог	1	2
188	им в	1	2
189	но не	3	2
190	же к	1	2
191	существует в	1	2
192	на что	1	2
193	вместе с	1	2
194	его не	1	2
195	которого в	1	2
196	мы не	2	2
197	здесь нет	1	2
198	о которой	3	2
199	произведения как	1	2
200	к тому	9	2
201	но они	1	2
202	не имел	1	2
203	никогда не	6	2
204	только что	2	2
205	времени и	4	2
206	не имеет	2	2
207	в уста	1	2
208	с ее	1	2
209	как мы	1	2
210	все время	1	2
211	то и	3	2
212	ее в	1	2
213	что не	1	2
214	что у	2	2
215	за рамки	1	2
216	не сразу	1	2
217	не на	1	2
218	в одной	1	2
219	и у	4	2
220	в отношении	1	2
221	его отношение	1	2
222	для того	1	2
223	один из	3	2
224	том смысле	1	2
225	тем не	5	2
226	не столько	5	2
227	в последнем	1	2
228	той же	2	2
229	на нее	1	2
230	заметить что	1	2
231	в форме	5	2
232	если я	1	2
233	должен был	2	2
234	одна из	3	2
235	смысле является	1	2
236	внимание на	3	2
237	что именно	1	2
238	так сказать	3	2
239	с одной	5	2
240	в самом	2	2
241	в результате	2	2
242	более что	1	2
243	не просто	1	2
244	в произведениях	3	2
245	в это	1	2
246	в новом	1	2
247	него есть	1	2
248	в каждой	2	2
249	в рамках	6	2
250	во многом	1	2
251	в такой	1	2
252	и по	3	2
253	в которых	1	2
254	ряде случаев	1	2
255	внимания на	1	2
256	его к	1	2
257	то она	1	2
258	или иной	3	2
259	не менее	4	2
260	в виду	1	2
261	течение всей	1	2
262	а с	2	2
263	жизни но	1	2
264	история в	1	2
265	как о	2	2
266	это был	2	2
267	в развитии	1	2
268	но также	2	2
269	к своей	1	2
270	в свою	2	2
271	всего лишь	6	1
272	не означает	1	1
273	может не	1	1
274	одним из	1	1
275	из таких	1	1
276	ни одного	1	1
277	какой бы	1	1
278	со своим	2	1
279	не знает	1	1
280	то его	1	1
281	что можно	1	1
282	и того	3	1
283	существует такая	1	1
284	бы в	2	1
285	для нас	2	1
286	к той	1	1
287	xix столетия	2	1
288	чем говорят	1	1
289	вопрос о	1	1
290	по словам	2	1
291	но одновременно	2	1
292	с нею	2	1
293	и оно	1	1
294	говорилось выше	3	1
295	бы на	2	1
296	о котором	3	1
297	только не	2	1
298	говорит о	2	1
299	в двух	1	1
300	е годы	1	1
301	она тем	1	1
302	второго лица	2	1
303	так же	2	1
304	для которого	1	1
305	тех кто	1	1
306	начинается с	1	1
307	мыслей и	1	1
308	приобретает характер	1	1
309	может служить	2	1
310	всей жизни	1	1
311	о своем	2	1
312	перед лицом	1	1
313	что свойственно	1	1
314	любви в	1	1
315	мотивы в	1	1
316	все то	2	1
317	тем для	1	1
318	которого у	1	1
319	не к	4	1
320	своего существования	1	1
321	между собой	3	1
322	читателя и	1	1
323	как по	3	1
324	xix в	2	1
325	пути и	1	1
326	и их	1	1
327	самим собой	3	1
328	должна быть	2	1
329	что история	1	1
330	известном смысле	3	1
331	вследствие чего	1	1
332	и все	4	1
333	делает его	1	1
334	к которым	1	1
335	одновременно и	1	1
336	последние десятилетия	1	1
337	следует заметить	1	1
338	что является	1	1
339	на материале	1	1
340	с ним	4	1
341	и возникает	1	1
342	видит в	2	1
343	в нем	5	1
344	и так	1	1
345	проявляется в	1	1
346	с помощью	1	1
347	указания на	1	1
348	хотя бы	2	1
349	которая как	1	1
350	чтобы стать	1	1
351	им самим	1	1
352	этой точки	1	1
353	это сюжет	1	1
354	бы не	1	1
355	в последние	1	1
356	через посредство	1	1
357	также является	2	1
358	с нами	1	1
359	того чтобы	3	1
360	на мой	1	1
361	которые по	1	1
362	же самое	1	1
363	в обращении	1	1
364	того или	3	1
365	и он	2	1
366	в одном	1	1
367	очень существенный	1	1
368	ни для	2	1
369	см в	1	1
370	со всеми	2	1
371	жизни уже	1	1
372	только у	1	1
373	не можем	1	1
374	повести о	1	1
375	вот и	1	1
376	о роли	1	1
377	отношения к	1	1
378	по своей	3	1
379	отношением к	1	1
380	только одного	1	1
381	в нее	1	1
382	что же	1	1
383	все его	4	1
384	в театре	1	1
385	есть не	1	1
386	том виде	1	1
387	является его	2	1
388	а тем	1	1
389	а именно	1	1
390	в формах	1	1
391	но то	1	1
392	своих героев	2	1
393	в ее	4	1
394	к жизни	1	1
395	зрения на	2	1
396	той или	3	1
397	со словами	1	1
398	вплоть до	1	1
399	в разработке	1	1
400	как человека	1	1
401	но зато	2	1
402	слова является	1	1
403	а лишь	1	1
404	иметь в	1	1
405	конечно в	1	1
406	приводит к	1	1
407	раз в	2	1
408	вместе со	1	1
409	это он	1	1
410	особенно в	1	1
411	что ни	1	1
412	большей части	3	1
413	своего читателя	1	1
414	что никогда	1	1
415	подвергая его	1	1
416	и времени	1	1
417	на самом	2	1
418	в той	5	1
419	вступает в	2	1
420	виде в	1	1
421	что и	2	1
422	было не	1	1
423	этом и	1	1
424	границы между	1	1
425	за пределы	1	1
426	в историю	1	1
427	мы и	1	1
428	соответствии с	3	1
429	где в	1	1
430	что есть	1	1
431	и сам	3	1
432	на него	5	1
433	по преимуществу	1	1
434	даже с	1	1
435	они не	2	1
436	которые у	1	1
437	должна оставаться	1	1
438	к вам	1	1
439	свидетельствуют о	1	1
440	к прошлому	1	1
441	пребывания в	3	1
442	создается не	2	1
443	именно на	1	1
444	истории в	4	1
445	если не	2	1
446	которая была	1	1
447	отступает от	1	1
448	следует признать	4	1
449	он является	3	1
450	в литературе	4	1
451	жизни и	4	1
452	как он	2	1
453	представляет собой	16	1
454	принадлежат к	1	1
455	но уже	1	1
456	по содержанию	1	1
457	но служит	1	1
458	не все	2	1
459	время является	2	1
460	и о	1	1
461	о ее	1	1
462	уже давно	1	1
463	когда она	1	1
464	но эти	1	1
465	читал эти	1	1
466	на том	3	1
467	должно быть	1	1
468	том как	2	1
469	очевидно что	1	1
470	ясно что	1	1
471	своей собственной	2	1
472	его жизни	2	1
473	иной раз	1	1
474	это отдельные	1	1
475	о чем	2	1
476	по большей	3	1
477	не могло	2	1
478	видеть в	1	1
479	времени эта	1	1
480	и многочисленные	1	1
481	или менее	1	1
482	не о	1	1
483	ему в	2	1
484	тому как	2	1
485	не могли	1	1
486	в классической	1	1
487	однако и	1	1
488	более или	1	1
489	и т.д	4	1
490	является не	1	1
491	человека как	1	1
492	очевидным что	1	1
493	и когда	3	1
494	его авторской	1	1
495	ярким примером	1	1
496	ни у	1	1
497	такая же	1	1
498	как нечто	1	1
499	а к	3	1
500	высшим достижением	1	1
501	сюжет в	1	1
502	установку на	1	1
503	именно в	2	1
504	когда он	1	1
505	в данный	1	1
506	тем и	1	1
507	это была	1	1
508	во всей	1	1
509	для себя	3	1
510	в сторону	1	1
511	эти два	2	1
512	от себя	1	1
513	от второго	2	1
514	нам в	3	1
515	возможно и	1	1
516	которым он	1	1
517	в раннем	1	1
518	и образ	1	1
519	с одним	1	1
520	однако не	2	1
521	не являются	2	1
522	присутствие в	2	1
523	автора в	2	1
524	мы будем	1	1
525	похожи на	1	1
526	и она	1	1
527	наряду с	1	1
528	как у	4	1
529	мой взгляд	1	1
530	то они	1	1
531	ли он	1	1
532	времени в	1	1
533	не случайно	2	1
534	те же	2	1
535	к первому	1	1
536	в известном	3	1
537	также и	1	1
538	в разговоре	1	1
539	этого человека	1	1
540	обратим внимание	1	1
541	интереса к	1	1
542	здесь не	2	1
543	и говорить	1	1
544	первого и	1	1
545	и нет	1	1
546	в частности	11	1
547	и среди	1	1
548	представляют собой	2	1
549	но что	1	1
550	от которого	3	1
551	вернуться к	1	1
552	этом направлении	1	1
553	собственно говоря	2	1
554	или иного	3	1
555	о его	1	1
556	в некотором	1	1
557	выше в	1	1
558	от их	1	1
559	также в	1	1
560	которая не	2	1
561	давно уже	2	1
562	опирается на	1	1
563	и полюсом	1	1
564	и н	1	1
565	о единстве	1	1
566	чем же	1	1
567	пристального внимания	1	1
568	внимания к	1	1
569	но ясно	1	1
570	что она	2	1
571	котором он	1	1
572	ничто не	1	1
573	тем же	1	1
574	на себя	1	1
575	так или	1	1
576	человек в	3	1
577	быть в	1	1
578	в самой	1	1
579	чтобы вся	1	1
580	этом свете	1	1
581	свое собственное	1	1
582	могло бы	2	1
583	я уже	2	1
584	опытом и	1	1
585	по аналогии	1	1
586	на фоне	2	1
587	а потом	2	1
588	каждой из	1	1
589	образцом для	1	1
590	от первого	3	1
591	в других	2	1
592	означает что	1	1
593	или иначе	2	1
594	хх века	2	1
595	вытекает из	1	1
596	можно было	2	1
597	что создает	1	1
598	и как	1	1
599	в своем	6	1
600	потому не	2	1
601	на рубеже	1	1
602	совершенно иной	1	1
603	все что	4	1
604	в данной	1	1
605	именно то	2	1
606	в литературном	1	1
607	собой как	1	1
608	он уже	1	1
609	всей его	1	1
610	как говорит	1	1
611	но для	2	1
612	в данном	10	1
