N	2gram	Medvedev_F_3	Hudozhes
301	во всех	3	1
302	сознания а	1	1
303	к нулю	2	1
304	то он	3	1
305	в сторону	2	1
306	в общем	2	1
307	иногда и	1	1
308	себе и	1	1
309	не просто	1	1
310	нет и	3	1
311	или иное	2	1
312	за пределы	2	1
313	и чем	1	1
314	один и	1	1
315	ни одна	1	1
316	в течение	1	1
317	в одной	5	1
318	в той	3	1
319	внешнего и	2	1
320	противоречие в	1	1
321	более и	1	1
322	и нет	1	1
323	остановиться на	1	1
324	дистанция между	1	1
325	хотя и	1	1
326	сознания в	1	1
327	но для	2	1
328	нового и	3	1
329	нас все	1	1
330	от этого	2	1
331	от своей	1	1
332	составляет содержание	1	1
333	из жизни	1	1
334	и внутреннего	2	1
335	отношения между	2	1
336	социальная природа	1	1
337	так или	1	1
338	все эти	6	1
339	произведения здесь	1	1
340	и тот	1	1
341	но ведь	4	1
342	речь людей	1	1
343	так сказать	5	1
344	жизнью и	2	1
345	а несколько	2	1
346	в поэтике	1	1
347	сказать в	1	1
348	здесь однако	1	1
349	пределах одного	2	1
350	душу и	1	1
351	в корне	4	1
352	из виду	2	1
353	их в	3	1
354	на земле	2	1
355	на жизнь	2	1
356	какой бы	2	1
357	лишь с	2	1
358	ни был	1	1
359	но все	1	1
360	значительной степени	1	1
361	не следует	3	1
362	в каждом	5	1
363	то ни	4	1
364	интонаций в	2	1
365	он просто	1	1
366	противоречия между	1	1
367	а его	1	1
368	и других	1	1
369	значение если	1	1
370	и иных	1	1
371	и тем	3	1
372	даже в	2	1
373	видеть и	1	1
374	бы уже	1	1
375	не понимают	2	1
376	быть только	2	1
377	в слове	4	1
378	он и	3	1
379	для чего	2	1
380	было ни	1	1
381	выйти за	1	1
382	такою же	1	1
383	может идти	1	1
384	и при	1	1
385	никак не	3	1
386	таким же	2	1
387	это ощущение	1	1
388	установка на	4	1
389	а потом	1	1
390	знаем что	2	1
391	от его	3	1
392	но он	1	1
393	теми же	1	1
394	и более	3	1
395	в конце	3	1
396	том же	1	1
397	не должна	1	1
398	в словах	1	1
399	же мы	1	1
400	же такое	1	1
401	освободиться от	1	1
402	произведения и	3	1
403	то с	1	1
404	раз и	3	1
405	каждого отдельного	1	1
406	с миром	1	1
407	и притом	2	1
408	а иногда	2	1
409	жизни между	1	1
410	виду что	2	1
411	самого начала	1	1
412	в направлении	5	1
413	дело в	2	1
414	на себе	1	1
415	если для	1	1
416	та или	1	1
417	не могло	2	1
418	для всего	1	1
419	всей его	1	1
420	таковой не	1	1
421	в самой	2	1
422	учения о	1	1
423	к произведению	1	1
424	того в	1	1
425	как она	1	1
426	еще жива	1	1
427	за его	1	1
428	в области	2	1
429	где та	1	1
430	однако это	1	1
431	ему не	1	1
432	в момент	1	1
433	ведь даже	1	1
434	во все	1	1
435	отличается от	2	1
436	числе и	1	1
437	его с	1	1
438	нужды не	1	1
439	той или	1	1
440	всего произведения	1	1
441	но по	1	1
442	и понять	2	1
443	эта пара	1	1
444	дала бы	1	1
445	то или	2	1
446	в себя	1	1
447	с самого	1	1
448	в дальнейшем	5	1
449	и необходимости	2	1
450	как ее	4	1
451	ее осуществления	1	1
452	только через	1	1
453	в плоскости	5	1
454	еще в	3	1
455	это только	2	1
456	жизнь и	3	1
457	является в	2	1
458	еще так	1	1
459	в настоящее	1	1
460	по себе	4	1
461	в разных	1	1
462	лишь то	1	1
463	она могла	1	1
464	именно потому	2	1
465	и здесь	1	1
466	настоящее время	1	1
467	этом произведении	1	1
468	и внутреннее	1	1
469	но мы	1	1
470	и что	3	1
471	и который	1	1
472	первоначального замысла	1	1
473	в значительной	1	1
474	нас в	1	1
475	других людей	1	1
476	внутреннее в	1	1
477	все в	1	1
478	и лишь	2	1
479	места и	1	1
480	путь к	1	1
481	или иначе	1	1
482	искусства в	3	1
483	не одна	1	1
484	еще более	1	1
485	внешнее и	1	1
486	и писать	1	1
487	ряд с	1	1
488	того что	3	1
489	как например	1	1
490	быть и	1	1
491	но с	1	1
492	значении термина	1	1
493	в самое	2	1
494	и потому	5	1
495	бы его	1	1
496	во времени	1	1
497	делах и	1	1
498	не происходит	1	1
499	и теперь	6	1
500	это же	1	1
501	тот или	1	1
502	без этого	1	1
503	так что	1	1
504	в точке	1	1
505	для всех	1	1
506	оказывается в	1	1
507	завершение в	1	1
508	из категории	1	1
509	уже в	4	1
510	в нашей	1	1
511	в начале	1	1
512	еще одну	1	1
513	целого ряда	1	1
514	за ним	1	1
515	глубину и	1	1
516	превращаются в	2	1
517	следует что	4	1
518	который как	1	1
519	или даже	1	1
520	ведь это	1	1
521	могло бы	1	1
522	и понимается	1	1
523	так как	9	1
524	для меня	1	1
525	в рассмотренных	1	1
526	не о	3	1
527	отношении к	1	1
528	независимо от	5	1
529	и никогда	1	1
530	автор и	2	1
531	людей не	1	1
532	этом отношении	3	1
533	от того	2	1
534	случае с	2	1
535	лишь для	5	1
536	где в	1	1
537	соединении с	2	1
538	без того	1	1
539	ней и	1	1
540	и даже	2	1
541	вполне отвечает	1	1
542	что человек	1	1
543	к младшей	1	1
544	человека а	1	1
545	действующих лиц	2	1
546	наконец в	1	1
547	полагаем что	1	1
548	что бы	1	1
549	настоящего времени	1	1
550	а на	2	1
551	же обстоит	1	1
552	до конца	4	1
553	более того	6	1
554	выражением его	1	1
555	там где	7	1
556	теперь с	1	1
557	здесь лишь	1	1
558	и силы	1	1
559	в речи	1	1
560	стороны в	1	1
561	все более	1	1
562	бы оно	1	1
563	он тем	1	1
564	не удается	1	1
565	в пределах	8	1
566	для искусства	1	1
567	чем в	1	1
568	его собственные	1	1
569	по существу	1	1
570	исходя из	1	1
571	другого человека	1	1
572	распадается на	2	1
573	лежит в	1	1
574	дело здесь	1	1
575	смысл в	1	1
576	с этой	1	1
577	на другое	1	1
578	глава третья	1	1
579	слова и	4	1
580	этом случае	1	1
581	художественное произведение	11	1
582	в условиях	3	1
583	но это	2	1
584	на человека	1	1
585	к которому	2	1
586	только тогда	1	1
587	в пределе	2	1
588	каждая новая	1	1
589	мира и	1	1
590	ее и	2	1
591	интерес к	1	1
592	бы в	6	1
593	же в	1	1
594	обстоит дело	4	1
595	чем же	2	1
596	в творчестве	1	1
597	не знает	1	1
598	другой стороны	5	1
599	прямой наследник	2	1
600	совершенно не	7	1
601	того на	1	1
602	в кругу	1	1
603	из этого	4	1
604	героя в	3	1
605	скажем на	1	1
606	в действительности	9	1
607	не нуждается	3	1
608	это так	1	1
609	в искусстве	7	1
610	в своих	6	1
611	том числе	1	1
612	это в	1	1
613	каждое слово	1	1
614	к этому	2	1
615	можно назвать	1	1
616	в таком	2	1
