N	2gram	Potebnia_M_1	PoTuStor
113	друг на	1	2
114	за пределы	2	2
115	него только	1	2
116	с этим	7	2
117	что это	3	2
118	он не	3	2
119	нашего времени	1	2
120	и по	6	2
121	то же	6	2
122	связанные с	1	2
123	и мы	1	2
124	было бы	12	2
125	в жизни	3	2
126	в них	3	2
127	как и	9	2
128	между собою	6	2
129	в своей	3	2
130	не менее	6	2
131	в науке	1	2
132	не нуждается	2	2
133	никогда не	4	2
134	таким путем	1	2
135	понятия и	3	2
136	что на	6	2
137	в каком	6	2
138	все то	2	2
139	не могут	4	2
140	что оно	2	2
141	он ищет	1	2
142	не будет	2	2
143	как не	1	2
144	только то	2	2
145	быть может	1	2
146	для этого	2	2
147	и вообще	3	2
148	с ним	3	2
149	о том	2	2
150	аналогии с	1	2
151	для нас	9	2
152	что и	6	2
153	во всей	1	2
154	один из	1	2
155	оно и	3	2
156	мы видим	4	2
157	что он	1	2
158	поэтому и	1	2
159	есть в	2	2
160	не имеющие	1	2
161	с нею	4	2
162	не можем	2	2
163	если мы	3	2
164	в начале	2	2
165	в душе	11	2
166	и других	4	2
167	к ним	2	2
168	у него	1	2
169	оно не	3	2
170	себя и	1	2
171	что не	10	2
172	а на	1	2
173	на друга	1	2
174	не на	1	2
175	его все	1	2
176	в развитии	1	2
177	что мы	4	2
178	в одно	2	2
179	так же	5	2
180	в мир	1	2
181	чувства и	13	2
182	с этой	2	2
183	своей жизни	1	2
184	но это	5	2
185	и таким	1	2
186	это последнее	2	2
187	к другим	2	2
188	и для	5	2
189	не существует	2	2
190	сознания и	1	2
191	в голову	1	2
192	ни было	2	2
193	не есть	10	2
194	все остальные	4	2
195	всех других	1	2
196	к этому	1	2
197	они не	1	2
198	говоря о	1	1
199	человека и	1	1
200	и то	3	1
201	корней и	1	1
202	он может	1	1
203	органическое единство	1	1
204	жизни мы	1	1
205	явления и	1	1
206	что эти	1	1
207	не имеют	5	1
208	высшей степени	1	1
209	и могут	1	1
210	его не	1	1
211	полагает что	1	1
212	до времени	1	1
213	мы имеем	1	1
214	что если	3	1
215	вопрос о	4	1
216	в основных	1	1
217	из того	2	1
218	зависимости от	1	1
219	в ней	7	1
220	и самого	1	1
221	а другие	1	1
222	иное как	2	1
223	столь же	3	1
224	бы то	2	1
225	что его	1	1
226	основано на	1	1
227	одним словом	2	1
228	на сторону	1	1
229	но не	8	1
230	слов не	2	1
231	значение и	2	1
232	с духом	4	1
233	что они	1	1
234	к сожалению	1	1
235	в течение	2	1
236	же с	7	1
237	общего с	1	1
238	дает нам	1	1
239	некоторое время	1	1
240	все же	6	1
241	в полном	2	1
242	хотя и	3	1
243	когда он	1	1
244	что по	3	1
245	был связан	1	1
246	его к	2	1
247	свой круг	1	1
248	увидим что	4	1
249	этой цели	2	1
250	от этого	1	1
251	психологии и	1	1
252	уже не	2	1
253	та же	1	1
254	а во-вторых	1	1
255	сказать о	1	1
256	предметов и	2	1
257	в нашем	1	1
258	как он	1	1
259	во многих	2	1
260	по мнению	3	1
261	из предшествующих	1	1
262	человек не	1	1
263	на его	1	1
264	теории и	2	1
265	что она	1	1
266	не следует	5	1
267	кое-что из	1	1
268	единство в	1	1
269	образом и	2	1
270	отношений между	3	1
271	машины не	1	1
272	но вместе	2	1
273	из него	2	1
274	этого направления	1	1
275	подобно тому	3	1
276	мы обыкновенно	1	1
277	без исключения	1	1
278	по его	7	1
279	от нее	6	1
280	а вместе	3	1
281	то ни	3	1
282	вывести из	2	1
283	различие между	1	1
284	в мире	3	1
285	той же	3	1
286	развития к	1	1
287	на все	2	1
288	не нашел	1	1
289	лишь в	1	1
290	входит в	1	1
291	это было	1	1
292	за собою	1	1
293	отношения которые	1	1
294	мы на	1	1
295	может стать	1	1
296	себе все	1	1
297	в свой	1	1
298	истории и	1	1
299	весь мир	1	1
300	его состав	1	1
301	еще одно	1	1
302	признать за	1	1
303	для них	2	1
304	были в	1	1
305	слагаются в	2	1
306	с тем	5	1
307	как кажется	3	1
308	одна и	1	1
309	несмотря на	5	1
310	жизни но	1	1
311	мир в	1	1
312	и того	2	1
313	их на	1	1
314	одного и	2	1
315	язык но	2	1
316	с подобными	1	1
317	но если	2	1
318	и другом	2	1
319	от своего	1	1
320	что есть	1	1
321	обыденной жизни	1	1
322	в следующем	1	1
323	не сумеет	1	1
324	его мнению	4	1
325	освободить от	1	1
326	что до	2	1
327	что я	1	1
328	любовь и	1	1
329	выше мы	1	1
330	времени не	1	1
331	друг другу	3	1
332	на другую	1	1
333	есть еще	1	1
334	так называемое	1	1
335	однако в	4	1
336	этот мир	1	1
337	человека но	1	1
338	она по	1	1
339	организм в	1	1
340	всех их	1	1
341	других отношений	1	1
342	или что	1	1
343	в смысле	4	1
344	и отсюда	1	1
345	тогда когда	9	1
346	дело в	2	1
347	только из	3	1
348	в сущности	2	1
349	к новым	2	1
350	до поры	1	1
351	исторической и	1	1
352	на последующую	1	1
353	в самых	1	1
354	что иное	2	1
355	того чтобы	2	1
356	для всего	1	1
357	только не	2	1
358	вытекает из	2	1
359	до своего	2	1
360	не имеет	5	1
361	наука и	1	1
362	и всегда	2	1
363	как причина	2	1
364	в отношениях	2	1
365	ничего не	1	1
366	его должно	1	1
367	во всем	4	1
368	к этим	1	1
369	связи с	3	1
370	языка который	1	1
371	в сознании	3	1
372	в виду	2	1
373	следует что	1	1
374	уже и	1	1
375	им а	1	1
376	и делает	1	1
377	нашего организма	3	1
378	тела и	1	1
379	один шаг	1	1
380	от того	4	1
381	предположение о	1	1
382	деятельности и	5	1
383	нам что	1	1
384	в духе	1	1
385	единство с	2	1
386	самостоятельности и	2	1
387	должны быть	7	1
388	мы по	1	1
389	к тому	4	1
390	это содержание	1	1
391	что при	5	1
392	на это	1	1
393	она не	3	1
394	ничего общего	2	1
395	в применении	2	1
396	бы по	1	1
397	из всего	1	1
398	своего развития	1	1
399	на другой	1	1
400	потому мы	1	1
401	только при	2	1
402	но во-первых	2	1
403	приводит к	1	1
404	роль в	1	1
405	и что	10	1
406	и прочее	1	1
407	если они	1	1
408	в другом	1	1
409	можно было	1	1
410	времени и	2	1
411	это состояние	1	1
412	мог бы	2	1
413	еще в	1	1
414	и отношении	1	1
415	его мысли	1	1
416	если бы	14	1
417	из одного	3	1
418	остановимся на	1	1
419	в разных	2	1
420	связанная с	1	1
421	о нем	1	1
422	и деятельности	1	1
423	в известных	1	1
424	развития в	1	1
425	рождается вместе	2	1
426	на вопрос	1	1
427	внимание на	1	1
428	как ее	1	1
429	необходим для	1	1
430	на волю	1	1
431	нас в	1	1
432	ее присутствие	1	1
433	на чувства	1	1
434	не более	4	1
435	в другой	3	1
436	нельзя сказать	1	1
437	наконец в	1	1
438	жизни значение	1	1
439	и об	1	1
440	для самого	1	1
441	это приводит	1	1
442	к нему	1	1
443	и история	1	1
444	но так	1	1
445	от законов	1	1
446	быть при	1	1
447	что конечно	1	1
448	к делу	1	1
449	на другие	1	1
450	дело с	1	1
451	мы увидим	3	1
452	бы из	1	1
453	к их	1	1
454	быть сведены	1	1
455	их мы	1	1
456	сознания ни	1	1
457	бы ни	4	1
458	только сознательное	1	1
459	с одной	3	1
460	себя в	1	1
461	душевных явлений	5	1
462	мы принуждены	2	1
463	уже в	1	1
464	нами и	1	1
465	то и	7	1
466	начало человеческой	1	1
467	по самым	1	1
468	жизни таким	1	1
469	наука о	1	1
470	ничего но	1	1
471	вовсе не	5	1
472	с этими	1	1
473	ее не	1	1
474	будет только	1	1
475	как его	1	1
476	случае не	1	1
477	заметить что	2	1
478	не говорит	1	1
479	этом отношении	1	1
480	даже и	2	1
481	быть совершенно	1	1
482	перейти к	2	1
483	для того	3	1
484	со стороны	8	1
485	деле есть	2	1
486	с другой	7	1
487	дальнейшей жизни	1	1
488	который необходим	1	1
489	от удовлетворения	1	1
490	в каких	1	1
491	даже самого	1	1
492	в свою	4	1
493	не достигают	1	1
494	что для	3	1
495	у нас	2	1
496	одной стороны	3	1
497	человеческом организме	1	1
498	на этот	2	1
499	в ребенке	1	1
500	зависит от	5	1
501	а не	21	1
502	именно так	1	1
503	психология как	1	1
504	человек есть	1	1
505	мысли притом	1	1
506	для человека	2	1
507	не всегда	1	1
508	нормальном состоянии	1	1
509	разных местах	1	1
510	в связи	1	1
511	связь с	2	1
512	многих случаях	1	1
513	в человеке	10	1
514	рождаются в	2	1
515	влияния на	1	1
516	предположить что	1	1
517	в данном	1	1
518	применении к	2	1
519	тому как	4	1
520	что же	2	1
521	быть только	5	1
522	даже с	2	1
523	в человеческом	2	1
524	в состоянии	3	1
525	конечно если	1	1
526	том смысле	4	1
527	быть не	4	1
528	несколько слов	1	1
529	о его	2	1
530	находится во	2	1
531	противоположных по	1	1
532	примыкают к	1	1
533	в более	4	1
534	задолго до	1	1
535	при таком	4	1
536	потому не	1	1
537	она может	3	1
538	не подлежит	1	1
539	мы только	1	1
540	организм все	1	1
541	в эту	1	1
542	еще более	2	1
543	на других	1	1
544	мы должны	3	1
545	только что	2	1
546	на такой	1	1
547	же в	2	1
548	хотя в	3	1
549	но всегда	2	1
550	к ее	1	1
551	процессы в	1	1
552	по поводу	3	1
553	все органические	1	1
554	ее только	1	1
555	нет ничего	2	1
556	в психологии	1	1
557	по которой	1	1
558	не что	2	1
559	ко всему	1	1
560	в своих	4	1
561	этой точки	1	1
562	области психологии	1	1
563	как на	3	1
