N	2gram	Losev_Prob_3	Mirosoze
469	же и	4	1
470	к идее	1	1
471	же она	1	1
472	с нею	2	1
473	когда говорил	1	1
474	говорить об	1	1
475	то и	5	1
476	в нашей	2	1
477	не исчезает	1	1
478	оно всегда	3	1
479	ответ на	1	1
480	чего бы	2	1
481	свой собственный	3	1
482	себе в	1	1
483	всяком случае	6	1
484	что она	1	1
485	цели и	1	1
486	в одном	1	1
487	говорим что	1	1
488	произведения и	2	1
489	как его	1	1
490	и никогда	1	1
491	связано было	1	1
492	связан с	1	1
493	не связано	1	1
494	наиболее важен	1	1
495	а именно	8	1
496	с той	5	1
497	чем он	2	1
498	же о	1	1
499	души и	1	1
500	или о	1	1
501	что не	1	1
502	которой нет	1	1
503	нужно сказать	1	1
504	не на	1	1
505	хотелось бы	1	1
506	жизнь в	3	1
507	свое собственное	2	1
508	для их	1	1
509	произведения искусства	1	1
510	если не	3	1
511	природе от	1	1
512	но оно	3	1
513	в частности	2	1
514	мы говорим	4	1
515	в европе	1	1
516	даже до	1	1
517	перейти в	1	1
518	сравнению с	2	1
519	он будет	2	1
520	есть на	1	1
521	когда она	2	1
522	будет отрицать	1	1
523	да и	5	1
524	бросается в	1	1
525	потому и	1	1
526	эти совершенно	1	1
527	что мы	8	1
528	было сказано	1	1
529	только для	1	1
530	но это	8	1
531	о его	2	1
532	имел в	1	1
533	от нас	2	1
534	отличный от	1	1
535	время для	1	1
536	и часто	1	1
537	перед собой	1	1
538	об отношении	1	1
539	бы даже	1	1
540	что только	1	1
541	но также	2	1
542	она уже	3	1
543	то не	1	1
544	но когда	2	1
545	особого рода	1	1
546	из себя	3	1
547	бы он	1	1
548	иное чем	1	1
549	тем более	3	1
550	не должен	1	1
551	ни к	3	1
552	ведь этот	1	1
553	толстой не	1	1
554	и страданий	1	1
555	от всякого	2	1
556	человеческого общества	1	1
557	к ее	1	1
558	к какому	2	1
559	а ведь	3	1
560	обычно не	1	1
561	понимается как	1	1
562	остается на	1	1
563	для нашего	1	1
564	жизни а	3	1
565	не что	4	1
566	есть то	3	1
567	можно назвать	1	1
568	в искусстве	4	1
569	в своих	1	1
570	с первого	3	1
571	себе без	1	1
572	только одного	2	1
573	так же	5	1
574	во всяком	9	1
575	земли и	1	1
576	они не	1	1
577	о мировом	1	1
578	смысле что	3	1
579	слова это	2	1
