N	2gram	Tiupa_Lite_3	VrazhdaK
132	в свою	2	2
133	писателей в	2	2
134	как известно	1	1
135	от этой	1	1
136	ко всем	1	1
137	полемика с	2	1
138	того же	2	1
139	свидетельствует что	1	1
140	е годы	9	1
141	это и	1	1
142	идет о	1	1
143	я напротив	1	1
144	и есть	1	1
145	ему не	1	1
146	а от	1	1
147	автору этих	1	1
148	по преимуществу	1	1
149	свое место	3	1
150	едва ли	3	1
151	в их	1	1
152	по его	1	1
153	полагает что	1	1
154	той же	3	1
155	ни со	1	1
156	вот она	1	1
157	о помощи	1	1
158	начинается с	1	1
159	совпадает с	1	1
160	говорить о	1	1
161	имя и	1	1
162	одном из	2	1
163	как ему	1	1
164	как правило	1	1
165	но не	4	1
166	о смерти	1	1
167	в сторону	3	1
168	если в	1	1
169	и т.д	1	1
170	в е	8	1
171	я только	2	1
172	что они	1	1
173	к сожалению	1	1
174	и я	1	1
175	первый взгляд	1	1
176	для русской	1	1
177	независимо от	1	1
178	как в	5	1
179	с этим	1	1
180	для всех	1	1
181	традиции к	2	1
182	героев достоевского	1	1
183	и наконец	3	1
184	себе на	2	1
185	то в	3	1
186	человеком в	1	1
187	в самом	3	1
188	в целом	5	1
189	своей правоты	1	1
190	романа это	1	1
191	и и	1	1
192	еще один	2	1
193	тому же	5	1
194	как он	1	1
195	знали что	1	1
196	в первой	2	1
197	ключ к	1	1
198	при виде	1	1
199	в силу	1	1
200	в серебряном	1	1
201	людей и	1	1
202	однако в	4	1
203	в глубине	2	1
204	самим собой	3	1
205	другими не	1	1
206	не хуже	1	1
207	было бы	2	1
208	в итоге	1	1
209	в жизни	8	1
210	из первых	1	1
211	соответствии с	5	1
212	этого не	1	1
213	не всегда	2	1
214	он и	2	1
215	в москве	1	1
216	в этих	1	1
217	и их	1	1
218	каким был	1	1
219	на свою	3	1
220	начале х	3	1
221	своего рода	10	1
222	тем не	1	1
223	возвращается к	1	1
224	вплоть до	2	1
225	тем самым	7	1
226	не имеет	1	1
227	в процессе	1	1
228	как о	2	1
229	не достает	1	1
230	в уме	1	1
231	только не	1	1
232	писателя с	1	1
233	нельзя не	1	1
234	не лучше	1	1
235	по своей	3	1
236	ему и	1	1
237	потому что	3	1
238	этом отношении	5	1
239	вот в	2	1
240	ли не	1	1
241	сама жизнь	1	1
242	сходство с	1	1
243	она же	1	1
244	не есть	1	1
245	ничего общего	1	1
246	правда не	1	1
247	он ищет	2	1
248	с ее	3	1
249	свою очередь	1	1
250	но при	1	1
251	это будет	2	1
252	в ее	5	1
253	но мы	1	1
254	имела место	1	1
255	на страницах	2	1
256	и сам	2	1
257	так и	9	1
258	на нее	1	1
259	не с	2	1
260	было в	1	1
261	еще в	3	1
262	во второй	2	1
263	том как	1	1
264	жизнь и	1	1
265	быть может	2	1
266	и эстетический	1	1
267	для печати	1	1
268	ему нужно	1	1
269	второй половине	1	1
270	нас в	1	1
271	партии и	1	1
272	к нему	1	1
273	во всех	2	1
274	во всей	2	1
275	вслед за	3	1
276	также в	1	1
277	в свете	1	1
278	не знаю	2	1
279	человека как	1	1
280	если это	2	1
281	в литературе	1	1
282	тех пор	1	1
283	имеется в	1	1
284	людей а	1	1
285	один из	2	1
286	но с	2	1
287	романа и	2	1
288	за исключением	1	1
289	во всем	1	1
290	в декабре	1	1
291	в качестве	5	1
292	своем дневнике	1	1
293	себя в	7	1
294	на свое	2	1
295	к своим	2	1
296	что для	1	1
297	ни с	2	1
298	с различными	1	1
299	в одном	4	1
300	ее не	1	1
301	друг друга	1	1
302	не просто	1	1
303	без внимания	1	1
304	лишь один	1	1
305	там за	1	1
306	в молодости	1	1
307	никого не	1	1
308	из двух	1	1
309	нужно было	1	1
310	с другой	6	1
311	именно в	5	1
312	все равно	1	1
313	прежде всего	3	1
314	выше и	2	1
315	в соответствии	3	1
316	только по	1	1
317	при участии	1	1
318	на этот	1	1
319	до конца	4	1
320	в ту	2	1
321	из героев	1	1
322	не об	1	1
323	себя на	1	1
324	нет ничего	1	1
325	в частности	11	1
326	усматривал в	1	1
327	он смотрел	1	1
328	может как	1	1
329	что за	1	1
330	этого типа	1	1
331	с тех	1	1
332	того что	9	1
333	я с	3	1
334	еще раз	2	1
335	с последним	1	1
336	романа с	1	1
337	меня я	1	1
338	годов в	2	1
339	более того	3	1
340	глубине души	1	1
341	героини и	1	1
342	восходящая к	3	1
343	и от	1	1
344	и другими	1	1
345	я всегда	1	1
346	о котором	1	1
347	это как	3	1
348	человек и	1	1
349	хотя и	4	1
350	и перед	2	1
351	говорилось в	1	1
352	бы в	1	1
353	в литературной	1	1
354	еще более	1	1
355	но вот	1	1
356	отношении к	1	1
357	другой стороны	2	1
358	бы его	1	1
359	из этого	1	1
360	жизни и	3	1
361	к этой	1	1
362	у людей	1	1
363	который не	1	1
364	как на	3	1
365	в таком	1	1
366	они не	1	1
