N	2gram	Potebnia_M_1	SlovoVZh
179	имеет место	2	2
180	связь с	2	2
181	нет ничего	2	2
182	вместе с	8	2
183	в отношении	1	2
184	но не	8	2
185	общего с	1	2
186	быть только	5	2
187	вместе со	1	2
188	с этой	2	2
189	она не	3	2
190	с точки	3	2
191	этой стороны	1	2
192	тогда когда	9	2
193	слова так	1	2
194	в то	4	2
195	и притом	4	2
196	на него	3	2
197	слова но	2	2
198	ничего не	1	2
199	и все	3	2
200	все они	2	2
201	в этих	7	2
202	есть уже	3	2
203	но это	5	2
204	между ними	1	2
205	стороны и	2	2
206	могут быть	9	2
207	и вполне	1	2
208	как только	1	2
209	на это	1	2
210	что в	22	2
211	как на	3	2
212	бы даже	2	2
213	и другие	1	2
214	не есть	10	2
215	к этому	1	2
216	если же	5	2
217	же нам	1	1
218	а между	3	1
219	и это	3	1
220	например в	1	1
221	же как	1	1
222	как мы	2	1
223	и о	2	1
224	чтобы не	2	1
225	с ее	2	1
226	сам по	1	1
227	свою очередь	4	1
228	а из	1	1
229	произведения остаются	1	1
230	совершенно ясно	1	1
231	показать что	1	1
232	нам кажется	1	1
233	тем же	2	1
234	так относится	1	1
235	только то	2	1
236	в произведении	1	1
237	с самого	3	1
238	то время	1	1
239	из его	1	1
240	проникает в	1	1
241	дано в	1	1
242	не имеют	5	1
243	высшей степени	1	1
244	с таким	1	1
245	слово есть	1	1
246	можно было	1	1
247	было в	1	1
248	имеют общего	1	1
249	на которую	2	1
250	в следующий	1	1
251	остается только	4	1
252	та же	1	1
253	его бытием	1	1
254	является в	1	1
255	на что	2	1
256	для этого	2	1
257	из одного	3	1
258	творчества с	1	1
259	само слово	1	1
260	не вполне	1	1
261	на себя	1	1
262	то она	2	1
263	но то	1	1
264	себе общий	1	1
265	но при	3	1
266	стороны его	1	1
267	на них	1	1
268	там же	9	1
269	не найдем	1	1
270	на их	1	1
271	столь же	3	1
272	материала это	1	1
273	аналогии с	1	1
274	во всех	5	1
275	для какой	1	1
276	и во	3	1
277	образом мы	1	1
278	и особенности	1	1
279	то мы	2	1
280	собственной внутренней	1	1
281	все в	2	1
282	то в	5	1
283	связь слова	1	1
284	себе и	1	1
285	и степень	1	1
286	крайней мере	2	1
287	только там	1	1
288	что они	1	1
289	именно в	1	1
290	сама по	3	1
291	этой группы	1	1
292	в теории	2	1
293	слов и	4	1
294	словах и	1	1
295	знания и	1	1
296	в одной	1	1
297	в лице	1	1
298	что именно	2	1
299	не зная	2	1
300	выйти из	2	1
301	предполагает в	2	1
302	дает место	1	1
303	как например	2	1
304	на которой	1	1
305	все остальные	4	1
306	перед нами	1	1
307	чистоту и	1	1
308	хотя и	3	1
309	может получить	1	1
310	и понимания	9	1
311	на другие	1	1
312	мы увидим	3	1
313	явления в	1	1
314	более или	1	1
315	себе не	1	1
316	следующим образом	1	1
317	увидим что	4	1
318	как нечто	1	1
319	нашего времени	1	1
320	к делу	1	1
321	по мнению	3	1
322	в обществе	1	1
323	тому как	4	1
324	отказывается от	1	1
325	что это	3	1
326	в целом	2	1
327	формы в	1	1
328	если мы	3	1
329	не то	1	1
330	себя в	1	1
331	думать что	3	1
332	есть в	2	1
333	им в	1	1
334	бы только	2	1
335	не можем	2	1
336	во многих	2	1
337	нами и	1	1
338	значение и	2	1
339	и грамматических	2	1
340	в виде	1	1
341	что она	1	1
342	противном случае	3	1
343	слова не	2	1
344	не из	3	1
345	или даже	3	1
346	при помощи	2	1
347	нашем же	1	1
348	одно из	3	1
349	и их	3	1
350	всяком случае	1	1
351	не как	1	1
352	в одном	8	1
353	вовсе не	5	1
354	ни были	3	1
355	ничего общего	2	1
356	друг друга	5	1
357	чувства в	1	1
358	что называется	1	1
359	как его	1	1
360	бытия и	3	1
361	у него	1	1
362	из нее	1	1
363	речь и	2	1
364	подобно тому	3	1
365	на этом	1	1
366	вопросов о	1	1
367	значительной степени	2	1
368	грамматических форм	1	1
369	даже и	2	1
370	том же	2	1
371	бы они	2	1
372	и только	2	1
373	что все	3	1
374	сознание и	1	1
375	в другом	1	1
376	без того	1	1
377	только отдельные	1	1
378	в следующее	1	1
379	зрения на	1	1
380	должно быть	7	1
381	входит в	1	1
382	отношения которые	1	1
383	и которые	2	1
384	говорить и	1	1
385	и мы	1	1
386	было бы	12	1
387	себя однако	1	1
388	к которому	3	1
389	не совпадает	1	1
390	этом смысле	4	1
391	и тем	3	1
392	но есть	1	1
393	только к	1	1
394	что для	3	1
395	представителей этой	1	1
396	во внутренней	3	1
397	само собою	2	1
398	для них	2	1
399	от нее	6	1
400	но уже	2	1
401	не было	4	1
402	рядом с	1	1
403	нем находит	1	1
404	все равно	1	1
405	далеко не	1	1
406	отношения в	1	1
407	не на	1	1
408	в ее	1	1
409	в слове	8	1
410	не всегда	1	1
411	одна и	1	1
412	несмотря на	5	1
413	как перед	1	1
414	этом основании	1	1
415	в субъект	1	1
416	для говорящих	1	1
417	всех других	1	1
418	же не	1	1
419	в истории	7	1
420	обратимся к	1	1
421	и того	2	1
422	остается в	1	1
423	восприятия и	3	1
424	что собственно	1	1
425	но можно	1	1
426	мы видели	4	1
427	или менее	1	1
428	все более	3	1
429	такой степени	1	1
430	но если	2	1
431	то он	2	1
432	нас не	1	1
433	и без	3	1
434	как одно	1	1
435	относятся к	1	1
436	только его	1	1
437	то есть	42	1
438	существуют и	1	1
439	к одному	2	1
440	не могут	4	1
441	и независимо	1	1
442	что я	1	1
443	признать что	1	1
444	сами по	1	1
445	по крайней	2	1
446	и слушающего	1	1
447	том и	2	1
448	и должна	1	1
449	в словах	3	1
450	на эти	1	1
451	воздействуя на	1	1
452	что например	3	1
453	для нее	2	1
454	с так	3	1
455	что до	2	1
456	случае мы	1	1
457	на другое	1	1
458	другие области	1	1
459	степень его	1	1
460	взаимного отношения	1	1
461	по мере	6	1
462	между людьми	1	1
463	же то	2	1
464	только для	3	1
465	природу и	1	1
466	в так	1	1
467	и таким	1	1
468	она могла	1	1
469	в смысле	4	1
470	в противном	3	1
471	самого начала	3	1
472	это последнее	2	1
473	только из	3	1
474	более и	2	1
475	в науке	1	1
476	всех языках	1	1
477	отрешиться от	1	1
478	и искусство	1	1
479	к пониманию	1	1
480	при таком	4	1
481	потому не	1	1
482	того чтобы	2	1
483	не существует	2	1
484	для всего	1	1
485	тот не	1	1
486	сможем найти	1	1
487	такой взгляд	1	1
488	человека для	1	1
489	имеет дело	1	1
490	в результате	1	1
491	чтобы убедиться	1	1
492	к одной	3	1
493	же время	4	1
494	от него	4	1
495	еще более	2	1
496	тем более	2	1
497	не должен	1	1
498	и общего	1	1
499	могли только	1	1
500	с этих	1	1
501	мы должны	3	1
502	ровно ничего	1	1
503	по своей	1	1
504	если нам	1	1
505	убедиться в	1	1
506	бы по	1	1
507	связи с	3	1
508	не нужен	1	1
509	в свою	4	1
510	этого развития	1	1
511	уже и	1	1
512	как будто	2	1
513	этом отношении	1	1
514	и делает	1	1
515	не нуждается	2	1
516	нам не	1	1
517	в области	1	1
518	приближается к	1	1
519	свое значение	1	1
520	один шаг	1	1
521	представлять себе	1	1
522	у нас	2	1
523	языка в	6	1
524	и оно	1	1
525	равно как	1	1
526	все то	2	1
527	что можно	3	1
528	его внутренней	1	1
529	поэтому не	1	1
530	когда мы	2	1
531	есть только	11	1
532	время не	1	1
533	должны быть	7	1
534	можно сравнить	1	1
535	что оно	2	1
536	но эти	2	1
537	к другим	2	1
538	мы могли	1	1
539	видит только	1	1
540	слова с	1	1
541	в таком	5	1
542	во всяком	3	1
543	они не	1	1
544	к тому	4	1
