N	2gram	Propp_Russ_1	slovoVRo
454	в среде	1	1
455	выделить и	1	1
456	в уже	3	1
457	иногда совпадая	1	1
458	быть не	1	1
459	в изучении	2	1
460	в это	3	1
461	этого слова	3	1
462	в первые	2	1
463	но это	4	1
464	между прочим	2	1
465	на одной	1	1
466	в более	2	1
467	о котором	1	1
468	в отдельных	1	1
469	от них	3	1
470	от него	1	1
471	иное чем	1	1
472	зрения в	1	1
473	развития этого	1	1
474	же в	1	1
475	не знает	1	1
476	только как	1	1
477	есть и	1	1
478	искали его	1	1
479	та же	2	1
480	в какой	2	1
481	жизни и	1	1
482	и другие	13	1
483	значение в	1	1
484	как на	1	1
485	в таком	1	1
486	все что	1	1
487	они не	1	1
