N	2gram	Vygotskiy__3	Russkaja
180	все эти	4	2
181	и тот	1	2
182	и те	1	2
183	отправной точкой	1	2
184	по самому	2	2
185	состоит в	3	2
186	не к	3	2
187	и вот	2	2
188	так часто	1	2
189	факт что	1	2
190	мы уже	7	2
191	на этой	1	2
192	того или	1	2
193	в глазах	1	2
194	и тем	3	2
195	участие в	1	2
196	на основании	1	2
197	и тогда	1	2
198	нисколько не	1	2
199	в этих	2	2
200	что такое	1	2
201	в котором	6	2
202	место в	3	2
203	собой все	1	2
204	с уверенностью	3	2
205	в силу	2	2
206	друг другу	2	2
207	и более	2	2
208	их в	2	2
209	том и	2	2
210	для нее	1	2
211	тому что	6	2
212	она не	6	2
213	только для	3	2
214	в таких	1	2
215	что с	4	2
216	принадлежат к	1	2
217	для нас	8	2
218	у него	4	2
219	весь смысл	2	2
220	больше чем	4	2
221	в противоречие	2	2
222	на россию	1	2
223	как будто	4	2
224	к себе	2	2
225	всю свою	1	2
226	отличается от	1	2
227	понять что	1	2
228	на такую	1	2
229	указывает на	6	2
230	которой она	1	2
231	россию и	1	2
232	и о	3	2
233	ясно что	6	2
234	это только	3	2
235	и что	18	2
236	были бы	3	2
237	от него	1	2
238	это в	1	2
239	быть и	1	2
240	что только	2	2
241	согласиться с	4	2
242	этот вопрос	1	2
243	совершенно не	5	2
244	по этому	1	2
245	так что	8	2
246	уже не	2	2
247	только на	1	2
248	в начале	1	2
249	но совершенно	1	2
250	не так	3	2
251	представить себе	1	2
252	ни в	3	2
253	не о	1	2
254	мы можем	7	2
255	к той	1	2
256	и вместе	2	2
257	в других	1	2
258	и даже	4	2
259	будет ли	1	2
260	а с	2	2
261	не нужна	1	2
262	в некоторых	1	2
263	зависит от	1	2
264	а не	7	2
265	на эту	1	2
266	совершенно очевидно	1	2
267	в частности	1	2
268	так же	2	2
269	противоречие с	2	2
270	тот факт	1	2
271	ни от	1	2
272	в течение	4	2
273	или иного	1	2
274	уже указали	2	2
275	отношения к	2	2
276	есть и	1	2
277	они стараются	1	2
278	благодаря этому	2	2
279	но это	3	2
280	стоит только	3	2
281	если не	1	2
282	в результате	1	2
283	в зависимость	1	2
284	с ним	2	2
285	отношении к	1	2
286	на это	3	2
287	ее в	4	2
288	тем самым	1	2
289	и действительно	2	1
290	должен быть	3	1
291	того же	3	1
292	сплошь и	1	1
293	он может	2	1
294	силы и	1	1
295	это и	1	1
296	идет о	4	1
297	на деле	4	1
298	показать что	7	1
299	ему что	1	1
300	что эти	4	1
301	себя громадное	1	1
302	от которых	1	1
303	с таким	1	1
304	со своей	2	1
305	в зависимости	1	1
306	их и	1	1
307	есть не	1	1
308	действительность или	1	1
309	надо было	2	1
310	мы не	5	1
311	же как	1	1
312	и ничего	2	1
313	он считает	1	1
314	нас важно	1	1
315	до такой	3	1
316	у себя	1	1
317	наша мысль	1	1
318	он как	1	1
319	только либо	1	1
320	в сущности	10	1
321	свою особую	1	1
322	оно есть	2	1
323	событий и	1	1
324	себе что	1	1
325	что оба	1	1
326	чем больше	1	1
327	а другие	1	1
328	которую можно	1	1
329	он был	3	1
330	но этого	1	1
331	столь же	2	1
332	или все	1	1
333	что его	2	1
334	у таких	1	1
335	заключается не	2	1
336	при жизни	1	1
337	в область	1	1
338	к этому	3	1
339	но как	2	1
340	в общем	2	1
341	должны были	2	1
342	очевидно что	2	1
343	которые не	1	1
344	оценку этой	1	1
345	что хотя	1	1
346	необходимый для	1	1
347	в истории	2	1
348	в одной	2	1
349	то чем	1	1
350	которой они	1	1
351	лишь изредка	1	1
352	перед нами	8	1
353	необычайной ясностью	1	1
354	в полном	2	1
355	является тем	1	1
356	когда он	4	1
357	что по	3	1
358	имеет в	1	1
359	от этого	1	1
360	тон и	1	1
361	котором она	1	1
362	вот на	1	1
363	не причисляя	1	1
364	и конечно	3	1
365	в которой	5	1
366	ни один	1	1
367	себя к	1	1
368	бы не	3	1
369	это единственная	1	1
370	что так	2	1
371	то и	3	1
372	только один	1	1
373	тому же	1	1
374	если он	4	1
375	то этим	1	1
376	своим собственным	2	1
377	на его	1	1
378	чем сильнее	3	1
379	не могла	2	1
380	не следует	1	1
381	этого мало	1	1
382	что когда	2	1
383	смотреть как	1	1
384	выражается в	1	1
385	всех остальных	2	1
386	чтобы они	1	1
387	именно из	1	1
388	так например	2	1
389	заключает в	1	1
390	и заключается	1	1
391	но все	1	1
392	это конечно	1	1
393	в одну	1	1
394	здесь мы	4	1
395	могла бы	3	1
396	тем в	2	1
397	злейший враг	1	1
398	то есть	15	1
399	заключается в	7	1
400	с другими	1	1
401	чтобы он	2	1
402	это не	1	1
403	и мы	13	1
404	то все	1	1
405	это противоречие	1	1
406	она стала	2	1
407	чаще всего	1	1
408	остановиться на	2	1
409	есть истинная	1	1
410	в жизни	1	1
411	и рядом	1	1
412	греха и	1	1
413	из нее	2	1
414	этого слова	2	1
415	но вся	1	1
416	она и	1	1
417	все равно	1	1
418	нет и	1	1
419	на одну	1	1
420	иначе говоря	5	1
421	такой же	2	1
422	в один	3	1
423	перед собой	2	1
424	мысли что	1	1
425	пушки и	1	1
426	бы на	1	1
427	от своего	2	1
428	нас не	1	1
429	в такой	3	1
430	что вся	1	1
431	никакому сомнению	1	1
432	не столько	1	1
433	что истинной	1	1
434	на свою	1	1
435	оказывается что	1	1
436	в которых	6	1
437	собой не	1	1
438	он весь	1	1
439	сведения о	1	1
440	которых каждая	1	1
441	ко всему	1	1
442	теми же	1	1
443	и эти	2	1
444	на такое	1	1
445	ставит себя	1	1
446	который мы	3	1
447	смысл ее	1	1
448	вовсе не	8	1
449	даже в	1	1
450	и вся	1	1
451	такое время	1	1
452	ему как	1	1
453	с необычайной	3	1
454	что эта	4	1
455	строя и	1	1
456	она могла	2	1
457	и другое	4	1
458	самого начала	6	1
459	и всегда	2	1
460	дело в	1	1
461	ее с	1	1
462	на него	1	1
463	не по	1	1
464	и форм	1	1
465	в основе	3	1
466	борьбы между	1	1
467	но только	8	1
468	это же	2	1
469	он с	1	1
470	только не	1	1
471	того и	1	1
472	казалось бы	5	1
473	возможно и	1	1
474	это то	1	1
475	именно с	1	1
476	второй к	1	1
477	суть дела	1	1
478	к ней	2	1
479	во-вторых что	1	1
480	было не	1	1
481	доказать что	1	1
482	этом отношении	1	1
483	две совершенно	3	1
484	каковы те	1	1
485	что на	1	1
486	применимо к	1	1
487	тем ближе	4	1
488	есть только	2	1
489	совершенно новым	1	1
490	как только	3	1
491	же самое	10	1
492	всего в	1	1
493	наконец что	1	1
494	что при	1	1
495	в применении	1	1
496	и это	8	1
497	говорят на	1	1
498	из всего	2	1
499	как мы	7	1
500	но по	1	1
501	с ее	2	1
502	как не	1	1
503	свою очередь	2	1
504	но при	1	1
505	всего этого	2	1
506	в ее	7	1
507	над нами	1	1
508	только при	1	1
509	не могло	1	1
510	совершенно ясно	13	1
511	внутренние противоречия	1	1
512	в собственном	1	1
513	своих отношениях	1	1
514	мысль о	1	1
515	только то	2	1
516	в себя	1	1
517	идет не	1	1
518	с самого	6	1
519	роль в	1	1
520	до самого	2	1
521	и когда	5	1
522	и важность	1	1
523	что у	7	1
524	так и	1	1
525	не за	1	1
526	совершенно различных	1	1
527	те же	1	1
528	том виде	1	1
529	мог бы	1	1
530	две части	1	1
531	остается только	1	1
532	ничего подобного	1	1
533	по сравнению	1	1
534	мы в	2	1
535	значит в	1	1
536	из одного	3	1
537	нас и	1	1
538	какой это	1	1
539	язык и	1	1
540	никак не	7	1
541	одного из	2	1
542	в новую	1	1
543	и просто	1	1
544	можно сказать	1	1
545	с другой	7	1
546	по их	1	1
547	под именем	1	1
548	которую все	1	1
549	и хочет	1	1
550	у всех	4	1
551	в русском	1	1
552	мы хотим	3	1
553	дело так	2	1
554	один из	6	1
555	а если	1	1
556	внутреннее противоречие	2	1
557	ведет нас	1	1
558	положение в	1	1
559	она требует	2	1
560	узнаем что	2	1
561	может сразу	1	1
562	в сторону	1	1
563	и у	1	1
564	если мы	6	1
565	или не	2	1
566	и других	1	1
567	тем сильнее	2	1
568	за ним	1	1
569	к своим	2	1
570	в действительном	1	1
571	мы знаем	1	1
572	к каким	2	1
573	роль и	1	1
574	на спасение	2	1
575	и их	1	1
576	могло бы	2	1
577	двух противоположных	5	1
578	ее не	3	1
579	у этих	3	1
580	к ним	3	1
581	по величине	1	1
582	что та	2	1
583	превращается в	1	1
584	само собой	1	1
585	бы это	1	1
586	природы и	1	1
587	это будет	2	1
588	смотря по	1	1
589	которые как	1	1
590	из двух	3	1
591	в свои	1	1
592	насколько это	1	1
593	за ними	1	1
594	по своим	1	1
595	к которому	1	1
596	и прежде	1	1
597	как же	2	1
598	еще и	2	1
599	души и	1	1
600	что не	3	1
601	противоречие между	2	1
602	если одна	1	1
603	а на	1	1
604	хоть сколько-нибудь	1	1
605	был в	1	1
606	которых мы	6	1
607	а за	1	1
608	на которых	1	1
609	до конца	2	1
610	ничем не	1	1
611	однако и	2	1
612	то дело	1	1
613	это она	1	1
614	из области	3	1
615	ближе к	1	1
616	следовало бы	1	1
617	о себе	1	1
618	в самой	4	1
619	как это	6	1
620	согласии с	1	1
621	а самый	1	1
622	чем то	1	1
623	по своему	4	1
624	смысле этого	2	1
625	применении к	1	1
626	когда же	1	1
627	эту мысль	1	1
628	в тот	1	1
629	цели к	2	1
630	быть не	2	1
631	с этой	2	1
632	сейчас же	1	1
633	своей жизни	2	1
634	между прочим	1	1
635	может согласиться	1	1
636	не является	1	1
637	отношениях к	1	1
638	которых он	1	1
639	то будет	1	1
640	не знаем	2	1
641	там может	1	1
642	при таком	2	1
643	гармонирует с	1	1
644	человек и	1	1
645	тот кто	1	1
646	в отдельных	1	1
647	оказались бы	1	1
648	бы в	3	1
649	случае и	1	1
650	его жизнь	1	1
651	и все	10	1
652	другой из	1	1
653	уверен в	1	1
654	к самому	2	1
655	вместе и	2	1
656	в свою	4	1
657	такое дело	1	1
658	с ней	1	1
659	была бы	2	1
660	к его	2	1
661	говорили выше	1	1
662	указали на	1	1
663	всех других	1	1
664	что ни	1	1
665	элементов из	1	1
666	от гибели	1	1
667	ни на	1	1
668	только она	1	1
669	можно назвать	2	1
670	они не	2	1
