N	2gram	Bakhtin_Fr_6	Sovremen
146	жизнь человека	1	1
147	оно может	1	1
148	потом и	1	1
149	времени не	1	1
150	с жизнью	1	1
151	человека и	2	1
152	через все	2	1
153	на самом	1	1
154	ведь в	1	1
155	это и	2	1
156	между двумя	1	1
157	здесь и	8	1
158	отношению к	1	1
159	нас на	1	1
160	и до	7	1
161	пример такого	1	1
162	можно было	1	1
163	мы уже	18	1
164	те же	3	1
165	их и	1	1
166	из всех	1	1
167	раз он	1	1
168	здесь нет	1	1
169	и само	2	1
170	еще в	5	1
171	отчасти в	1	1
172	что уже	1	1
173	поэтому в	1	1
174	и вообще	4	1
175	то они	1	1
176	того же	4	1
177	подчеркнуть что	5	1
178	о том	9	1
179	в ней	4	1
180	одного из	1	1
181	принадлежит и	1	1
182	утверждает что	1	1
183	на них	1	1
184	он сам	3	1
185	же время	5	1
186	что его	1	1
187	его в	1	1
188	с его	5	1
189	во всех	17	1
190	живых существ	1	1
191	природы и	2	1
192	но конечно	2	1
193	различия между	1	1
194	данном случае	2	1
195	но не	2	1
196	образом все	1	1
197	мы будем	3	1
198	и внутренний	1	1
199	функций в	1	1
200	во втором	3	1
201	по отношению	1	1
202	а потому	1	1
203	один и	1	1
204	к концу	1	1
205	мы снова	1	1
206	в ту	1	1
207	все время	4	1
208	чем же	1	1
209	в самый	1	1
210	стороны и	2	1
211	к которому	1	1
212	к нему	3	1
213	форму и	1	1
214	один из	6	1
215	кроме того	9	1
216	есть такой	1	1
217	сомнению что	1	1
218	одной из	3	1
219	в действительности	1	1
220	только в	3	1
221	в этот	1	1
222	более недопустимо	1	1
223	целого и	1	1
224	роль играет	1	1
225	через несколько	1	1
226	то он	2	1
227	он уже	1	1
228	та же	4	1
229	ведущие к	1	1
230	до наших	1	1
231	всего мы	2	1
232	и тот	2	1
233	этот вопрос	1	1
234	конечно не	3	1
235	да еще	2	1
236	и у	2	1
237	и те	2	1
238	в большинстве	4	1
239	в начале	3	1
240	этот процесс	1	1
241	и если	1	1
242	в первых	1	1
243	по самому	1	1
244	он не	2	1
245	что сказать	1	1
246	же они	1	1
247	себе в	2	1
248	и их	3	1
249	три четверти	1	1
250	эти три	1	1
251	такое объяснение	1	1
252	в корне	2	1
253	по существу	1	1
254	необходимо для	1	1
255	вовсе не	7	1
256	из одной	1	1
257	как его	2	1
258	прошлого века	1	1
259	т.е от	1	1
260	в основу	1	1
261	это конечно	1	1
262	чем при	1	1
263	концепции все	1	1
264	о каком	1	1
265	не из	1	1
266	уже совершенно	1	1
267	а затем	4	1
268	в другом	4	1
269	одной стороны	4	1
270	и речи	1	1
271	чем в	1	1
272	подлежит никакому	1	1
273	и т.п	19	1
274	до сих	3	1
275	с другой	4	1
276	как у	3	1
277	обоих случаях	1	1
278	именно в	4	1
279	здесь в	9	1
280	по своим	1	1
281	и прежде	2	1
282	должен был	1	1
283	весь мир	3	1
284	такое же	1	1
285	это своеобразное	1	1
286	в природе	1	1
287	его с	1	1
288	на ней	1	1
289	ни в	1	1
290	но уже	2	1
291	но затем	1	1
292	он начал	1	1
293	нужно сказать	2	1
294	не было	1	1
295	рядом с	5	1
296	для своего	1	1
297	необходимость в	1	1
298	громадную роль	2	1
299	несмотря на	1	1
300	бы ее	1	1
301	при которых	1	1
302	на эту	1	1
303	обратимся к	1	1
304	в связи	1	1
305	том что	7	1
306	в эту	2	1
307	роль которую	1	1
308	но если	2	1
309	том как	1	1
310	своему существу	1	1
311	всех трех	2	1
312	таким же	1	1
313	так же	5	1
314	и особенно	3	1
315	что дело	2	1
316	мы говорим	1	1
317	в предыдущей	2	1
318	никакому сомнению	1	1
319	представление о	2	1
320	вокруг центрального	1	1
321	xix века	1	1
322	строят в	1	1
323	от его	1	1
324	в данном	3	1
325	но эта	2	1
326	там где	5	1
327	общего и	1	1
328	его здесь	1	1
329	вообще на	1	1
330	по себе	1	1
331	в своем	5	1
332	несколько слов	2	1
333	благодаря этому	1	1
334	и нет	1	1
335	сих пор	3	1
336	но они	4	1
337	с ним	4	1
338	поэтому что	1	1
339	все три	1	1
340	что с	1	1
341	и тогда	1	1
342	в обоих	1	1
343	которых он	1	1
344	не имеет	1	1
345	дело в	1	1
346	это уже	2	1
347	не является	1	1
348	но только	1	1
349	и от	4	1
350	он с	1	1
351	немного в	1	1
352	никогда не	8	1
353	или в	6	1
354	этой системы	1	1
355	это совершенно	1	1
356	это как	1	1
357	хотя и	2	1
358	себя самого	1	1
359	видим что	1	1
360	ровно ничего	1	1
361	самому своему	1	1
362	же этот	1	1
363	жизни как	1	1
364	все они	2	1
365	и его	13	1
366	связи с	2	1
367	ничто не	1	1
368	наших дней	1	1
369	но это	3	1
370	на части	7	1
371	этой области	1	1
372	на которой	2	1
373	всеми его	2	1
374	и из	1	1
375	между ними	3	1
376	формы или	1	1
377	не знает	1	1
378	сказать что	6	1
379	ни о	1	1
380	и для	3	1
381	очень часто	1	1
382	они все	1	1
383	в духе	3	1
384	человека в	1	1
385	можно наблюдать	1	1
386	в то	6	1
387	отметить что	2	1
388	той или	1	1
389	предыдущей главе	2	1
390	какая-нибудь одна	1	1
391	и снова	1	1
392	на это	1	1
393	все что	4	1
394	они не	3	1
