N	2gram	Tiupa_Vved_1	Russkaja
443	случае не	1	1
444	связано с	3	1
445	превращается в	1	1
446	следует признать	4	1
447	неизбежно будет	1	1
448	природы и	1	1
449	это будет	1	1
450	следует подчеркнуть	5	1
451	не поддается	1	1
452	по своим	3	1
453	к которому	2	1
454	и прежде	1	1
455	этом есть	1	1
456	еще и	1	1
457	что не	1	1
458	а главное	1	1
459	а на	2	1
460	на этот	1	1
461	которых мы	1	1
462	не исключает	1	1
463	до конца	3	1
464	не на	1	1
465	однако и	2	1
466	власти и	1	1
467	человеческой жизни	3	1
468	означало бы	1	1
469	не об	1	1
470	ближе к	1	1
471	в связи	1	1
472	связь с	1	1
473	как это	1	1
474	человека к	1	1
475	этих случаях	2	1
476	по своему	2	1
477	в тот	1	1
478	быть не	4	1
479	материал для	1	1
480	между прочим	1	1
481	числе и	1	1
482	к другим	1	1
483	не является	3	1
484	известной степени	1	1
485	при таком	1	1
486	которая в	3	1
487	человек и	1	1
488	тот кто	2	1
489	в те	1	1
490	бы в	3	1
491	и все	4	1
492	можно спорить	1	1
493	хотя в	1	1
494	к ее	3	1
495	на роль	1	1
496	от ее	1	1
497	может и	1	1
498	а о	1	1
499	в свою	4	1
500	и внутренне	1	1
501	к его	3	1
502	отношению к	7	1
503	элементов из	1	1
504	также может	1	1
505	можно назвать	1	1
506	том числе	1	1
507	они не	1	1
