N	2gram	Bakhtin_Pr_3	EvropaiE
252	но был	1	1
253	же по	1	1
254	от своей	1	1
255	в чисто	2	1
256	которую они	1	1
257	и до	5	1
258	той же	5	1
259	или наоборот	2	1
260	это что	1	1
261	почти все	1	1
262	есть нечто	1	1
263	время как	1	1
264	говорить о	2	1
265	достаточно чтобы	1	1
266	а для	2	1
267	только сама	1	1
268	то это	1	1
269	не сразу	1	1
270	нельзя конечно	1	1
271	в каждой	1	1
272	с его	2	1
273	что люди	1	1
274	возможности и	2	1
275	истории культуры	1	1
276	видели что	2	1
277	мы будем	1	1
278	значение и	2	1
279	по отношению	2	1
280	и земли	1	1
281	отличие от	1	1
282	ее элементов	1	1
283	за пределы	1	1
284	от основного	1	1
285	сущности к	1	1
286	относится к	1	1
287	которые не	2	1
288	в одной	2	1
289	все остальные	1	1
290	кроме того	3	1
291	в полном	1	1
292	смысле этого	2	1
293	могли бы	1	1
294	более или	3	1
295	и детей	1	1
296	все так	1	1
297	он в	2	1
298	которые в	1	1
299	с их	2	1
300	один и	1	1
301	и тот	3	1
302	тому же	2	1
303	на его	3	1
304	кажется не	1	1
305	при этом	3	1
306	от которых	1	1
307	говорили в	1	1
308	состоит в	1	1
309	не как	1	1
310	на земле	14	1
311	на этом	1	1
312	находим у	1	1
313	это один	2	1
314	или иных	1	1
315	веков была	1	1
316	как они	1	1
317	бы дать	1	1
318	а затем	4	1
319	в нем	10	1
320	значение в	4	1
321	и категорий	1	1
322	лишь на	1	1
323	истории и	2	1
324	мы сказали	1	1
325	в жизни	8	1
326	который по	1	1
327	о которых	1	1
328	рядом с	1	1
329	них то	1	1
330	соответствии с	2	1
331	потому и	1	1
332	перед собой	1	1
333	или менее	3	1
334	например через	1	1
335	в такой	1	1
336	мы говорили	1	1
337	в отличие	1	1
338	далее в	1	1
339	от себя	1	1
340	значение для	2	1
341	в другие	4	1
342	было связано	1	1
343	творчества и	1	1
344	для этого	1	1
345	освободиться от	1	1
346	если и	1	1
347	идеологической жизни	1	1
348	все эти	9	1
349	не менее	3	1
350	вплоть до	4	1
351	но они	4	1
352	в обоих	1	1
353	принадлежат к	1	1
354	правда в	2	1
355	одна из	7	1
356	здесь на	2	1
357	где в	2	1
358	мы все	2	1
359	значит ли	1	1
360	и связанной	1	1
361	рассматривать как	1	1
362	казалось бы	3	1
363	в разных	4	1
364	в самой	1	1
365	его характеристику	1	1
366	и отражает	1	1
367	во всем	2	1
368	мире и	2	1
369	и его	10	1
370	бы по	1	1
371	связи с	1	1
372	в сознании	2	1
373	так называемый	1	1
374	в основе	5	1
375	только наиболее	1	1
376	мир в	1	1
377	более на	1	1
378	числе и	10	1
379	должны быть	1	1
380	о всех	1	1
381	все еще	3	1
382	всегда в	1	1
383	своего развития	1	1
384	существенное значение	3	1
385	их совокупности	1	1
386	мир к	1	1
387	имеют в	1	1
388	литературы и	2	1
389	как с	1	1
390	с собой	1	1
391	каждого из	2	1
392	об этом	1	1
393	в осуществлении	1	1
394	поэтому в	1	1
395	которая в	1	1
396	и вообще	3	1
397	к другу	1	1
398	с ним	2	1
399	мире в	1	1
400	связанная с	2	1
401	вероятно что	1	1
402	силы и	2	1
403	некоторых из	1	1
404	внимание на	1	1
405	его жизни	1	1
406	значение имеют	1	1
407	или на	2	1
408	связанной с	1	1
409	затем в	1	1
410	в которую	1	1
411	а у	2	1
412	а через	1	1
413	которые мы	2	1
414	большее значение	1	1
415	эти два	2	1
416	к античной	2	1
417	всего этого	1	1
418	нем и	1	1
419	друг к	1	1
420	большей или	3	1
421	развития но	1	1
422	быть и	2	1
423	один из	6	1
424	в двух	2	1
425	тот же	2	1
426	с ними	1	1
427	дело с	1	1
428	всех этих	1	1
429	идут к	1	1
430	еще большее	1	1
431	они могут	1	1
432	обладает и	1	1
433	и ее	6	1
434	с которыми	1	1
435	конечно не	4	1
436	уже не	1	1
437	уже в	2	1
438	в начале	2	1
439	что не	1	1
440	к созданию	1	1
441	планете и	1	1
442	и их	2	1
443	представить себе	1	1
444	мы находим	2	1
445	в последних	1	1
446	облекать в	1	1
447	не о	2	1
448	как его	1	1
449	бытия и	2	1
450	обращены к	1	1
451	гораздо сложнее	1	1
452	в более	4	1
453	богатство и	1	1
454	значение имеет	1	1
455	в исторической	1	1
456	даже не	1	1
457	культуры между	1	1
458	или иначе	1	1
459	с той	1	1
460	или меньшей	3	1
461	в ряде	1	1
462	что для	1	1
463	положений и	2	1
464	в соответствии	2	1
465	традиции с	1	1
466	не было	4	1
467	с большей	1	1
468	выше и	2	1
469	и далее	1	1
470	власти и	2	1
471	человеческой жизни	3	1
472	так называемой	1	1
473	не ставим	1	1
474	которые по	1	1
475	в связи	2	1
476	эту эпоху	1	1
477	связь с	2	1
478	нет ничего	2	1
479	но кроме	1	1
480	сопоставление именно	1	1
481	для всех	2	1
482	это были	1	1
483	некоторое время	1	1
484	и разнообразие	1	1
485	лучше и	1	1
486	с ее	1	1
487	этого слова	1	1
488	слова и	3	1
489	и где	1	1
490	и оговорками	1	1
491	тех или	1	1
492	более того	6	1
493	с полной	1	1
494	указать на	1	1
495	лицо и	1	1
496	в отдельных	1	1
497	этой эпохи	1	1
498	ее и	1	1
499	в большей	2	1
500	вовлекает в	1	1
501	находим в	1	1
502	но это	3	1
503	продолжала свое	1	1
504	и другие	9	1
505	именно об	1	1
506	с ней	3	1
507	искания и	1	1
508	в последнем	1	1
509	что даже	1	1
510	к числу	1	1
511	включает в	1	1
512	около г	1	1
513	к этой	1	1
514	вполне понятно	1	1
515	это в	1	1
516	можно назвать	2	1
517	том числе	11	1
