N	2gram	Nazirov_Tr_1	Vladivir
264	на вопрос	1	1
265	в настоящем	1	1
266	вызывает в	1	1
267	сознательно и	1	1
268	материалом для	1	1
269	у в	1	1
270	из книги	1	1
271	с г	2	1
272	и хотя	1	1
273	поэтому он	1	1
274	представляет собой	1	1
275	всем его	1	1
276	ее детском	1	1
277	жизнь как	1	1
278	на две	1	1
279	если он	1	1
280	по мнению	2	1
281	не могла	1	1
282	так сказать	1	1
283	жизнью и	2	1
284	в переводе	1	1
285	чтобы установить	1	1
286	пушкина и	1	1
287	чем у	1	1
288	но гораздо	1	1
289	не к	1	1
290	душу и	1	1
291	него есть	1	1
292	содержит в	1	1
293	никому не	1	1
294	бога но	1	1
295	но все	2	1
296	факт что	1	1
297	говорил что	1	1
298	описывает свои	1	1
299	не нашел	1	1
300	потому как	1	1
301	знает что	2	1
302	заключается в	1	1
303	это не	5	1
304	и смеялся	1	1
305	из первых	1	1
306	который сам	1	1
307	этом мы	1	1
308	но уже	1	1
309	творца и	1	1
310	в высшей	1	1
311	в самую	2	1
312	тому что	1	1
313	когда я	1	1
314	для чего	1	1
315	к величайшему	1	1
316	же появления	1	1
317	с такой	1	1
318	почти в	1	1
319	с годами	1	1
320	где мы	1	1
321	длинные и	2	1
322	растет и	1	1
323	но у	1	1
324	представление о	1	1
325	вопрос о	2	1
326	вплоть до	1	1
327	сам же	1	1
328	но эта	2	1
329	в iii	1	1
330	с такими	1	1
331	вместе со	2	1
332	любовь к	1	1
333	не для	1	1
334	называет его	1	1
335	он непременно	1	1
336	она не	1	1
337	сам говорит	2	1
338	любви и	2	1
339	все ей	1	1
340	xviii века	1	1
341	что ему	1	1
342	этими двумя	2	1
343	свои длинные	1	1
344	он еще	1	1
345	только не	1	1
346	судя по	1	1
347	одна из	2	1
348	или как	1	1
349	xix веке	2	1
350	связи с	1	1
351	притом весьма	1	1
352	в области	1	1
353	всем xix	1	1
354	в стиле	1	1
355	и далее	1	1
356	с сознанием	1	1
357	не могут	2	1
358	в окончательном	1	1
359	а что	2	1
360	за что	1	1
361	о семье	1	1
362	с ее	3	1
363	всего этого	1	1
364	на другой	1	1
365	производил на	1	1
366	поводу своей	1	1
367	с самого	1	1
368	роль в	1	1
369	веру в	2	1
370	и которую	1	1
371	и совершенно	1	1
372	за то	1	1
373	было в	2	1
374	живости и	1	1
375	когда его	1	1
376	она тоже	1	1
377	свою первую	1	1
378	в эпоху	1	1
379	за этот	1	1
380	вот почему	1	1
381	увидел что	1	1
382	на страницах	3	1
383	любви ко	1	1
384	он с	1	1
385	все в	1	1
386	связь между	1	1
387	ко всей	1	1
388	о своих	1	1
389	для самого	1	1
390	говорит в	1	1
391	навсегда и	1	1
392	одному человеку	1	1
393	в литературе	1	1
394	казалось что	1	1
395	его собственная	1	1
396	писателя и	2	1
397	оказалось что	1	1
398	не как	1	1
399	согласиться с	1	1
400	что даже	1	1
401	как нечто	1	1
402	который в	2	1
403	в обществе	1	1
404	между этими	2	1
405	в декабре	1	1
406	вопрос об	1	1
407	которые так	1	1
408	это же	1	1
409	с одной	1	1
410	человека с	1	1
411	самом деле	1	1
412	этой борьбе	1	1
413	и любви	1	1
414	в журнале	1	1
415	же была	1	1
416	эти же	1	1
417	что не	1	1
418	на столе	1	1
419	одно из	1	1
420	в известной	2	1
421	ту же	1	1
422	в одном	2	1
423	друг друга	2	1
424	как его	1	1
425	на меня	2	1
426	не просто	2	1
427	и вместе	1	1
428	не понял	1	1
429	чувствует себя	1	1
430	июля года	1	1
431	попал в	1	1
432	как у	2	1
433	именно в	1	1
434	говорит о	2	1
435	прежде всего	4	1
436	а за	1	1
437	свою жизнь	1	1
438	до конца	2	1
439	а не	1	1
440	о чем	3	1
441	в припадке	1	1
442	его как	1	1
443	с помощью	1	1
444	в точности	1	1
445	время с	1	1
446	цитата из	1	1
447	так же	4	1
448	нервный и	1	1
449	незадолго до	1	1
450	по письмам	1	1
451	в данном	2	1
452	что за	3	1
453	смысле этого	1	1
454	не удалось	1	1
455	я хочу	1	1
456	очень важно	2	1
457	это его	1	1
458	насмешка над	1	1
459	на свете	1	1
460	быть не	1	1
461	этого слова	1	1
462	с этой	1	1
463	он использовал	1	1
464	людям в	1	1
465	в основном	3	1
466	всегда будут	1	1
467	ему довольно	1	1
468	не любил	1	1
469	из тех	1	1
470	считал их	1	1
471	известной степени	1	1
472	и ярко	1	1
473	в бога	1	1
474	уже далеко	1	1
475	об отношении	1	1
476	раз он	2	1
477	это уже	2	1
478	мысль о	1	1
479	к счастью	1	1
480	это часто	1	1
481	бы в	1	1
482	даже сам	1	1
483	у которого	1	1
484	года а	1	1
485	я в	1	1
486	личности и	2	1
487	не есть	1	1
488	гораздо больше	1	1
489	жизни в	1	1
490	но если	1	1
491	дело с	1	1
492	своего отца	3	1
493	в быту	1	1
494	крест и	1	1
495	ко всему	1	1
496	несколько времени	1	1
497	мнению н	1	1
498	и эта	1	1
499	к м	1	1
500	в таком	2	1
501	к обществу	2	1
