N	2gram	Propp_Russ_2	FransuaR
129	одной стороны	2	3
130	в течение	2	3
131	с полной	1	3
132	и все	4	3
133	в том	22	3
134	жизни в	2	3
135	другой стороны	1	3
136	одним из	2	2
137	мы здесь	2	2
138	на самом	2	2
139	смех это	1	2
140	в ней	1	2
141	еще не	6	2
142	он был	1	2
143	это и	2	2
144	что они	1	2
145	нового и	1	2
146	к числу	2	2
147	та же	2	2
148	к необходимости	1	2
149	на то	1	2
150	и еще	2	2
151	и обрядов	2	2
152	подобно тому	3	2
153	так например	1	2
154	и за	1	2
155	связанные с	2	2
156	на этой	1	2
157	пародии и	1	2
158	должен был	3	2
159	не во	1	2
160	можно найти	1	2
161	уже к	1	2
162	что касается	1	2
163	в их	2	2
164	жизнь и	2	2
165	мы должны	1	2
166	что в	22	2
167	эти формы	1	2
168	того как	2	2
169	новый год	3	2
170	того чтобы	6	2
171	ничего не	1	2
172	к ней	2	2
173	и после	3	2
174	имели место	1	2
175	связи с	2	2
176	на церковные	1	2
177	своей книге	2	2
178	могут быть	2	2
179	в одну	1	2
180	силе смеха	1	2
181	здесь не	1	2
182	без всякого	1	2
183	на основе	1	2
184	в пределах	1	2
185	еще в	2	2
186	в обряде	6	2
187	лицо его	1	2
188	другом месте	1	2
189	в другом	1	2
190	можно сказать	1	2
191	там же	12	2
192	во все	1	2
193	связаны с	3	2
194	смертью и	1	2
195	в ту	1	2
196	и следовательно	1	2
197	в новой	2	2
198	очень много	1	2
199	всяком случае	1	2
200	этого праздника	2	2
201	в качестве	3	2
202	есть в	2	2
203	в новое	1	2
204	себе в	1	2
205	в конце	1	2
206	в первую	1	2
207	и даже	1	2
208	игры и	1	2
209	связано с	2	2
210	смысла и	1	2
211	до конца	3	2
212	из наиболее	2	2
213	под влиянием	1	2
214	веселья и	1	2
215	для них	2	2
216	своей книги	1	2
217	вместе с	6	2
218	так же	4	2
219	в него	2	2
220	книге о	1	2
221	на эту	2	2
222	тому как	3	2
223	в тех	1	2
224	по существу	4	2
225	но это	1	2
226	под названием	2	2
227	вряд ли	2	2
228	смех на	2	2
229	и становится	1	2
230	на новый	3	2
231	хотя и	1	2
232	и другие	14	2
233	очень хорошо	1	2
234	в целях	2	2
235	совершенно не	2	2
236	всех других	1	2
237	ко всему	1	2
238	из своей	1	2
239	ее в	8	2
240	и эта	1	2
241	это в	2	2
242	день св	1	2
243	во всяком	1	2
244	все что	1	2
245	здесь еще	1	1
246	например в	1	1
247	и встречали	1	1
248	все обряды	1	1
249	разные сроки	1	1
250	под таким	1	1
251	и то	2	1
252	а иногда	2	1
253	он может	1	1
254	здесь и	1	1
255	в котором	3	1
256	в нашу	1	1
257	что эти	1	1
258	празднеств и	1	1
259	с вином	1	1
260	г в	1	1
261	выходить из	1	1
262	и была	1	1
263	еще на	1	1
264	мы имеем	6	1
265	превратились в	1	1
266	земле не	1	1
267	других праздников	1	1
268	но она	2	1
269	их с	1	1
270	мы и	1	1
271	каждый праздник	1	1
272	может дать	1	1
273	на них	4	1
274	в иванов	1	1
275	от костра	1	1
276	которые имели	1	1
277	которых нет	1	1
278	других праздниках	1	1
279	особую силу	2	1
280	здесь имеем	2	1
281	иной характер	2	1
282	и фарса	1	1
283	видели что	4	1
284	значение и	1	1
285	только тогда	3	1
286	иногда и	2	1
287	так что	4	1
288	в одной	1	1
289	независимо от	1	1
290	как в	7	1
291	стороны и	1	1
292	перед нами	1	1
293	тех случаях	1	1
294	не будем	3	1
295	а и	2	1
296	что по	4	1
297	и наконец	1	1
298	всего как	1	1
299	от этого	1	1
300	них как	2	1
301	животных и	1	1
302	значение смеха	1	1
303	в которой	2	1
304	этот смех	1	1
305	царстве мертвых	1	1
306	сливается с	1	1
307	его также	1	1
308	он в	1	1
309	или во	1	1
310	еще далеко	1	1
311	в праздничном	1	1
312	что к	1	1
313	многих праздниках	1	1
314	и будущее	1	1
315	только один	1	1
316	и высокую	1	1
317	не могла	1	1
318	так сказать	1	1
319	быть только	2	1
320	главным образом	3	1
321	вера в	1	1
322	том чтобы	2	1
323	i в	1	1
324	свою силу	1	1
325	влияние на	2	1
326	и по	3	1
327	на этом	3	1
328	людей и	2	1
329	образа и	1	1
330	в нее	1	1
331	однако все	1	1
332	могла бы	1	1
333	к г	1	1
334	что все	1	1
335	об этом	2	1
336	этих форм	1	1
337	его в	8	1
338	входит в	1	1
339	первую очередь	1	1
340	это не	5	1
341	он есть	2	1
342	что один	2	1
343	связанным с	1	1
344	однако здесь	1	1
345	по улицам	1	1
346	с этой	2	1
347	не всегда	3	1
348	некоторые из	1	1
349	так называемый	1	1
350	в развитии	1	1
351	старого года	2	1
352	хотя здесь	1	1
353	здесь все	1	1
354	их на	1	1
355	в царстве	1	1
356	почти всем	1	1
357	или другому	1	1
358	имен и	1	1
359	но если	3	1
360	таким же	1	1
361	в такой	1	1
362	человека который	2	1
363	в первый	1	1
364	представление о	5	1
365	как символ	1	1
366	должны были	2	1
367	не менее	2	1
368	силу и	2	1
369	не в	4	1
370	эти дни	1	1
371	была не	2	1
372	так называемое	1	1
373	том же	4	1
374	что этот	1	1
375	что эта	1	1
376	иванов день	2	1
377	и есть	1	1
378	она не	3	1
379	из которых	2	1
380	стоит в	1	1
381	для исполнения	1	1
382	как можно	2	1
383	можно понимать	1	1
384	как о	1	1
385	означает что	1	1
386	все мы	1	1
387	считает что	1	1
388	после того	2	1
389	тогда когда	4	1
390	дело в	1	1
391	всей их	1	1
392	и смеха	2	1
393	к тебе	1	1
394	объясняется по-видимому	1	1
395	именно с	1	1
396	сущность его	1	1
397	потому что	5	1
398	же он	1	1
399	с тем	6	1
400	и несколько	1	1
401	такие же	3	1
402	форме это	1	1
403	но смех	1	1
404	к себе	1	1
405	с и	1	1
406	это по	1	1
407	когда они	2	1
408	народа в	1	1
409	вокруг него	2	1
410	смехом и	2	1
411	и другим	1	1
412	для того	6	1
413	оно не	1	1
414	должен быть	2	1
415	некоторой степени	1	1
416	всем этим	1	1
417	смерти в	2	1
418	совершался в	2	1
419	здесь мы	2	1
420	и совершенно	1	1
421	и когда	1	1
422	поэтому мы	1	1
423	в образе	2	1
424	видеть как	2	1
425	особый интерес	1	1
426	обрядов и	1	1
427	можно больше	2	1
428	можно только	1	1
429	все остальные	1	1
430	с этого	1	1
431	если бы	1	1
432	для этого	5	1
433	но эту	1	1
434	в коем	1	1
435	смех имеет	1	1
436	обряды на	1	1
437	образом в	2	1
438	и здесь	1	1
439	обновления жизни	1	1
440	настоящее время	1	1
441	который пишет	1	1
442	или на	8	1
443	в различных	1	1
444	которое он	1	1
445	и иногда	2	1
446	можно встретить	2	1
447	наряд и	1	1
448	знает что	1	1
449	должно было	3	1
450	того или	1	1
451	ее от	2	1
452	вся эта	2	1
453	смех смех	1	1
454	раньше чем	1	1
455	что и	2	1
456	во всей	1	1
457	масленичные увеселения	1	1
458	можно проследить	1	1
459	представления о	2	1
460	в свете	3	1
461	как объяснить	4	1
462	место это	1	1
463	ряд других	2	1
464	если это	1	1
465	веселье и	1	1
466	того что	3	1
467	что здесь	3	1
468	как например	3	1
469	год и	1	1
470	и дело	2	1
471	к праздникам	2	1
472	в какой	1	1
473	но ни	1	1
474	в народе	3	1
475	и действительно	1	1
476	в разные	2	1
477	по времени	1	1
478	несколько подробнее	1	1
479	они могут	1	1
480	и ее	2	1
481	полям и	1	1
482	за которую	1	1
483	и новое	1	1
484	в эти	1	1
485	какой степени	1	1
486	по другим	1	1
487	из которого	1	1
488	акт и	1	1
489	не входит	1	1
490	с нею	1	1
491	идеологии и	1	1
492	своего рода	1	1
493	в большинстве	1	1
494	вернуться к	1	1
495	в виде	4	1
496	а это	1	1
497	в данной	1	1
498	сосуществуют рядом	1	1
499	за ним	3	1
500	ни с	1	1
501	который как	1	1
502	одно из	2	1
503	носит характер	1	1
504	к ним	1	1
505	до некоторой	1	1
506	известно что	1	1
507	как раз	1	1
508	со смехом	2	1
509	только на	1	1
510	же деле	2	1
511	на голову	6	1
512	живой и	1	1
513	простого народа	1	1
514	имеет и	1	1
515	античности не	1	1
516	по своим	1	1
517	в ряде	1	1
518	на которые	1	1
519	целым рядом	1	1
520	говорит о	2	1
521	поминовения усопших	1	1
522	притом не	1	1
523	не на	1	1
524	а не	4	1
525	понимать как	1	1
526	только как	2	1
527	а по	1	1
528	этой игры	1	1
529	в руках	2	1
530	этой же	1	1
531	в честь	3	1
532	рассматривали как	1	1
533	другая сторона	1	1
534	более широкого	1	1
535	относятся к	1	1
536	и античности	1	1
537	если она	2	1
538	по окончании	1	1
539	по своему	1	1
540	что за	1	1
541	влияние и	1	1
542	на тот	1	1
543	чем в	2	1
544	нашу задачу	1	1
545	пишет в	3	1
546	одновременно и	1	1
547	и там	3	1
548	человек с	1	1
549	в церкви	2	1
550	представляется как	1	1
551	самом же	2	1
552	этом случае	6	1
553	видно что	2	1
554	вошла в	1	1
555	с элементами	2	1
556	и где	1	1
557	и домашних	1	1
558	не является	1	1
559	и для	2	1
560	случаях когда	1	1
561	становятся в	4	1
562	и от	3	1
563	место для	1	1
564	в настоящее	1	1
565	нас нет	1	1
566	год в	1	1
567	для нас	6	1
568	которые будут	1	1
569	не более	1	1
570	и создавать	1	1
571	и как	2	1
572	смехе и	1	1
573	же к	1	1
574	праздничное веселье	1	1
575	будто бы	5	1
576	с таким	1	1
577	ставили в	4	1
578	еще очень	1	1
579	не сумела	1	1
580	за этим	2	1
581	например на	1	1
582	с ними	1	1
583	с ней	5	1
584	праздников в	2	1
585	в свою	1	1
586	что такие	2	1
587	имеет место	1	1
588	есть и	1	1
589	эти слова	1	1
590	день после	1	1
591	к этому	5	1
