N	2gram	Trubetskoy_1	Literetu
158	мысли и	1	2
159	что я	1	2
160	тем не	4	2
161	по крайней	1	2
162	то с	2	2
163	из нас	1	2
164	на два	1	2
165	не по	1	2
166	в основе	2	2
167	не вполне	3	2
168	уже о	1	2
169	могут быть	1	2
170	даже и	1	2
171	для того	8	2
172	для себя	2	2
173	в виду	2	2
174	говоря уже	1	2
175	не могу	1	2
176	за то	1	2
177	еще не	5	2
178	ко всему	2	2
179	для этого	7	2
180	о том	7	2
181	и что	8	2
182	для нас	3	2
183	а потому	5	2
184	и только	2	2
185	крайней мере	1	2
186	не более	2	2
187	не надо	1	2
188	было бы	3	2
189	тот же	3	2
190	друг друга	2	2
191	потому что	9	2
192	уже не	1	2
193	уже в	1	2
194	с другим	1	2
195	ни было	2	2
196	свидетельствует о	1	2
197	речь в	1	2
198	из них	5	2
199	одно из	3	2
200	не так	4	2
201	в конце	4	2
202	что и	7	2
203	вовсе не	2	2
204	у него	5	2
205	существование в	2	2
206	себя и	2	2
207	выше и	4	2
208	не было	2	2
209	я пишу	1	2
210	до конца	1	2
211	в руках	1	2
212	мира в	1	2
213	и выше	1	2
214	из которых	4	2
215	к жизни	1	2
216	а если	1	2
217	быть не	1	2
218	дела как	1	2
219	этом случае	4	2
220	в результате	9	2
221	а к	2	2
222	хотя бы	4	2
223	с ним	6	2
224	не говоря	1	2
225	не знает	2	2
226	в своих	2	2
227	все что	9	2
228	том числе	1	2
229	исходит от	1	1
230	потом и	1	1
231	которого в	2	1
232	культуры вполне	1	1
233	лучше всех	1	1
234	подчиненное положение	1	1
235	многих отношениях	1	1
236	это и	1	1
237	от самого	1	1
238	от своей	2	1
239	в первом	1	1
240	по которым	1	1
241	исходит из	1	1
242	должна быть	5	1
243	из трех	1	1
244	из всех	5	1
245	от культуры	5	1
246	как мы	2	1
247	пути на	1	1
248	на место	1	1
249	время от	2	1
250	а для	2	1
251	равной мере	1	1
252	но даже	3	1
253	начала в	1	1
254	с большой	1	1
255	оказывается что	5	1
256	не от	1	1
257	и этого	1	1
258	он сам	1	1
259	языка культуры	1	1
260	себя а	1	1
261	бы то	2	1
262	самом деле	12	1
263	самих себя	2	1
264	целом ряде	3	1
265	перед глазами	1	1
266	отличие от	3	1
267	и будет	2	1
268	земле в	1	1
269	и свои	1	1
270	как другие	1	1
271	которые не	3	1
272	и я	1	1
273	общего с	2	1
274	как в	1	1
275	данный момент	4	1
276	этой точки	1	1
277	есть в	2	1
278	однако не	1	1
279	что по	3	1
280	и свою	1	1
281	этой цели	1	1
282	от этого	1	1
283	и хотя	1	1
284	в этот	1	1
285	его словами	1	1
286	в самом	8	1
287	вдруг оказывается	1	1
288	себе как	1	1
289	что это	5	1
290	ни один	3	1
291	все эти	19	1
292	у каждого	1	1
293	во многих	1	1
294	еще один	1	1
295	рассказ о	1	1
296	и те	2	1
297	двух других	1	1
298	на то	9	1
299	жизни ее	1	1
300	не следует	1	1
301	но именно	1	1
302	в культурной	2	1
303	конце концов	4	1
304	всех этих	4	1
305	и вот	1	1
306	пути пройденного	1	1
307	господствовать над	1	1
308	никак не	1	1
309	на земле	3	1
310	что ни	1	1
311	и по	3	1
312	обстоит дело	1	1
313	без исключения	1	1
314	таким образом	31	1
315	здесь мы	1	1
316	то ни	3	1
317	что такой	1	1
318	различие между	1	1
319	начинать с	1	1
320	только не	2	1
321	с другими	1	1
322	не хуже	1	1
323	это не	3	1
324	он есть	1	1
325	всю свою	1	1
326	характер не	1	1
327	и единственным	1	1
328	культуры есть	1	1
329	она и	1	1
330	далеко не	5	1
331	мы видели	2	1
332	между собою	5	1
333	желал бы	1	1
334	иначе говоря	4	1
335	на таких	2	1
336	которую он	2	1
337	в этих	3	1
338	это единственный	1	1
339	объективно говоря	1	1
340	в своей	1	1
341	и культуры	4	1
342	этого необходимо	1	1
343	он должен	2	1
344	и общения	1	1
345	что до	1	1
346	от себя	2	1
347	не считал	1	1
348	с историческим	1	1
349	для многих	1	1
350	их в	2	1
351	как от	1	1
352	что этот	1	1
353	того кто	1	1
354	и позволяют	1	1
355	случае мы	1	1
356	тому что	2	1
357	в отношении	1	1
358	не противоречит	1	1
359	не имеет	1	1
360	того как	1	1
361	и притом	1	1
362	я буду	1	1
363	их будет	1	1
364	этих двух	2	1
365	есть культура	3	1
366	по своей	7	1
367	на себе	2	1
368	во всем	3	1
369	есть не	1	1
370	со своим	1	1
371	связи с	4	1
372	в сознании	6	1
373	лица земли	1	1
374	мы и	2	1
375	что на	1	1
376	за ними	3	1
377	однако это	2	1
378	именно такой	1	1
379	все то	2	1
380	не могут	4	1
381	это конечно	2	1
382	в других	1	1
383	же самое	1	1
384	приобщения к	2	1
385	числе и	1	1
386	является одним	1	1
387	к тому	8	1
388	как для	3	1
389	даже когда	1	1
390	ничего общего	3	1
391	приходит к	1	1
392	элементы в	1	1
393	но по	3	1
394	того чтобы	8	1
395	свою очередь	2	1
396	на нем	1	1
397	здесь не	1	1
398	некоторые другие	1	1
399	мысль о	1	1
400	только то	2	1
401	культуры и	9	1
402	приводит к	1	1
403	всю их	2	1
404	на том	2	1
405	на субъективном	1	1
406	же касается	2	1
407	можно было	1	1
408	на нее	2	1
409	каждого из	1	1
410	не стоит	2	1
411	жизнь и	3	1
412	не лучше	1	1
413	основана на	1	1
414	самым все	1	1
415	в определенной	1	1
416	в таком	4	1
417	находится в	1	1
418	и перед	1	1
419	лишь при	4	1
420	сводится к	2	1
421	два момента	1	1
422	нашем случае	2	1
423	все прочие	4	1
424	но мы	1	1
425	на страже	1	1
426	ничего такого	1	1
427	и просто	1	1
428	всегда может	1	1
429	с момента	2	1
430	во втором	2	1
431	ним и	1	1
432	бы в	3	1
433	отличалась от	4	1
434	фигурой это	1	1
435	целого а	1	1
436	в ту	2	1
437	существу он	1	1
438	но тут	1	1
439	тех пор	2	1
440	путь пройденный	1	1
441	борьбы за	2	1
442	этом однако	1	1
443	что только	2	1
444	идет по	1	1
445	усматривая в	1	1
446	чтобы после	1	1
447	а после	1	1
448	в эти	3	1
449	вопроса о	1	1
450	только на	1	1
451	и медленно	1	1
452	тем чтобы	2	1
453	за пределами	1	1
454	еще одной	1	1
455	а то	1	1
456	у того	1	1
457	с оружием	1	1
458	интересующего нас	1	1
459	мы находим	1	1
460	свой народ	2	1
461	и продолжает	1	1
462	на долю	2	1
463	как при	2	1
464	она имеет	1	1
465	во всей	1	1
466	до тех	2	1
467	по тем	2	1
468	к той	2	1
469	их именно	1	1
470	ее на	1	1
471	на деле	1	1
472	рядом с	1	1
473	нет и	1	1
474	или иной	1	1
475	в данный	1	1
476	деле есть	1	1
477	как сам	1	1
478	как у	3	1
479	именно в	5	1
480	к которому	1	1
481	в психологии	3	1
482	как же	1	1
483	еще и	1	1
484	а с	4	1
485	они оба	1	1
486	из таких	2	1
487	этом у	1	1
488	только по	1	1
489	здесь дело	1	1
490	а так	1	1
491	когда же	1	1
492	культуры мы	1	1
493	что мы	4	1
494	которой он	1	1
495	для этой	1	1
496	все более	1	1
497	развитии и	1	1
498	него в	2	1
499	эти слова	1	1
500	так же	8	1
501	и потому	3	1
502	их умственные	1	1
503	ждет не	1	1
504	с лица	1	1
505	наряду с	1	1
506	последнем случае	1	1
507	что же	2	1
508	с тех	1	1
509	являются неотъемлемыми	1	1
510	приходится признавать	1	1
511	в тот	1	1
512	в развитии	1	1
513	в своем	10	1
514	для тех	1	1
515	его в	5	1
516	и от	5	1
517	и некоторые	2	1
518	пока еще	1	1
519	мире а	1	1
520	и где	2	1
521	всего в	1	1
522	или эти	1	1
523	живет и	1	1
524	при таком	2	1
525	на самом	7	1
526	подобные им	1	1
527	не свидетельствует	1	1
528	совершенно иной	2	1
529	ее и	3	1
530	всего что	1	1
531	от него	3	1
532	и все	7	1
533	еще более	1	1
534	не будучи	1	1
535	в индивидуальном	2	1
536	над собою	1	1
537	нет ничего	1	1
538	лишь только	4	1
539	от всех	1	1
540	в свою	2	1
541	к его	1	1
542	не играет	2	1
543	близким к	1	1
544	культуры в	10	1
545	из этого	6	1
546	культура человечества	1	1
547	и состоит	2	1
548	культуры которые	2	1
549	которой я	1	1
550	ее в	1	1
551	и эта	1	1
552	у людей	1	1
553	к этому	5	1
554	можно назвать	3	1
555	они не	2	1
556	гораздо более	2	1
