N	2gram	Propp_Russ_1	Problemy
230	только так	1	2
231	о том	8	2
232	в раннем	1	2
233	и та	1	2
234	себя но	1	2
235	быть и	2	2
236	на которой	1	2
237	мы увидим	8	2
238	но ни	2	2
239	в эти	4	2
240	в большинстве	2	2
241	в жизни	2	2
242	к слову	2	2
243	большинстве случаев	2	2
244	мы знаем	1	2
245	него нет	1	2
246	совсем другое	1	2
247	не случайно	2	2
248	каждый из	1	2
249	что на	4	2
250	он во	1	2
251	такое же	2	2
252	говорит о	1	2
253	от другого	1	2
254	на этот	3	2
255	точек зрения	1	2
256	одна и	1	2
257	мы видели	1	2
258	вместе с	10	2
259	тому как	1	2
260	но для	1	2
261	или в	2	2
262	следующий за	1	2
263	будто бы	6	2
264	слово в	1	2
265	но эти	3	2
266	того времени	1	2
267	ту же	1	1
268	мы здесь	1	1
269	характер или	1	1
270	но тем	2	1
271	в приведенном	1	1
272	по преимуществу	1	1
273	и до	2	1
274	что эти	1	1
275	в доме	2	1
276	в их	4	1
277	по его	1	1
278	несколько иной	1	1
279	б и	1	1
280	или наоборот	1	1
281	мы не	6	1
282	это без	1	1
283	которую мы	1	1
284	а где	1	1
285	время от	1	1
286	они приносят	1	1
287	и завершающей	1	1
288	они были	2	1
289	но даже	2	1
290	ему в	1	1
291	зависимости от	1	1
292	того же	1	1
293	свою очередь	2	1
294	привычке по	1	1
295	я рад	1	1
296	он был	2	1
297	ни одно	2	1
298	их так	1	1
299	тех же	1	1
300	не все	1	1
301	в качестве	3	1
302	с совершенно	1	1
303	тут же	2	1
304	собственно уже	1	1
305	очень ярких	1	1
306	отнюдь не	2	1
307	в петербурге	1	1
308	независимо от	2	1
309	символ а	1	1
310	совершенно другой	1	1
311	в различные	1	1
312	некоторые из	1	1
313	и пр	2	1
314	и острая	1	1
315	что касается	1	1
316	перед нами	1	1
317	кроме того	1	1
318	разница не	1	1
319	что по	4	1
320	еще далеко	1	1
321	в другие	8	1
322	в этой	1	1
323	вообще а	1	1
324	во многих	5	1
325	очень велико	1	1
326	чтобы они	2	1
327	аналогичные слова	1	1
328	он должен	1	1
329	образ его	1	1
330	из мертвых	1	1
331	так например	6	1
332	они на	1	1
333	не бывает	1	1
334	которое как	1	1
335	здесь мы	1	1
336	совпадают с	3	1
337	что этот	4	1
338	и характер	1	1
339	об этом	9	1
340	на все	2	1
341	с целью	2	1
342	входит в	4	1
343	и мы	1	1
344	есть несколько	1	1
345	по всему	1	1
346	только одно	1	1
347	с водой	1	1
348	далеко не	3	1
349	дела и	1	1
350	домой и	2	1
351	и сделанные	1	1
352	просить прощения	1	1
353	и было	1	1
354	в один	2	1
355	одного и	1	1
356	в г	4	1
357	таким же	3	1
358	и ее	1	1
359	впрочем а	1	1
360	он искал	1	1
361	совершенно ясны	1	1
362	от времени	1	1
363	они уже	1	1
364	которые в	1	1
365	ко всему	1	1
366	тем не	3	1
367	и эти	1	1
368	и более	2	1
369	с такими	1	1
370	том же	2	1
371	нас к	2	1
372	приводят к	1	1
373	любви и	1	1
374	всех их	1	1
375	но они	3	1
376	она не	2	1
377	иной раз	1	1
378	для каждого	1	1
379	считает что	1	1
380	эта группа	1	1
381	дело в	1	1
382	одна из	4	1
383	что их	1	1
384	в основе	1	1
385	к изучению	1	1
386	и некоторое	1	1
387	и всегда	1	1
388	именно с	2	1
389	слова как	1	1
390	по привычке	1	1
391	того в	1	1
392	и углубленной	1	1
393	вот что	1	1
394	связи с	4	1
395	и при	1	1
396	доказать что	1	1
397	этом отношении	1	1
398	не до	1	1
399	приносят с	1	1
400	не могут	1	1
401	случаях когда	1	1
402	и другой	3	1
403	и другим	2	1
404	они и	2	1
405	оно не	1	1
406	приходит к	1	1
407	не совсем	4	1
408	как не	2	1
409	в некоторых	4	1
410	частично совпадают	1	1
411	данном случае	1	1
412	из приведенных	3	1
413	сочетается с	1	1
414	в особенности	2	1
415	но мы	1	1
416	то время	1	1
417	мы наблюдаем	2	1
418	на свой	1	1
419	собственно не	1	1
420	мы приведем	1	1
421	и ненависть	1	1
422	чем у	2	1
423	даже у	1	1
424	что дело	1	1
425	но иногда	1	1
426	если бы	1	1
427	должны признать	1	1
428	но здесь	1	1
429	находится в	2	1
430	характер этого	2	1
431	и поэтому	2	1
432	прямо и	1	1
433	никак не	1	1
434	что каждый	1	1
435	или на	3	1
436	подобные же	1	1
437	после того	2	1
438	их на	4	1
439	за семь	1	1
440	зрения он	1	1
441	нас в	1	1
442	должно было	2	1
443	что ими	1	1
444	связь между	2	1
445	все на	1	1
446	же очень	1	1
447	от них	3	1
448	во втором	1	1
449	во всей	1	1
450	в середине	3	1
451	но она	2	1
452	нет он	1	1
453	другие же	1	1
454	известно что	1	1
455	что здесь	1	1
456	как например	3	1
457	один из	8	1
458	же все	1	1
459	в позднейших	1	1
460	значение в	1	1
461	сразу же	1	1
462	согласиться с	1	1
463	этот вопрос	2	1
464	и действительно	1	1
465	еще и	1	1
466	падает на	1	1
467	очень много	1	1
468	вот все	1	1
469	бы ни	1	1
470	есть в	1	1
471	то и	1	1
472	или не	1	1
473	оно в	1	1
474	же явления	1	1
475	и других	7	1
476	слова если	1	1
477	ответ на	1	1
478	и никаких	2	1
479	там на	1	1
480	других так	1	1
481	изображается в	1	1
482	чтобы она	1	1
483	дело и	1	1
484	случае не	1	1
485	ее на	1	1
486	в других	11	1
487	нет его	1	1
488	они становятся	1	1
489	в очень	1	1
490	вид что	1	1
491	не были	2	1
492	и из	3	1
493	каждый человек	1	1
494	главное и	1	1
495	к которому	1	1
496	мы еще	1	1
497	в названиях	1	1
498	обратиться к	1	1
499	уже почти	1	1
500	и их	4	1
501	у других	1	1
502	не на	2	1
503	столом и	1	1
504	о чем	3	1
505	мы сейчас	1	1
506	или с	1	1
507	жизнь в	1	1
508	безо всякой	1	1
509	стоит в	2	1
510	если не	1	1
511	себя на	1	1
512	но оно	1	1
513	о своих	1	1
514	и потому	2	1
515	я тебе	1	1
516	в москве	3	1
517	из которых	1	1
518	на ивана	3	1
519	в данном	1	1
520	некоторое время	1	1
521	и всей	2	1
522	только себя	1	1
523	в первой	1	1
524	как средство	1	1
525	этом случае	5	1
526	и некоторые	3	1
527	которые также	1	1
528	можно сказать	1	1
529	в основном	3	1
530	только для	2	1
531	чтобы сделать	1	1
532	который почти	1	1
533	обращения к	1	1
534	под названием	1	1
535	не является	1	1
536	его нет	1	1
537	между ними	1	1
538	в двух	1	1
539	в отдельных	1	1
540	в третьем	1	1
541	главным образом	2	1
542	на других	3	1
543	в продолжение	1	1
544	на более	1	1
545	уже давно	1	1
546	же в	1	1
547	ты не	1	1
548	в свою	3	1
549	это все	1	1
550	с ней	2	1
551	после каждого	1	1
552	является и	1	1
553	в заключение	1	1
554	ней с	1	1
555	и другие	13	1
556	в своих	2	1
557	к этому	4	1
558	как на	1	1
559	и вновь	1	1
