N	2gram	Propp_Russ_1	Marksizm
263	него он	1	1
264	состоят из	2	1
265	такое уподобление	1	1
266	и определяется	1	1
267	между собой	2	1
268	всего этого	1	1
269	а следовательно	1	1
270	из этих	4	1
271	совсем не	1	1
272	а только	1	1
273	точка зрения	1	1
274	только при	1	1
275	только тогда	1	1
276	не все	1	1
277	к слову	2	1
278	иные формы	1	1
279	были не	1	1
280	же цели	1	1
281	и соответствующих	1	1
282	эта связь	1	1
283	его на	1	1
284	как в	5	1
285	что именно	2	1
286	так называемая	1	1
287	в различные	1	1
288	такого сопоставления	1	1
289	и различные	1	1
290	кроме того	1	1
291	когда он	2	1
292	в круг	2	1
293	и наконец	1	1
294	следующим образом	4	1
295	увидим что	1	1
296	в этот	10	1
297	в которой	1	1
298	как это	8	1
299	ни одна	1	1
300	этот вывод	1	1
301	как он	2	1
302	труда и	1	1
303	к выводу	2	1
304	что она	2	1
305	главным образом	2	1
306	видел в	1	1
307	в нашей	1	1
308	и самый	1	1
309	всех этих	2	1
310	не значит	2	1
311	этого вопроса	1	1
312	в силу	2	1
313	можно назвать	1	1
314	увидим не	1	1
315	и связанные	2	1
316	это значение	1	1
317	объяснить его	1	1
318	так например	6	1
319	от общего	1	1
320	но все	3	1
321	в каждом	2	1
322	как они	2	1
323	же не	2	1
324	связанные с	3	1
325	в совершенно	1	1
326	связанных с	1	1
327	с целью	2	1
328	не умели	1	1
329	входит в	4	1
330	они состоят	1	1
331	только одно	1	1
332	в них	6	1
333	нет в	1	1
334	с тем	8	1
335	дела и	1	1
336	которой он	1	1
337	несмотря на	3	1
338	слова если	1	1
339	в нижнем	1	1
340	языках в	1	1
341	все это	6	1
342	какие же	2	1
343	можно ответить	1	1
344	еще менее	1	1
345	только для	2	1
346	не столько	1	1
347	собой не	1	1
348	не менее	3	1
349	что было	1	1
350	тем не	3	1
351	не могли	1	1
352	этого мало	2	1
353	из могил	1	1
354	приводят к	1	1
355	при всех	1	1
356	иной раз	1	1
357	деле это	1	1
358	тогда когда	1	1
359	во время	14	1
360	и сама	1	1
361	было не	1	1
362	но она	2	1
363	не могло	1	1
364	находится в	2	1
365	и всегда	1	1
366	в разных	3	1
367	на себя	2	1
368	которые и	1	1
369	это слово	1	1
370	имеет совершенно	1	1
371	прямо в	1	1
372	так называемый	2	1
373	этом отношении	1	1
374	с другом	1	1
375	не совсем	4	1
376	нет даже	1	1
377	в духе	1	1
378	не могут	1	1
379	что все	1	1
380	и другой	3	1
381	ли не	1	1
382	более широкой	1	1
383	его с	4	1
384	например по	1	1
385	они и	2	1
386	слова с	1	1
387	оно не	1	1
388	время они	1	1
389	тем ярче	1	1
390	того времени	1	1
391	в некоторых	4	1
392	как самого	1	1
393	этот поток	1	1
394	как знак	1	1
395	так в	4	1
396	мы наблюдаем	2	1
397	еще лучше	1	1
398	слова а	1	1
399	собственно не	1	1
400	на том	1	1
401	и сам	1	1
402	большинство лингвистов	1	1
403	пытается объяснить	1	1
404	в иной	1	1
405	рождения и	1	1
406	было в	1	1
407	еще в	4	1
408	подойти к	2	1
409	приводит его	1	1
410	и вообще	1	1
411	и формами	1	1
412	с ним	2	1
413	до нас	1	1
414	при такой	1	1
415	и поэтому	2	1
416	внимание на	1	1
417	прямо и	1	1
418	чем их	1	1
419	и что	4	1
420	или на	3	1
421	можно сказать	1	1
422	должно было	2	1
423	в отрыве	1	1
424	по типу	1	1
425	нуждается в	1	1
426	во всей	1	1
427	сомнения в	1	1
428	что здесь	1	1
429	землю и	1	1
430	всякого рода	3	1
431	мы видим	2	1
432	тот же	1	1
433	для современного	1	1
434	из значений	1	1
435	и так	1	1
436	или его	1	1
437	их не	2	1
438	с которыми	1	1
439	которой оно	1	1
440	так что	2	1
441	есть в	1	1
442	и др	4	1
443	уже не	6	1
444	или не	1	1
445	оно в	1	1
446	же в	1	1
447	если в	3	1
448	смысла в	1	1
449	признаков как	1	1
450	не дает	1	1
451	и других	7	1
452	из них	8	1
453	не связанных	1	1
454	одно из	5	1
455	говорить об	1	1
456	в одном	3	1
457	и должна	1	1
458	к ним	3	1
459	не о	1	1
460	случае не	1	1
461	от того	1	1
462	в других	11	1
463	к самым	1	1
464	значение имеет	1	1
465	и из	3	1
466	связаны с	3	1
467	ему не	1	1
468	к которому	1	1
469	с той	1	1
470	еще и	1	1
471	в середине	3	1
472	себя и	2	1
473	и существует	1	1
474	говорит о	1	1
475	равной степени	2	1
476	что им	1	1
477	в изучение	1	1
478	которых мы	1	1
479	и жены	1	1
480	на которых	1	1
481	уподобление является	1	1
482	где эти	1	1
483	другой в	1	1
484	его как	2	1
485	дело в	1	1
486	становится на	1	1
487	на основании	1	1
488	из специальных	1	1
489	или с	1	1
490	если не	1	1
491	себя на	1	1
492	но оно	1	1
493	совсем так	1	1
494	состав этих	1	1
495	в воскресенье	1	1
496	может так	1	1
497	этих случаях	1	1
498	к жизни	3	1
499	для обозначения	2	1
500	древнерусской письменности	1	1
501	это приводит	1	1
502	те кто	1	1
503	в течение	5	1
504	принадлежащий к	1	1
505	и всей	2	1
506	друг с	1	1
507	н а	5	1
508	исходя из	1	1
509	и было	1	1
510	быть не	1	1
511	в это	3	1
512	и носит	1	1
513	этом случае	5	1
514	и другим	2	1
515	то кто	1	1
516	в целом	2	1
517	на которой	1	1
518	но это	4	1
519	направления в	2	1
520	однако не	1	1
521	к вопросу	2	1
522	содержанием и	1	1
523	деле как	1	1
524	форм и	1	1
525	не оставляют	1	1
526	это та	1	1
527	прежде чем	1	1
528	которого они	1	1
529	о котором	1	1
530	хотя и	2	1
531	это часто	1	1
532	да все	1	1
533	или нет	1	1
534	интерес к	2	1
535	из своего	1	1
536	мы попытаемся	2	1
537	мы должны	2	1
538	зрения в	1	1
539	потому что	10	1
540	по традиции	1	1
541	только по	2	1
542	в равной	2	1
543	нам не	1	1
544	изложение и	1	1
545	но можно	1	1
546	него нет	1	1
547	является и	1	1
548	этом мы	1	1
549	не что	2	1
550	в заключение	1	1
551	трудно в	1	1
552	которые приводят	1	1
553	и другие	13	1
554	в старом	1	1
555	по поводу	1	1
556	также не	1	1
