N	2gram	Tiupa_Vved_1	Psycholo
536	оно в	1	1
537	если в	2	1
538	в данной	2	1
539	этот раз	2	1
540	не так	1	1
541	которая может	2	1
542	сами по	1	1
543	для меня	1	1
544	может служить	4	1
545	которым приводит	1	1
546	которые могут	1	1
547	процессов и	1	1
548	открывает перед	1	1
549	заметить что	1	1
550	и оценки	1	1
551	или ином	1	1
552	в особенности	1	1
553	жизни в	4	1
554	понимания как	1	1
555	оказывается и	1	1
556	в свою	4	1
557	действующих лиц	2	1
558	еще и	1	1
559	а с	2	1
560	и др	1	1
561	соответствии с	6	1
562	существенную роль	1	1
563	полагал что	1	1
564	и опять	2	1
565	всегда можем	1	1
566	которых мы	1	1
567	в рассказе	6	1
568	зависит от	2	1
569	своего рода	10	1
570	но никогда	1	1
571	что обычно	1	1
572	в те	1	1
573	было в	1	1
574	и действие	1	1
575	в центре	2	1
576	границы между	2	1
577	самой своей	1	1
578	только с	1	1
579	дела мы	1	1
580	случаях в	1	1
581	ни от	2	1
582	представления о	1	1
583	в той	4	1
584	на эту	1	1
585	в литературе	2	1
586	первом случае	1	1
587	быть только	2	1
588	слов в	1	1
589	слова и	1	1
590	установки и	1	1
591	с первой	1	1
592	в теорию	1	1
593	не к	4	1
594	говоря это	2	1
595	между собой	2	1
596	восприятия и	1	1
597	лев толстой	1	1
598	однако оно	1	1
599	мы неизбежно	1	1
600	при таком	1	1
601	и само	1	1
602	или в	1	1
603	его с	2	1
604	а к	3	1
605	как для	2	1
606	рассказе может	1	1
607	золотого сечения	1	1
608	мы должны	1	1
609	не непосредственно	1	1
610	стороны в	1	1
611	зрения в	1	1
612	хотя бы	1	1
613	же в	1	1
614	историю которую	1	1
615	игнорировать эту	1	1
616	между ними	1	1
617	и внутренне	1	1
618	в их	1	1
619	определяются в	1	1
620	же самой	1	1
621	также в	1	1
622	все люди	1	1
623	не что	1	1
624	но эти	1	1
625	см в	1	1
626	от ее	1	1
627	том числе	1	1
628	и вновь	3	1
629	событий в	1	1
630	слова это	1	1
