N	2gram	Tiupa_Lite_2	Problema
175	тому что	1	3
176	одна из	5	3
177	и притом	1	3
178	в основе	2	3
179	только не	1	3
180	только и	1	3
181	языка в	1	3
182	не знает	2	3
183	ничего общего	1	3
184	на том	1	3
185	мы в	1	3
186	он сам	1	3
187	для этого	2	3
188	но мы	1	3
189	и наконец	2	3
190	один из	4	3
191	все на	1	3
192	уже в	2	3
193	пока не	1	3
194	для того	2	3
195	тому как	2	3
196	к тому	1	3
197	и от	1	3
198	бы в	1	3
199	от всего	1	3
200	тех или	1	3
201	это тоже	1	3
202	только как	1	3
203	в своих	2	3
204	все что	2	3
205	речь идет	3	2
206	от самого	1	2
207	по преимуществу	2	2
208	нас на	1	2
209	из трех	1	2
210	той же	2	2
211	и само	1	2
212	это совершенно	1	2
213	исследования в	1	2
214	собой все	1	2
215	из которых	2	2
216	в ней	4	2
217	представляет собой	2	2
218	здесь не	1	2
219	бы то	1	2
220	во всех	3	2
221	от его	1	2
222	есть по	2	2
223	себе и	3	2
224	ведь мы	2	2
225	и свои	1	2
226	которые не	1	2
227	общего с	1	2
228	как нам	1	2
229	и свою	1	2
230	и хотя	1	2
231	и конечно	1	2
232	во многих	1	2
233	он не	5	2
234	подобно тому	2	2
235	и мы	1	2
236	а скорее	1	2
237	в них	2	2
238	она и	1	2
239	точки зрения	4	2
240	имеет ничего	1	2
241	в такой	2	2
242	что до	1	2
243	мысли и	2	2
244	не в	4	2
245	войти в	1	2
246	даже в	4	2
247	того чтобы	1	2
248	и вещи	1	2
249	как на	3	2
250	однако это	1	2
251	числе и	1	2
252	что может	1	2
253	более не	1	2
254	на нем	1	2
255	мысль о	1	2
256	и сам	2	2
257	но зато	1	2
258	отождествляется с	1	2
259	еще в	4	2
260	является в	1	2
261	сводится к	1	2
262	а также	2	2
263	время не	1	2
264	что и	2	2
265	в него	2	2
266	здесь о	1	2
267	в качестве	5	2
268	для всех	5	2
269	мышления и	1	2
270	понятий в	1	2
271	ни с	1	2
272	не так	2	2
273	себе в	1	2
274	ведь это	2	2
275	каждый из	4	2
276	мы это	1	2
277	с нашим	1	2
278	и прежде	1	2
279	и др	3	2
280	только по	1	2
281	имея в	1	2
282	нет ничего	1	2
283	вместе с	5	2
284	является функцией	1	2
285	основана на	1	2
286	при таком	1	2
287	свидетельствует о	2	2
288	еще более	1	2
289	в системе	1	2
290	о своем	1	2
291	элементов а	1	2
292	из этого	1	2
293	в действительности	1	2
294	частности в	1	2
295	том числе	2	2
296	отношения к	1	1
297	одним из	3	1
298	же как	2	1
299	в движение	1	1
300	многих отношениях	1	1
301	но тем	4	1
302	тем же	3	1
303	здесь и	1	1
304	отношения между	1	1
305	ту же	2	1
306	и до	2	1
307	должна быть	1	1
308	мы имеем	1	1
309	именно к	1	1
310	требует от	1	1
311	на себя	2	1
312	я не	5	1
313	ему в	1	1
314	общения в	1	1
315	к общему	1	1
316	и отражения	1	1
317	понятия в	1	1
318	он был	1	1
319	ни одно	1	1
320	столь же	5	1
321	некоторые другие	1	1
322	его так	1	1
323	самих себя	1	1
324	в ту	1	1
325	он говорит	1	1
326	то он	1	1
327	автора но	1	1
328	из таких	1	1
329	своей единственной	1	1
330	смысл этот	1	1
331	в рамках	4	1
332	как в	1	1
333	нечто противоположное	1	1
334	отношений не	1	1
335	как уже	2	1
336	для которого	1	1
337	работников в	1	1
338	в литературном	1	1
339	что это	1	1
340	в известном	1	1
341	человек то	1	1
342	и те	1	1
343	корнями в	1	1
344	с чем	1	1
345	не следует	1	1
346	что было	2	1
347	в нем	3	1
348	порядка в	1	1
349	о которой	2	1
350	и еще	2	1
351	близким к	1	1
352	только ему	1	1
353	на земле	1	1
354	свое время	2	1
355	что ни	1	1
356	и будет	1	1
357	на этом	2	1
358	всех своих	3	1
359	пока мы	1	1
360	что такой	1	1
361	в другом	3	1
362	а для	1	1
363	в глубине	1	1
364	необходимой для	1	1
365	нашем случае	1	1
366	входя в	1	1
367	и менее	1	1
368	в глазах	3	1
369	это не	1	1
370	он есть	1	1
371	должен был	1	1
372	является принципом	1	1
373	реальности и	1	1
374	то как	2	1
375	его носителя	1	1
376	от языка	1	1
377	такой же	3	1
378	не мог	1	1
379	место в	1	1
380	до последнего	1	1
381	сам же	1	1
382	для многих	1	1
383	не привносит	1	1
384	далека от	1	1
385	ни было	2	1
386	как от	1	1
387	вещей и	1	1
388	вся земля	1	1
389	аксиома не	1	1
390	что есть	1	1
391	различие здесь	1	1
392	не раз	2	1
393	но они	1	1
394	из тех	2	1
395	из нас	2	1
396	только здесь	1	1
397	не берет	1	1
398	если в	2	1
399	я буду	1	1
400	на себе	1	1
401	например не	1	1
402	никогда не	3	1
403	и всегда	1	1
404	и вместо	1	1
405	мира и	1	1
406	этих двух	1	1
407	а во	1	1
408	во всей	1	1
409	по своей	1	1
410	и его	3	1
411	и теперь	1	1
412	со своим	1	1
413	этом отношении	3	1
414	за ними	1	1
415	а мы	1	1
416	не знали	3	1
417	есть у	1	1
418	свое собственное	1	1
419	человека с	1	1
420	по нашему	1	1
421	констатировать в	1	1
422	в каждом	2	1
423	своим языком	1	1
424	слово не	2	1
425	но по	1	1
426	с ее	2	1
427	нам о	1	1
428	самим собою	1	1
429	как система	1	1
430	в собственном	1	1
431	и находится	1	1
432	и когда	1	1
433	на нее	1	1
434	каждого из	1	1
435	и каждый	2	1
436	поэтому в	1	1
437	на что	1	1
438	эту теорию	1	1
439	с ним	2	1
440	находится в	1	1
441	с полным	1	1
442	вот почему	1	1
443	случае как	1	1
444	одного из	1	1
445	как форма	1	1
446	времени в	1	1
447	одно слово	1	1
448	однако с	1	1
449	переходит в	1	1
450	и хорошо	1	1
451	чем и	1	1
452	еще только	1	1
453	в слово	1	1
454	же можно	1	1
455	и мыслить	1	1
456	отношений есть	1	1
457	но с	3	1
458	и одновременно	2	1
459	отражения в	1	1
460	такого чего	1	1
461	одной из	2	1
462	и представляет	1	1
463	дело с	1	1
464	вообще может	1	1
465	в какой	2	1
466	то в	2	1
467	которое мы	1	1
468	что нам	2	1
469	но то	1	1
470	вопроса о	1	1
471	тем чтобы	1	1
472	от других	1	1
473	а то	1	1
474	ее отражения	1	1
475	слова в	1	1
476	нас только	1	1
477	в одном	2	1
478	в пространстве	1	1
479	не для	1	1
480	друг друга	2	1
481	в сфере	4	1
482	со стороны	3	1
483	с другим	2	1
484	именно в	1	1
485	когда по	1	1
486	проявляющееся в	1	1
487	а с	1	1
488	себя и	2	1
489	говорит о	1	1
490	от этого	1	1
491	в подлинном	1	1
492	и своего	1	1
493	это прежде	2	1
494	нашему мнению	1	1
495	до конца	2	1
496	однако и	1	1
497	все время	1	1
498	другим а	1	1
499	не совпадающих	1	1
500	одно что	1	1
501	мира в	2	1
502	для этой	1	1
503	все более	1	1
504	с первого	1	1
505	к его	1	1
506	который бы	1	1
507	и потому	1	1
508	как это	2	1
509	решение вопроса	1	1
510	а так	1	1
511	к своему	2	1
512	в пределах	1	1
513	а если	2	1
514	в тот	1	1
515	мыслится как	3	1
516	х гг	1	1
517	все индивидуальные	1	1
518	и нет	2	1
519	в смысле	1	1
520	не станет	1	1
521	которая в	1	1
522	особого рода	1	1
523	поскольку от	1	1
524	что а	1	1
525	же в	2	1
526	обстоит дело	1	1
527	всего мира	1	1
528	то здесь	1	1
529	есть и	1	1
530	в свое	2	1
531	кстати сказать	1	1
532	в литературе	1	1
533	к этой	2	1
534	разговоре с	2	1
535	ее в	1	1
536	то оно	1	1
537	и эта	1	1
538	этот путь	3	1
539	каждое слово	1	1
540	который не	1	1
541	к этому	1	1
542	можно назвать	1	1
543	они не	1	1
