N	2gram	Vinokur_St_2	Vladivir
415	из книги	3	1
416	и хотя	1	1
417	для которого	1	1
418	не приходится	4	1
419	так или	1	1
420	представляет собой	1	1
421	столько с	1	1
422	им в	1	1
423	всем его	1	1
424	для которых	2	1
425	говорят о	1	1
426	и те	2	1
427	по мнению	1	1
428	не следует	1	1
429	в свет	5	1
430	разных источников	1	1
431	еще раньше	1	1
432	пушкина и	9	1
433	свою собственную	1	1
434	не к	2	1
435	новое и	1	1
436	№ в	1	1
437	говоря в	1	1
438	одно и	1	1
439	но все	7	1
440	том же	2	1
441	не будет	1	1
442	факт что	6	1
443	друзей и	1	1
444	а когда	1	1
445	карамзина а	1	1
446	поэзии и	2	1
447	те же	1	1
448	поводу этих	1	1
449	их и	1	1
450	говорил что	1	1
451	не нашел	2	1
452	заключается в	1	1
453	с другими	1	1
454	не означал	1	1
455	три дня	1	1
456	на почве	2	1
457	именно что	1	1
458	так называемую	1	1
459	некоторое представление	1	1
460	и тем	1	1
461	не соответствует	1	1
462	течение почти	1	1
463	сколько с	1	1
464	указаний на	1	1
465	который сам	1	1
466	для них	1	1
467	но уже	1	1
468	о которых	2	1
469	в высшей	1	1
470	сам называл	1	1
471	тому что	7	1
472	и уже	1	1
473	для чего	1	1
474	об этой	1	1
475	с такой	1	1
476	мы не	1	1
477	выражение в	2	1
478	истории русской	1	1
479	в этих	3	1
480	в г	7	1
481	к тем	1	1
482	что среди	1	1
483	отнесся к	1	1
484	ни у	3	1
485	в №	2	1
486	и без	1	1
487	уже к	1	1
488	пушкина с	7	1
489	что вся	1	1
490	представление о	1	1
491	этого вопроса	1	1
492	от его	2	1
493	вопрос о	6	1
494	сейчас отметим	1	1
495	вплоть до	1	1
496	сам же	1	1
497	и той	1	1
498	указать еще	1	1
499	ни было	2	1
500	не для	1	1
501	и вся	2	1
502	она не	1	1
503	время был	1	1
504	пять лет	3	1
505	был уже	1	1
506	своего социального	1	1
507	в таких	1	1
508	xviii века	2	1
509	с теми	1	1
510	что ему	3	1
511	возвращении в	1	1
512	случае не	2	1
513	о них	1	1
514	не могло	3	1
515	делать из	1	1
516	только не	2	1
517	его от	1	1
518	источников в	1	1
519	одна из	1	1
520	на два	1	1
521	его тут	1	1
522	этих двух	1	1
523	совершенно неправильно	1	1
524	он переживал	1	1
525	вернее сказать	1	1
526	связи с	4	1
527	кто хотел	1	1
528	до того	4	1
529	только с	2	1
530	этом отношении	9	1
531	ни малейшего	1	1
532	в области	2	1
533	не потому	2	1
534	в стиле	1	1
535	связан не	1	1
536	и далее	1	1
537	уже о	1	1
538	географии и	1	1
539	нет ни	1	1
540	не могут	1	1
541	было еще	1	1
542	сравнении с	2	1
543	для такого	1	1
544	а что	1	1
545	слова с	1	1
546	в каждом	1	1
547	он никогда	1	1
548	ознакомление с	1	1
549	карамзин был	1	1
550	не лишена	1	1
551	то ни	2	1
552	исторических материалов	1	1
553	публики и	1	1
554	лет с	1	1
555	резкая перемена	1	1
556	мое сердце	1	1
557	он несомненно	1	1
558	над его	1	1
559	свою очередь	1	1
560	говоря уже	1	1
561	не успел	1	1
562	на другой	1	1
563	с самого	3	1
564	так в	1	1
565	роль в	1	1
566	были напечатаны	1	1
567	то нужно	1	1
568	и совершенно	1	1
569	раз против	1	1
570	о тех	1	1
571	о самой	1	1
572	за то	3	1
573	очень долго	1	1
574	не с	1	1
575	было в	1	1
576	особенно в	2	1
577	и которые	1	1
578	с самим	1	1
579	что также	1	1
580	которая была	2	1
581	представляют собою	1	1
582	найти в	1	1
583	во второй	1	1
584	ли и	2	1
585	а все	1	1
586	знакомство с	1	1
587	поэтому в	1	1
588	если бы	2	1
589	в эпоху	1	1
590	в настоящее	1	1
591	чтения о	1	1
592	было не	1	1
593	искусства и	2	1
594	вот почему	1	1
595	сам был	1	1
596	другом месте	2	1
597	но к	1	1
598	внимание на	4	1
599	настоящее время	1	1
600	второй половине	1	1
601	одного из	1	1
602	между окончанием	1	1
603	в значительной	2	1
604	он с	1	1
605	связь между	1	1
606	россии он	1	1
607	историческая справедливость	1	1
608	в обращении	2	1
609	от них	1	1
610	и во	1	1
611	которые он	1	1
612	которая должна	1	1
613	укажем только	1	1
614	свою вторую	1	1
615	которой все	1	1
616	отказался от	1	1
617	было для	2	1
618	для самого	1	1
619	говорит в	1	1
620	еще несколько	1	1
621	тех пор	1	1
622	казалось что	1	1
623	но с	4	1
624	обычно у	1	1
625	его вопросов	1	1
626	обстановку в	1	1
627	не как	1	1
628	мне кажется	3	1
629	согласиться с	1	1
630	его жизнь	1	1
631	истории и	2	1
632	отцу и	1	1
633	два года	2	1
634	который в	1	1
635	здесь о	1	1
636	все были	1	1
637	это же	1	1
638	а после	1	1
639	хотя у	1	1
640	с какой	1	1
641	самом деле	3	1
642	этому поводу	2	1
643	знаком с	2	1
644	в указанном	1	1
645	в сторону	1	1
646	раз в	2	1
647	в журнале	1	1
648	ни одного	3	1
649	только совсем	1	1
650	и которая	1	1
651	который объявил	1	1
652	же в	1	1
653	от других	1	1
654	а то	1	1
655	конце года	1	1
656	этом в	1	1
657	это обстоятельство	1	1
658	воображения и	1	1
659	одно из	1	1
660	в известной	1	1
661	ту же	1	1
662	говорил не	1	1
663	в одном	6	1
664	у нее	1	1
665	мы можем	1	1
666	как его	1	1
667	свою ответственность	1	1
668	на меня	2	1
669	заметить что	1	1
670	не просто	1	1
671	в дружеских	1	1
672	и вместе	1	1
673	он почти	1	1
674	ближайшим образом	2	1
675	не понял	1	1
676	должно следовать	1	1
677	но одно	1	1
678	попал в	1	1
679	как у	3	1
680	мне не	1	1
681	или иначе	1	1
682	обращении к	2	1
683	что человек	1	1
684	именно в	4	1
685	и создавал	1	1
686	и насколько	1	1
687	что тот	1	1
688	с той	2	1
689	в свою	1	1
690	себя и	1	1
691	воспоминания о	2	1
692	для такой	1	1
693	говорит о	2	1
694	прежде всего	5	1
695	месте и	1	1
696	и пр	8	1
697	нужно сказать	1	1
698	которые не	3	1
699	истину то	1	1
700	мало так	1	1
701	а за	1	1
702	до конца	3	1
703	а не	5	1
704	ниже в	2	1
705	в руках	1	1
706	конечно на	1	1
707	из последних	1	1
708	о чем	5	1
709	на эту	1	1
710	его друзья	2	1
711	его как	2	1
712	долго и	1	1
713	в точности	1	1
714	входить в	1	1
715	на который	1	1
716	характера его	1	1
717	время с	1	1
718	так же	3	1
719	приводит в	1	1
720	в одной	2	1
721	это письмо	2	1
722	в изображении	1	1
723	в данном	2	1
724	что за	2	1
725	письмо к	2	1
726	очень важно	1	1
727	самого себя	1	1
728	и вполне	1	1
729	из этой	2	1
730	я с	1	1
731	человек с	1	1
732	на свете	1	1
733	и более	2	1
734	быть не	1	1
735	что карамзин	1	1
736	с этой	2	1
737	он чувствует	1	1
738	на пути	1	1
739	и была	2	1
740	писал и	1	1
741	самого и	1	1
742	с большой	1	1
743	писал в	1	1
744	обнаруживает не	1	1
745	в более	1	1
746	за его	1	1
747	уже на	1	1
748	не существует	1	1
749	котором он	1	1
750	в рецензии	3	1
751	или в	1	1
752	и среди	1	1
753	мысль о	1	1
754	бы в	1	1
755	у которого	1	1
756	ни к	1	1
757	время ее	1	1
758	до меня	1	1
759	и роста	1	1
760	ее в	2	1
761	петра i	1	1
762	г и	1	1
763	речи о	1	1
764	связь с	2	1
765	была написана	1	1
766	жизни в	1	1
767	но если	1	1
768	в моем	1	1
769	между ними	1	1
770	не говоря	1	1
771	от своего	1	1
772	появления в	3	1
773	по одному	1	1
774	одновременно и	1	1
775	времени работы	1	1
776	не давала	1	1
777	и другие	2	1
778	уже после	2	1
779	в таком	1	1
780	переворот в	1	1
