N	2gram	Losev_Vlad_2	Dialekti
231	можно говорить	3	2
232	говоря о	3	2
233	есть сама	1	2
234	он всегда	1	2
235	и больше	3	2
236	от всякой	2	2
237	для своего	1	2
238	что если	2	2
239	время как	2	2
240	оно есть	1	2
241	в полной	1	2
242	мы и	1	2
243	есть для	2	2
244	быть в	3	2
245	я никогда	1	2
246	из этих	3	2
247	но как	1	2
248	точка зрения	1	2
249	себе и	2	2
250	что именно	1	2
251	с этим	5	2
252	этой стороны	1	2
253	что касается	3	2
254	мало ли	1	2
255	он на	2	2
256	о самом	1	2
257	бы и	1	2
258	не был	2	2
259	все эти	5	2
260	тут и	1	2
261	тоже не	1	2
262	содержат в	1	2
263	тому же	1	2
264	в первую	1	2
265	в виде	3	2
266	на земле	2	2
267	на этом	2	2
268	это конечно	1	2
269	что мир	1	2
270	и может	2	2
271	свое учение	1	2
272	– то	1	2
273	это было	4	2
274	надо считать	1	2
275	но уже	2	2
276	о чистой	1	2
277	мы имеем	1	2
278	с этой	4	2
279	как и	5	2
280	между собою	1	2
281	до сих	1	2
282	и при	2	2
283	в своей	5	2
284	будет в	1	2
285	то он	1	2
286	можно найти	1	2
287	всяком случае	6	2
288	во всем	1	2
289	в которых	1	2
290	и от	2	2
291	ко всему	4	2
292	вещей и	1	2
293	для нее	1	2
294	раз и	2	2
295	не менее	7	2
296	но они	1	2
297	или что	1	2
298	как можно	1	2
299	но которая	1	2
300	иной раз	2	2
301	как о	1	2
302	дело не	1	2
303	к ним	1	2
304	что их	1	2
305	совершенно ничего	2	2
306	учения о	3	2
307	очень мало	1	2
308	заметить что	1	2
309	и является	1	2
310	же он	1	2
311	этом отношении	1	2
312	которое в	2	2
313	и надо	1	2
314	вы можете	1	2
315	от которой	1	2
316	и это	3	2
317	ровно никаких	1	2
318	другими словами	5	2
319	как с	1	2
320	и совершенно	1	2
321	можно только	1	2
322	для этого	1	2
323	его самого	1	2
324	до полной	1	2
325	тех кто	1	2
326	взяться за	1	2
327	для того	2	2
328	о своих	1	2
329	в него	1	2
330	не зная	1	2
331	того что	5	2
332	эти последние	4	2
333	в современной	1	2
334	что здесь	1	2
335	чем он	1	2
336	и быть	1	2
337	мы увидим	1	2
338	поэтому и	1	2
339	в качестве	1	2
340	нужно понимать	2	2
341	же и	2	2
342	уже не	3	2
343	если мы	1	2
344	то и	1	2
345	только тогда	2	2
346	всегда было	1	2
347	из них	1	2
348	для него	9	2
349	и их	1	2
350	никто не	1	2
351	т п	1	2
352	ее на	2	2
353	со стороны	4	2
354	живой и	1	2
355	как у	2	2
356	что человек	1	2
357	тот кто	1	2
358	именно в	4	2
359	здесь в	2	2
360	при чем	1	2
361	с ней	2	2
362	стремится к	2	2
363	а главное	1	2
364	только как	1	2
365	о чем	6	2
366	мы сами	2	2
367	он и	3	2
368	если это	1	2
369	состояние в	1	2
370	в частности	2	2
371	или по	2	2
372	как в	3	2
373	это за	2	2
374	еще не	1	2
375	как например	1	2
376	такой же	1	2
377	сих пор	1	2
378	даже больше	2	2
379	и для	3	2
380	то была	1	2
381	тем более	3	2
382	ни к	1	2
383	я в	3	2
384	о своем	2	2
385	что даже	1	2
386	точно так	3	2
387	как результат	1	2
388	к этому	6	2
389	в объективном	1	1
390	я и	2	1
391	как известно	1	1
392	например в	1	1
393	и без	1	1
394	мере в	1	1
395	в чистой	1	1
396	и до	2	1
397	что эти	2	1
398	и нужно	2	1
399	и этот	1	1
400	сказать с	1	1
401	той же	4	1
402	конечно совершенно	1	1
403	отметить и	1	1
404	а как	1	1
405	характер его	1	1
406	мы не	2	1
407	быть у	1	1
408	бы что	1	1
409	из этого	5	1
410	не помешало	1	1
411	он как	1	1
412	его вполне	1	1
413	и бытия	2	1
414	что иное	1	1
415	как я	2	1
416	но даже	1	1
417	думаю что	1	1
418	и самого	1	1
419	столько же	1	1
420	иное как	1	1
421	что по	1	1
422	на их	1	1
423	бы мы	1	1
424	во всех	3	1
425	в создании	1	1
426	других источников	1	1
427	все больше	1	1
428	совсем не	4	1
429	мы будем	3	1
430	мы сейчас	3	1
431	нет и	1	1
432	чем же	1	1
433	в той	2	1
434	его на	3	1
435	только об	1	1
436	не нуждаясь	1	1
437	в связи	8	1
438	то чем	1	1
439	что нет	1	1
440	когда он	1	1
441	я должен	2	1
442	и наконец	4	1
443	работает в	1	1
444	это тоже	2	1
445	к идее	1	1
446	его к	1	1
447	и к	6	1
448	найти много	1	1
449	и свою	1	1
450	и отчасти	1	1
451	нему с	1	1
452	в правильности	1	1
453	к чему	1	1
454	еще на	2	1
455	в которой	4	1
456	а идея	1	1
457	так или	3	1
458	так в	1	1
459	выражение в	1	1
460	по преимуществу	1	1
461	часто даже	1	1
462	что ничего	1	1
463	но его	2	1
464	материи ни	1	1
465	если он	1	1
466	не могла	2	1
467	есть но	1	1
468	и если	4	1
469	что каждая	1	1
470	к выводу	1	1
471	больше всего	1	1
472	при этом	5	1
473	после этого	1	1
474	и теоретическая	1	1
475	нее и	1	1
476	свою собственную	1	1
477	к одному	1	1
478	не к	1	1
479	и по	2	1
480	так например	1	1
481	него и	2	1
482	находим у	1	1
483	таким образом	3	1
484	по его	1	1
485	здесь мы	3	1
486	не будет	1	1
487	что все	1	1
488	главным образом	1	1
489	есть все	1	1
490	же касается	5	1
491	и дальше	1	1
492	чего он	1	1
493	мы уже	2	1
494	и никакого	1	1
495	них не	1	1
496	а по	1	1
497	то есть	7	1
498	для своей	1	1
499	когда уже	1	1
500	его в	4	1
501	ли он	2	1
502	первую очередь	1	1
503	и отдельные	1	1
504	а это	3	1
505	нечто внешнее	1	1
506	и тем	1	1
507	в жизни	1	1
508	кажется что	2	1
509	из нее	1	1
510	убежден в	1	1
511	далеко не	1	1
512	в этой	4	1
513	это является	1	1
514	этого не	2	1
515	всю жизнь	1	1
516	со своими	1	1
517	говорится о	2	1
518	в москве	6	1
519	оно имеет	1	1
520	его сердце	1	1
521	сам говорит	1	1
522	мы с	4	1
523	которые я	1	1
524	слишком часто	1	1
525	но я	1	1
526	зрения можно	1	1
527	что значит	1	1
528	я этого	1	1
529	что между	1	1
530	никаких оснований	1	1
531	взгляд на	1	1
532	в такой	1	1
533	могла быть	1	1
534	место в	1	1
535	них нет	1	1
536	добра и	1	1
537	представление о	1	1
538	говорил о	2	1
539	оказывается что	1	1
540	мы сказали	2	1
541	наивно и	1	1
542	и находит	1	1
543	мир и	1	1
544	есть его	2	1
545	которые в	1	1
546	последних дней	3	1
547	но он	3	1
548	том чтобы	2	1
549	тем не	6	1
550	что философ	2	1
551	без всяких	1	1
552	не могли	3	1
553	и очень	2	1
554	этом не	1	1
555	вообще но	1	1
556	до известной	1	1
557	равно не	1	1
558	мы пока	2	1
559	с теми	1	1
560	самого начала	1	1
561	очень сложным	1	1
562	правда в	2	1
563	дело в	3	1
564	того как	2	1
565	тогда и	2	1
566	было у	2	1
567	против этого	1	1
568	что вы	2	1
569	можно судить	4	1
570	ясность и	1	1
571	того чтобы	2	1
572	может только	1	1
573	в день	1	1
574	не выдержал	1	1
575	на меня	2	1
576	что весьма	1	1
577	жизни не	1	1
578	этого общего	1	1
579	этих двух	1	1
580	всего на	2	1
581	базируется на	1	1
582	пушкина но	1	1
583	ни тем	1	1
584	меня и	2	1
585	и его	6	1
586	же самая	1	1
587	связи с	8	1
588	здесь же	1	1
589	как будто	2	1
590	в будущем	2	1
591	сравнить с	1	1
592	у меня	1	1
593	глубочайшим образом	1	1
594	всему этому	2	1
595	быть уверенным	1	1
596	не могут	1	1
597	и часто	2	1
598	когда мы	3	1
599	вл соловьев	136	1
600	сравнении с	1	1
601	почему все	1	1
602	заметил что	1	1
603	уже было	1	1
604	мы все	1	1
605	должны быть	1	1
606	есть хотя	1	1
607	например на	1	1
608	долго не	1	1
609	где он	3	1
610	тогда я	1	1
611	и которая	1	1
612	вы не	2	1
613	но по	2	1
614	нужно сказать	1	1
615	с языческим	1	1
616	здесь не	4	1
617	религии а	1	1
618	в каких	2	1
619	характер и	1	1
620	почему и	2	1
621	этого всеобщего	1	1
622	него самого	1	1
623	нет никакой	1	1
624	в государстве	1	1
625	уже с	1	1
626	с самого	1	1
627	то время	6	1
628	помочь и	1	1
629	верит в	1	1
630	на том	1	1
631	и сам	2	1
632	на нее	1	1
633	же нужно	2	1
634	времени и	1	1
635	жизнь а	1	1
636	здесь как	1	1
637	сейчас видим	1	1
638	верить в	1	1
639	еще в	2	1
640	этим в	1	1
641	в результате	5	1
642	ничего подобного	1	1
643	действия не	1	1
644	выводу что	1	1
645	связанное с	1	1
646	до последних	1	1
647	и должно	1	1
648	таков например	1	1
649	язык и	1	1
650	но мы	1	1
651	все его	1	1
652	этим не	1	1
653	вне всякой	1	1
654	любви к	1	1
655	об идее	1	1
656	заключается в	2	1
657	и всякая	2	1
658	это вероятно	2	1
659	ним и	1	1
660	природы и	1	1
661	нуждаясь ни	1	1
662	тотчас же	1	1
663	нельзя сказать	1	1
664	получается что	1	1
665	представления о	1	1
666	отчет в	2	1
667	не знаю	1	1
668	у которого	2	1
669	а именно	6	1
670	заключается не	1	1
671	не так	1	1
672	но тут	1	1
673	интереса к	1	1
674	наблюдать и	1	1
675	мне кажется	1	1
676	минуту не	1	1
677	в какой	1	1
678	но ни	1	1
679	и некритическое	1	1
680	известного рода	1	1
681	пор не	1	1
682	как нечто	1	1
683	года то	2	1
684	это очень	1	1
685	и глупо	1	1
686	в природу	1	1
687	со всеми	1	1
688	конечно вы	1	1
689	история и	2	1
690	себя в	2	1
691	скажу только	1	1
692	вот что	4	1
693	можно установить	1	1
694	второй и	1	1
695	уже в	3	1
696	даже вообще	2	1
697	ним не	1	1
698	же этой	1	1
699	а то	2	1
700	сказать о	3	1
701	при помощи	1	1
702	в душе	1	1
703	и других	1	1
704	менее всего	1	1
705	и объективно	1	1
706	ее другой	1	1
707	себе в	2	1
708	пока не	1	1
709	или как	2	1
710	от слабости	2	1
711	прибавить что	1	1
712	содержание и	1	1
713	с этими	1	1
714	для них	1	1
715	у него	19	1
716	никакого отношения	3	1
717	от того	1	1
718	от меня	1	1
719	в очень	3	1
720	это будет	1	1
721	имеет значение	1	1
722	чему же	1	1
723	его ни	1	1
724	не были	1	1
725	перешли в	1	1
726	и можно	2	1
727	или иначе	3	1
728	говорить и	1	1
729	мы его	1	1
730	из других	1	1
731	в природе	1	1
732	и др	1	1
733	больше и	1	1
734	смысла и	1	1
735	а на	1	1
736	а за	2	1
737	вещей а	1	1
738	его как	1	1
739	и я	5	1
740	даже о	1	1
741	уже потом	1	1
742	меня не	2	1
743	если не	2	1
744	два года	1	1
745	уже давно	2	1
746	я вовсе	1	1
747	вместе с	8	1
748	эта идея	2	1
749	же с	13	1
750	в разной	1	1
751	нужно отнести	1	1
752	поэтому если	1	1
753	и самые	1	1
754	к своему	1	1
755	вас в	1	1
756	наряду с	2	1
757	перехода от	1	1
758	перед нами	1	1
759	его жизни	6	1
760	впрочем это	1	1
761	на различные	1	1
762	с которым	2	1
763	по существу	3	1
764	для понимания	1	1
765	своего развития	1	1
766	ней не	1	1
767	было ни	1	1
768	и идею	1	1
769	нас интересует	1	1
770	как из	1	1
771	того и	2	1
772	отнеслись к	1	1
773	что мы	1	1
774	могли возникнуть	1	1
775	казалось что	1	1
776	между прочим	7	1
777	у вас	2	1
778	является как	2	1
779	от нас	2	1
780	но для	1	1
781	кроме того	9	1
782	известной степени	1	1
783	уже на	3	1
784	ему только	1	1
785	не прямо	1	1
786	вполне определенная	1	1
787	быть названа	1	1
788	проводимая в	1	1
789	мира и	1	1
790	и перед	1	1
791	бы даже	1	1
792	развития и	1	1
793	который является	1	1
794	на первый	2	1
795	для нас	7	1
796	вот теперь	2	1
797	пушкина и	1	1
798	было на	1	1
799	к этой	2	1
800	тут тоже	1	1
801	разве только	1	1
802	за него	1	1
803	разной степени	1	1
804	с ужасом	1	1
805	а также	10	1
806	по самой	1	1
807	есть уже	1	1
808	хотя в	1	1
809	жизни в	2	1
810	всего мира	1	1
811	между ними	1	1
812	от своего	1	1
813	это меня	1	1
814	к его	2	1
815	по одному	1	1
816	которая тоже	1	1
817	какой мере	1	1
818	в сравнении	2	1
819	не что	1	1
820	будучи в	1	1
821	я вижу	1	1
822	и другие	1	1
823	они не	1	1
824	в таком	3	1
825	более о	1	1
