N	2gram	Tiupa_Disk_1	Dialekti
316	в театре	1	1
317	и кончая	1	1
318	для своего	2	1
319	из всякого	1	1
320	этого является	1	1
321	только благодаря	1	1
322	но она	1	1
323	ему в	2	1
324	мы и	1	1
325	этого термина	2	1
326	не все	1	1
327	нами во	1	1
328	быть осуществлено	1	1
329	и он	2	1
330	что оба	1	1
331	не от	2	1
332	утверждаю что	1	1
333	вещь в	1	1
334	на них	1	1
335	он сам	1	1
336	в различных	2	1
337	сказать и	2	1
338	ее к	1	1
339	они имеют	1	1
340	точка зрения	2	1
341	со всеми	1	1
342	в новом	2	1
343	отличие от	5	1
344	нет и	1	1
345	форме и	1	1
346	и читатель	1	1
347	его на	1	1
348	стороны и	2	1
349	что касается	2	1
350	собственно и	2	1
351	бы я	1	1
352	когда он	2	1
353	как иногда	2	1
354	или иную	1	1
355	к чему	1	1
356	из мифа	1	1
357	из жизни	3	1
358	отношения с	1	1
359	в целом	4	1
360	образом и	1	1
361	он в	1	1
362	из этих	1	1
363	с их	1	1
364	другом случае	1	1
365	тому же	5	1
366	так сказать	2	1
367	к искусству	2	1
368	она еще	1	1
369	и эти	1	1
370	не к	1	1
371	на земле	1	1
372	свое время	1	1
373	можно даже	1	1
374	чем она	1	1
375	специальная сфера	1	1
376	есть все	1	1
377	значение в	1	1
378	ни чисто	2	1
379	или даже	2	1
380	все их	1	1
381	общества в	1	1
382	может стать	1	1
383	действительности в	1	1
384	которая как	1	1
385	на почве	1	1
386	этом смысле	1	1
387	могу не	1	1
388	и тем	2	1
389	но уже	1	1
390	в них	4	1
391	также не	1	1
392	далеко не	10	1
393	со своими	1	1
394	не всегда	2	1
395	и вне	1	1
396	представляет себе	2	1
397	потому и	1	1
398	одного и	2	1
399	бы на	1	1
400	и ее	2	1
401	в котором	5	1
402	в принципе	2	1
403	мы называем	1	1
404	быть еще	1	1
405	оно живет	1	1
406	себе а	1	1
407	нейтральное к	1	1
408	от его	1	1
409	есть его	1	1
410	и повседневное	1	1
411	том и	1	1
412	происходит от	2	1
413	образ не	1	1
414	о событиях	3	1
415	если их	1	1
416	начиная от	1	1
417	очевидно не	1	1
418	в основе	7	1
419	данной сферы	1	1
420	к такому	2	1
421	чем не	1	1
422	подобно тому	2	1
423	это слово	1	1
424	к мифу	1	1
425	и теперь	1	1
426	этом отношении	1	1
427	и оно	1	1
428	на границе	1	1
429	встречается в	1	1
430	отличается от	2	1
431	в сказках	2	1
432	об одном	1	1
433	и другим	1	1
434	мысли о	2	1
435	они и	3	1
436	как некое	1	1
437	оно не	2	1
438	о них	1	1
439	ни даже	1	1
440	своего развития	1	1
441	и о	4	1
442	более не	1	1
443	философии или	1	1
444	не существует	1	1
445	но при	3	1
446	здесь не	1	1
447	миф который	1	1
448	мысль о	1	1
449	чтобы быть	1	1
450	приводит к	2	1
451	те же	1	1
452	здесь как	1	1
453	одного из	2	1
454	мог бы	1	1
455	к его	2	1
456	еще в	3	1
457	и на	5	1
458	лежали в	1	1
459	строго говоря	2	1
460	из одного	1	1
461	по мере	2	1
462	образом в	1	1
463	быть ни	1	1
464	не был	1	1
465	возможна только	1	1
466	внимание на	4	1
467	говорить не	1	1
468	все прочие	1	1
469	среди всех	1	1
470	на что	1	1
471	по их	1	1
472	нас в	1	1
473	и во	2	1
474	нет у	1	1
475	а напротив	1	1
476	суть не	1	1
477	которое уже	1	1
478	вполне ясным	1	1
479	как таковая	1	1
480	как его	2	1
481	отличалась от	1	1
482	них в	2	1
483	некое специфическое	1	1
484	аффектов и	1	1
485	в литературе	2	1
486	большей или	2	1
487	и одновременно	2	1
488	для понятия	1	1
489	не имеет	1	1
490	во всем	1	1
491	и действительно	1	1
492	с термином	1	1
493	же о	1	1
494	всех его	1	1
495	времени как	1	1
496	только на	1	1
497	ее а	1	1
498	то и	1	1
499	оно в	1	1
500	при помощи	1	1
501	разные времена	1	1
502	его и	1	1
503	ту или	1	1
504	и также	1	1
505	миф если	2	1
506	в прошлом	1	1
507	к ним	3	1
508	при всей	3	1
509	не о	1	1
510	друг друга	1	1
511	мы можем	1	1
512	уже одно	1	1
513	к одной	1	1
514	и всякий	1	1
515	здесь только	1	1
516	жизнь как	1	1
517	в особенности	4	1
518	из двух	2	1
519	или иной	5	1
520	даже не	1	1
521	с другим	1	1
522	отличаются от	1	1
523	того это	1	1
524	сюда же	1	1
525	и тождества	1	1
526	здесь в	2	1
527	на то	1	1
528	не сводится	3	1
529	к которому	2	1
530	или меньшей	2	1
531	представляет собою	1	1
532	еще и	1	1
533	наконец в	1	1
534	было и	1	1
535	и др	2	1
536	себя и	1	1
537	говорит о	1	1
538	связано с	1	1
539	только по	1	1
540	одной стороны	9	1
541	может ли	1	1
542	ничем не	1	1
543	принципиально не	1	1
544	его как	2	1
545	этом основании	1	1
546	имея в	3	1
547	только его	1	1
548	тому как	3	1
549	обязательно нечто	1	1
550	она вся	1	1
551	можно принять	1	1
552	своих состояний	1	1
553	архитектоническая форма	1	1
554	поэзия не	1	1
555	с этой	1	1
556	слова и	1	1
557	не предполагает	4	1
558	оба они	1	1
559	остается и	1	1
560	не об	1	1
561	но для	1	1
562	о мире	1	1
563	и собственно	1	1
564	при всем	1	1
565	есть она	1	1
566	еще для	1	1
567	на мой	2	1
568	бытия суть	1	1
569	в его	7	1
570	я всегда	1	1
571	своей собственной	2	1
572	а к	1	1
573	развития и	1	1
574	себя самого	1	1
575	самых простых	1	1
576	у достоевского	1	1
577	тем более	1	1
578	может избежать	1	1
579	но зато	2	1
580	мы не	1	1
581	я в	1	1
582	опыта в	2	1
583	не знает	1	1
584	по причине	1	1
585	бытия а	1	1
586	или иного	1	1
587	характеризуется не	1	1
588	в отдельности	1	1
589	в свое	1	1
590	который не	1	1
591	на своем	1	1
592	если же	1	1
593	в голову	1	1
594	но эти	1	1
595	мифа как	2	1
596	событиях и	1	1
597	это в	2	1
598	им и	1	1
