N	2gram	Propp_Russ_2	Problemy
252	тому как	3	2
253	остается в	1	2
254	или другого	1	2
255	с этой	2	2
256	пока еще	2	2
257	в заключение	1	2
258	вопрос о	4	2
259	в другой	1	2
260	а к	2	2
261	не с	2	2
262	же степени	1	2
263	будто бы	5	2
264	не я	1	2
265	сказать что	1	2
266	на который	1	2
267	время не	1	2
268	но ни	1	2
269	а может	1	2
270	того или	1	2
271	ту же	1	1
272	можно говорить	1	1
273	одним из	2	1
274	человека и	1	1
275	мы здесь	2	1
276	женщины и	1	1
277	в нашу	1	1
278	что эти	1	1
279	в их	2	1
280	по его	1	1
281	время как	1	1
282	но она	2	1
283	которое не	1	1
284	то это	1	1
285	сторону этой	1	1
286	не совсем	2	1
287	из которых	2	1
288	свою очередь	1	1
289	и иначе	1	1
290	проявляет себя	1	1
291	он был	1	1
292	себе несколько	1	1
293	его уже	1	1
294	тем как	1	1
295	их так	1	1
296	видели что	4	1
297	одно мгновение	1	1
298	не все	4	1
299	а и	2	1
300	не просто	1	1
301	так бы	1	1
302	независимо от	1	1
303	в различные	1	1
304	ней в	2	1
305	и пр	2	1
306	в одних	1	1
307	перед нами	1	1
308	что по	4	1
309	не являются	1	1
310	всего как	1	1
311	ясно и	1	1
312	них как	2	1
313	еще на	1	1
314	или во	1	1
315	в этой	3	1
316	и до	1	1
317	во многих	9	1
318	не могла	1	1
319	главным образом	3	1
320	в статье	1	1
321	после этого	2	1
322	на третий	1	1
323	характер в	2	1
324	он одновременно	1	1
325	так например	1	1
326	на то	1	1
327	в нее	1	1
328	эта же	1	1
329	именно это	1	1
330	а вместе	1	1
331	здесь мы	2	1
332	совпадают с	1	1
333	а затем	4	1
334	круг в	1	1
335	об этом	2	1
336	и дает	1	1
337	только одно	1	1
338	не ясно	2	1
339	в москве	1	1
340	чтобы они	2	1
341	их на	1	1
342	в других	15	1
343	и становится	1	1
344	в эту	3	1
345	в этих	3	1
346	в г	2	1
347	можно сказать	1	1
348	это без	1	1
349	и при	2	1
350	таким же	1	1
351	можно найти	1	1
352	как все	1	1
353	человеком и	1	1
354	его мнению	1	1
355	не столько	2	1
356	еще с	1	1
357	и создавать	1	1
358	должны были	2	1
359	но эта	1	1
360	была не	2	1
361	и более	1	1
362	том же	4	1
363	что этот	1	1
364	возвращается к	1	1
365	нас к	3	1
366	третий день	1	1
367	она не	3	1
368	считает что	1	1
369	одна из	11	1
370	них идет	1	1
371	в основе	1	1
372	образом в	2	1
373	к тебе	1	1
374	в огромном	1	1
375	вопрос который	1	1
376	найти в	1	1
377	тогда когда	4	1
378	именно с	1	1
379	и по	3	1
380	того в	2	1
381	связи с	2	1
382	некоторое время	1	1
383	этом отношении	1	1
384	и выводы	1	1
385	верны но	1	1
386	и несколько	1	1
387	от их	1	1
388	когда мы	2	1
389	случаях когда	1	1
390	это конечно	1	1
391	все ясно	1	1
392	все не	1	1
393	и другим	1	1
394	встречаются и	1	1
395	все еще	1	1
396	для того	6	1
397	оно не	1	1
398	указал на	1	1
399	здесь еще	1	1
400	и которая	1	1
401	стояли у	1	1
402	и о	3	1
403	в деревне	6	1
404	того чтобы	6	1
405	на нем	1	1
406	особенность в	1	1
407	здесь не	1	1
408	говорит и	1	1
409	без всякого	1	1
410	данном случае	7	1
411	на основе	1	1
412	затем его	1	1
413	в особенности	1	1
414	ее но	1	1
415	приводит к	1	1
416	значение в	1	1
417	но может	1	1
418	и совершенно	1	1
419	части что	1	1
420	с собой	1	1
421	можно было	2	1
422	но у	1	1
423	но иногда	1	1
424	между собой	2	1
425	из одного	1	1
426	лицо его	1	1
427	на все	1	1
428	в применении	1	1
429	что каждый	1	1
430	или на	8	1
431	после того	2	1
432	видели также	1	1
433	должно было	3	1
434	путь из	1	1
435	все в	2	1
436	в приведенных	2	1
437	связь между	2	1
438	вся эта	2	1
439	во всей	1	1
440	по разным	1	1
441	в середине	1	1
442	в ту	1	1
443	уходит в	1	1
444	что здесь	3	1
445	как например	3	1
446	на которой	1	1
447	остается без	1	1
448	по своей	1	1
449	сразу же	2	1
450	ее к	2	1
451	и дело	2	1
452	к вам	5	1
453	и действительно	1	1
454	те которые	1	1
455	должен быть	2	1
456	это означало	2	1
457	с одной	2	1
458	где они	2	1
459	из которого	1	1
460	или нарочито	1	1
461	живого человека	2	1
462	что если	1	1
463	или не	1	1
464	по улицам	1	1
465	же но	1	1
466	здесь это	1	1
467	этот момент	1	1
468	и обратно	1	1
469	и других	3	1
470	или просто	2	1
471	превращаются в	1	1
472	и путем	1	1
473	ответ на	1	1
474	не так	1	1
475	себе в	1	1
476	руки и	3	1
477	до того	1	1
478	чтобы она	1	1
479	ее до	1	1
480	в некоторых	9	1
481	случае не	1	1
482	нами еще	1	1
483	ее на	2	1
484	они становятся	1	1
485	же деле	2	1
486	что на	2	1
487	без всякой	1	1
488	очень верно	1	1
489	самом же	2	1
490	под руки	1	1
491	а наоборот	3	1
492	не ушла	1	1
493	него не	1	1
494	или с	3	1
495	пришел к	1	1
496	которые будут	1	1
497	был он	1	1
498	него в	1	1
499	на ивана	6	1
500	человек но	1	1
501	в данном	6	1
502	на себя	2	1
503	на тот	1	1
504	нашу задачу	1	1
505	что весь	1	1
506	и основной	1	1
507	и там	3	1
508	образом на	1	1
509	как средство	2	1
510	плачут и	1	1
511	бы значительно	1	1
512	быть не	1	1
513	человека который	2	1
514	в основном	1	1
515	только для	1	1
516	внимания на	1	1
517	в который	1	1
518	что касается	1	1
519	под названием	2	1
520	е человека	1	1
521	ли в	1	1
522	за руку	1	1
523	или в	7	1
524	и веселья	1	1
525	следующий за	2	1
526	смехе и	1	1
527	несмотря на	1	1
528	еще очень	1	1
529	о своем	1	1
530	в свою	1	1
531	с ней	5	1
532	как за	1	1
533	всех других	1	1
534	ко всему	1	1
535	из этого	2	1
536	и жизнь	1	1
537	в своих	2	1
