N	2gram	Tiupa_Anal_1	Literetu
114	например в	1	3
115	не становится	2	3
116	самом деле	2	3
117	едва ли	2	3
118	той же	2	3
119	в сторону	1	3
120	отнюдь не	15	3
121	однако не	3	3
122	и как	5	3
123	и наконец	1	3
124	и к	3	3
125	но в	8	3
126	то в	2	3
127	на его	2	3
128	а затем	1	3
129	самим собой	2	3
130	и тем	1	3
131	высшая форма	1	3
132	взгляд на	1	3
133	с точки	4	3
134	начале х	2	3
135	только для	2	3
136	произведения в	11	3
137	однако если	1	3
138	по своей	6	3
139	потому что	2	3
140	в области	4	3
141	эстетический объект	6	3
142	личности в	3	3
143	уже о	1	3
144	все еще	1	3
145	говоря словами	1	3
146	еще в	2	3
147	не случайно	3	3
148	прежде всего	6	3
149	между тем	5	3
150	вслед за	1	3
151	все время	1	3
152	совершенно не	1	3
153	уже не	4	3
154	или словами	1	3
155	в самом	6	3
156	наконец в	1	3
157	в соответствии	1	3
158	более того	3	3
159	и жизни	1	3
160	о чем	1	3
161	мира в	2	3
162	как это	1	3
163	тому как	3	3
164	бродский в	1	3
165	я с	1	3
166	восходящая к	2	3
167	это как	2	3
168	по рассуждению	2	3
169	в романе	1	3
170	жизни и	1	3
171	а я	1	3
172	том числе	3	3
173	художественного произведения	5	2
174	того же	4	2
175	в присутствии	2	2
176	в первом	2	2
177	субъект и	2	2
178	каждого в	1	2
179	иосиф бродский	1	2
180	как мы	2	2
181	вопрос о	2	2
182	архитектонического задания	1	2
183	этого текста	2	2
184	не вполне	1	2
185	на себя	2	2
186	я не	1	2
187	из того	4	2
188	мы и	1	2
189	е фарино	4	2
190	и на	5	2
191	бы то	3	2
192	не могу	2	2
193	во всех	1	2
194	лирическому герою	1	2
195	с первой	2	2
196	искусство в	2	2
197	отношение к	2	2
198	без другого	2	2
199	все же	4	2
200	могли бы	2	2
201	ые годы	1	2
202	я к	1	2
203	в противоположность	2	2
204	не знает	1	2
205	представляет собой	16	2
206	он в	1	2
207	объекта в	1	2
208	в случае	6	2
209	вследствие этого	3	2
210	все они	1	2
211	в нем	3	2
212	чтобы он	1	2
213	не как	1	2
214	том чтобы	7	2
215	в творческом	2	2
216	подобно тому	3	2
217	художественное творчество	2	2
218	объект и	1	2
219	то ни	3	2
220	и с	2	2
221	в глубине	1	2
222	его в	1	2
223	было бы	2	2
224	и даже	1	2
225	> и	1	2
226	той или	6	2
227	она и	1	2
228	далеко не	6	2
229	ответственности перед	3	2
230	не всегда	4	2
231	он и	1	2
232	несмотря на	2	2
233	и тогда	2	2
234	еще раз	1	2
235	эстетическим субъектом	1	2
236	эстетического отношения	8	2
237	и при	1	2
238	художественного творчества	2	2
239	и ее	1	2
240	нас самих	2	2
241	к предмету	2	2
242	от себя	3	2
243	всякий раз	3	2
244	об отсутствии	1	2
245	и другого	4	2
246	одном из	1	2
247	вплоть до	1	2
248	быть может	2	2
249	ни было	4	2
250	и наоборот	1	2
251	по себе	4	2
252	нас к	1	2
253	автора и	3	2
254	между людьми	1	2
255	не менее	1	2
256	в принципе	8	2
257	того чтобы	3	2
258	о природе	1	2
259	текста и	8	2
260	как раз	1	2
261	другой стороны	2	2
262	искусства всегда	1	2
263	реальности эстетического	1	2
264	же самое	2	2
265	числе и	1	2
266	и напротив	1	2
267	полном соответствии	1	2
268	этот путь	1	2
269	для себя	2	2
270	диалог с	1	2
271	сознания с	1	2
272	это путь	1	2
273	и сам	2	2
274	по этой	1	2
275	не с	4	2
276	здесь как	1	2
277	мира и	1	2
278	если бы	3	2
279	о нем	3	2
280	одного из	2	2
281	общественного сознания	1	2
282	можно сказать	2	2
283	его существования	1	2
284	складывается из	1	2
285	во втором	1	2
286	что и	3	2
287	во всей	1	2
288	и только	1	2
289	в ту	1	2
290	в лице	1	2
291	герой в	1	2
292	эстетическое переживание	4	2
293	и одновременно	3	2
294	здесь не	2	2
295	субъекта в	2	2
296	эстетической деятельности	4	2
297	связи с	1	2
298	за свой	1	2
299	как писал	1	2
300	за ним	1	2
301	к своим	1	2
302	ни с	3	2
303	для него	2	2
304	и вместе	1	2
305	для того	4	2
306	один в	2	2
307	в.т и	1	2
308	или иной	6	2
309	или иначе	1	2
310	бытия в	1	2
311	в облике	2	2
312	с иной	1	2
313	себя и	4	2
314	что не	3	2
315	не означает	1	2
316	него не	1	2
317	если не	1	2
318	все более	1	2
319	объекта и	3	2
320	в полном	1	2
321	и потому	2	2
322	другого я	2	2
323	быть не	3	2
324	с этой	1	2
325	автором и	1	2
326	художественное произведение	5	2
327	и адресата	2	2
328	один из	2	2
329	по аналогии	1	2
330	читателя и	1	2
331	сознания и	1	2
332	но одновременно	1	2
333	что в	5	2
334	внимание на	1	2
335	со второй	1	2
336	же в	1	2
337	не я	1	2
338	в ые	1	2
339	отношением к	1	2
340	найти себя	2	2
341	в свою	1	2
342	оно не	1	2
343	нобелевской лекции	1	2
344	ее в	1	2
345	в своих	1	2
346	героя как	1	2
347	эстетический субъект	2	2
348	искусства слова	1	1
349	как известно	3	1
350	была бы	2	1
351	обращена к	1	1
352	и т	3	1
353	иного я	1	1
354	искусство и	1	1
355	зависимость от	1	1
356	с кем	1	1
357	и то	2	1
358	что произведение	1	1
359	на самом	2	1
360	тех же	1	1
361	исходя из	4	1
362	и есть	3	1
363	между двумя	3	1
364	с целым	1	1
365	образ мира	1	1
366	о тебе	1	1
367	по преимуществу	1	1
368	и до	2	1
369	в какой-то	1	1
370	все те	1	1
371	могу обойтись	1	1
372	по его	1	1
373	обойтись без	1	1
374	мы уже	1	1
375	который в	2	1
376	обладающий собственной	1	1
377	что наиболее	1	1
378	самотрансценденции как	1	1
379	к художественному	1	1
380	от художественного	1	1
381	факторов художественного	6	1
382	жизненной позицией	1	1
383	это означает	3	1
384	согласно р	1	1
385	что иное	5	1
386	принадлежит к	1	1
387	жизненной позиции	2	1
388	существеннейшее влияние	1	1
389	поэзии не	1	1
390	под диктовку	1	1
391	как я	1	1
392	хотел сказать	1	1
393	целого в	4	1
394	пространство и	1	1
395	художественности как	1	1
396	р ингардену	1	1
397	лишь от	1	1
398	искусства есть	1	1
399	в ней	1	1
400	проявляется в	1	1
401	начало и	1	1
402	субъекта объекта	1	1
403	индивидуальностью художника	1	1
404	такое отношение	2	1
405	эстетический адресат	1	1
406	он был	1	1
407	он сам	1	1
408	иное как	5	1
409	ответа на	1	1
410	быть в	1	1
411	не индивидуальностью	1	1
412	в чем	1	1
413	эстетический дискурс	5	1
414	сознания а	1	1
415	тем как	1	1
416	и подобно	1	1
417	всеобщего личного	1	1
418	во внешнем	3	1
419	как правило	4	1
420	к которой	1	1
421	личного самоопределения	1	1
422	сознания не	1	1
423	если в	3	1
424	конечном счете	4	1
425	герой не	1	1
426	постановка проблемы	1	1
427	художественного впечатления	14	1
428	он заранее	1	1
429	не просто	2	1
430	нет и	2	1
431	за пределы	2	1
432	определяется не	1	1
433	и эстетического	1	1
434	первый взгляд	1	1
435	независимо от	1	1
436	данный момент	1	1
437	присутствии эстетического	1	1
438	в художественном	3	1
439	встречи с	2	1
440	и объекта	1	1
441	которой устремляются	1	1
442	творческого сознания	1	1
443	что касается	1	1
444	перед нами	1	1
445	сознания в	4	1
446	говорящего автора	1	1
447	творческую рефлексию	1	1
448	требуется лишь	1	1
449	более или	1	1
450	ждет только	1	1
451	качественно новое	1	1
452	путь от	1	1
453	не изнутри	1	1
454	ситуации в	1	1
455	в нашем	3	1
456	бы не	2	1
457	к собеседнику	1	1
458	не оставляет	1	1
459	т п	3	1
460	и отношения	1	1
461	цельность как	1	1
462	социального взаимодействия	1	1
463	присутствия личности	1	1
464	как он	3	1
465	двух других	1	1
466	личность но	1	1
467	к эстетическому	1	1
468	еще одна	1	1
469	за рамки	1	1
470	наш взгляд	6	1
471	взаимодействия трех	1	1
472	личностного бытия	1	1
473	не отменяет	1	1
474	момента когда	1	1
475	адресата эстетического	1	1
476	духовного общения	1	1
477	эстетическое решение	1	1
478	он не	3	1
479	как личность	2	1
480	творца и	1	1
481	в восприятии	1	1
482	сама личность	1	1
483	становится его	1	1
484	общения людей	2	1
485	собой не	2	1
486	художественного высказывания	2	1
487	в силу	3	1
488	силу своей	2	1
489	в акте	2	1
490	именно такова	1	1
491	слушателя который	1	1
492	экзистенциального присутствия	1	1
493	слово есть	1	1
494	прежде чем	1	1
495	не бывает	1	1
496	здесь мы	1	1
497	а то	1	1
498	выражение и	1	1
499	двух основных	1	1
500	втором случае	1	1
501	субъектом только	1	1
502	незаместимое место	1	1
503	с позиций	2	1
504	высказывания и	1	1
505	на все	2	1
506	адекватный способ	2	1
507	ощущается как	1	1
508	с другими	4	1
509	искусства в	4	1
510	который и	1	1
511	и адресат	1	1
512	системе ценностей	1	1
513	в воспринимающем	1	1
514	и была	1	1
515	еще одно	1	1
516	из первых	1	1
517	чем обратиться	1	1
518	который по	1	1
519	только одно	1	1
520	реальности и	2	1
521	некоторая ментальность	1	1
522	литературного произведения	41	1
523	в них	1	1
524	к сотворчеству	1	1
525	как совокупность	2	1
526	все равно	1	1
527	и уже	1	1
528	воплощаясь в	1	1
529	функция художественного	1	1
530	художественного дискурса	1	1
531	все моменты	1	1
532	жизни но	2	1
533	литературного процесса	1	1
534	жизни по	1	1
535	ведет к	3	1
536	становится слово	1	1
537	оказывает существеннейшее	1	1
538	воспринимающего субъекта	1	1
539	и того	5	1
540	же я	1	1
541	и конец	1	1
542	на первый	1	1
543	о ком	2	1
544	во время	1	1
545	осмысленно написанное	1	1
546	трех говорящего	1	1
547	в ходе	3	1
548	она сама	1	1
549	этой связи	1	1
550	сознания но	1	1
551	со всяким	1	1
552	в их	5	1
553	это размежевание	1	1
554	не столько	2	1
555	не к	2	1
556	жизни с	1	1
557	по отдельности	2	1
558	творческих актов	1	1
559	взаимодействие автора	1	1
560	любое высказывание	1	1
561	как говаривал	1	1
562	художественного мира	2	1
563	но это	1	1
564	по характеристике	1	1
565	но он	1	1
566	с бытием	2	1
567	жизни других	1	1
568	исторической поэтики	2	1
569	и эти	1	1
570	и является	2	1
571	как от	2	1
572	не требуется	1	1
573	вне этого	1	1
574	свое незаместимое	1	1
575	бы быть	3	1
576	вовсе не	2	1
577	могу стать	1	1
578	личность в	2	1
579	эстетической природы	1	1
580	в историческом	1	1
581	о подлинном	1	1
582	например и	1	1
583	тому что	1	1
584	произведении искусства	3	1
585	в отношении	1	1
586	а от	1	1
587	с миром	1	1
588	как может	1	1
589	произнесенное или	1	1
590	с субъектом	1	1
591	при всей	2	1
592	говорят героя	1	1
593	тогда когда	2	1
594	и остается	1	1
595	текст литературного	1	1
596	в процессе	2	1
597	требуется чтобы	1	1
598	найдя другого	2	1
599	художественном тексте	4	1
600	сознания как	1	1
601	в самых	1	1
602	другого эта	1	1
603	отрешенности от	1	1
604	только не	2	1
605	созреет воспринимающее	1	1
606	на наш	6	1
607	слова как	1	1
608	то именно	1	1
609	собою не	1	1
610	к концу	1	1
611	писал в	2	1
612	существенное расхождение	1	1
613	субъекта высказывания	2	1
614	во всем	1	1
615	ему и	1	1
616	себе во	1	1
617	виртуальной границей	1	1
618	слова о	1	1
619	входят в	1	1
620	в действительности	1	1
621	xx века	1	1
622	знаковом материале	1	1
623	начиная с	1	1
624	эстетического адресата	1	1
625	от воспринимающего	1	1
626	этой причине	1	1
627	в событии	1	1
628	того о	1	1
629	всё что	1	1
630	его с	1	1
631	именно таков	1	1
632	чем говорят	1	1
633	я чувствую	1	1
634	или осмысленно	1	1
635	качестве эстетического	1	1
636	не одного	1	1
637	теории высказывания	1	1
638	в театре	1	1
639	ни даже	1	1
640	и о	2	1
641	цикла к	1	1
642	но по	1	1
643	практики письма	1	1
644	в виду	1	1
645	свою очередь	1	1
646	но при	1	1
647	события как	1	1
648	самим собою	1	1
649	только момента	1	1
650	остается в	1	1
651	знакового материала	3	1
652	и от	1	1
653	языка и	1	1
654	и ждет	1	1
655	чтобы быть	1	1
656	со мною	1	1
657	читателя в	2	1
658	на том	1	1
659	природе своей	2	1
660	нельзя не	1	1
661	времени и	6	1
662	соответствующую ей	1	1
663	свой другой	1	1
664	продукт социального	1	1
665	искусства такое	1	1
666	том как	1	1
667	события особого	1	1
668	раз качественно	1	1
669	разного рода	3	1
670	которое подобно	1	1
671	ключевая роль	1	1
672	в диалог	1	1
673	и всякого	1	1
674	для этого	2	1
675	и эстетический	1	1
676	по мере	1	1
677	роевого сознания	1	1
678	события социокультурного	1	1
679	с хаосом	1	1
680	фактами а	1	1
681	такой объект	2	1
682	знает категории	1	1
683	и восприятия	2	1
684	всего произведения	1	1
685	собственную личность	1	1
686	> как	1	1
687	познания и	1	1
688	и парадигматикой	1	1
689	воспринимающее сознание	1	1
690	и т.д	1	1
691	на вопрос	4	1
692	столь же	4	1
693	в коммуникативное	1	1
694	определенным образом	1	1
695	на художественную	1	1
696	во взаимоприятии	1	1
697	говорит об	1	1
698	все прочие	2	1
699	но мы	1	1
700	миф в	1	1
701	дискурс в	2	1
702	такова что	1	1
703	лишь при	4	1
704	как было	1	1
705	аналогии с	1	1
706	времени в	1	1
707	произведение является	1	1
708	на точку	1	1
709	такая позиция	1	1
710	в конечном	4	1
711	восходит к	1	1
712	собственно говоря	4	1
713	уже сущего	1	1
714	по слову	1	1
715	однако с	1	1
716	людей в	1	1
717	аналогичным образом	1	1
718	целостности доступной	1	1
719	творчества в	1	1
720	когда оно	1	1
721	эти два	1	1
722	нуждается в	8	1
723	ним и	2	1
724	искусства к	1	1
725	и оказывает	1	1
726	чем и	2	1
727	учитывает третьего	1	1
728	действительно произнесенное	1	1
729	третьего слушателя	1	1
730	которая и	1	1
731	и иных	1	1
732	и смыслом	2	1
733	от иных	1	1
734	человека как	1	1
735	которой в	1	1
736	сущего вечного	1	1
737	творческого акта	1	1
738	в литературе	4	1
739	тех пор	1	1
740	к нему	3	1
741	в искусстве	2	1
742	другого не	1	1
743	в двух	2	1
744	своей сущности	1	1
745	среди других	1	1
746	и представляет	3	1
747	события отсюда	1	1
748	не само	1	1
749	границей к	1	1
750	на интерсубъективную	1	1
751	будто бы	3	1
752	бы личность	1	1
753	может оказаться	1	1
754	являет собой	1	1
755	мире и	2	1
756	в мировом	2	1
757	жизни однако	1	1
758	в литературоведении	2	1
759	чувствую себя	1	1
760	в эстетическом	1	1
761	вот этот	1	1
762	намерения творческих	1	1
763	так что	1	1
764	от автора	1	1
765	для всех	1	1
766	есть в	1	1
767	и души	1	1
768	с двумя	2	1
769	и следовало	1	1
770	свою родину	1	1
771	то и	1	1
772	интенциональные намерения	1	1
773	и продукт	1	1
774	искусства как	1	1
775	в итоге	1	1
776	оно в	1	1
777	к объективности	1	1
778	или даже	1	1
779	по выражению	2	1
780	всегда бежит	1	1
781	наличествует и	1	1
782	всегда наличествует	1	1
783	каждая личность	1	1
784	человеческой субъективности	1	1
785	к чему-то	1	1
786	а баумгартена	1	1
787	акцентирует ее	1	1
788	в котором	3	1
789	адресата и	1	1
790	так как	2	1
791	новое эстетическое	1	1
792	друг друга	1	1
793	бытия и	2	1
794	у него	1	1
795	случае не	2	1
796	процесса и	1	1
797	личность а	1	1
798	превращается в	1	1
799	их именно	1	1
800	легко можно	1	1
801	говорит лишь	1	1
802	без такого	1	1
803	самому в	1	1
804	только на	1	1
805	совокупность факторов	2	1
806	на уровне	3	1
807	в истинном	1	1
808	даже не	1	1
809	объекта при	1	1
810	как сам	1	1
811	влияние на	1	1
812	оказывается своего	1	1
813	есть не	8	1
814	повторения и	1	1
815	очевидным образом	1	1
816	другом найдя	2	1
817	ком или	1	1
818	позиции субъекта	1	1
819	совпадает с	2	1
820	и быть	1	1
821	а с	3	1
822	следовало ожидать	2	1
823	или о	1	1
824	прислушаемся к	1	1
825	что для	1	1
826	обратиться к	3	1
827	его из	1	1
828	к человеку	1	1
829	когда созреет	1	1
830	смысла и	3	1
831	не было	1	1
832	бы послужить	1	1
833	с тем	1	1
834	заранее создавал	1	1
835	однако его	1	1
836	напротив к	1	1
837	известную цельность	1	1
838	индивидуальная целостность	1	1
839	воплощению духовно	1	1
840	социокультурного взаимодействия	1	1
841	в ряду	2	1
842	произведение в	2	1
843	произведения искусства	3	1
844	не об	1	1
845	художественного целого	10	1
846	в связи	1	1
847	которого не	1	1
848	на фоне	2	1
849	тайна личности	1	1
850	как представляется	1	1
851	текста может	2	1
852	ко всем	1	1
853	соотносима с	1	1
854	текста в	12	1
855	рода и	2	1
856	к персонажу	1	1
857	над ним	1	1
858	к своему	1	1
859	для искусства	1	1
860	природе того	1	1
861	словно бы	1	1
862	в той	8	1
863	эстетического дискурса	10	1
864	в точке	1	1
865	во взаимоотражении	1	1
866	объекте в	2	1
867	другого как	1	1
868	содержат в	1	1
869	этого феномена	2	1
870	и неслиянность	1	1
871	воспринимающем сознании	1	1
872	своей эстетической	2	1
873	как говорилось	1	1
874	предполагает в	1	1
875	свою другость	1	1
876	мира с	1	1
877	моменты произведения	1	1
878	и подсказывает	1	1
879	предмету требуется	1	1
880	устремляются интенциональные	1	1
881	внутренним пространством	1	1
882	к объекту	3	1
883	речевого общения	1	1
884	стать самим	1	1
885	коммуникативных стратегий	2	1
886	меня я	1	1
887	есть выражение	1	1
888	к другим	1	1
889	реальность а	1	1
890	глубине души	1	1
891	и более	4	1
892	представляется автору	1	1
893	должен найти	1	1
894	как система	1	1
895	я всегда	1	1
896	о котором	1	1
897	которая в	3	1
898	человек и	1	1
899	но отнюдь	1	1
900	свидетельствует о	2	1
901	себя самого	1	1
902	для нас	1	1
903	или менее	1	1
904	и все	3	1
905	художественного восприятия	7	1
906	той виртуальной	1	1
907	время учитывает	1	1
908	причастности внутренней	1	1
909	в литературной	1	1
910	в этих	1	1
911	объективную данность	1	1
912	из текста	1	1
913	не должен	2	1
914	его уже	1	1
915	физическому воплощению	1	1
916	я должен	1	1
917	хотя бы	3	1
918	этом как	1	1
919	бежит повторения	1	1
920	духовно уже	1	1
921	в заключительном	1	1
922	не есть	8	1
923	внутреннее я	3	1
924	отталкиваясь от	1	1
925	собою без	1	1
926	может и	1	1
927	нет ничего	2	1
928	от своего	2	1
929	может наиболее	1	1
930	к его	1	1
931	взаимоотражении во	1	1
932	не что	4	1
933	культуры в	2	1
934	из этого	1	1
935	к физическому	1	1
936	своей нобелевской	1	1
937	и состоит	5	1
938	в таком	3	1
939	переросла в	1	1
940	особенность эстетического	1	1
941	в ссср	1	1
942	который не	1	1
943	равно и	1	1
944	этой точки	1	1
945	они не	1	1
