N	2gram	Trubetskoy_1	Narrotol
367	и молитвы	2	1
368	бытия и	1	1
369	далеком прошлом	1	1
370	не удовлетворяясь	1	1
371	оно есть	1	1
372	членов своего	1	1
373	к концу	3	1
374	лишь в	5	1
375	и является	2	1
376	мире и	1	1
377	потому что	7	1
378	к этим	1	1
379	не по	1	1
380	и делает	1	1
381	в области	9	1
382	ли это	2	1
383	может показаться	1	1
384	с другом	5	1
385	а как	1	1
386	всех прочих	1	1
387	у нас	1	1
388	настоящего времени	1	1
389	начиная с	2	1
390	не могут	2	1
391	в состав	1	1
392	же самое	2	1
393	жить в	1	1
394	что оно	4	1
395	мысли о	1	1
396	всегда в	1	1
397	для себя	1	1
398	что все	4	1
399	в виду	2	1
400	тем никаких	1	1
401	и сами	2	1
402	но далеко	1	1
403	бытия нет	1	1
404	и от	4	1
405	мысль о	2	1
406	представляется возможным	1	1
407	как субъекты	1	1
408	только то	1	1
409	или нескольких	1	1
410	и совершенно	1	1
411	на путь	1	1
412	живет в	1	1
413	к его	2	1
414	над проблемой	1	1
415	образом завершается	1	1
416	тот же	2	1
417	на них	1	1
418	связи то	1	1
419	если бы	3	1
420	с ним	1	1
421	ничто в	1	1
422	и смерть	1	1
423	местах и	1	1
424	и здесь	2	1
425	в самой	2	1
426	отличные от	1	1
427	в вопросах	1	1
428	и во	1	1
429	и того	1	1
430	грань между	2	1
431	в ряд	1	1
432	на одном	1	1
433	что и	6	1
434	в глазах	2	1
435	крайней мере	5	1
436	них в	1	1
437	еще нельзя	1	1
438	у всех	2	1
439	еще только	2	1
440	как определенные	1	1
441	того что	3	1
442	с ними	1	1
443	которое мы	1	1
444	до нас	1	1
445	т.д в	1	1
446	мира как	1	1
447	занимает особое	1	1
448	в уста	1	1
449	со всеми	2	1
450	и у	8	1
451	в нашей	1	1
452	в начале	2	1
453	свидетельствует о	2	1
454	отцов и	1	1
455	в понятие	1	1
456	он существует	1	1
457	лишь постольку	1	1
458	то у	1	1
459	тоже в	1	1
460	ни с	1	1
461	не так	1	1
462	в новом	2	1
463	никто не	1	1
464	настолько чтобы	1	1
465	согласно которой	1	1
466	от тех	1	1
467	мы можем	2	1
468	жизни на	1	1
469	быть по	1	1
470	перед ними	1	1
471	случае с	1	1
472	до сих	5	1
473	вовсе и	1	1
474	нельзя сказать	1	1
475	и прежде	1	1
476	в соответствии	1	1
477	и пр	1	1
478	ничем не	4	1
479	сдвиг в	1	1
480	человеческой жизни	1	1
481	как о	3	1
482	когда же	2	1
483	когда она	1	1
484	позволяет нам	1	1
485	связь с	2	1
486	нет ничего	1	1
487	ни на	1	1
488	границы между	1	1
489	некоторые из	2	1
490	без помощи	2	1
491	надо было	2	1
492	и ничто	1	1
493	то по	1	1
494	после его	2	1
495	к жизни	5	1
496	мира с	1	1
497	друг с	5	1
498	с этой	3	1
499	как только	1	1
500	быть и	2	1
501	благодаря этому	2	1
502	является для	1	1
503	сих пор	5	1
504	о его	1	1
505	к двум	1	1
506	в смысле	4	1
507	известной степени	1	1
508	которых он	1	1
509	убеждения в	1	1
510	людьми и	1	1
511	о котором	2	1
512	и перед	2	1
513	в другое	2	1
514	но зато	1	1
515	но это	1	1
516	и закономерностью	1	1
517	обстоит дело	1	1
518	в общем	8	1
519	может и	1	1
520	и при	3	1
521	поскольку с	1	1
522	культуры в	1	1
523	не могла	2	1
524	в свое	1	1
525	есть то	1	1
526	это было	1	1
527	можно назвать	2	1
528	как результат	1	1
