N	2gram	Potebnia_M_3	Tvorches
258	нашу мысль	1	1
259	в первый	1	1
260	господствует над	2	1
261	что уже	2	1
262	из своих	1	1
263	не вполне	1	1
264	как я	1	1
265	то это	6	1
266	сказать о	1	1
267	же что	6	1
268	себя из	1	1
269	всех сторон	1	1
270	свою очередь	3	1
271	должна указывать	1	1
272	он был	1	1
273	быть в	1	1
274	с его	1	1
275	во всех	1	1
276	не без	1	1
277	нам вместе	1	1
278	сознании все	1	1
279	а тем	2	1
280	но как	2	1
281	а только	3	1
282	не все	4	1
283	если в	1	1
284	ответ на	3	1
285	есть по	1	1
286	таким-то образом	1	1
287	в жизни	1	1
288	отношение к	2	1
289	теперь не	2	1
290	чем же	1	1
291	общего с	1	1
292	с этим	6	1
293	в душу	1	1
294	этой стороны	2	1
295	перед нами	2	1
296	в мысли	2	1
297	и как	5	1
298	его к	2	1
299	можно в	1	1
300	сливается с	2	1
301	выше мы	2	1
302	что это	4	1
303	бы с	1	1
304	из этих	9	1
305	человеческой души	1	1
306	думать что	5	1
307	и до	2	1
308	мы чувствуем	1	1
309	на то	2	1
310	главным образом	1	1
311	мысли и	2	1
312	не внешнее	1	1
313	не говорит	1	1
314	после этого	1	1
315	эта последняя	2	1
316	идеи и	2	1
317	к одному	5	1
318	не к	4	1
319	переходит от	1	1
320	первым и	1	1
321	в силу	3	1
322	и вот	1	1
323	на свое	3	1
324	я с	1	1
325	слова не	2	1
326	в каждом	3	1
327	что все	3	1
328	об этой	1	1
329	себя не	1	1
330	художественный образ	2	1
331	входит в	2	1
332	заключается в	1	1
333	которого не	1	1
334	образом если	1	1
335	его личности	1	1
336	мы на	1	1
337	в глазах	1	1
338	понять его	1	1
339	было бы	9	1
340	то все	1	1
341	напротив в	1	1
342	должен был	1	1
343	по себе	16	1
344	мог бы	1	1
345	это слияние	1	1
346	ни в	2	1
347	в них	5	1
348	жизни то	1	1
349	несмотря на	2	1
350	мы видели	4	1
351	образ на	1	1
352	мы знаем	1	1
353	должно быть	5	1
354	потому и	1	1
355	в один	4	1
356	в эту	1	1
357	в этих	1	1
358	мы как	1	1
359	о ком	1	1
360	во время	2	1
361	от своего	1	1
362	таким же	1	1
363	не зависит	1	1
364	знаем что	1	1
365	всякий раз	1	1
366	и о	2	1
367	образом и	3	1
368	но он	1	1
369	и более	1	1
370	важную роль	1	1
371	и относительно	1	1
372	однако в	1	1
373	в таких	1	1
374	зрения и	2	1
375	любовь к	1	1
376	даже в	2	1
377	путем развития	1	1
378	тому что	3	1
379	отдельно от	1	1
380	событий на	1	1
381	по мере	4	1
382	виду что	1	1
383	нечто вроде	2	1
384	это чувство	1	1
385	для меня	4	1
386	о значении	1	1
387	она не	2	1
388	что с	2	1
389	меня не	1	1
390	на себе	1	1
391	точно так	12	1
392	но только	2	1
393	чем не	1	1
394	себе самом	1	1
395	он с	1	1
396	не имеет	6	1
397	символическое значение	1	1
398	жизни не	3	1
399	к поэзии	1	1
400	дает нам	3	1
401	но очень	1	1
402	в чистую	1	1
403	к ней	5	1
404	или его	1	1
405	образа но	1	1
406	в сознании	15	1
407	и прекрасным	1	1
408	именно потому	1	1
409	в области	2	1
410	ему не	2	1
411	и со	1	1
412	у меня	2	1
413	с определенным	1	1
414	представляется нам	1	1
415	стороны и	1	1
416	не могут	5	1
417	встречается в	1	1
418	одно только	3	1
419	для развития	2	1
420	сходство с	1	1
421	бедность и	1	1
422	на читателя	1	1
423	к тому	7	1
424	что оно	11	1
425	всего что	1	1
426	в поле	1	1
427	ее собственной	1	1
428	ли что	1	1
429	оставим в	1	1
430	указывает на	6	1
431	он видит	1	1
432	на это	4	1
433	говоря словами	1	1
434	быть назван	1	1
435	форма более	1	1
436	однако по	1	1
437	ничего общего	2	1
438	принять за	1	1
439	должен быть	1	1
440	для себя	3	1
441	своего развития	1	1
442	как мы	7	1
443	и художественное	1	1
444	указывать на	2	1
445	то или	2	1
446	человек если	1	1
447	мысль о	5	1
448	что само	1	1
449	только то	1	1
450	с самого	1	1
451	то время	4	1
452	в мысль	1	1
453	по способу	1	1
454	не с	1	1
455	ясно что	1	1
456	каждого из	2	1
457	отлична от	1	1
458	развития в	2	1
459	когда в	2	1
460	том как	3	1
461	жизнь и	1	1
462	доказывая что	1	1
463	образом в	3	1
464	в виду	1	1
465	чтобы иметь	1	1
466	без которой	1	1
467	и здесь	1	1
468	своей форме	1	1
469	в поэзии	1	1
470	столь же	4	1
471	невозможно но	1	1
472	одного из	1	1
473	с одной	7	1
474	лишь в	1	1
475	мы понимаем	1	1
476	нет это	1	1
477	от него	2	1
478	совершенно как	1	1
479	а потому	6	1
480	но нет	1	1
481	же после	1	1
482	непосредственно в	1	1
483	в художественной	1	1
484	при котором	1	1
485	исходною точкою	1	1
486	значит что	1	1
487	т с	22	1
488	его собственная	1	1
489	образов и	2	1
490	понимание этого	1	1
491	из многих	2	1
492	как нечто	1	1
493	то в	1	1
494	то он	2	1
495	такое же	3	1
496	который в	1	1
497	приходит в	1	1
498	в обществе	1	1
499	или же	4	1
500	на мир	2	1
501	хотя во	1	1
502	души и	2	1
503	в выражении	1	1
504	том чтобы	2	1
505	не то	3	1
506	без этого	1	1
507	от одной	2	1
508	связи с	2	1
509	не можем	3	1
510	видеть что	2	1
511	не находим	1	1
512	а напротив	2	1
513	положение что	1	1
514	еще одну	1	1
515	здесь же	1	1
516	не дает	2	1
517	она действительно	1	1
518	был бы	2	1
519	не составляет	2	1
520	образом посредством	1	1
521	сами по	1	1
522	при всей	1	1
523	которого в	2	1
524	в изолированном	1	1
525	на деле	5	1
526	смерти и	1	1
527	еще ничего	1	1
528	что и	13	1
529	со стороны	3	1
530	даже не	1	1
531	его с	2	1
532	и между	4	1
533	что для	4	1
534	и люди	1	1
535	и субъективен	1	1
536	идея не	1	1
537	то по	1	1
538	и я	1	1
539	в основании	2	1
540	ни о	3	1
541	человека или	1	1
542	говоря что	1	1
543	под влиянием	1	1
544	с упомянутым	1	1
545	есть одно	2	1
546	к сознанию	2	1
547	в речи	2	1
548	почти ничего	1	1
549	эти слова	2	1
550	к нескольким	1	1
551	время с	1	1
552	и а	1	1
553	и ограниченность	1	1
554	эта идея	1	1
555	который бы	1	1
556	человека к	1	1
557	к другой	3	1
558	нет ни	2	1
559	власть над	1	1
560	предположить что	1	1
561	он говорит	2	1
562	в образ	1	1
563	с такой	1	1
564	что же	2	1
565	самого себя	3	1
566	тем меньше	1	1
567	думать о	1	1
568	мы же	1	1
569	том смысле	3	1
570	мысль с	1	1
571	этого слова	11	1
572	без людей	1	1
573	а к	3	1
574	отличается от	1	1
575	в самую	1	1
576	глубокое и	1	1
577	этот образ	4	1
578	пор еще	1	1
579	о необходимости	2	1
580	об отношении	4	1
581	мы только	1	1
582	в результате	1	1
583	а все	1	1
584	человек и	1	1
585	художник в	1	1
586	для нас	20	1
587	или нет	1	1
588	а может	1	1
589	вообще в	1	1
590	что вообще	2	1
591	тот же	1	1
592	отношении к	2	1
593	не есть	17	1
594	по поводу	4	1
595	и начинается	1	1
596	может и	1	1
597	я говорю	1	1
598	в свою	3	1
599	первый раз	1	1
600	между ними	1	1
601	не знает	3	1
602	сказать что	5	1
603	только как	5	1
604	мере своего	1	1
605	была бы	4	1
606	но можно	1	1
607	но этот	2	1
608	в последнем	3	1
609	себе не	4	1
610	ни был	1	1
611	в голову	1	1
612	разговоре с	1	1
613	отделался от	1	1
614	я могу	1	1
615	нас не	1	1
616	стороны искусства	1	1
617	как на	5	1
618	смысле что	1	1
