N	2gram	Potebnia_M_3	Literetu
135	легко может	1	2
136	а и	4	2
137	отношение к	2	2
138	еще один	1	2
139	стороны и	1	2
140	все же	2	2
141	когда он	1	2
142	могли бы	1	2
143	не знает	3	2
144	так или	2	2
145	большей части	2	2
146	право на	1	2
147	но без	2	2
148	на то	2	2
149	в нем	9	2
150	не как	2	2
151	и вот	1	2
152	том чтобы	2	2
153	подобно тому	2	2
154	художественное творчество	1	2
155	в совершенно	1	2
156	и с	2	2
157	его в	3	2
158	знает что	1	2
159	было бы	9	2
160	и даже	2	2
161	она и	1	2
162	далеко не	4	2
163	не всегда	2	2
164	несмотря на	2	2
165	и тогда	3	2
166	еще раз	2	2
167	и при	4	2
168	и ее	1	2
169	нас самих	1	2
170	всякий раз	1	2
171	и другого	1	2
172	быть может	3	2
173	ни было	1	2
174	и наоборот	4	2
175	по себе	16	2
176	между людьми	2	2
177	не менее	5	2
178	для меня	4	2
179	с которой	1	2
180	художника и	2	2
181	как о	2	2
182	в нас	2	2
183	того чтобы	3	2
184	жизни не	3	2
185	другой стороны	4	2
186	целом и	1	2
187	к объективному	1	2
188	же самое	1	2
189	для себя	3	2
190	что у	1	2
191	не с	1	2
192	здесь как	3	2
193	если бы	12	2
194	одного из	1	2
195	можно сказать	3	2
196	художника который	1	2
197	что и	13	2
198	в ту	1	2
199	как например	1	2
200	здесь не	1	2
201	вне себя	2	2
202	с ними	1	2
203	связи с	2	2
204	за ним	3	2
205	ни с	1	2
206	для него	9	2
207	других но	1	2
208	тем что	7	2
209	и вместе	3	2
210	для того	4	2
211	это будет	1	2
212	один в	1	2
213	на свое	3	2
214	или иначе	1	2
215	себя и	4	2
216	что не	8	2
217	не означает	1	2
218	если не	4	2
219	я говорю	1	2
220	так же	3	2
221	и потому	4	2
222	берет на	1	2
223	какого бы	1	2
224	моя и	1	2
225	быть только	4	2
226	если это	1	2
227	быть не	2	2
228	с этой	2	2
229	художественное произведение	6	2
230	один из	4	2
231	это последнее	2	2
232	на слово	2	2
233	сознания и	1	2
234	что в	17	2
235	в каждой	4	2
236	же в	2	2
237	романа и	1	2
238	человеческой деятельности	1	2
239	не я	3	2
240	в свою	3	2
241	я это	1	2
242	оно не	4	2
243	эти слова	2	2
244	еще и	1	2
245	ее в	1	2
246	к этому	3	2
247	и наиболее	1	1
248	была бы	4	1
249	и т	5	1
250	разных времен	1	1
251	искусство есть	2	1
252	и то	8	1
253	на самом	1	1
254	тех же	1	1
255	исходя из	1	1
256	в стороне	1	1
257	это и	2	1
258	в приведенном	2	1
259	и есть	3	1
260	по преимуществу	1	1
261	и до	2	1
262	из его	1	1
263	оно было	1	1
264	с таким	2	1
265	которое может	1	1
266	по его	1	1
267	мы уже	2	1
268	который в	1	1
269	бы уже	1	1
270	мыслимо только	1	1
271	из своих	1	1
272	тому кто	1	1
273	и совсем	1	1
274	исследования в	1	1
275	в последнем	3	1
276	такой где	1	1
277	говорить о	3	1
278	принадлежит к	1	1
279	как я	1	1
280	и со	1	1
281	но напротив	1	1
282	не знают	1	1
283	власть над	1	1
284	и он	1	1
285	в ней	8	1
286	имя и	1	1
287	начало и	1	1
288	в сочетании	1	1
289	он был	1	1
290	он сам	1	1
291	мысли и	2	1
292	быть в	1	1
293	в чем	3	1
294	его действительности	1	1
295	своего материала	1	1
296	если в	1	1
297	чтоб не	1	1
298	остаются в	2	1
299	очевидно что	5	1
300	в зеркале	1	1
301	друг от	1	1
302	нет и	1	1
303	когда например	2	1
304	с сущностью	1	1
305	основная задача	1	1
306	за пределы	2	1
307	этих словах	1	1
308	сама по	2	1
309	в истории	1	1
310	первый взгляд	1	1
311	независимо от	5	1
312	с этим	6	1
313	в художественном	1	1
314	что первое	2	1
315	в своем	5	1
316	и целого	1	1
317	что касается	1	1
318	перед нами	2	1
319	что по	2	1
320	для которой	1	1
321	более или	3	1
322	деятельность не	1	1
323	духа в	1	1
324	и переходит	1	1
325	с места	1	1
326	бы не	4	1
327	т п	2	1
328	и отношения	1	1
329	что к	1	1
330	фигуры в	1	1
331	уже в	5	1
332	мы чувствуем	1	1
333	как он	1	1
334	двух других	1	1
335	так сказать	2	1
336	что эти	1	1
337	наш взгляд	1	1
338	если для	1	1
339	тем не	3	1
340	он не	4	1
341	при виде	1	1
342	именно то	2	1
343	в силу	3	1
344	в корне	1	1
345	что без	1	1
346	людей и	2	1
347	слово есть	9	1
348	прежде чем	2	1
349	о таком	1	1
350	здесь мы	1	1
351	слова и	5	1
352	мы его	1	1
353	а то	1	1
354	нам остается	1	1
355	его не	1	1
356	на все	2	1
357	с другими	5	1
358	искусства в	1	1
359	кажется что	1	1
360	только одно	1	1
361	в них	5	1
362	все равно	4	1
363	в самую	1	1
364	этого не	3	1
365	и вне	1	1
366	своего искусства	1	1
367	на этот	1	1
368	ряд который	1	1
369	говорящего как	1	1
370	был бы	2	1
371	на таких	1	1
372	на пути	1	1
373	на первый	1	1
374	о ком	1	1
375	во время	2	1
376	в понимании	1	1
377	что такая	1	1
378	что такое	2	1
379	нас не	1	1
380	во времена	2	1
381	в их	2	1
382	то для	2	1
383	лишь тогда	2	1
384	не столько	2	1
385	не к	4	1
386	жизни с	1	1
387	но это	6	1
388	другом и	1	1
389	но он	1	1
390	друг другу	1	1
391	в заговоре	1	1
392	в таких	1	1
393	в устах	1	1
394	со многими	2	1
395	бы быть	2	1
396	образ не	1	1
397	вовсе не	7	1
398	например и	1	1
399	тому что	3	1
400	произведении искусства	4	1
401	с миром	1	1
402	центра в	1	1
403	как может	1	1
404	она не	2	1
405	объекта была	1	1
406	при всей	1	1
407	два образа	1	1
408	например не	2	1
409	тогда когда	9	1
410	и притом	2	1
411	душе и	1	1
412	и сама	1	1
413	в процессе	1	1
414	на ее	1	1
415	и искусство	1	1
416	с и	3	1
417	отличное от	2	1
418	стороны своего	1	1
419	он с	1	1
420	только не	2	1
421	не имеет	6	1
422	на наш	1	1
423	к поэзии	1	1
424	такого же	1	1
425	эти стороны	1	1
426	во всем	1	1
427	и теперь	6	1
428	не принадлежит	1	1
429	века не	1	1
430	уже и	1	1
431	ему не	2	1
432	в действительности	5	1
433	у меня	2	1
434	именно оно	1	1
435	становится для	1	1
436	деятельности и	2	1
437	начиная с	1	1
438	когда мы	2	1
439	его за	1	1
440	сходство с	1	1
441	на читателя	1	1
442	того о	1	1
443	его с	2	1
444	определенный круг	1	1
445	однако по	1	1
446	ничего общего	2	1
447	приходит к	1	1
448	и о	2	1
449	от друга	1	1
450	в виду	1	1
451	свою очередь	3	1
452	был другой	1	1
453	с каким	2	1
454	время его	1	1
455	если как	1	1
456	и от	4	1
457	при котором	1	1
458	языка и	2	1
459	быть вполне	1	1
460	сознания то	1	1
461	так в	2	1
462	на том	1	1
463	котором мы	2	1
464	поэтическим произведением	1	1
465	своей мысли	4	1
466	не за	1	1
467	времени и	1	1
468	было в	1	1
469	можно только	2	1
470	том как	3	1
471	жизнь и	1	1
472	для этого	1	1
473	по мере	4	1
474	и внешней	1	1
475	и восприятия	1	1
476	и т.д	1	1
477	столь же	4	1
478	но мы	2	1
479	цель такой	1	1
480	этой мысли	2	1
481	и который	1	1
482	я то	1	1
483	нас в	1	1
484	на нее	1	1
485	собственно говоря	2	1
486	нас а	1	1
487	по слову	1	1
488	однако с	1	1
489	его личности	1	1
490	природы в	2	1
491	творчества в	1	1
492	когда оно	1	1
493	эти два	1	1
494	искусства к	1	1
495	бы в	2	1
496	непосредственно в	1	1
497	них в	1	1
498	в художественной	1	1
499	по своим	1	1
500	вообще в	1	1
501	и деятельность	1	1
502	и результат	1	1
503	тех пор	1	1
504	к нему	3	1
505	его собственная	1	1
506	в искусстве	3	1
507	в двух	1	1
508	мысли об	2	1
509	одной из	2	1
510	и представляет	1	1
511	не само	1	1
512	не идет	1	1
513	в самое	1	1
514	в обществе	1	1
515	в эстетическом	1	1
516	по небу	1	1
517	так что	7	1
518	есть в	3	1
519	с двумя	1	1
520	носит в	1	1
521	то и	6	1
522	своей и	1	1
523	ряду других	2	1
524	сознания так	1	1
525	или даже	1	1
526	но совершенно	1	1
527	и поэзии	1	1
528	его души	1	1
529	результат его	1	1
530	в котором	4	1
531	слово как	5	1
532	так как	13	1
533	на душу	1	1
534	ее не	1	1
535	друг друга	3	1
536	у него	2	1
537	существовать в	1	1
538	в каждом	3	1
539	превращается в	1	1
540	до самого	1	1
541	только на	3	1
542	с общим	2	1
543	из двух	3	1
544	души не	2	1
545	нужно было	1	1
546	не были	2	1
547	что тем	1	1
548	даже не	1	1
549	как сам	1	1
550	есть не	7	1
551	не один	2	1
552	что они	2	1
553	я был	1	1
554	в ряде	1	1
555	чем он	1	1
556	и быть	1	1
557	а с	2	1
558	что для	4	1
559	предмет и	2	1
560	к более	1	1
561	только по	5	1
562	которое по	1	1
563	которой нет	1	1
564	не было	4	1
565	с тем	7	1
566	бы назвать	1	1
567	и далее	1	1
568	в картине	1	1
569	не на	1	1
570	от мира	1	1
571	и я	1	1
572	в ряду	3	1
573	произведения искусства	2	1
574	не об	1	1
575	которого не	1	1
576	как представляется	1	1
577	ко всем	2	1
578	мир он	1	1
579	общего с	1	1
580	со словом	4	1
581	нет ни	2	1
582	в человеке	3	1
583	к своему	2	1
584	конечно не	1	1
585	тот высокий	1	1
586	есть результат	1	1
587	есть только	5	1
588	горит а	1	1
589	другого как	1	1
590	самого себя	3	1
591	как средство	2	1
592	это значит	1	1
593	и было	1	1
594	предполагает в	1	1
595	и там	1	1
596	что здесь	1	1
597	в первые	1	1
598	все это	4	1
599	есть выражение	2	1
600	слова с	3	1
601	значительного числа	1	1
602	этот образ	4	1
603	и более	1	1
604	от той	1	1
605	о котором	1	1
606	которая в	1	1
607	человек и	1	1
608	для нас	20	1
609	или менее	3	1
610	и все	3	1
611	в этих	1	1
612	глаз и	2	1
613	все остальные	3	1
614	отношении к	2	1
615	не есть	17	1
616	нисколько не	1	1
617	себе и	1	1
618	над собою	1	1
619	к ее	1	1
620	может и	1	1
621	которая на	1	1
622	от своего	1	1
623	сказать что	5	1
624	есть и	1	1
625	в таком	3	1
626	небо и	1	1
627	невозможна без	1	1
628	них может	1	1
629	силы на	1	1
630	которая не	2	1
