N	2gram	Vinokur_Ku_1	DiskursI
251	или даже	1	2
252	и понимание	1	2
253	к мысли	1	2
254	слова в	1	2
255	в одном	3	2
256	сами по	1	2
257	в современном	1	2
258	как его	1	2
259	общения и	2	2
260	никогда не	2	2
261	здесь в	1	2
262	к которому	3	2
263	обратить внимание	2	2
264	более того	1	2
265	в соответствии	3	2
266	а сам	1	2
267	из наиболее	1	2
268	зависит от	1	2
269	однако и	1	2
270	его как	1	2
271	о чем	2	2
272	то она	1	2
273	к его	1	2
274	что же	6	2
275	за рамки	1	2
276	своего времени	2	2
277	жизни в	1	2
278	и было	2	2
279	смысл в	2	2
280	в начале	1	2
281	к другим	1	2
282	рассматривать как	1	2
283	мой взгляд	2	2
284	на мой	2	2
285	или в	2	2
286	о котором	2	2
287	и все	2	2
288	будто бы	1	2
289	указывает на	1	2
290	может и	1	2
291	не говоря	2	2
292	что даже	1	2
293	речи как	1	2
294	они не	3	2
295	к этому	1	2
296	широкое распространение	1	1
297	зрения как	1	1
298	человеческой речи	1	1
299	можно говорить	2	1
300	речь идет	2	1
301	в обычном	1	1
302	и то	3	1
303	самом деле	9	1
304	на самом	2	1
305	переход от	4	1
306	науки о	3	1
307	это и	4	1
308	и должны	1	1
309	идет о	2	1
310	мысли а	2	1
311	не хочет	1	1
312	из его	1	1
313	удивляться что	1	1
314	той же	3	1
315	языка которое	3	1
316	следует обратить	1	1
317	форм языка	2	1
318	из своих	1	1
319	проблематики в	1	1
320	во внутреннем	1	1
321	говорить о	1	1
322	я не	2	1
323	но уже	5	1
324	из того	1	1
325	мы и	1	1
326	как свой	1	1
327	форм в	2	1
328	язык вообще	1	1
329	культурной традиции	1	1
330	прошлого столетия	2	1
331	истории в	1	1
332	важный вопрос	1	1
333	как целое	1	1
334	а только	8	1
335	не то	1	1
336	только потому	6	1
337	в противовес	3	1
338	внимание не	1	1
339	себе и	2	1
340	мы называем	1	1
341	отличаются от	1	1
342	что они	4	1
343	форме и	1	1
344	отчасти и	1	1
345	как говорит	1	1
346	не входят	1	1
347	же с	1	1
348	с их	3	1
349	в противном	1	1
350	тех случаях	2	1
351	вопросом о	1	1
352	следующим образом	1	1
353	состояло в	1	1
354	ораторского выступления	1	1
355	со своей	1	1
356	всего лишь	1	1
357	в которой	6	1
358	бы и	2	1
359	что это	5	1
360	таковы например	1	1
361	не был	1	1
362	невозможна в	1	1
363	в нашем	1	1
364	из этих	4	1
365	и те	1	1
366	учение о	4	1
367	по преимуществу	2	1
368	в словаре	1	1
369	целого которое	1	1
370	на то	4	1
371	в случае	1	1
372	быть только	1	1
373	что она	3	1
374	противном случае	1	1
375	он не	2	1
376	в разработке	1	1
377	всех этих	1	1
378	в первую	4	1
379	к одному	1	1
380	данном отношении	2	1
381	i в	1	1
382	свое время	2	1
383	любой из	1	1
384	нашей культуры	2	1
385	пример из	2	1
386	как нельзя	1	1
387	или иных	1	1
388	одно и	1	1
389	но все	2	1
390	русском языке	4	1
391	то чтобы	1	1
392	где нет	1	1
393	и может	3	1
394	есть все	1	1
395	значение в	1	1
396	всем желании	1	1
397	на все	1	1
398	и других	1	1
399	поворот в	2	1
400	первую очередь	2	1
401	может стать	1	1
402	на почве	1	1
403	то все	1	1
404	этом смысле	3	1
405	своего значения	1	1
406	например для	1	1
407	не соответствует	1	1
408	стоит на	1	1
409	здесь это	1	1
410	в жизни	1	1
411	которому и	1	1
412	который по	1	1
413	для них	2	1
414	выступает не	1	1
415	их как	1	1
416	с этой	2	1
417	с тем	5	1
418	в слове	2	1
419	более не	1	1
420	мы видели	1	1
421	обозначить как	1	1
422	строгом смысле	1	1
423	но язык	2	1
424	слова и	4	1
425	слово со	1	1
426	как таковой	2	1
427	в научной	1	1
428	не мог	2	1
429	в этих	4	1
430	бы на	2	1
431	и при	2	1
432	категории в	1	1
433	сошлюсь хотя	1	1
434	что такое	6	1
435	с точки	9	1
436	если можно	1	1
437	не столько	2	1
438	в дневнике	1	1
439	должны были	1	1
440	вопрос на	1	1
441	поэтому в	1	1
442	что особенно	1	1
443	которые в	1	1
444	нам только	1	1
445	для которых	2	1
446	в россии	1	1
447	его к	3	1
448	через посредство	3	1
449	что было	2	1
450	тем не	4	1
451	и эти	3	1
452	и более	2	1
453	том и	2	1
454	слов о	2	1
455	вместе со	2	1
456	это также	1	1
457	раз и	1	1
458	стоит в	4	1
459	до конца	2	1
460	литературы как	1	1
461	имен как	1	1
462	немецкой философии	1	1
463	тем самым	4	1
464	даже не	1	1
465	не имеет	2	1
466	лишь способ	1	1
467	дело в	1	1
468	и притом	1	1
469	своего существования	1	1
470	в центр	1	1
471	субъектов и	1	1
472	образом в	1	1
473	но только	1	1
474	в структуре	2	1
475	собственной природе	1	1
476	речи не	2	1
477	такова что	2	1
478	не все	2	1
479	действительно в	1	1
480	языка это	4	1
481	готов к	1	1
482	и является	4	1
483	это слово	3	1
484	с достаточной	1	1
485	и теперь	1	1
486	целом и	2	1
487	здесь возможны	1	1
488	как будто	1	1
489	этом отношении	5	1
490	и делает	1	1
491	что на	1	1
492	особое внимание	1	1
493	в каком	2	1
494	явно не	1	1
495	перед ним	1	1
496	такие же	1	1
497	художественной литературы	1	1
498	одном ряду	1	1
499	не могут	2	1
500	выход из	1	1
501	и должно	2	1
502	когда мы	2	1
503	во все	2	1
504	переход с	1	1
505	здесь совершенно	1	1
506	обмен любезностями	1	1
507	он стал	1	1
508	века до	1	1
509	но также	2	1
510	словаре английского	1	1
511	объекта и	1	1
512	как некое	1	1
513	которое принадлежит	1	1
514	своего развития	1	1
515	основываясь на	1	1
516	подошел к	1	1
517	значения и	1	1
518	же относятся	1	1
519	на нем	1	1
520	и сами	2	1
521	здесь не	3	1
522	и от	1	1
523	чтобы быть	2	1
524	только то	1	1
525	чужой речи	1	1
526	с языком	2	1
527	и сам	1	1
528	только через	1	1
529	по аналогии	1	1
530	не трудно	7	1
531	он говорит	1	1
532	здесь как	2	1
533	мог бы	1	1
534	во второй	1	1
535	том как	3	1
536	область в	1	1
537	если бы	9	1
538	в словах	1	1
539	из одного	3	1
540	к языку	5	1
541	или современный	1	1
542	категории поскольку	1	1
543	быть в	2	1
544	типа но	1	1
545	возможна только	1	1
546	утверждает что	1	1
547	что его	2	1
548	нас в	1	1
549	не заключает	1	1
550	должно было	1	1
551	в конечном	1	1
552	случае ясно	1	1
553	состоит не	1	1
554	а потому	5	1
555	в теории	1	1
556	а его	1	1
557	и мы	2	1
558	как прямая	1	1
559	хорошо известны	1	1
560	при самом	1	1
561	что здесь	1	1
562	он видел	1	1
563	которое было	1	1
564	целое в	1	1
565	которая однако	1	1
566	совмещается с	1	1
567	речь о	1	1
568	с ними	4	1
569	традиции в	2	1
570	отделено от	1	1
571	они по	1	1
572	не имеющих	1	1
573	при некоторых	1	1
574	или же	1	1
575	столетия и	1	1
576	имеет своим	1	1
577	чаще всего	1	1
578	до наших	1	1
579	не имеют	3	1
580	которому он	1	1
581	поскольку мы	1	1
582	я в	1	1
583	можно рассматривать	1	1
584	вопроса о	1	1
585	в большинстве	2	1
586	только на	1	1
587	ничего нельзя	1	1
588	о книге	1	1
589	в нашей	1	1
590	то и	2	1
591	если в	2	1
592	большинстве случаев	1	1
593	в известном	1	1
594	присутствует в	1	1
595	его и	1	1
596	но для	1	1
597	базируется не	1	1
598	очевидно что	3	1
599	и их	1	1
600	всяком случае	5	1
601	событие и	2	1
602	в известной	1	1
603	в прозе	1	1
604	и один	1	1
605	в конце	1	1
606	может служить	2	1
607	мы можем	1	1
608	не случайно	6	1
609	каждый из	1	1
610	как раз	8	1
611	их по	1	1
612	и строго	1	1
613	момент в	1	1
614	представление о	3	1
615	но эти	1	1
616	в области	7	1
617	на примере	2	1
618	до сих	4	1
619	историческим и	1	1
620	сюда же	1	1
621	а именно	2	1
622	в каких	1	1
623	было бы	15	1
624	как полевой	1	1
625	еще и	5	1
626	было и	1	1
627	возник и	1	1
628	себя и	1	1
629	нового времени	1	1
630	говорит о	1	1
631	к более	1	1
632	связано с	3	1
633	лица по	1	1
634	и литературной	1	1
635	от этого	2	1
636	в любой	1	1
637	бы назвать	1	1
638	ничем не	1	1
639	не на	4	1
640	термина для	1	1
641	речи это	1	1
642	что так	3	1
643	научной литературе	1	1
644	этом случае	2	1
645	в одно	1	1
646	несмотря на	3	1
647	в связи	3	1
648	значение или	2	1
649	с помощью	7	1
650	это лишь	1	1
651	к лицу	1	1
652	является его	1	1
653	вместе с	7	1
654	как это	3	1
655	в иных	2	1
656	что вся	1	1
657	в область	1	1
658	лицом к	1	1
659	наряду с	1	1
660	в той	5	1
661	столь широкое	1	1
662	когда она	1	1
663	да и	1	1
664	в современной	2	1
665	понимать как	2	1
666	этого слова	3	1
667	только о	1	1
668	в контексте	2	1
669	однако он	1	1
670	аналогии с	1	1
671	с историей	2	1
672	сих пор	4	1
673	в основном	1	1
674	как предмет	1	1
675	о его	1	1
676	поэтому что	2	1
677	в чем	1	1
678	в смысле	2	1
679	литературы во	1	1
680	при всем	1	1
681	тех или	1	1
682	всю совокупность	1	1
683	это уже	1	1
684	случаях когда	2	1
685	указать на	4	1
686	о событии	1	1
687	мысли что	1	1
688	в результате	5	1
689	вопрос о	2	1
690	другое дело	2	1
691	это как	1	1
692	которая в	1	1
693	развития и	1	1
694	поэзии в	1	1
695	себя самого	2	1
696	в собственно	2	1
697	или нет	1	1
698	у достоевского	1	1
699	от того	1	1
700	тем более	2	1
701	несовершенного вида	1	1
702	но это	1	1
703	том случае	1	1
704	когда указывает	1	1
705	отношении к	1	1
706	в системе	3	1
707	здесь только	2	1
708	но отчасти	1	1
709	мира здесь	1	1
710	не знает	1	1
711	на более	2	1
712	для каждой	1	1
713	речи и	5	1
714	их с	1	1
715	или иного	3	1
716	культуры в	1	1
717	в свое	2	1
718	на своем	1	1
719	также не	1	1
720	случае если	1	1
721	свою задачу	1	1
722	в таком	3	1
723	в роли	1	1
