N	2gram	Tiupa_Narr_1	DiskursI
546	того чтобы''	1	1
547	ментального процесса	1	1
548	годы к	1	1
549	адресата ибо	1	1
550	''если'' ''когда''	1	1
551	чем у	1	1
552	к одному	1	1
553	нем звучит	1	1
554	уже говорилось	1	1
555	и мимесис	1	1
556	в человеческой	1	1
557	новое и	1	1
558	содержит в	1	1
559	на земле	1	1
560	картины мира	3	1
561	действие или	1	1
562	событием не	1	1
563	рассказано в	1	1
564	как организующий	1	1
565	адресатом как	1	1
566	его составе	1	1
567	одно и	2	1
568	на адресата	1	1
569	но все	1	1
570	готовом стабильно	1	1
571	произведения всех	1	1
572	с кристаллизацией	1	1
573	не будет	2	1
574	ю.м лотман	1	1
575	не за	1	1
576	значение в	1	1
577	в мире	4	1
578	к тексту	1	1
579	статус событийности	1	1
580	нарративная установка	1	1
581	писателями [...]	1	1
582	косвенной речи	1	1
583	говорить не	1	1
584	сознания к	1	1
585	с другими	1	1
586	на бумаге	1	1
587	голос [...]	1	1
588	рассказ как	1	1
589	рассказывает а	1	1
590	в молчание	1	1
591	повторяющееся действие	1	1
592	в речевом	1	1
593	рассказчика и	1	1
594	в жизни	3	1
595	произведении и	1	1
596	речевой практики	1	1
597	оцененном мире	1	1
598	для них	2	1
599	с большей	1	1
600	их как	1	1
601	по длительности	1	1
602	человеческим сознанием	1	1
603	с тем	1	1
604	социального или	1	1
605	принципиальные различия	1	1
606	воспроизводилась древними	1	1
607	в слове	3	1
608	со своими	1	1
609	которой он	1	1
610	более не	2	1
611	мы видели	1	1
612	но сложном	1	1
613	обозначить как	1	1
614	его событийной	1	1
615	мы не	3	1
616	на пересечении	1	1
617	слова и	1	1
618	автора и	1	1
619	не мог	6	1
620	с еще	1	1
621	как замечает	2	1
622	в этих	2	1
623	письма и	1	1
624	на разных	1	1
625	во время	1	1
626	сводятся к	2	1
627	смежными ей	1	1
628	котором рассказано	1	1
629	она сама	1	1
630	собой семиотический	1	1
631	речевой маской	1	1
632	или точнее	1	1
633	имеющий отношение	1	1
634	нами два	1	1
635	не становится	1	1
636	с точки	1	1
637	интерпретации в	1	1
638	с позиции	4	1
639	единством их	1	1
640	нашему воображению	1	1
641	цепи состояний	1	1
642	как произведение	1	1
643	хранения и	1	1
644	в первый	1	1
645	композиционных форм	1	1
646	оно живет	1	1
647	нельзя понять	1	1
648	композиция и	1	1
649	они неразрывно	1	1
650	шмид это	1	1
651	дама с	1	1
652	от его	1	1
653	должны были	1	1
654	памяти моего	1	1
655	повествование не	2	1
656	ибо анарративная	1	1
657	вплоть до	4	1
658	порождается так	1	1
659	процесса и	1	1
660	поэтому в	1	1
661	мир и	1	1
662	нам только	1	1
663	через посредство	2	1
664	что было	1	1
665	тем не	3	1
666	[...] его	1	1
667	их связная	1	1
668	необходимо чтобы	1	1
669	хейден уайт	1	1
670	можем обозначить	1	1
671	между двумя	5	1
672	непосредственной формой	1	1
673	и вся	1	1
674	вольфа шмида	3	1
675	по мифологии	1	1
676	раз и	1	1
677	грамматики рассказывания	1	1
678	мифов-нарраций никогда	1	1
679	до конца	2	1
680	тем самым	5	1
681	до известной	1	1
682	как можно	1	1
683	изменением состояния	1	1
684	даже не	1	1
685	теоретической модели	1	1
686	в цепи	1	1
687	времени наррация	1	1
688	частного опыта	1	1
689	для каждого	1	1
690	например приказывая	1	1
691	не имеет	2	1
692	дело в	2	1
693	и притом	2	1
694	своего существования	1	1
695	начальной фразе	1	1
696	не по	4	1
697	в русской	3	1
698	эвристическое значение	1	1
699	на эпизоды	3	1
700	который при	1	1
701	тексту в	1	1
702	о них	3	1
703	взаимодействие коммуникантов	1	1
704	появляется в	1	1
705	и отсутствие	1	1
706	для всего	1	1
707	речи формировать	1	1
708	жизненной позиции	1	1
709	немного в	1	1
710	говорящий позиционирует	1	1
711	не вполне	2	1
712	для всех	1	1
713	такова что	2	1
714	этих двух	2	1
715	не все	1	1
716	качестве способности	1	1
717	данное понятие	1	1
718	всякое событие	1	1
719	и является	2	1
720	во всем	1	1
721	и повествование	1	1
722	сюжетная цепь	1	1
723	''картина'' не	1	1
724	такого высказывания	1	1
725	событийной стороны	2	1
726	как будто	3	1
727	этом отношении	3	1
728	и делает	1	1
729	фрейденберг происхождение	1	1
730	в нарратологию	1	1
731	что на	4	1
732	стороны самое	1	1
733	к однозначности	1	1
734	событийной полноте	1	1
735	художественную словесность	1	1
736	однако перформативные	1	1
737	ни о	2	1
738	событием рассказывания	1	1
739	событий что	1	1
740	в специальном	1	1
741	неразрывно объединены	1	1
742	истине красоте	1	1
743	встречается в	1	1
744	институционального общения	1	1
745	передать оборотов	1	1
746	нарративных стратегий	1	1
747	эти происходят	1	1
748	качестве культурного	1	1
749	об одном	1	1
750	стенографическая передача	1	1
751	с адресатом	1	1
752	согласно которому	1	1
753	того о	1	1
754	не встречается	1	1
755	существования на	1	1
756	этом последнем	1	1
757	событийности не	1	1
758	''когда'' ''для	1	1
759	сложном событии	1	1
760	если же	1	1
761	актуализированная женеттом	1	1
762	время они	1	1
763	наррация в	2	1
764	то потому	1	1
765	состоят в	2	1
766	принципе не	1	1
767	в театре	2	1
768	значения и	2	1
769	за самим	1	1
770	и сами	1	1
771	напротив они	1	1
772	здесь не	2	1
773	[...] оно	1	1
774	здесь также	1	1
775	два события	1	1
776	и от	2	1
777	''для того	1	1
778	всякого события	1	1
779	второго лица	1	1
780	только то	1	1
781	коммуникативные роли	1	1
782	происходят в	1	1
783	с языком	2	1
784	свидетельство о	1	1
785	может разворачиваться	1	1
786	и про	2	1
787	и сам	1	1
788	что каждый	1	1
789	может ощущаться	1	1
790	по аналогии	1	1
791	заново актуализированная	1	1
792	повествователем в	1	1
793	особенно в	2	1
794	по фрейденберг	1	1
795	пристальное внимание	1	1
796	живет в	1	1
797	цитирование стенографическая	1	1
798	мог бы	1	1
799	присутствует не	1	1
800	речи хотя	1	1
801	во второй	1	1
802	том как	1	1
803	в.т и	1	1
804	не исчерпывается	1	1
805	если бы	7	1
806	его времени	1	1
807	из одного	1	1
808	человеческой культуре	1	1
809	была определена	1	1
810	но такая	1	1
811	чтобы'' ''из-за''	1	1
812	о ней	3	1
813	относительно поздним	1	1
814	является событием	2	1
815	местах и	2	1
816	и судии	2	1
817	быть в	1	1
818	миметическая репрезентация	1	1
819	цепь воспроизводилась	1	1
820	то они	2	1
821	достигается не	1	1
822	память как	1	1
823	слушатели-читатели события	1	1
824	приказывая или	1	1
825	этого сказать	1	1
826	утверждает что	1	1
827	один голос	2	1
828	теперь и	1	1
829	нас в	2	1
830	в конечном	3	1
831	к истине	1	1
832	строго отграниченная	1	1
833	наррации а	1	1
834	к нему	4	1
835	тем или	2	1
836	аналогичным образом	1	1
837	теперь уже	1	1
838	творчества в	1	1
839	доступна нам	1	1
840	а потому	1	1
841	произведения по	1	1
842	ответного понимания	1	1
843	свидетеля и	2	1
844	утрачивает свою	1	1
845	чем и	1	1
846	вслед за	1	1
847	наконец в	1	1
848	давно функционировала	1	1
849	а его	2	1
850	сознанием событийной	1	1
851	человека как	1	1
852	высказываний пиететное	1	1
853	и мы	1	1
854	к воображению	1	1
855	не несет	1	1
856	природного социального	1	1
857	констатирует что	1	1
858	красоте и	1	1
859	порой и	2	1
860	наррацию ибо	1	1
861	он видел	1	1
862	известном смысле	2	1
863	в формах	1	1
864	он обращается	1	1
865	создает наррацию	1	1
866	понимание входит	1	1
867	наиболее авторитетных	1	1
868	речь о	1	1
869	с ними	2	1
870	сами участвуем	1	1
871	одного сознания	1	1
872	усматривая в	1	1
873	композиционная форма	1	1
874	освоение человеческим	1	1
875	понимание жизни	1	1
876	которое мы	1	1
877	например с	1	1
878	до нас	1	1
879	он уже	2	1
880	нормы а	1	1
881	вольф шмид	6	1
882	по мнению	1	1
883	бахтин может	2	1
884	всех его	2	1
885	карикатурное передразнивание	1	1
886	персонажей а	1	1
887	отсылают к	1	1
888	события эти	1	1
889	самое следует	1	1
890	со всеми	1	1
891	мифы-рассказы имеются	1	1
892	позиционирует свои	1	1
893	нарратологический поворот	2	1
894	шагом природного	1	1
895	я в	2	1
896	вопроса о	1	1
897	только на	2	1
898	разные времена	1	1
899	ту самую	1	1
900	ощущаться завершенная	1	1
901	то и	1	1
902	кэте фридеманн	2	1
903	различия в	1	1
904	если в	2	1
905	или положение	1	1
906	всех видов	1	1
907	в известном	2	1
908	его и	2	1
909	но для	3	1
910	существенно меняет	1	1
911	видов не	1	1
912	система смыслов	1	1
913	всяком случае	2	1
914	событие и	4	1
915	в прозе	3	1
916	общения доступна	1	1
917	самую коммуникативную	1	1
918	в конце	2	1
919	от сознания	2	1
920	не о	2	1
921	может служить	3	1
922	друг друга	2	1
923	мы можем	2	1
924	не случайно	1	1
925	каждый из	2	1
926	в смене	2	1
927	при отсутствии	2	1
928	непосредственное воспроизведение	1	1
929	как раз	6	1
930	передача карикатурное	1	1
931	ситуацию какой	1	1
932	концепции нарративности	1	1
933	или напротив	3	1
934	и строго	1	1
935	на статус	1	1
936	дистанцию по	1	1
937	формах косвенной	2	1
938	представляют собой	3	1
939	нарратора в	2	1
940	момент в	1	1
941	как диалогический	1	1
942	времена различные	1	1
943	в исторической	1	1
944	специальном значении	1	1
945	искусство слова	1	1
946	бытия следствие	1	1
947	в области	2	1
948	до сих	2	1
949	он ничего	1	1
950	может передать	1	1
951	является феноменом	1	1
952	а именно	1	1
953	лица в	1	1
954	и создает	1	1
955	с той	1	1
956	xix столетия	2	1
957	еще и	1	1
958	было и	2	1
959	же о	1	1
960	смысл высказывания	1	1
961	восприниматься как	1	1
962	на которых	1	1
963	нового времени	1	1
964	этому времени	1	1
965	эффект не	2	1
966	говорит о	1	1
967	в хх	1	1
968	или ментального	1	1
969	равной степени	2	1
970	данного высказывания	1	1
971	выступает в	1	1
972	и оцененном	1	1
973	связано с	1	1
974	всех прочих	1	1
975	наблюдателя упраздняет	1	1
976	текстов к	1	1
977	оборотов ''если''	1	1
978	это непосредственное	1	1
979	женеттом была	1	1
980	стремится к	1	1
981	не на	1	1
982	которое по	1	1
983	в евангелии	1	1
984	места времени	1	1
985	формировать культурную	1	1
986	нарративного текста	4	1
987	как иерархические	1	1
988	общения это	1	1
989	объединены в	1	1
990	повествуемого мира	5	1
991	разных местах	1	1
992	художественного целого	1	1
993	в связи	2	1
994	только словесные	1	1
995	с помощью	1	1
996	текста если	1	1
997	в творчестве	1	1
998	что нарративность	1	1
999	вместе с	2	1
1000	у первобытного	1	1
1001	до этого	1	1
1002	переформатирует ту	1	1
1003	как это	3	1
1004	т.п и	2	1
1005	он ее	1	1
1006	бахтин когда	1	1
1007	не удается	1	1
1008	этом по	1	1
1009	что вся	1	1
1010	не становясь	1	1
1011	исторического знания	1	1
1012	однозначности [...]	1	1
1013	не сложилось	1	1
1014	наряду с	1	1
1015	в той	2	1
1016	излагается в	1	1
1017	перечисленные моменты	1	1
1018	к ценности	1	1
1019	же их	1	1
1020	мировой жизни	1	1
1021	или переход	1	1
1022	дифференцированном и	1	1
1023	событие о	1	1
1024	когда она	1	1
1025	да и	2	1
1026	она вся	1	1
1027	и тоже	1	1
1028	[...] это	1	1
1029	созерцающего ума	1	1
1030	как слушатели-читатели	1	1
1031	''из-за'' и	1	1
1032	в современной	3	1
1033	к чему	3	1
1034	в [...]	1	1
1035	как высказывания	1	1
1036	только о	1	1
1037	на языке	1	1
1038	в контексте	1	1
1039	однако он	1	1
1040	быть и	2	1
1041	установки и	1	1
1042	сих пор	2	1
1043	о его	2	1
1044	мифологии если	1	1
1045	рассказе о	2	1
1046	в чем	2	1
1047	дистанцию между	1	1
1048	в формировании	1	1
1049	и собственно	1	1
1050	это явление	1	1
1051	исторический период	1	1
1052	ближе к	1	1
1053	в книге	1	1
1054	это уже	3	1
1055	в следующей	3	1
1056	в начальной	1	1
1057	случаях когда	1	1
1058	указать на	1	1
1059	[...] наблюдателя	1	1
1060	о событии	2	1
1061	каким бы	1	1
1062	при таком	1	1
1063	не существует	3	1
1064	показывает имитирует	1	1
1065	сходным образом	1	1
1066	в результате	2	1
1067	которая в	2	1
1068	оказывается и	1	1
1069	или иным	2	1
1070	события тогда	1	1
1071	самое понимание	1	1
1072	следствие овладения	1	1
1073	в исторический	1	1
1074	жераром женеттом	2	1
1075	у них	1	1
1076	это он	1	1
1077	тем более	1	1
1078	а показывает	1	1
1079	едином но	1	1
1080	в большей	1	1
1081	истории а	1	1
1082	отмечу что	1	1
1083	упраздняет коммуникативные	1	1
1084	[...] для	1	1
1085	но это	1	1
1086	том случае	1	1
1087	исключительно в	2	1
1088	или не	4	1
1089	древними писателями	1	1
1090	отношении к	1	1
1091	нарративной стратегии	1	1
1092	в готовом	1	1
1093	нами не	2	1
1094	в период	1	1
1095	располагается между	1	1
1096	стороны бытия	1	1
1097	слове писал	1	1
1098	не знает	1	1
1099	на более	1	1
1100	речи и	1	1
1101	перформативной установке	1	1
1102	стабильно дифференцированном	1	1
1103	нарративности как	2	1
1104	для кого-то	1	1
1105	в свое	1	1
1106	не количественная	1	1
1107	организующий принцип	1	1
1108	рассказе чехова	1	1
1109	и состоит	4	1
1110	длительности и	1	1
1111	в голову	1	1
1112	собой лишь	1	1
1113	также не	2	1
1114	являя собой	1	1
1115	случае если	1	1
1116	событие не	1	1
1117	однако без	1	1
1118	по причине	2	1
1119	событий в	1	1
1120	который не	1	1
1121	следует сказать	1	1
1122	событие или	1	1
1123	в таком	2	1
1124	в роли	2	1
