N	2gram	Bakhtin_sl_2	Myshleni
110	что оно	4	4
111	и с	9	4
112	так как	4	4
113	только в	5	4
114	в качестве	1	4
115	для всех	4	4
116	как раз	1	4
117	прежде всего	8	4
118	все это	16	4
119	для нас	5	4
120	а в	4	4
121	человека и	3	3
122	идет о	1	3
123	и до	1	3
124	собственном смысле	3	3
125	для которого	1	3
126	и ее	1	3
127	он сам	1	3
128	точка зрения	2	3
129	должны были	1	3
130	языка и	9	3
131	с этим	2	3
132	что как	1	3
133	бы и	3	3
134	он в	1	3
135	все эти	6	3
136	но на	1	3
137	что она	1	3
138	при этом	7	3
139	и по	1	3
140	об этом	1	3
141	те же	2	3
142	лишь в	3	3
143	с другими	4	3
144	уже сказано	2	3
145	о которых	1	3
146	но эта	2	3
147	для этого	4	3
148	уже говорили	1	3
149	этом отношении	3	3
150	в основе	4	3
151	числе и	1	3
152	что при	1	3
153	и это	1	3
154	в собственном	3	3
155	и сам	1	3
156	с собой	1	3
157	с ним	7	3
158	ничего не	1	3
159	но мы	2	3
160	ни при	1	3
161	и только	1	3
162	все время	1	3
163	мышление и	1	3
164	значение в	2	3
165	одной из	1	3
166	но не	6	3
167	решающее значение	1	3
168	для него	7	3
169	речи является	1	3
170	отличие от	13	3
171	во власти	2	3
172	в отличие	12	3
173	а не	14	3
174	и особенно	2	3
175	он говорит	1	3
176	в данном	2	3
177	этого слова	1	3
178	только для	1	3
179	или в	2	3
180	в результате	2	3
181	развития и	1	3
182	и все	5	3
183	речи все	2	3
184	лежит в	1	3
185	того же	1	3
186	чем это	1	3
187	речи как	2	3
188	не можем	1	3
189	том числе	1	3
190	они не	2	3
191	речью не	1	2
192	ту же	3	2
193	речь идет	1	2
194	также и	2	2
195	категорий и	1	2
196	и есть	1	2
197	все те	1	2
198	той же	3	2
199	и само	2	2
200	он как	1	2
201	говорить о	3	2
202	в их	2	2
203	во всех	12	2
204	речи так	1	2
205	то он	1	2
206	за пределы	2	2
207	сама по	3	2
208	отнюдь не	1	2
209	стороны и	3	2
210	и различные	2	2
211	перед нами	3	2
212	целый ряд	1	2
213	как уже	2	2
214	и как	3	2
215	более или	2	2
216	увидим что	1	2
217	за собой	1	2
218	с их	3	2
219	в себе	2	2
220	моменты которые	1	2
221	и более	2	2
222	подход к	1	2
223	в другом	2	2
224	самого автора	2	2
225	на все	1	2
226	на этой	1	2
227	ни в	4	2
228	он является	1	2
229	все равно	1	2
230	должно быть	1	2
231	в один	1	2
232	нисколько не	1	2
233	или менее	2	2
234	в этих	7	2
235	речи от	1	2
236	мысль и	1	2
237	в такой	1	2
238	этой проблемы	1	2
239	прийти к	1	2
240	с которой	1	2
241	каких условиях	1	2
242	для всего	1	2
243	речи не	2	2
244	или как	4	2
245	к ней	2	2
246	во всем	4	2
247	языков в	8	2
248	к себе	1	2
249	не могут	5	2
250	могут быть	7	2
251	во все	1	2
252	но все	5	2
253	в других	1	2
254	почему нельзя	1	2
255	как только	1	2
256	той или	5	2
257	и языком	2	2
258	в применении	1	2
259	должен быть	2	2
260	с ее	2	2
261	без всякого	2	2
262	как по	1	2
263	в себя	2	2
264	на том	1	2
265	сам становится	1	2
266	как у	1	2
267	можно сказать	1	2
268	а также	3	2
269	самому себе	1	2
270	нас в	1	2
271	самый процесс	1	2
272	которой мы	1	2
273	в его	7	2
274	что и	3	2
275	как например	2	2
276	его внутренней	1	2
277	при каких	2	2
278	и тем	1	2
279	вопрос об	1	2
280	действительность но	2	2
281	на всем	1	2
282	на протяжении	2	2
283	и других	4	2
284	в одном	2	2
285	ту сторону	1	2
286	у него	3	2
287	случае не	1	2
288	тем что	1	2
289	речью в	1	2
290	протяжении всего	1	2
291	или иной	5	2
292	и обратно	1	2
293	именно в	2	2
294	в некоторых	3	2
295	и самый	1	2
296	по ту	1	2
297	когда она	1	2
298	только его	1	2
299	формы мышления	1	2
300	чем в	2	2
301	остается в	5	2
302	в более	2	2
303	и для	5	2
304	однако и	1	2
305	мира и	5	2
306	вообще в	1	2
307	к его	2	2
308	мы увидим	2	2
309	себя как	1	1
310	от этой	1	1
311	этого в	1	1
312	в сфере	2	1
313	проблемы в	1	1
314	силы и	1	1
315	науки о	1	1
316	по преимуществу	1	1
317	на овладение	1	1
318	и этот	1	1
319	есть не	1	1
320	она в	1	1
321	и значение	1	1
322	на первый	1	1
323	изложения и	1	1
324	и о	1	1
325	что уже	1	1
326	единство и	3	1
327	и новый	1	1
328	о формах	2	1
329	нас это	1	1
330	и со	1	1
331	так называемые	1	1
332	видели из	1	1
333	в ней	3	1
334	и на	4	1
335	между собой	1	1
336	первый план	1	1
337	здесь не	4	1
338	в общественной	1	1
339	в чем	3	1
340	то мы	1	1
341	одним словом	2	1
342	друг к	1	1
343	сущности и	1	1
344	два основных	1	1
345	но как	2	1
346	к которой	1	1
347	в противовес	2	1
348	его во	1	1
349	менее всего	2	1
350	слова на	3	1
351	это и	2	1
352	между словом	3	1
353	материала так	1	1
354	реального мира	1	1
355	чем же	1	1
356	зрения а	1	1
357	в той	4	1
358	его на	1	1
359	является основным	1	1
360	более и	1	1
361	на высоту	1	1
362	однако не	1	1
363	сознания в	1	1
364	основе ее	1	1
365	и наконец	5	1
366	сказал бы	1	1
367	как всякая	1	1
368	развития все	1	1
369	как таковое	1	1
370	и свою	1	1
371	этой идеи	1	1
372	что слово	1	1
373	с той	1	1
374	та же	1	1
375	раскрыть не	1	1
376	и зачатки	1	1
377	в нашем	2	1
378	сил в	1	1
379	становления человека	1	1
380	действительности а	1	1
381	в контекст	2	1
382	мировоззрения и	1	1
383	нами в	1	1
384	бы только	2	1
385	совершается не	1	1
386	и идея	1	1
387	так сказать	6	1
388	не знающий	1	1
389	в нем	19	1
390	связанные с	4	1
391	по самому	1	1
392	время и	1	1
393	и еще	1	1
394	которая является	1	1
395	лишено всякого	1	1
396	целом как	1	1
397	на этом	3	1
398	всех своих	1	1
399	одно и	1	1
400	в германии	2	1
401	рано или	1	1
402	смысле в	1	1
403	но принимает	1	1
404	как они	1	1
405	факт что	2	1
406	новые моменты	1	1
407	и может	1	1
408	к другу	1	1
409	речь а	1	1
410	материала и	3	1
411	зрения на	2	1
412	его в	4	1
413	входит в	4	1
414	того или	1	1
415	основным и	1	1
416	должен был	1	1
417	с самого	1	1
418	за ней	2	1
419	не соответствует	1	1
420	при данных	1	1
421	ведь если	1	1
422	материал для	2	1
423	рядом с	3	1
424	на основании	1	1
425	что не	1	1
426	для правильной	1	1
427	не всегда	2	1
428	основные линии	1	1
429	такой же	1	1
430	должен стать	1	1
431	автора и	2	1
432	линии в	1	1
433	и при	2	1
434	сказать так	1	1
435	что такое	1	1
436	мы говорили	1	1
437	место в	1	1
438	на каждом	2	1
439	то его	1	1
440	он принимает	1	1
441	мысли и	1	1
442	утверждения что	1	1
443	своему существу	1	1
444	где она	1	1
445	которые в	2	1
446	однако в	2	1
447	бы быть	1	1
448	может ни	1	1
449	зрения и	2	1
450	как проблема	1	1
451	и вся	1	1
452	она стремится	1	1
453	от чисто	1	1
454	в таких	1	1
455	и время	1	1
456	самого начала	1	1
457	как о	2	1
458	непосредственно и	1	1
459	дело не	1	1
460	эти формы	4	1
461	и притом	1	1
462	различных форм	2	1
463	на него	2	1
464	его собственного	1	1
465	которого он	2	1
466	поэтому в	1	1
467	в нас	1	1
468	но здесь	4	1
469	иметь в	1	1
470	языком и	7	1
471	внешние и	1	1
472	значение этого	1	1
473	в игру	1	1
474	только не	1	1
475	резкой и	1	1
476	здесь может	1	1
477	с материалом	2	1
478	только и	2	1
479	действительности но	1	1
480	слова как	2	1
481	эпохи в	1	1
482	связано с	3	1
483	и речевой	1	1
484	образом речь	1	1
485	где уже	1	1
486	самому своему	1	1
487	весь этот	1	1
488	в самих	1	1
489	только с	2	1
490	достаточно напомнить	1	1
491	в области	2	1
492	без исключения	1	1
493	в тени	1	1
494	разрыв между	3	1
495	приспособление к	1	1
496	чтобы увидеть	1	1
497	иногда даже	1	1
498	отличается от	2	1
499	для развития	1	1
500	глубокое и	1	1
501	с работами	1	1
502	всего что	1	1
503	которые его	1	1
504	но два	1	1
505	слова с	4	1
506	или поздно	1	1
507	отношении он	1	1
508	оно не	8	1
509	отсюда следует	1	1
510	этот путь	1	1
511	правда не	1	1
512	некоторой степени	1	1
513	и самое	1	1
514	говорит и	2	1
515	чтобы быть	1	1
516	и говорит	1	1
517	этих категорий	2	1
518	в пределах	13	1
519	в дальнейшем	2	1
520	с языком	2	1
521	первостепенное значение	1	1
522	особенно в	2	1
523	и которые	1	1
524	сознания и	1	1
525	все остальные	1	1
526	не исчерпывается	1	1
527	и социальные	1	1
528	направлений и	1	1
529	это как	1	1
530	других менее	1	1
531	необходимо иметь	1	1
532	слова а	1	1
533	и здесь	2	1
534	индивидуального к	1	1
535	и должно	1	1
536	влиянием на	1	1
537	другими словами	1	1
538	язык и	7	1
539	определенным образом	1	1
540	до сих	2	1
541	или на	2	1
542	и чисто	2	1
543	может не	2	1
544	она не	6	1
545	это может	1	1
546	к нему	3	1
547	неизменной на	1	1
548	ним и	2	1
549	интерес к	1	1
550	оторванного от	1	1
551	а следовательно	1	1
552	вообще и	1	1
553	на развитие	1	1
554	также в	1	1
555	в свете	3	1
556	сразу в	1	1
557	эти наблюдения	1	1
558	один из	5	1
559	контакта с	1	1
560	в двух	1	1
561	среди других	1	1
562	словом и	8	1
563	каждом шагу	2	1
564	между тем	3	1
565	между этими	1	1
566	здесь с	1	1
567	именно на	2	1
568	характерной для	1	1
569	из которого	1	1
570	же и	2	1
571	это остается	1	1
572	конечно не	5	1
573	так можно	1	1
574	только на	1	1
575	всем его	2	1
576	слова в	13	1
577	показано выше	1	1
578	в виде	2	1
579	в сознании	1	1
580	но самое	1	1
581	этого процесса	3	1
582	или даже	3	1
583	постановка вопроса	1	1
584	есть такая	1	1
585	мышления для	1	1
586	за ним	1	1
587	мир в	1	1
588	одно из	1	1
589	цели и	2	1
590	в языке	2	1
591	сами по	1	1
592	не для	1	1
593	к ним	1	1
594	до некоторой	1	1
595	самих действиях	1	1
596	основе его	2	1
597	характерны для	1	1
598	которые как	1	1
599	в особенности	3	1
600	к совершенно	1	1
601	не были	1	1
602	точек зрения	3	1
603	и глубже	1	1
604	на ряд	2	1
605	здесь в	3	1
606	а именно	2	1
607	а наоборот	1	1
608	дело в	2	1
609	это кажется	1	1
610	на которые	1	1
611	вообще не	1	1
612	могут иметь	1	1
613	глубоком и	1	1
614	вещь и	1	1
615	и мышлением	1	1
616	до конца	17	1
617	зависит от	1	1
618	оно требует	2	1
619	правда и	2	1
620	с которым	2	1
621	языка не	4	1
622	более глубокое	1	1
623	ближе к	1	1
624	то она	1	1
625	сложный и	1	1
626	для этой	1	1
627	правильной оценки	1	1
628	все более	1	1
629	вступает в	1	1
630	развитии и	1	1
631	материал и	3	1
632	эти слова	2	1
633	эта идея	2	1
634	и потому	7	1
635	мы говорим	1	1
636	тот факт	2	1
637	но этот	1	1
638	и мир	4	1
639	какого бы	1	1
640	к своему	9	1
641	языка конечно	1	1
642	если оно	2	1
643	который мы	1	1
644	применении к	1	1
645	рассуждения и	1	1
646	и там	3	1
647	да и	1	1
648	чтобы исключить	1	1
649	дело идет	2	1
650	и от	3	1
651	сих пор	2	1
652	над языком	1	1
653	и вторая	1	1
654	в смысле	4	1
655	говорят и	1	1
656	нами уже	1	1
657	более того	2	1
658	одна из	4	1
659	это новое	1	1
660	и воля	2	1
661	не знаем	2	1
662	совершенно иной	1	1
663	от него	5	1
664	из себя	3	1
665	или нет	1	1
666	и всецело	1	1
667	еще более	2	1
668	как сказал	1	1
669	но это	3	1
670	его действий	1	1
671	в системе	1	1
672	жизни в	2	1
673	социально и	1	1
674	которая на	1	1
675	не знает	2	1
676	выступают с	1	1
677	другой стороны	1	1
678	и внутренне	2	1
679	всех других	1	1
680	что под	1	1
681	включает в	2	1
682	частности в	1	1
683	далее в	2	1
684	языком как	1	1
685	также не	1	1
686	это было	1	1
687	в своих	1	1
688	свою задачу	1	1
689	гораздо более	1	1
