N	2gram	Propp_Isto_5	VerxiiNi
187	время он	1	2
188	приводит к	1	2
189	в образе	5	2
190	особенно в	2	2
191	связанных с	1	2
192	можно только	1	2
193	для этого	1	2
194	в виду	1	2
195	а также	1	2
196	должно было	2	2
197	вслед за	1	2
198	наконец в	1	2
199	один из	2	2
200	тот же	1	2
201	и действительно	5	2
202	от них	2	2
203	богом и	2	2
204	конечно не	1	2
205	уже в	2	2
206	нами и	2	2
207	свидетельствует о	1	2
208	одно из	1	2
209	мы можем	2	2
210	он один	1	2
211	но вместе	3	2
212	или иной	1	2
213	и из	3	2
214	прежде всего	6	2
215	связано с	5	2
216	превращается в	7	2
217	не было	1	2
218	и все	3	2
219	всех других	1	2
220	в одно	2	2
221	если не	4	2
222	уже давно	1	2
223	связь с	8	2
224	по своему	1	2
225	есть как	1	2
226	по существу	2	2
227	истории религии	1	2
228	на пути	1	2
229	что мы	2	2
230	только для	1	2
231	в другое	1	2
232	но когда	3	2
233	из себя	4	2
234	только что	1	2
235	в свою	3	2
236	в процессе	1	2
237	сказать что	2	2
238	к его	2	2
239	из этого	1	2
240	жизни и	2	2
241	можно назвать	1	2
242	все что	1	2
243	этой точки	1	2
244	это неверно	2	1
245	как эти	1	1
246	себя как	1	1
247	на голове	1	1
248	это герой	1	1
249	вряд ли	1	1
250	рассматривается как	1	1
251	языку и	1	1
252	самом деле	2	1
253	он может	2	1
254	но тем	1	1
255	и есть	1	1
256	что когда	1	1
257	тем же	1	1
258	и требует	3	1
259	и могут	1	1
260	мы уже	4	1
261	той же	1	1
262	а как	2	1
263	он знает	1	1
264	мы не	5	1
265	что уже	1	1
266	это три	1	1
267	совершенно так	1	1
268	имеется и	3	1
269	именно к	1	1
270	представлением о	3	1
271	время как	1	1
272	очень скоро	1	1
273	мы и	2	1
274	не совсем	6	1
275	же что	1	1
276	в ней	5	1
277	на них	2	1
278	мы читаем	1	1
279	за это	1	1
280	быть в	1	1
281	что его	3	1
282	землю и	2	1
283	видели что	2	1
284	и всякий	1	1
285	у сибирских	1	1
286	по отношению	2	1
287	а и	1	1
288	уже как	1	1
289	что так	1	1
290	отличие от	1	1
291	что они	1	1
292	что два	1	1
293	себя в	6	1
294	человек может	1	1
295	трудно сказать	1	1
296	в одной	1	1
297	эта связь	2	1
298	как в	6	1
299	выйти из	1	1
300	некоторое время	2	1
301	как к	1	1
302	вспомним что	1	1
303	что касается	1	1
304	трех слов	1	1
305	это тоже	1	1
306	его к	3	1
307	себе не	1	1
308	которых является	1	1
309	есть ли	1	1
310	от этого	4	1
311	и отчасти	1	1
312	то в	2	1
313	та же	1	1
314	не был	1	1
315	то время	1	1
316	то теперь	1	1
317	думать что	1	1
318	и заставить	1	1
319	и тот	1	1
320	если он	1	1
321	как совершенно	1	1
322	уже тогда	1	1
323	вера в	1	1
324	в нашей	1	1
325	в xvii	1	1
326	чтобы они	1	1
327	всех этих	1	1
328	его тела	1	1
329	он должен	1	1
330	есть один	1	1
331	и более	1	1
332	с представлением	2	1
333	на этом	3	1
334	что она	1	1
335	человека в	3	1
336	и культ	1	1
337	сделать из	2	1
338	задний план	1	1
339	этого они	2	1
340	уничтожить и	1	1
341	на этой	4	1
342	что перед	1	1
343	его в	9	1
344	входит в	5	1
345	это было	2	1
346	есть не	1	1
347	это не	6	1
348	было бы	1	1
349	на почве	1	1
350	что один	1	1
351	есть несколько	1	1
352	чаще всего	1	1
353	в жизни	1	1
354	и боги	1	1
355	нет в	1	1
356	о которых	2	1
357	она и	1	1
358	народной русской	1	1
359	соответствии с	1	1
360	его все	1	1
361	как видно	1	1
362	видел в	1	1
363	как и	7	1
364	этим и	1	1
365	и живых	1	1
366	зато в	1	1
367	героем и	2	1
368	перед собой	1	1
369	существо о	1	1
370	не указывает	1	1
371	нет тех	1	1
372	к тем	1	1
373	в своей	2	1
374	что такое	1	1
375	таким же	2	1
376	никто не	3	1
377	в преисподнюю	4	1
378	в их	1	1
379	прийти к	2	1
380	место в	1	1
381	в отличие	1	1
382	должны были	1	1
383	превратиться в	1	1
384	по всем	1	1
385	борьбу с	1	1
386	их в	3	1
387	на севере	1	1
388	по себе	2	1
389	даже в	2	1
390	восхождение по	1	1
391	случае мы	1	1
392	к богам	1	1
393	на три	1	1
394	но они	1	1
395	а иногда	1	1
396	что с	1	1
397	у этих	1	1
398	особенно ярко	1	1
399	дело не	1	1
400	того как	4	1
401	уже очень	1	1
402	не по	1	1
403	искусству и	1	1
404	иметь в	1	1
405	они к	1	1
406	а тот	2	1
407	судя по	1	1
408	ничего не	2	1
409	идет и	1	1
410	видим что	5	1
411	уже говорили	1	1
412	другой стороны	8	1
413	мире и	1	1
414	в сознании	1	1
415	но даже	1	1
416	в каком	1	1
417	однако это	1	1
418	его после	1	1
419	которое в	1	1
420	могут быть	6	1
421	не знаем	3	1
422	как только	1	1
423	должны быть	1	1
424	смерти и	1	1
425	о происхождении	1	1
426	участвуют в	1	1
427	на это	1	1
428	с образом	1	1
429	в количестве	1	1
430	свою очередь	1	1
431	здесь не	1	1
432	без всякого	1	1
433	в ее	4	1
434	у народов	9	1
435	данном случае	2	1
436	совершенно ясно	4	1
437	живущие в	1	1
438	каждая такая	1	1
439	смерти в	1	1
440	в себя	3	1
441	идет речь	1	1
442	роль в	2	1
443	с собой	1	1
444	живет в	5	1
445	найти в	1	1
446	это мы	1	1
447	том как	2	1
448	что от	2	1
449	из животного	2	1
450	с этого	2	1
451	он сам	1	1
452	по мере	2	1
453	с ним	4	1
454	агни в	1	1
455	врага и	1	1
456	в состав	1	1
457	и других	2	1
458	характер этого	1	1
459	другими словами	1	1
460	одного из	1	1
461	к обряду	1	1
462	после того	3	1
463	эти традиции	1	1
464	это изменение	1	1
465	в которую	2	1
466	во втором	1	1
467	эти два	1	1
468	на одном	2	1
469	что человек	1	1
470	во всей	1	1
471	еще нельзя	1	1
472	представляли собой	2	1
473	в ту	1	1
474	ряд других	1	1
475	происходит в	1	1
476	что здесь	3	1
477	голове и	1	1
478	известно что	1	1
479	обе эти	1	1
480	совсем не	1	1
481	мы видим	8	1
482	позднее эти	1	1
483	которым он	1	1
484	славян и	1	1
485	друг друга	3	1
486	огонь в	2	1
487	целого и	1	1
488	еще и	1	1
489	и так	1	1
490	на неудачу	1	1
491	и раньше	1	1
492	не упоминаются	1	1
493	сказки в	3	1
494	и ее	1	1
495	или его	1	1
496	их не	1	1
497	и его	9	1
498	по всей	1	1
499	прямо не	1	1
500	только на	1	1
501	борьбы с	1	1
502	чтобы он	2	1
503	только тогда	2	1
504	при помощи	7	1
505	в ином	3	1
506	дает ему	3	1
507	мы знаем	8	1
508	не так	1	1
509	себе в	1	1
510	это предположение	1	1
511	чтобы она	2	1
512	с этими	1	1
513	у него	2	1
514	как этот	1	1
515	тем что	10	1
516	перейти к	1	1
517	в очень	1	1
518	представляют собой	3	1
519	из двух	2	1
520	не были	1	1
521	возможно что	1	1
522	со всем	1	1
523	ней и	1	1
524	при рассмотрении	1	1
525	но одно	1	1
526	а именно	4	1
527	такое же	2	1
528	себе задачей	1	1
529	или о	1	1
530	социальной жизни	2	1
531	в соответствии	1	1
532	и пр	3	1
533	с культом	2	1
534	ясно но	1	1
535	сдвиг в	1	1
536	хотя зачатки	1	1
537	эта стихия	1	1
538	одну из	1	1
539	о чем	2	1
540	тело человека	1	1
541	в момент	1	1
542	нет никаких	1	1
543	нет ничего	1	1
544	него в	1	1
545	ни на	1	1
546	свое особое	1	1
547	всем что	1	1
548	знаем о	2	1
549	хозяйственной жизни	2	1
550	в европе	3	1
551	по окончании	1	1
552	при которых	1	1
553	солнца или	1	1
554	с этим	5	1
555	в данном	3	1
556	одновременно с	2	1
557	считал что	1	1
558	на какие	1	1
559	иногда даже	2	1
560	там где	6	1
561	два раза	1	1
562	человека и	2	1
563	должны прежде	1	1
564	вошли в	1	1
565	стороны с	1	1
566	затем в	3	1
567	надо что-то	1	1
568	представляется как	1	1
569	сказки не	1	1
570	основана на	1	1
571	сейчас же	1	1
572	как из	1	1
573	и некоторые	1	1
574	является для	1	1
575	такой же	2	1
576	на которой	2	1
577	но это	7	1
578	но для	2	1
579	видят в	1	1
580	в наше	2	1
581	же представление	4	1
582	которых он	1	1
583	но такой	1	1
584	на задний	1	1
585	в христианстве	1	1
586	его с	1	1
587	мира и	1	1
588	в христианство	1	1
589	это уже	2	1
590	не представляет	1	1
591	души в	1	1
592	на камне	1	1
593	бы в	1	1
594	все они	1	1
595	указывает на	1	1
596	же в	2	1
597	на двух	1	1
598	к ее	1	1
599	оно на	1	1
600	появляются люди	1	1
601	существования и	1	1
602	только как	1	1
603	состоит из	3	1
604	а образ	1	1
605	совершенно не	2	1
606	в свое	2	1
607	о превращении	3	1
608	к этой	1	1
609	в своих	1	1
610	эти категории	1	1
611	и вновь	2	1
612	они не	3	1
