N	2gram	Vinokur_Ku_2	slovoVRo
159	что и	3	3
160	слов и	2	3
161	в свете	1	3
162	быть и	1	3
163	этого процесса	1	3
164	или даже	1	3
165	у него	3	3
166	отметить что	1	3
167	рядом с	2	3
168	в особенности	4	3
169	связан с	1	3
170	в свою	2	3
171	может иметь	1	3
172	смысла и	2	3
173	прямо сказать	1	3
174	и там	1	3
175	как к	1	3
176	к проблеме	1	3
177	и от	2	3
178	но это	3	3
179	и часто	1	3
180	что в	10	3
181	хотя бы	9	3
182	сказать что	4	3
183	речи и	5	3
184	языка то	1	3
185	во всяком	5	3
186	можно говорить	2	2
187	также и	5	2
188	в сфере	3	2
189	языка с	1	2
190	это и	3	2
191	установка на	2	2
192	ведь и	1	2
193	мы уже	1	2
194	мы не	1	2
195	с ее	1	2
196	конечно и	2	2
197	имеет дело	1	2
198	подчеркнуть что	1	2
199	в прямой	1	2
200	меньше чем	2	2
201	на них	1	2
202	далее в	1	2
203	не был	1	2
204	но как	1	2
205	что язык	1	2
206	не все	3	2
207	с этим	3	2
208	кроме того	1	2
209	хотя и	4	2
210	бы только	1	2
211	себе как	1	2
212	в нашем	7	2
213	в себе	1	2
214	эпохи и	1	2
215	роль в	2	2
216	с языком	1	2
217	т д	14	2
218	он не	3	2
219	в виде	1	2
220	борьбу с	1	2
221	и более	2	2
222	далеко не	1	2
223	независимо от	1	2
224	и вне	1	2
225	мы видели	2	2
226	чем в	3	2
227	п но	2	2
228	смысл и	3	2
229	и другие	1	2
230	несколько слов	1	2
231	и при	1	2
232	в их	2	2
233	языке но	1	2
234	свой смысл	1	2
235	которые в	1	2
236	но он	1	2
237	однако в	1	2
238	даже в	1	2
239	на котором	1	2
240	тогда когда	1	2
241	дело в	1	2
242	того как	2	2
243	языковым сознанием	1	2
244	того чтобы	11	2
245	свой язык	1	2
246	в одном	1	2
247	слова как	3	2
248	речи не	3	2
249	языка это	1	2
250	п в	3	2
251	в области	11	2
252	отличается от	3	2
253	значение как	1	2
254	должен быть	5	2
255	говорит и	1	2
256	свою очередь	2	2
257	без всякого	1	2
258	в себя	1	2
259	так в	3	2
260	в другом	2	2
261	те же	3	2
262	здесь как	1	2
263	и здесь	5	2
264	о том	1	2
265	таков например	1	2
266	нуждается в	2	2
267	в форме	3	2
268	как например	1	2
269	ни к	15	2
270	что он	5	2
271	правда и	1	2
272	всяком случае	5	2
273	именно на	1	2
274	же и	2	2
275	уже в	3	2
276	в поэзии	1	2
277	на протяжении	1	2
278	слова может	1	2
279	его и	1	2
280	для того	9	2
281	то что	9	2
282	не было	4	2
283	до сих	1	2
284	языка или	1	2
285	именно в	3	2
286	а именно	2	2
287	и между	1	2
288	которых мы	2	2
289	более того	1	2
290	с которым	1	2
291	и непосредственно	1	2
292	не всегда	2	2
293	и слово	1	2
294	в одно	1	2
295	в связи	4	2
296	но оно	2	2
297	эти слова	1	2
298	вместе с	5	2
299	здесь уже	1	2
300	в данном	4	2
301	если оно	1	2
302	слов в	3	2
303	материал для	2	2
304	сих пор	1	2
305	не знаем	1	2
306	новое слово	1	2
307	она может	1	2
308	или в	4	2
309	в результате	4	2
310	в языке	10	2
311	все они	2	2
312	в новых	1	2
313	только с	1	2
314	может и	1	2
315	не знает	3	2
316	только о	2	2
317	речи как	1	2
318	они не	1	2
319	смысле слова	2	1
320	речь идет	2	1
321	но их	1	1
322	мы к	1	1
323	того же	3	1
324	становится в	1	1
325	он может	1	1
326	идет о	1	1
327	и есть	2	1
328	пример такой	1	1
329	за собой	2	1
330	мы говорим	2	1
331	по преимуществу	2	1
332	и до	2	1
333	sui generis	2	1
334	все те	1	1
335	поскольку она	1	1
336	встречается и	1	1
337	а как	1	1
338	есть не	1	1
339	новое но	1	1
340	говорящего коллектива	3	1
341	и о	4	1
342	и принужден	1	1
343	нам в	1	1
344	место в	1	1
345	само слово	1	1
346	нечего делать	1	1
347	на тему	1	1
348	как не	3	1
349	так называемые	2	1
350	и говорить	1	1
351	к вопросам	1	1
352	слово на	1	1
353	в широком	2	1
354	слова эти	3	1
355	этой почве	3	1
356	как таковая	1	1
357	то мы	1	1
358	но конечно	1	1
359	а следовательно	2	1
360	то он	1	1
361	и чужое	2	1
362	к ним	1	1
363	языка таких	1	1
364	и чужой	1	1
365	с каким	1	1
366	что так	1	1
367	не просто	2	1
368	творчества даже	1	1
369	зрения а	1	1
370	характер и	2	1
371	материалом для	2	1
372	и выражения	2	1
373	до его	1	1
374	что как	1	1
375	один только	1	1
376	могли бы	2	1
377	целый ряд	5	1
378	или и	1	1
379	живом языке	1	1
380	этой цели	2	1
381	что слово	3	1
382	в самом	12	1
383	в целом	1	1
384	сущности и	1	1
385	и полным	1	1
386	выражение в	3	1
387	в этой	6	1
388	нами в	1	1
389	другом случае	1	1
390	на то	4	1
391	дальше и	1	1
392	самая постановка	1	1
393	письменный язык	1	1
394	этот процесс	1	1
395	вообще не	1	1
396	что она	3	1
397	случае перед	1	1
398	больше всего	1	1
399	первая же	1	1
400	и только	1	1
401	и еще	2	1
402	не значит	1	1
403	речи в	6	1
404	в корне	2	1
405	широком смысле	4	1
406	и по	3	1
407	в соответствующем	1	1
408	и сопоставляет	1	1
409	русском языке	10	1
410	в каждом	1	1
411	смысле в	1	1
412	борьбы и	1	1
413	типы и	1	1
414	нем есть	1	1
415	об этом	5	1
416	к другу	1	1
417	той культурной	1	1
418	речь а	1	1
419	на все	2	1
420	и русский	1	1
421	на этой	4	1
422	сказать в	1	1
423	от степени	1	1
424	знает что	3	1
425	те или	1	1
426	для нее	1	1
427	должен был	1	1
428	новые и	1	1
429	и тем	5	1
430	это ее	1	1
431	здесь нет	1	1
432	мог бы	1	1
433	но уже	2	1
434	о которых	3	1
435	достоевского и	2	1
436	все равно	2	1
437	письменной речи	21	1
438	несмотря на	5	1
439	как сказано	1	1
440	ведет к	1	1
441	на газету	1	1
442	такой же	1	1
443	над языком	1	1
444	на таких	1	1
445	и пользуется	1	1
446	и становится	1	1
447	статьях и	1	1
448	которая является	1	1
449	все элементы	1	1
450	в своей	2	1
451	речи от	1	1
452	мысль и	2	1
453	здесь а	1	1
454	не здесь	1	1
455	лежат в	1	1
456	в такой	1	1
457	данной формы	1	1
458	и без	1	1
459	не исчерпывается	1	1
460	исключительно на	1	1
461	заставляет нас	1	1
462	живого слова	1	1
463	тем не	6	1
464	есть именно	1	1
465	языка над	1	1
466	как от	1	1
467	языка за	1	1
468	вещей и	1	1
469	в таких	3	1
470	правды но	1	1
471	и естественных	1	1
472	и вся	1	1
473	правильности ее	1	1
474	о значении	2	1
475	xviii века	1	1
476	самого начала	1	1
477	на себе	4	1
478	и два	1	1
479	дело не	2	1
480	иметь в	2	1
481	к такому	1	1
482	самого по	1	1
483	значение этого	1	1
484	словом но	1	1
485	для всего	1	1
486	и уже	1	1
487	следовательно и	2	1
488	ничего не	4	1
489	слово ср	1	1
490	для постановки	1	1
491	в русском	10	1
492	лишь с	2	1
493	прежде чем	1	1
494	это слово	4	1
495	себе во	1	1
496	языка который	1	1
497	не до	1	1
498	или иных	1	1
499	говорят в	1	1
500	лежит в	1	1
501	если же	1	1
502	как только	1	1
503	указать на	1	1
504	в высокой	1	1
505	всего что	2	1
506	не предполагает	1	1
507	утверждать что	2	1
508	и это	3	1
509	некоторой степени	2	1
510	относящихся сюда	1	1
511	языка по	1	1
512	своим языком	1	1
513	синтаксической конструкции	2	1
514	к языковой	2	1
515	то она	1	1
516	в виду	3	1
517	всего этого	1	1
518	языка лишь	1	1
519	с самого	1	1
520	приводит к	5	1
521	и иные	1	1
522	слова а	1	1
523	на том	2	1
524	например о	1	1
525	и которые	1	1
526	словесной культуры	1	1
527	в научном	1	1
528	имеет первостепенное	1	1
529	однако самая	1	1
530	поэтому в	1	1
531	это как	1	1
532	разговорного языка	1	1
533	одно из	1	1
534	к языку	1	1
535	чтобы понять	2	1
536	стиля есть	1	1
537	но может	1	1
538	не на	2	1
539	образом в	2	1
540	века на	1	1
541	отчасти уже	1	1
542	этой традиции	1	1
543	наличных в	1	1
544	внутренней необходимостью	1	1
545	установки на	1	1
546	обращается к	1	1
547	никак не	3	1
548	и что	8	1
549	и абстрактно	1	1
550	иное значение	1	1
551	не стоит	1	1
552	можно сказать	4	1
553	будет очень	1	1
554	нас в	1	1
555	или иные	1	1
556	и тщательно	1	1
557	тем или	1	1
558	увидеть и	1	1
559	применяется к	1	1
560	лишь к	1	1
561	ее содержание	1	1
562	вообще и	2	1
563	от этих	1	1
564	их удельный	1	1
565	борьба в	1	1
566	и следовательно	2	1
567	в лучшем	3	1
568	в изменении	1	1
569	языка мы	1	1
570	на те	1	1
571	строится не	1	1
572	того что	3	1
573	всегда в	1	1
574	слов или	1	1
575	всякого рода	2	1
576	одной из	1	1
577	в какой	1	1
578	именно такой	1	1
579	стилистическая задача	1	1
580	их не	2	1
581	не языковая	1	1
582	здесь с	1	1
583	пробный камень	1	1
584	два типа	1	1
585	в качестве	8	1
586	чаще всего	1	1
587	характерной для	1	1
588	с какой	1	1
589	первостепенное значение	1	1
590	говорить об	1	1
591	вместить в	1	1
592	к слову	2	1
593	а это	2	1
594	за счет	2	1
595	постановка вопроса	1	1
596	но есть	2	1
597	представить себе	2	1
598	сами по	1	1
599	в конце	4	1
600	не для	1	1
601	может служить	2	1
602	до некоторой	2	1
603	мы можем	1	1
604	много и	1	1
605	речи к	1	1
606	и никогда	1	1
607	свое выражение	1	1
608	как такового	1	1
609	как раз	3	1
610	тем что	3	1
611	речью в	1	1
612	в других	1	1
613	силы для	2	1
614	правды и	1	1
615	в письменной	1	1
616	бы до	1	1
617	себе представить	1	1
618	говорим о	2	1
619	как у	2	1
620	или иначе	3	1
621	говорить и	2	1
622	ведь на	1	1
623	речи а	3	1
624	с той	2	1
625	или меньшей	3	1
626	лингвистических дисциплин	1	1
627	что не	6	1
628	должно быть	4	1
629	к сожалению	1	1
630	превращается в	2	1
631	слов а	1	1
632	а на	2	1
633	этого не	3	1
634	самое слово	1	1
635	однако и	2	1
636	другой стороны	7	1
637	отнюдь не	4	1
638	не допускает	1	1
639	принимать не	1	1
640	для этой	2	1
641	мы находим	1	1
642	все более	1	1
643	в частности	2	1
644	можно утверждать	1	1
645	в рамках	1	1
646	в иных	2	1
647	с общей	2	1
648	и приобретает	1	1
649	он говорит	1	1
650	который мы	2	1
651	дух языка	3	1
652	или иного	2	1
653	и формируется	1	1
654	быть только	2	1
655	да и	6	1
656	всегда остается	1	1
657	большей или	3	1
658	этого слова	5	1
659	слова есть	1	1
660	на новый	1	1
661	форм присущих	1	1
662	только для	2	1
663	влечет за	1	1
664	того или	2	1
665	однако не	4	1
666	себе все	1	1
667	которые были	1	1
668	было показано	1	1
669	более и	1	1
670	в наше	2	1
671	тех или	1	1
672	слова но	1	1
673	живет и	3	1
674	бы говорить	1	1
675	тем и	1	1
676	ли они	1	1
677	сознания и	2	1
678	постановке вопроса	1	1
679	или иным	1	1
680	речи с	2	1
681	это так	3	1
682	речи так	1	1
683	и смысл	1	1
684	есть всего	1	1
685	но зато	2	1
686	сказал бы	1	1
687	же в	3	1
688	нисколько не	3	1
689	подход более	1	1
690	такой степени	1	1
691	лучшем случае	3	1
692	последнем случае	1	1
693	только как	2	1
694	этой проблемы	1	1
695	здесь о	1	1
696	самого языка	2	1
697	не замечать	1	1
698	эта установка	1	1
699	бы быть	1	1
700	в кругу	2	1
701	что такое	3	1
702	от слова	3	1
703	и слов	1	1
704	в своих	2	1
705	каждое слово	1	1
706	к этому	4	1
707	гораздо более	3	1
708	которая не	1	1
