N	2gram	Losev_Prob_1	Otkroven
224	от этого	1	1
225	чего же	1	1
226	то в	5	1
227	который в	1	1
228	не хочет	3	1
229	бы и	1	1
230	что это	3	1
231	самой природе	1	1
232	за это	1	1
233	есть их	2	1
234	со всеми	2	1
235	человека с	1	1
236	с одного	1	1
237	думать что	1	1
238	же и	3	1
239	причины о	1	1
240	но о	2	1
241	есть уже	1	1
242	уже не	3	1
243	говорят о	2	1
244	ее как	1	1
245	на то	8	1
246	в братьях	1	1
247	а вовсе	1	1
248	что она	5	1
249	до последней	1	1
250	и других	1	1
251	да и	3	1
252	ее внутреннее	1	1
253	из них	3	1
254	после этого	4	1
255	его и	1	1
256	достоевский так	1	1
257	иного но	1	1
258	к каким	1	1
259	мир в	1	1
260	свой собственный	2	1
261	он должен	2	1
262	есть та	2	1
263	в силу	1	1
264	вовсе не	35	1
265	и сам	1	1
266	братьях карамазовых	1	1
267	из него	1	1
268	карамазова достоевский	1	1
269	этом отношении	1	1
270	от того	1	1
271	в каждом	1	1
272	тот должен	1	1
273	противоположностями и	1	1
274	в совершенно	1	1
275	да неужто	1	1
276	и даже	11	1
277	со стороны	1	1
278	что пишет	2	1
279	уже сам	1	1
280	заключается в	1	1
281	подходит к	1	1
282	понял что	1	1
283	здесь нужно	1	1
284	а именно	12	1
285	она стала	1	1
286	а это	2	1
287	действующих лиц	2	1
288	было и	1	1
289	в жизни	3	1
290	кажется что	1	1
291	в это	2	1
292	говорит о	3	1
293	жизни человека	1	1
294	и пр	4	1
295	притом не	1	1
296	в них	7	1
297	на этот	3	1
298	и самый	1	1
299	романы достоевского	1	1
300	человек в	1	1
301	нужно считать	1	1
302	а ведь	1	1
303	о чем	6	1
304	и тогда	1	1
305	нисколько не	3	1
306	под влиянием	1	1
307	мира в	1	1
308	он и	8	1
309	в одно	4	1
310	не так	1	1
311	начиная с	1	1
312	его как	2	1
313	и без	1	1
314	как это	6	1
315	карамазов есть	1	1
316	в котором	5	1
317	всего только	1	1
318	и наказание	1	1
319	оказывается что	2	1
320	слишком много	1	1
321	он говорит	1	1
322	ее ни	1	1
323	мир и	1	1
324	это есть	9	1
325	образ и	1	1
326	что было	1	1
327	всяком случае	3	1
328	видно что	1	1
329	в конце	6	1
330	что сам	1	1
331	и менее	3	1
332	а потому	2	1
333	знак его	1	1
334	в отношении	3	1
335	но вопрос	1	1
336	и здесь	6	1
337	но это	8	1
338	природу и	1	1
339	она не	2	1
340	в вечном	1	1
341	всего для	1	1
342	всего его	1	1
343	дело в	3	1
344	того как	3	1
345	одна из	1	1
346	в науке	2	1
347	ближе к	1	1
348	она должна	1	1
349	в процессе	1	1
350	было не	1	1
351	или лучше	1	1
352	не случайно	1	1
353	указать на	1	1
354	в нас	2	1
355	не существует	6	1
356	а что	1	1
357	есть одно	1	1
358	о версилове	1	1
359	он за	1	1
360	и весь	4	1
361	ее и	1	1
362	особого рода	2	1
363	что их	2	1
364	но еще	2	1
365	идти в	1	1
366	по своей	1	1
367	ни к	1	1
368	вот что	1	1
369	ведь этот	1	1
370	в сознании	5	1
371	но всегда	1	1
372	как будто	3	1
373	всех тех	1	1
374	еще ничего	1	1
375	но есть	2	1
376	ведь все	1	1
377	не потому	2	1
378	это все	1	1
379	у нас	14	1
380	и эта	1	1
381	не быть	1	1
382	была бы	1	1
383	свое исследование	1	1
384	от всех	2	1
385	совершенно не	6	1
386	к его	2	1
387	вечном муже	1	1
388	для нашего	2	1
389	и заключается	2	1
390	не стал	1	1
391	ко всему	1	1
392	у которых	1	1
393	но оно	1	1
394	особенно в	2	1
395	огромное значение	1	1
396	его с	1	1
397	жизни и	1	1
398	будто бы	1	1
399	бы он	1	1
400	во всяком	7	1
401	указывает на	14	1
402	лиц в	1	1
