N	2gram	Medvedev_F_1	Istorich
387	чтобы стать	2	1
388	он пытается	1	1
389	или иная	1	1
390	действительно в	1	1
391	в русском	1	1
392	к ней	2	1
393	можно сказать	1	1
394	он хочет	1	1
395	и является	2	1
396	нам важно	2	1
397	эти три	1	1
398	мы и	1	1
399	в основе	3	1
400	или иных	1	1
401	однако это	1	1
402	должны быть	5	1
403	к тому	3	1
404	быть уже	1	1
405	что при	1	1
406	ничего общего	1	1
407	правда не	1	1
408	и это	2	1
409	именно эту	1	1
410	творчества а	1	1
411	с ее	7	1
412	на основе	6	1
413	только при	1	1
414	что делает	1	1
415	в пределах	6	1
416	приводит к	2	1
417	роль в	1	1
418	как с	2	1
419	поэтому мы	1	1
420	на нее	2	1
421	ясно что	3	1
422	особенно в	3	1
423	в борьбе	1	1
424	здесь нет	1	1
425	и каждый	1	1
426	во второй	1	1
427	жизнь и	3	1
428	между собой	1	1
429	с этого	1	1
430	для этого	4	1
431	с ним	2	1
432	смысле и	1	1
433	но здесь	1	1
434	собственно в	1	1
435	слова а	1	1
436	одного из	1	1
437	мог бы	1	1
438	происходит не	1	1
439	как наиболее	1	1
440	из звеньев	1	1
441	нет у	1	1
442	как нет	1	1
443	а через	1	1
444	которые мы	1	1
445	за эту	1	1
446	функций в	2	1
447	и любой	1	1
448	мы ни	2	1
449	бы в	3	1
450	говорит он	3	1
451	тем более	1	1
452	и подобных	1	1
453	в него	2	1
454	этих и	1	1
455	предмета и	1	1
456	быть и	4	1
457	один из	3	1
458	это наиболее	1	1
459	данных ему	1	1
460	чем это	1	1
461	речи о	1	1
462	одной из	2	1
463	к высшей	1	1
464	могло быть	1	1
465	очень много	1	1
466	по мнению	1	1
467	явление более	1	1
468	а только	2	1
469	эту действительность	1	1
470	из которого	1	1
471	к какому	1	1
472	не можем	2	1
473	своего рода	1	1
474	в большинстве	3	1
475	только на	5	1
476	большинстве случаев	2	1
477	социальной жизни	11	1
478	глаза и	1	1
479	был бы	1	1
480	же они	2	1
481	очень характерно	1	1
482	руки и	1	1
483	как их	2	1
484	не для	3	1
485	друг друга	4	1
486	в ряде	1	1
487	жизни на	1	1
488	как раз	2	1
489	не из	4	1
490	все подобные	1	1
491	отношении что	1	1
492	они становятся	2	1
493	перейти к	2	1
494	и обряды	1	1
495	для исследователя	1	1
496	со стороны	5	1
497	как у	1	1
498	на ее	1	1
499	или иначе	2	1
500	не один	1	1
501	именно в	8	1
502	эти две	1	1
503	к которому	2	1
504	а с	1	1
505	цель и	1	1
506	если мы	2	1
507	что не	1	1
508	том отношении	1	1
509	его из	1	1
510	прежде всего	22	1
511	связано с	1	1
512	не было	3	1
513	или у	1	1
514	ничем не	3	1
515	зависит от	1	1
516	для человека	1	1
517	для историка	1	1
518	под влиянием	2	1
519	он и	1	1
520	которые будут	1	1
521	фигурирует в	2	1
522	вступает в	2	1
523	всегда является	1	1
524	неотделимо от	1	1
525	это делается	1	1
526	отражает действительность	1	1
527	ей и	1	1
528	что же	1	1
529	е он	1	1
530	быть только	1	1
531	в это	1	1
532	и сталкивается	1	1
533	здесь очень	1	1
534	в основном	3	1
535	как предмет	1	1
536	образом на	2	1
537	от орудий	2	1
538	здесь в	2	1
539	в более	1	1
540	современной европейской	1	1
541	в результате	2	1
542	жизни и	7	1
543	стали на	1	1
544	не лучше	1	1
545	с действительностью	1	1
546	представление что	1	1
547	уже совсем	1	1
548	у них	3	1
549	уже знаем	1	1
550	еще более	1	1
551	и ни	1	1
552	не будучи	1	1
553	и смысл	1	1
554	действительно не	1	1
555	ни к	1	1
556	гораздо больше	1	1
557	же функции	1	1
558	через которую	1	1
559	не знает	1	1
560	это в	1	1
561	только как	2	1
562	к его	1	1
563	одновременно и	1	1
564	авторитет и	1	1
565	под этим	1	1
566	пути к	1	1
567	в своих	2	1
568	по поводу	1	1
569	часто встречается	1	1
570	тем самым	3	1
571	доступ к	1	1
572	как на	4	1
573	том числе	1	1
574	они не	3	1
