N	2gram	Medvedev_V_1	Marksizm
471	что есть	1	1
472	без участия	1	1
473	сознания хотя	1	1
474	виду что	1	1
475	с теми	1	1
476	мышления и	1	1
477	тогда когда	2	1
478	того как	1	1
479	на него	1	1
480	не по	2	1
481	творчества для	1	1
482	и имеет	1	1
483	этому сводится	2	1
484	и пытается	1	1
485	может только	1	1
486	на эти	2	1
487	наблюдения и	3	1
488	его от	2	1
489	очень сильны	1	1
490	в самой	1	1
491	творческих импульсов	4	1
492	закончено в	1	1
493	или как	1	1
494	что самое	1	1
495	и творчески	1	1
496	в русском	1	1
497	к ней	1	1
498	потому что	1	1
499	даже из	1	1
500	же по	1	1
501	точном смысле	2	1
502	только наиболее	1	1
503	освобождается от	1	1
504	или только	1	1
505	нет даже	1	1
506	стороны и	2	1
507	едином и	1	1
508	в духе	1	1
509	отличается от	2	1
510	содержание в	1	1
511	одну и	1	1
512	той или	1	1
513	и порождает	1	1
514	творчества не	1	1
515	закономерности художественной	1	1
516	если же	1	1
517	деле в	1	1
518	в применении	1	1
519	значения и	1	1
520	своей индивидуальности	1	1
521	какова же	1	1
522	связи со	1	1
523	и служит	1	1
524	реальной действительности	10	1
525	в особенности	2	1
526	только не	2	1
527	только то	2	1
528	приводит к	5	1
529	мы наблюдаем	2	1
530	свою историю	1	1
531	проблем и	1	1
532	это вовсе	1	1
533	в роли	1	1
534	содержания познания	1	1
535	в социальном	1	1
536	часто в	1	1
537	в которые	1	1
538	строго говоря	1	1
539	короче говоря	1	1
540	для этого	1	1
541	образом в	3	1
542	о нем	1	1
543	познания и	4	1
544	какую-то особую	1	1
545	не означает	1	1
546	и что	1	1
547	творческий процесс	15	1
548	образе в	1	1
549	все его	2	1
550	ее и	1	1
551	как форма	1	1
552	аналогии с	1	1
553	в значительной	3	1
554	затем в	1	1
555	нет это	1	1
556	места и	1	1
557	имеет свой	1	1
558	то о	2	1
559	отметить что	2	1
560	во всей	2	1
561	в форме	3	1
562	приводит и	1	1
563	даже для	1	1
564	в ту	1	1
565	для самого	1	1
566	и мир	3	1
567	познания в	4	1
568	из современных	7	1
569	следует ли	1	1
570	в точном	2	1
571	оно и	1	1
572	мы видим	1	1
573	речи о	1	1
574	с ними	4	1
575	но ни	1	1
576	пор не	1	1
577	ними может	1	1
578	очень много	1	1
579	во времени	1	1
580	образа в	2	1
581	ему самому	1	1
582	от них	2	1
583	сознания в	1	1
584	тот или	1	1
585	с одной	2	1
586	без этого	1	1
587	материальные выражения	1	1
588	явлений которые	1	1
589	к какому	1	1
590	уже не	1	1
591	уже в	1	1
592	значение и	1	1
593	или даже	1	1
594	при помощи	3	1
595	этого сравнения	1	1
596	конечно нет	1	1
597	произведения не	2	1
598	ту или	1	1
599	характерно что	1	1
600	который как	1	1
601	нет места	1	1
602	теснейшим образом	1	1
603	а потому	1	1
604	художественного образа	1	1
605	содержания и	1	1
606	в одном	4	1
607	сами по	1	1
608	теории познания	1	1
609	ему принадлежит	1	1
610	не о	2	1
611	может служить	1	1
612	но что	1	1
613	определяются как	1	1
614	процессов и	1	1
615	основном в	1	1
616	нее не	1	1
617	образом не	3	1
618	характерны для	1	1
619	были бы	1	1
620	к двум	1	1
621	без того	1	1
622	одной стороны	2	1
623	если под	1	1
624	внутренняя логика	1	1
625	последнем счете	1	1
626	или меньшей	3	1
627	и быть	2	1
628	еще и	2	1
629	тому как	2	1
630	процесс его	1	1
631	романа в	1	1
632	себя и	1	1
633	что для	3	1
634	к более	1	1
635	и самый	1	1
636	полагаем что	1	1
637	весь роман	1	1
638	в любой	1	1
639	идеи в	2	1
640	и непосредственно	2	1
641	так называемой	1	1
642	самый факт	2	1
643	о чем	2	1
644	из целостного	1	1
645	что мы	2	1
646	роль и	1	1
647	время она	1	1
648	ответить на	1	1
649	как это	12	1
650	чрезвычайно важно	1	1
651	как процесс	2	1
652	имеются в	1	1
653	но не	2	1
654	их к	1	1
655	же самый	1	1
656	в той	1	1
657	применении к	1	1
658	по существу	3	1
659	его учеников	1	1
660	значит что	2	1
661	это значит	1	1
662	никем не	1	1
663	объективная действительность	2	1
664	лежит в	1	1
665	всего может	1	1
666	основная идея	1	1
667	есть и	1	1
668	ли не	2	1
669	эти вопросы	2	1
670	является для	1	1
671	между прочим	2	1
672	процесс не	2	1
673	в обычных	1	1
674	в более	1	1
675	мышления в	2	1
676	образом по	2	1
677	и может	2	1
678	единой и	1	1
679	дело и	1	1
680	и слова	1	1
681	такое понимание	2	1
682	чтобы понять	1	1
683	у них	2	1
684	находит свое	1	1
685	только с	2	1
686	в большей	2	1
687	мысль в	1	1
688	и другие	1	1
689	но вот	1	1
690	являются для	1	1
691	в системе	2	1
692	процессе своего	2	1
693	он же	5	1
694	состоит из	1	1
695	от индивидуального	1	1
696	равно как	4	1
697	и так	1	1
698	и художественного	3	1
699	в последнем	2	1
700	чем иным	1	1
701	свою внутреннюю	1	1
702	коллективного творчества	2	1
703	ее в	4	1
704	весь процесс	1	1
705	можно назвать	1	1
706	и особенно	1	1
707	этой точки	2	1
708	которая не	2	1
