N	2gram	Tiupa_Disk_1	StatiiOP
289	на такие	1	1
290	из своих	1	1
291	приходится удивляться	2	1
292	совпадает с	2	1
293	на себя	2	1
294	но уже	1	1
295	событий и	1	1
296	ему в	2	1
297	мы и	1	1
298	работе над	1	1
299	и он	2	1
300	форм в	1	1
301	мн др	1	1
302	во мне	3	1
303	между собой	2	1
304	и мн	1	1
305	быть в	1	1
306	истории в	1	1
307	не требует	1	1
308	тот или	2	1
309	значении этого	3	1
310	и другие	1	1
311	в сторону	4	1
312	со всеми	1	1
313	не все	1	1
314	xix столетия	1	1
315	очевидно что	1	1
316	до наших	1	1
317	мифом и	2	1
318	что хотя	1	1
319	в истории	4	1
320	трагедию и	1	1
321	вследствие чего	1	1
322	опирается на	2	1
323	из уст	2	1
324	россии в	1	1
325	в своем	6	1
326	современников в	1	1
327	и нет	1	1
328	этом же	1	1
329	когда он	2	1
330	целый ряд	2	1
331	вопросом о	1	1
332	и как	6	1
333	оказывается в	1	1
334	не являются	1	1
335	и художественного	1	1
336	более или	2	1
337	от этого	1	1
338	при таком	1	1
339	всего лишь	1	1
340	из жизни	3	1
341	отношения с	1	1
342	представляет собой	17	1
343	эпоху его	1	1
344	в известном	1	1
345	почти одновременно	1	1
346	европейской поэзии	1	1
347	другом случае	1	1
348	о ее	1	1
349	всей его	2	1
350	человек не	1	1
351	что она	1	1
352	по словам	2	1
353	к искусству	2	1
354	в нем	9	1
355	она еще	1	1
356	том в	1	1
357	в разработке	1	1
358	они в	1	1
359	не к	1	1
360	работе о	1	1
361	данном отношении	1	1
362	i в	1	1
363	свое время	1	1
364	которого и	1	1
365	этого жанра	2	1
366	что ни	1	1
367	подход к	1	1
368	совпадают с	1	1
369	же касается	2	1
370	не трудно	1	1
371	самим собой	1	1
372	слов о	1	1
373	этих форм	1	1
374	зрения на	3	1
375	что эту	1	1
376	вместе со	1	1
377	которая как	1	1
378	обе стороны	1	1
379	они по	1	1
380	чаще всего	1	1
381	на сцене	2	1
382	рассказывает что	2	1
383	соответствии с	2	1
384	мы видели	1	1
385	слова является	1	1
386	не заметить	1	1
387	лирике в	1	1
388	в первые	1	1
389	и того	3	1
390	или менее	2	1
391	бы на	1	1
392	и при	1	1
393	наших дней	2	1
394	не дошли	1	1
395	если можно	1	1
396	поэтому в	1	1
397	невозможна в	1	1
398	рода так	1	1
399	через посредство	1	1
400	и один	1	1
401	и эти	1	1
402	не могли	1	1
403	бы быть	3	1
404	по себе	3	1
405	начиная от	1	1
406	вплоть до	1	1
407	а иногда	1	1
408	не о	1	1
409	может служить	1	1
410	принадлежат к	3	1
411	дело в	1	1
412	своего существования	1	1
413	на него	1	1
414	который при	1	1
415	не могло	2	1
416	он мог	3	1
417	под углом	1	1
418	примерами в	1	1
419	мере его	1	1
420	по своей	11	1
421	друг друга	1	1
422	углом зрения	1	1
423	годов в	1	1
424	на мой	2	1
425	в смене	1	1
426	она отличается	1	1
427	перед ним	1	1
428	уже о	2	1
429	когда мы	1	1
430	и другой	1	1
431	в сказках	2	1
432	же самое	2	1
433	своего инициатора	1	1
434	первого и	2	1
435	не случайно	1	1
436	его с	1	1
437	той или	3	1
438	здесь же	1	1
439	мой взгляд	2	1
440	в наше	2	1
441	т.е в	1	1
442	обычно в	1	1
443	для себя	4	1
444	в театре	1	1
445	и оно	1	1
446	своего развития	1	1
447	и о	4	1
448	свою очередь	3	1
449	на нем	1	1
450	говоря уже	2	1
451	здесь не	1	1
452	с сохранением	1	1
453	в ее	3	1
454	только при	1	1
455	второго лица	1	1
456	в произведении	3	1
457	в пределах	2	1
458	приводит к	2	1
459	мнение что	1	1
460	литературе это	2	1
461	с языком	1	1
462	на том	2	1
463	и сам	1	1
464	по аналогии	1	1
465	не за	1	1
466	те же	1	1
467	здесь как	1	1
468	особенно в	1	1
469	чем у	1	1
470	том как	1	1
471	разного рода	2	1
472	основана на	1	1
473	в эпоху	5	1
474	о котором	2	1
475	этих жанрах	2	1
476	из одного	1	1
477	и вообще	2	1
478	по мере	2	1
479	образом в	1	1
480	но здесь	1	1
481	в позднейшем	1	1
482	уже были	1	1
483	и должно	1	1
484	известной степени	2	1
485	и т.д	4	1
486	то они	1	1
487	развития как	1	1
488	о царе	1	1
489	чего она	1	1
490	свое произведение	1	1
491	своего читателя	1	1
492	и исторический	1	1
493	времени в	2	1
494	в значительной	2	1
495	о некоторых	1	1
496	должно было	1	1
497	эту форму	1	1
498	тем или	1	1
499	произведения по	1	1
500	почве которого	1	1
501	что и	3	1
502	как отмечал	1	1
503	именно в	3	1
504	которая и	1	1
505	по стилю	5	1
506	человека как	1	1
507	это приводит	1	1
508	по содержанию	1	1
509	известном смысле	1	1
510	которое было	1	1
511	о двух	1	1
512	для понятия	1	1
513	как нечто	1	1
514	наше время	2	1
515	он уже	1	1
516	сказки в	1	1
517	для всех	1	1
518	с двумя	1	1
519	литературы в	2	1
520	которому он	1	1
521	ее а	1	1
522	в значении	2	1
523	вернуться к	1	1
524	м годам	1	1
525	которых можно	1	1
526	за счет	1	1
527	в данной	3	1
528	из них	3	1
529	это обстоятельство	1	1
530	и их	1	1
531	в известной	1	1
532	слова в	2	1
533	в одном	2	1
534	даже к	1	1
535	в современном	2	1
536	этом жанре	1	1
537	иногда и	1	1
538	как его	2	1
539	того или	2	1
540	к той	3	1
541	жанра является	1	1
542	следует признать	2	1
543	чем говорят	1	1
544	всегда строится	1	1
545	представляют собой	1	1
546	тем чем	1	1
547	из двух	2	1
548	на примере	1	1
549	этом пути	1	1
550	связаны с	1	1
551	стороны он	1	1
552	по своим	4	1
553	а именно	1	1
554	такому состоянию	1	1
555	лица в	1	1
556	и создает	1	1
557	еще и	1	1
558	было и	1	1
559	говорит о	1	1
560	к более	1	1
561	на русском	1	1
562	не говоря	2	1
563	к политической	1	1
564	этому времени	1	1
565	что случилось	1	1
566	о чем	2	1
567	было отмечено	1	1
568	речи и	1	1
569	как говорит	1	1
570	в одно	1	1
571	их изучению	1	1
572	пушкинского времени	1	1
573	с помощью	1	1
574	является его	1	1
575	в частности	9	1
576	из трех	1	1
577	требует от	1	1
578	по теме	5	1
579	в данном	5	1
580	встречается в	1	1
581	наряду с	1	1
582	в той	1	1
583	тому как	3	1
584	что же	2	1
585	в литературе	2	1
586	когда она	1	1
587	на исторически	1	1
588	как нельзя	1	1
589	от жанра	1	1
590	смысл в	2	1
591	в контексте	1	1
592	в формах	1	1
593	и различные	1	1
594	о его	1	1
595	но для	1	1
596	одновременно с	2	1
597	писал в	1	1
598	в книге	1	1
599	это уже	1	1
600	и времени	1	1
601	однако и	2	1
602	но оказывается	1	1
603	котором он	2	1
604	это он	1	1
605	это как	1	1
606	своей собственной	2	1
607	но одновременно	2	1
608	а к	1	1
609	или иным	1	1
610	особого рода	2	1
611	и все	2	1
612	у них	1	1
613	или нет	1	1
614	собой лишь	1	1
615	вообще в	1	1
616	трех и	1	1
617	но зато	2	1
618	на языке	1	1
619	тематики в	1	1
620	хотя бы	3	1
621	отношении к	1	1
622	в период	1	1
623	а о	2	1
624	не знает	1	1
625	отношением к	1	1
626	понимать как	1	1
627	автора в	2	1
628	или иного	1	1
629	одновременно и	2	1
630	остается неизменным	1	1
631	в свое	1	1
632	представляла собой	1	1
633	читателя и	1	1
634	на происходящее	1	1
635	художественного творчества	1	1
636	но эти	1	1
637	также не	1	1
638	традиции но	1	1
639	из головы	1	1
640	к м	1	1
641	другое в	1	1
642	они не	2	1
